work_key	title	author_name	first_publish_year	canonical	work_id	ratings_count	text_reviews_count	ratings_5	ratings_4	ratings_3	ratings_2	ratings_1	rating_dist	genres	match_type	candidates
/works/OL32094618W	A pleasure book for our darlings	John	1882	0											NO_MATCH_AUTH	
/works/OL32096254W	Favourite tales for the nursery		1890	0	875026	2756	189	808	1000	727	171	50	5:808|4:1000|3:727|2:171|1:50|total:2756	fiction|poetry|romance|fantasy, paranormal	RATINGS_MAX	
/works/OL32096272W	Mr. Lipscombe's apples	Julia Goddard	1891	0											NO_MATCH	
/works/OL32098078W	The children's band, or, The trial of Paul's faith	Isabel Plunket	1890	0	1984385	10	1	6	1	2	1	0	5:6|4:1|3:2|2:1|1:0|total:10		YEAR_AUTH	
/works/OL32146508W	The voice	Margaret Deland	1912	0											NO_MATCH_AUTH	
/works/OL32629549W	Helbeck of Bannisdale	Ward, Humphry	1898	0	16756404	21	6	4	9	8	0	0	5:4|4:9|3:8|2:0|1:0|total:21		UNIQUE	
/works/OL32849888W	After bread	Henryk Sienkiewicz	1897	0											NO_MATCH_AUTH	
/works/OL32873326W	Young Hopeful's schooldays, or, The secret of the seventh oak		1894	0											NO_MATCH	
/works/OL33119429W	Blindness	Green, Henry	1926	0	3073982	158	21	27	46	67	16	2	5:27|4:46|3:67|2:16|1:2|total:158	fiction|romance|history, historical fiction, biography	YEAR_AUTH	
/works/OL33121077W	A moment of time	Richard Hughes	1926	0	861752	91	1	22	33	30	6	0	5:22|4:33|3:30|2:6|1:0|total:91		RATINGS_MAX	
/works/OL33313504W	The moon conquerors	R. H. Romans	1920	0											NO_MATCH	
/works/OL3469691W	Women writers	B. G. MacCarthy	1946	0	1189699	33	6	17	12	4	0	0	5:17|4:12|3:4|2:0|1:0|total:33		RATINGS_MAX	
/works/OL3626132W	Bread	Charles Gilman Norris	1923	0											NO_MATCH_AUTH	
/works/OL36966939W	A poor man's house	Stephen Reynolds	1910	0											NO_MATCH_AUTH	
/works/OL39425320W	Sylvia's travels	Constance Smedley	1911	0											NO_MATCH	
/works/OL39500589W	Beverly Gray's challenge	Clair Blank	1945	0	4114375	21	2	6	7	8	0	0	5:6|4:7|3:8|2:0|1:0|total:21	fiction|children|mystery, thriller, crime	RATINGS_MAX	
/works/OL3979509W	The vicar's daughter	Young, E. H.	1928	0											NO_MATCH_AUTH	
/works/OL4031984W	The fortnight in September	R. C. Sherriff	1931	0	2753734	319	64	140	107	61	9	2	5:140|4:107|3:61|2:9|1:2|total:319	fiction|history, historical fiction, biography	UNIQUE	
/works/OL4104751W	Seven Footprints to Satan	Abraham Merritt	1928	0	1882693	186	27	35	75	59	12	5	5:35|4:75|3:59|2:12|1:5|total:186	fantasy, paranormal|fiction|mystery, thriller, crime	UNIQUE	
/works/OL42910541W	Polly's pension plans	Marian Lawrence Peabody	1917	0											NO_MATCH_AUTH	
/works/OL42924482W	The talisman	Scott, Walter	1885	0	21473898	1643	103	473	600	455	83	32	5:473|4:600|3:455|2:83|1:32|total:1643	fiction|history, historical fiction, biography|romance|fantasy, paranormal|young-adult	YEAR_AUTH	
/works/OL42968384W	Friendly ocean	George Borodin	1946	0											NO_MATCH_AUTH	
/works/OL4318055W	The mighty hunter	Berta Hader	1943	0	2324513	42	15	2	7	17	14	2	5:2|4:7|3:17|2:14|1:2|total:42	children|fiction|history, historical fiction, biography	UNIQUE	
/works/OL43423236W	Dhidgerry Dhoo!	Owen E. Griffiths	1943	0											NO_MATCH	
/works/OL43433833W	The black arrow	Robert Louis Stevenson	1908	0	3080386	13965	421	3755	5074	4073	868	195	5:3755|4:5074|3:4073|2:868|1:195|total:13965	fiction|history, historical fiction, biography|young-adult|romance|children	RATINGS_MAX	
/works/OL43487171W	Quentin Durward	Scott, Walter	1894	0	3725893	926	33	244	310	292	69	11	5:244|4:310|3:292|2:69|1:11|total:926	fiction|history, historical fiction, biography|romance	UNIQUE	
/works/OL43627051W	The woman in black	Zenith Jones Brown	1947	0											NO_MATCH_AUTH	
/works/OL43643983W	Hone tiki dialogues	Alfred A. Grace	1910	0											NO_MATCH	
/works/OL4416369W	Get a horse	Bellamy Partridge	1937	0											NO_MATCH	
/works/OL4429446W	Harbor tales down north	Norman Duncan	1918	0											NO_MATCH	
/works/OL44408764W	The green light	Louise Landon	1931	0											NO_MATCH_AUTH	
/works/OL4468874W	Marching! Marching!	Clara Weatherwax	1935	0											NO_MATCH_AUTH	
/works/OL44944397W	The perfect leaf	Frank A. Fortescue	1930	0											NO_MATCH	
/works/OL44967940W	A Japanese maiden	Annie M. Piercy	1900	0	1800551	12	3	2	4	4	1	1	5:2|4:4|3:4|2:1|1:1|total:12		RATINGS_MAX	
/works/OL4528060W	Seabird	Holling Clancy Holling	1948	0	715830	1676	45	631	513	371	122	39	5:631|4:513|3:371|2:122|1:39|total:1676	children|fiction|history, historical fiction, biography|young-adult|non-fiction	YEAR_AUTH	
/works/OL45611W	Selections	Henry Fielding	1923	0	2136401	23	2	6	9	6	2	0	5:6|4:9|3:6|2:2|1:0|total:23		RATINGS_MAX	
/works/OL4677749W	Life of Tom Horn	Tom Horn	1904	0	2697433	263	13	100	105	44	13	1	5:100|4:105|3:44|2:13|1:1|total:263	history, historical fiction, biography|non-fiction|mystery, thriller, crime	UNIQUE	
/works/OL472742W	The Rose and the Yew Tree	Agatha Christie	1948	0	2077580	799	68	210	217	241	100	31	5:210|4:217|3:241|2:100|1:31|total:799	fiction|romance|mystery, thriller, crime|history, historical fiction, biography	UNIQUE	
/works/OL5362130W	The earth is the Lord's	Taylor Caldwell	1940	0	2887157	242	18	77	89	57	16	3	5:77|4:89|3:57|2:16|1:3|total:242	fiction|history, historical fiction, biography|non-fiction|romance|mystery, thriller, crime	YEAR_AUTH	
/works/OL5509338W	Fall Over Cliff	Bell, Josephine	1938	0											NO_MATCH	
/works/OL5886802W	Who's to blame?	Henry Fauntleroy	1883	0											NO_MATCH_AUTH	
/works/OL60454W	Ever after	Phyllis A. Whitney	1948	0											NO_MATCH_AUTH	
/works/OL6522777W	... Letters from the country and the town	Alciphron	1923	0											NO_MATCH_AUTH	
/works/OL6601321W	Summer stranger	Louise Field Cooper	1947	0											NO_MATCH	
/works/OL6605492W	Dave Dawson at Casablanca	Robert Sidney Bowen	1944	0											NO_MATCH	
/works/OL67238W	The country of the pointed firs	Sarah Orne Jewett	1896	0	16672030	2121	261	605	708	543	186	79	5:605|4:708|3:543|2:186|1:79|total:2121	fiction|history, historical fiction, biography|non-fiction	UNIQUE	
/works/OL6832121W	The  hourglass	David Alman	1947	0											NO_MATCH_AUTH	
/works/OL6854317W	Shanghai honeymoon	Dekobra, Maurice	1946	0											NO_MATCH	
/works/OL69150W	Criticism and fiction	William Dean Howells	1891	0	393073	11	1	3	4	3	1	0	5:3|4:4|3:3|2:1|1:0|total:11		YEAR_AUTH	
/works/OL7017858W	Red sepulchre, a story of adventure behind the Iron Curtain	Peter Simonds	1947	0											NO_MATCH	
/works/OL7025888W	Progressive readings in prose	Rudolph W. Chamberlain	1923	0											NO_MATCH_AUTH	
/works/OL7150451W	Out of the Flame	Eloise Lownsbery	1931	0	2887316	13	8	1	3	6	3	0	5:1|4:3|3:6|2:3|1:0|total:13	fiction|history, historical fiction, biography|young-adult|children	UNIQUE	
/works/OL724067W	The death of the heart	Elizabeth Bowen	1938	0	2225358	5139	353	1375	1698	1410	474	182	5:1375|4:1698|3:1410|2:474|1:182|total:5139	fiction|romance|history, historical fiction, biography	UNIQUE	
/works/OL7411603W	Senorita from Chicago	Vida Hurst	1941	0											NO_MATCH	
/works/OL7424493W	Southbound ..	Anderson, Barbara Tunnell	1949	0											NO_MATCH_AUTH	
/works/OL7424544W	Wheels in the timber	Evelyn Voss Wise	1941	0	378061	30	3	11	9	7	1	2	5:11|4:9|3:7|2:1|1:2|total:30		UNIQUE	
/works/OL7427609W	Not with eyes only	Carver, George	1948	0											NO_MATCH	
/works/OL7439933W	The story of Joseph	Josephine Sanger Lau	1950	0	2186850	36	8	16	11	5	2	2	5:16|4:11|3:5|2:2|1:2|total:36		RATINGS_MAX	
/works/OL7441102W	Keep cool, Mr. Jones	Fuller, Timothy	1950	0	669672	5	3	1	0	3	1	0	5:1|4:0|3:3|2:1|1:0|total:5		UNIQUE	
/works/OL7539581W	Door nails never die	Anthony Wynne	1939	0											NO_MATCH	
/works/OL75405W	That stick	Yonge, Charlotte Mary	1892	0											NO_MATCH	
/works/OL7541910W	Peggy and the pup	Helen Sewell	1941	0											NO_MATCH_AUTH	
/works/OL7637104W	The travels of a snail	Eleanor Hoffmann	1939	0											NO_MATCH_AUTH	
/works/OL7649915W	Susan Merton's daughter	Louise Logan	1947	0											NO_MATCH	
/works/OL7671685W	What dark secret	Dudley, Dorothy	1943	0											NO_MATCH	
/works/OL7707448W	We three	Howard Preble Cotton	1910	0											NO_MATCH	
/works/OL7716784W	The Quaker cross	Cornelia Mitchell Parsons	1911	0											NO_MATCH	
/works/OL7723410W	Hiram Blair	Drew Tufts	1912	0											NO_MATCH	
/works/OL7729792W	The mystery of Castlegreen	Mary Kerr Duke	1913	0	6523202	36	8	4	6	15	7	4	5:4|4:6|3:15|2:7|1:4|total:36		RATINGS_MAX	
/works/OL7732516W	Idonia	Arthur Frederick Wallis	1914	0											NO_MATCH	
/works/OL7750032W	The messenger of Napoleon	R. N. Moffat	1918	0	221593	13	1	6	4	0	2	1	5:6|4:4|3:0|2:2|1:1|total:13		YEAR_AUTH	
/works/OL7873628W	An unwilling maid	Jeanie Thomas Gould Lincoln	1897	0											NO_MATCH_AUTH	
/works/OL8127249W	The Fighting Chance	Chambers, Robert W.	1906	0	19153311	145	22	65	32	36	5	7	5:65|4:32|3:36|2:5|1:7|total:145		YEAR_AUTH	
/works/OL879220W	The purple land that England lost	Hudson, W. H.	1885	0	1557407	210	28	46	80	60	20	4	5:46|4:80|3:60|2:20|1:4|total:210	fiction|history, historical fiction, biography|comics, graphic	UNIQUE	
/works/OL890321W	The tale of Chloe	Meredith, George	1890	0											NO_MATCH	
/works/OL893052W	The Swiss family Perelman	S. J. Perelman	1950	0											NO_MATCH	
/works/OL10535786W	... Faces in a dusty picture ..	Gerald Kersh	1944	0											NO_MATCH	
/works/OL10801838W	Catalogue of romances in the Department of Manuscripts in the British Museum	British Museum	1883	0											NO_MATCH_AUTH	
/works/OL1095419W	The spell	Brontë, Charlotte	1931	0	2180473	124	18	12	31	44	31	6	5:12|4:31|3:44|2:31|1:6|total:124	fantasy, paranormal|fiction|romance|non-fiction|history, historical fiction, biography	YEAR_AUTH	
/works/OL1098360W	The Connoisseur and Other Stories	De la Mare, Walter	1900	0											NO_MATCH_AUTH	
/works/OL1100221W	Wakefield. A folk-masque of America	MacKaye, Percy	1932	0	6281899	51	9	5	30	10	6	0	5:5|4:30|3:10|2:6|1:0|total:51		RATINGS_MAX	
/works/OL11250419W	In the coils, or, The coming conflict	Edwin Brown Graham	1882	0											NO_MATCH_AUTH	
/works/OL112618W	The Spider's Palace	Richard Hughes	1931	0											NO_MATCH	
/works/OL1132500W	The Cimbrians	Jensen, Johannes V.	1923	0											NO_MATCH	
/works/OL116134W	A little maid of Massachusetts Colony	Alice Turner Curtis	1915	0	910437	63	6	21	21	16	5	0	5:21|4:21|3:16|2:5|1:0|total:63		RATINGS_MAX	
/works/OL1166406W	The devil	Neumann, Alfred	1928	0											NO_MATCH_AUTH	
/works/OL11944240W	The Piccadilly Murder	Anthony Berkeley	1920	0	5973263	43	8	7	16	17	3	0	5:7|4:16|3:17|2:3|1:0|total:43		UNIQUE	
/works/OL1196766W	The lighter side of school life	Hay, Ian.	1914	0	6891960	537	73	93	138	185	84	37	5:93|4:138|3:185|2:84|1:37|total:537		UNIQUE	
/works/OL1206010W	Scheherazade	J. Y. T. Greig	1927	0											NO_MATCH_AUTH	
/works/OL1206480W	Bullivant and the lambs	I. Compton-Burnett	1947	0											NO_MATCH	
/works/OL1218173W	A book of Canadian stories	Desmond Pacey	1947	0	2869629	5	1	0	2	3	0	0	5:0|4:2|3:3|2:0|1:0|total:5		YEAR_AUTH	
/works/OL1238540W	Bats in the Belfry	E. C. R. Lorac	1937	0											NO_MATCH	
/works/OL1281624W	Three contemporary Anglo-Welsh regional novelists	Gustav Felix Adam	1949	0											NO_MATCH_AUTH	
/works/OL13131348W	Works (Ethan Frome / Hermit and the Wild Woman and other stories)	Edith Wharton	1914	0											NO_MATCH	
/works/OL1337070W	Full moon	P. G. Wodehouse	1947	0	2452175	1867	138	725	784	320	33	5	5:725|4:784|3:320|2:33|1:5|total:1867	fiction|romance|history, historical fiction, biography|young-adult	YEAR_AUTH	
/works/OL1379986W	Eskimo	Peter Freuchen	1931	0											NO_MATCH	
/works/OL1418108W	Tarzan the Terrible (#8)	Edgar Rice Burroughs	1921	0	6418012	1936	60	480	715	619	111	11	5:480|4:715|3:619|2:111|1:11|total:1936	fantasy, paranormal|fiction|mystery, thriller, crime|children|history, historical fiction, biography	UNIQUE	
/works/OL1449641W	Hymnen an die Nacht	Novalis	1900	0	718116	976	46	473	282	166	47	8	5:473|4:282|3:166|2:47|1:8|total:976	poetry|romance|fiction	UNIQUE	
/works/OL145509W	Hawk of Detroit	Pound, Arthur	1939	0											NO_MATCH	
/works/OL1479844W	Blaze and the forest fire	Anderson, C. W.	1938	0	842548	434	24	219	134	63	16	2	5:219|4:134|3:63|2:16|1:2|total:434	children|fiction|young-adult	UNIQUE	
/works/OL14848954W	The man from Mustang	Frederick Schiller Faust	1942	0											NO_MATCH_AUTH	
/works/OL14857732W	The Roman hat mystery, a problem in deduction	Ellery QUEEN	1929	0	1630471	1420	110	308	464	457	154	37	5:308|4:464|3:457|2:154|1:37|total:1420	mystery, thriller, crime|fiction	UNIQUE	
/works/OL14857742W	To the Queen's taste	Ellery QUEEN	1946	0											NO_MATCH	
/works/OL14877845W	The birthday of the infanta	Oscar Wilde	1907	0	25983506	409	26	99	144	118	41	7	5:99|4:144|3:118|2:41|1:7|total:409	comics, graphic|fantasy, paranormal|fiction|history, historical fiction, biography|children	RATINGS_MAX	
/works/OL15127479W	Many Inventions (Collected Works of Rudyard Kipling)	Kipling, Rudyard	1893	0	1890531	31	3	10	7	11	2	1	5:10|4:7|3:11|2:2|1:1|total:31	fiction	UNIQUE	
/works/OL1515651W	Tales of the real gypsy	Paul Kester	1897	0											NO_MATCH_AUTH	
/works/OL1527017W	On the Kentucky frontier	Otis, James	1900	0	2940389	48	7	17	18	9	4	0	5:17|4:18|3:9|2:4|1:0|total:48	history, historical fiction, biography|non-fiction|fiction	UNIQUE	
/works/OL15415838W	Looking beyond	Ludwig A. Geissler	1891	0	567561	50	5	20	10	12	7	1	5:20|4:10|3:12|2:7|1:1|total:50		UNIQUE	
/works/OL15550184W	Shelter	Marguerite Steen	1942	0											NO_MATCH_AUTH	
/works/OL156861W	Brief gaudy hour	Margaret Campbell	1949	0											NO_MATCH_AUTH	
/works/OL15697135W	The romance of Gilbert Holmes	Marshall M. Kirkman	1900	0											NO_MATCH_AUTH	
/works/OL15860606W	The tower by the sea	Meindert De Jong	1950	0											NO_MATCH	
/works/OL15865803W	Wanted: two bikes	Walter Retan	1948	0											NO_MATCH_AUTH	
/works/OL15867231W	Escape from the nuisances	Barbara Chapman	1946	0											NO_MATCH_AUTH	
/works/OL1586911W	Incarnate Isis	Desmond, Shaw	1941	0											NO_MATCH_AUTH	
/works/OL162105W	A digit of the moon and other love stories from the Hindoo	Bain, F. W.	1905	0											NO_MATCH	
/works/OL1622487W	Living biographies of famous novelists	Thomas, Henry	1943	0	1580745	45	8	8	17	13	5	2	5:8|4:17|3:13|2:5|1:2|total:45	history, historical fiction, biography|non-fiction	RATINGS_MAX	
/works/OL16329974W	Little pilgrims at Plymouth	Frances A. Humphrey	1890	0											NO_MATCH_AUTH	
/works/OL16595126W	Christmas verse	Rogers, Bruce	1945	0	6598281	7	1	1	3	3	0	0	5:1|4:3|3:3|2:0|1:0|total:7		RATINGS_MAX	
/works/OL16875785W	Clive Forrester's gold	Charles R. Kenyon	1904	0											NO_MATCH	
/works/OL17597873W	The Star of the Fairies	Mrs C.-W. Elphinstone Hope	1881	0											NO_MATCH	
/works/OL17665177W	Light in the darkness	Burk, Alice F.,	1883	0											NO_MATCH_AUTH	
/works/OL17683979W	My own sin	Mary E. Bryan	1889	0											NO_MATCH	
/works/OL1796043W	Mister Isaacs	Crawford, F. Marion	1882	0											NO_MATCH	
/works/OL1796220W	The rival scouts, or, The forest garrison	Edward Sylvester Ellis	1889	0											NO_MATCH	
/works/OL1796268W	The frontier angel	Edward Sylvester Ellis	1910	0											NO_MATCH	
/works/OL1836065W	"Mysterious Waye, the story of ""The unsetting sun"""	Percival Christopher Wren	1930	0											NO_MATCH_AUTH	
/works/OL18503149W	Her Highness	Richard G. Badger (Firm)	1910	0											NO_MATCH_AUTH	
/works/OL1868673W	The inventions of the idiot	John Kendrick Bangs	1904	0											NO_MATCH_AUTH	
/works/OL1890334W	Mules and Men (P.S.)	Hurston, Zora Neale.	1935	0	2372176	4485	108	1636	1787	919	112	31	5:1636|4:1787|3:919|2:112|1:31|total:4485	fiction|non-fiction|history, historical fiction, biography|fantasy, paranormal	UNIQUE	
/works/OL19283868W	Mistress Masham's Repose	White, T. H.	1946	0	1494484	1388	140	487	473	315	84	29	5:487|4:473|3:315|2:84|1:29|total:1388	fantasy, paranormal|children|young-adult|fiction|history, historical fiction, biography	UNIQUE	
/works/OL19300123W	Russian short stories	R. S. Townsend	1924	0											NO_MATCH_AUTH	
/works/OL1937519W	Never Look Back	Robins, Denise	1944	0											NO_MATCH_AUTH	
/works/OL198385W	The pioneer	Bonner, Geraldine	1905	0											NO_MATCH	
/works/OL19867W	The  Elephant's child and other Just so stories	Kipling, Rudyard	1942	0	6530945	618	89	237	200	140	33	8	5:237|4:200|3:140|2:33|1:8|total:618	children|fiction	RATINGS_MAX	
/works/OL20631545W	The Mystery of Hunter's Lodge	Agatha Christie	1923	0	25450165	192	10	35	65	73	19	0	5:35|4:65|3:73|2:19|1:0|total:192	mystery, thriller, crime|fiction|history, historical fiction, biography	UNIQUE	
/works/OL219168W	Friends and Helpers	Sarah J. Eddy	1899	0											NO_MATCH_AUTH	
/works/OL2234028W	Times of Charles XII	Zacharias Topelius	1884	0											NO_MATCH_AUTH	
