ol_work_key	ol_title	ol_author_name	ol_first_publish_year	goodreads_work_id	title_match_type	gr_original_title	gr_original_publication_year	matched_book_titles	gr_primary_contributors	gr_pseudonym_contributors	gr_editors	gr_translators	gr_adapters_retellers	gr_other_contributors	review_decision	review_confidence	review_reason
/works/OL3462385W	The wind from nowhere	Micheaux, Oscar	1944	254310	WORK_FULL	The Wind from Nowhere	1962	"[""The Wind from Nowhere""]"	J.G. Ballard			Mario Galli					
/works/OL15423W	Salted with fire	MacDonald, George	1897	25428322	BOOK_FULL		2013	"[""Salted With Fire""]"	Nancy LaRonda Johnson								
/works/OL1795181W	Apache Gold	Joseph A. Altsheler	1913	11584913	BOOK_FULL		1976	"[""Apache Gold""]"	Brian Fox								
/works/OL7571290W	Klondike gold	Hubert Vansant Coryell	1938	1484622	WORK_FULL	Klondike Gold	2005	"[""Klondike Gold""]"	Alice Provensen								
/works/OL6607988W	Gallop!	John Ressich	1932	2146002	BOOK_FULL	Gallop!: A Scanimation Picture Book	2007	"[""Gallop!""]"	Rufus Butler Seder								
/works/OL6213273W	The lady and the pirate	Emerson Hough	1913	39919681	BOOK_FULL		2014	"[""The Lady and the Pirate""]"	Victoria Wessex								
/works/OL15217360W	Southwest	Armer, Laura Adams	1935	4692478	BOOK_FULL	Southwest (A Zia book)	1952	"[""Southwest""]"	John Houghton Allen								
/works/OL1937567W	Island of Flowers	Robins, Denise	1940	668521	WORK_FULL	Island of Flowers	1982	"[""Island Of Flowers"", ""Island of Flowers""]"	Nora Roberts								
/works/OL3859848W	No ordinary summer	Konstantin Fedin	1950	364326	WORK_FULL	No Ordinary Summer	2004	[]	Linda Barrett								
/works/OL2279187W	The leper king	Zofia Kossak-Szczucka	1945	7211236	WORK_FULL	The Leper King	2009	[]	Scott R. Rezer								
/works/OL6342381W	The regulators	William Degenhard	1943	955346	WORK_FULL	The Regulators	1996	"[""The Regulators"", ""The Regulators: A Novel""]"	Maria Eugenia Ciocchini Suarez | Richard Bachman | Stephen King	Richard Bachman		Giorgos Mparouxes | Maria Eugenia Ciocchini Suarez | Paul Hekman | Piotr Jankowski | Poul Buchwald Andersen | Tullio Dobner | William Olivier Desmond		Frank Muller | Kate Nelligan			
/works/OL1197099W	Bachelor-of arts	Erskine, John	1934	1423842	WORK_FULL	Bachelor of Arts	1937	[]	R.K. Narayan					Graham Greene			
/works/OL2341661W	Making his mark	Horatio Alger	1901	23323418	BOOK_FULL		2012	"[""Making His Mark""]"	Jennah Scott								
/works/OL10859380W	Her soul to keep	Ethel Cook Eliot	1935	16424531	WORK_FULL	Her Soul to Keep	2011	"[""Her Soul to Keep""]"	Delilah Devlin								
/works/OL20874047W	I'm travelling alone	Samuel Bjørk	1915	26229987	BOOK_FULL	Der henger en engel alene i skogen	2013	"[""I'm Travelling Alone"", ""I'm Travelling Alone: (Munch and Krüger Book 1)""]"	Frode Sander Oien | Samiuel' B'ork | Samuel Bjork	Samuel Bjork		Eva Dohnalkova | Gabriele Haefs | Ilona Ozolina-Ciu | Ingrid Basso | Jean-Baptiste Coursaud | Krustalle Gluniadake | Lenka Kocisova | Mariia Nazarova | Marina Kopjar | Martin Simonson | Mine Atafirat | Paivi Kivela | Per Olaisen | Renee Vink | Zuzana Inczingerova		Dietmar Wunder			
/works/OL1798096W	I am the king	Sheppard Stevens	1898	5320130	WORK_FULL	I Am the King	2006	"[""I Am the King""]"	Leo Timmers								
