work_key	title	author_name	first_publish_year	canonical	htid_count	pd_count	sample_htids	matched_title	matched_author	source
OL43991125W	The lay Anthony	Joseph Hergesheimer	1914	0	9	9	uc2.ark:/13960/t0ms3kx0k|uc1.$b243118|mdp.39015030750569	The lay Anthony; a romance by Joseph Hergesheimer.	Hergesheimer, Joseph, 1880-1954.	hathifiles_title
OL275128W	Native Son	Wright, Richard	1940	0	2	0	dul1.ark:/13960/t8vb3f54w|yul.11167899_000_00	Native son / by Richard Wright.	Wright, Richard, 1908-1960.	hathifiles_title
OL4456957W	Good luck duck	Meindert De Jong	1950	0	1	0	mdp.39015028112129	Good luck duck / illustrated by Marc Simont.	De Jong, Meindert, 1906-1991.	hathifiles_title
OL4456951W	Billy and the unhappy bull	Meindert De Jong	1946	0	1	0	mdp.39015011538330	Billy and the unhappy bull / by Meindert De Jong; illustrati	De Jong, Meindert, 1906-1991.	hathifiles_title
OL2700121W	The Wall	John Hersey	1950	0	5	0	uc1.32106002116066|mdp.39015011724419|mdp.39015050556714	The wall.	Hersey, John, 1914-1993	hathifiles_title
OL4292198W	Midnight and Jeremiah	Sterling North	1943	0	1	0	mdp.39015010914151	Midnight and Jeremiah / by Sterling North ... illustrated by	North, Sterling, 1906-1974.	hathifiles_title
OL240454W	Gudrid The Fair	Hewlett, Maurice Henry	1918	0	7	7	hvd.hnp7nf|coo1.ark:/13960/t6ww7xx3v|mdp.39015031235511	Gudrid the Fair; a tale of the discovery of America, by Maur	Hewlett, Maurice, 1861-1923	hathifiles_title
OL32855547W	Samantha at the World's Fair	Marietta Holley	1893	0	7	7	nc01.ark:/13960/t40s0v82q|uc2.ark:/13960/t4xg9fs3n|hvd.hw3jmc	Samantha at the World's Fair / by Josiah Allen's wife (Marie	Holley, Marietta, 1836-1926.	hathifiles_title
OL39450177W	With Lee in Virginia	G. A. Henty	1892	0	21	21	hvd.hwk9xu|mdp.39015004983634|mdp.39015073480918	With Lee in Virginia; a story of the American Civil War. Ill	Henty, G. A. 1832-1902	hathifiles_title
OL44678472W	With Lee in Virginia	G. A. Henty	1889	0	21	21	hvd.hwk9xu|mdp.39015004983634|mdp.39015073480918	With Lee in Virginia; a story of the American Civil War. Ill	Henty, G. A. 1832-1902	hathifiles_title
OL217524W	Peacocks and other stories of Java	Vennette Herron	1927	0	1	1	mdp.39015030750940	Peacocks and other stories of Java / by Vennette Herron.	Herron, Vennette.	hathifiles_title
OL11359299W	Deep summer	Gwen Bristow	1937	0	3	0	mdp.39015030850872|mdp.39015059421746|uc1.$b322869	Deep summer.	Bristow, Gwen, 1903-1980.	hathifiles_title
OL16026525W	Of Lena Geyer	Marcia Davenport	1936	0	1	0	mdp.39015019181349	Of Lena Geyer / by Marcia Davenport.	Davenport, Marcia, 1903-1996.	hathifiles_title
OL10499098W	The valley of decision	Marcia Davenport	1943	0	3	0	mdp.39015019181331|mdp.39015019374290|uc1.31210008204057	The valley of decision / Marcia Davenport.	Davenport, Marcia, 1903-1996.	hathifiles_title
OL716366W	Rings on her fingers	Davies, Rhys	1930	0	2	2	uc1.$b236158|mdp.39015012268135	Rings on her fingers / Rhys Davies.	Davies, Rhys, 1901-1978.	hathifiles_title
OL16837923W	Between the lines	Boyd Cable	1915	0	4	4	mdp.39015063992153|uc2.ark:/13960/t3902370j|umn.31951002403408m	Between the lines / by Boyd Cable [pseudonym]	Cable, Boyd.	hathifiles_title
OL139813W	Front lines	Boyd Cable	1918	0	6	6	uc2.ark:/13960/t8mc8wj3s|mdp.39015020923200|uc1.$b299748	Front lines,	Cable, Boyd.	hathifiles_title
OL17721089W	Simon Dale	Anthony Hope	1902	0	2	2	mdp.39015063932027|umn.31951002034701t	Simon Dale / by Anthony Hope [pseudonym]	Hope, Anthony, 1863-1933.	hathifiles_title
OL32856832W	Vignettes of Manhattan	Matthews, Brander	1894	0	2	2	mdp.39015050620155|nyp.33433044417438	Vignettes of Manhattan : Outlines in local color / by Brande	Matthews, Brander, 1852-1929.	hathifiles_title
OL32856845W	Vistas of New York	Matthews, Brander	1912	0	5	5	uc2.ark:/13960/t3rv0dk6j|hvd.32044024342586|coo1.ark:/13960/t81j9zp4q	Vistas of New York,	Matthews, Brander, 1852-1929.	hathifiles_title
OL4753590W	Samantha vs. Josiah	Marietta Holley	1906	0	4	4	uc2.ark:/13960/t49p2wj08|mdp.39015063931227|wu.89095151650	Samantha vs. Josiah; being the story of a borrowed automobil	Holley, Marietta, 1836-1926.	hathifiles_title
OL20137536W	Wild geese	Martha Ostenso	1925	0	3	3	uc1.$b104070|mdp.39015064429916|mdp.39015000539414	Wild geese / by Martha Ostenso.	Ostenso, Martha, 1900-1963.	hathifiles_title
OL39415402W	An adventurer of the North	Gilbert Parker	1897	0	9	9	mdp.39015063945706|mdp.39015060797969|nyp.33433106911120	An adventurer of the North; being a continuation of the hist	Parker, Gilbert, 1862-1932.	hathifiles_title
OL44786699W	The power and the glory	Gilbert Parker	1925	0	1	1	mdp.39015063945466	The power and the glory ; a romance of the great La Salle / 	Parker, Gilbert, 1862-1932.	hathifiles_title
OL38798454W	Disraeli	Louis Napoleon Parker	1900	0	10	9	uc1.$b248284|hvd.hwp39d|nyp.33433112070101	Disraeli; a play, by Louis N. Parker...	Parker, Louis Napoleon, 1852-1944.	hathifiles_title
OL240464W	Lore of Proserpine	Hewlett, Maurice Henry	1913	0	4	4	uc2.ark:/13960/t82j6f76t|uc2.ark:/13960/t51g0q96x|mdp.39015027545394	Lore of Proserpine / by Maurice Hewlett.	Hewlett, Maurice Henry, 1861-1923.	hathifiles_title
OL7549128W	The devil's mantle	Frank L. Packard	1927	0	1	1	mdp.39015063946092	The devil's mantle / by Frank L. Packard.	Packard, Frank L. 1877-1942.	hathifiles_title
OL15517603W	Meh lady	Page, Thomas Nelson	1893	0	12	12	nc01.ark:/13960/t5j96zc7d|uc2.ark:/13960/t91835m70|coo1.ark:/13960/t4xh05d59	Meh lady : a story of the war / by Thomas Nelson Page ; illu	Page, Thomas Nelson, 1853-1922.	hathifiles_title
OL39416599W	The chariots of the lord	Joseph Hocking	1905	0	2	2	mdp.39015063931599|nyp.33433074868286	The chariots of the Lord ... / With sixteen illustrations in	Hocking, Joseph, 1860-1937.	hathifiles_title
OL11925152W	My love must wait	Ernestine Hemmings Hill	1944	0	2	0	mdp.39015035904211|uc1.$b101967	My love must wait; the story of Matthew Flinders / by Ernest	Hill, Ernestine.	hathifiles_title
OL11320886W	My love must wait	Ernestine Hill	1941	0	2	0	mdp.39015035904211|uc1.$b101967	My love must wait; the story of Matthew Flinders / by Ernest	Hill, Ernestine.	hathifiles_title
OL247426W	The Evolution Of The English Novel	Francis Hovey Stoddard	1900	0	3	3	mdp.39015030839875|pst.000002047331|nyp.33433112044122	The evolution of the English novel / by Francis Hovey Stodda	Stoddard, Francis Hovey, 1847-1936.	hathifiles_title
OL11563630W	The psychological treatment of the historical novel	Paul Nissley Landis	1923	0	1	1	uc1.b4593690	The psychological treatment of the historical novel / by Pay	Landis, Paul Nissley, 1893- ed.	hathifiles_title
OL7550295W	It happened in Peking	Louise Jordan Miln	1926	0	1	1	mdp.39015063945318	It happened in Peking ...	Miln, Louise Jordan, Mrs., 1864-1933.	hathifiles_title
OL7550300W	Red lily and Chinese jade	Louise Jordan Miln	1928	0	1	1	mdp.39015063945300	Red lily and Chinese jade ...	Miln, Louise Jordan, Mrs., 1864-1933.	hathifiles_title
OL12165197W	My friend Prospero	Henry Harland	1904	0	9	9	uc2.ark:/13960/t6930q60n|uc1.b3322369|coo1.ark:/13960/t24b3n546	My friend Prospero : a novel / by Henry Harland ... ; fronti	Harland, Henry, 1861-1905.	hathifiles_title
OL34569940W	My Friend Prospero	Henry Harland	1904	0	9	9	uc2.ark:/13960/t6930q60n|uc1.b3322369|coo1.ark:/13960/t24b3n546	My friend Prospero : a novel / by Henry Harland ... ; fronti	Harland, Henry, 1861-1905.	hathifiles_title
OL35353208W	The Great Gatsby	F. Scott Fitzgerald	1925	1	6	4	mdp.39015046866383|mdp.39015046356393|penn.ark:/81431/p3k06x69r	The great Gatsby / by F. Scott Fitzgerald.	Fitzgerald, F. Scott 1896-1940.	hathifiles_title
OL43595009W	The great Gatsby	F. Scott Fitzgerald	1945	0	4	2	mdp.39015046866383|mdp.39015046356393|nc01.ark:/13960/s2dz0mk417v	The great Gatsby / by F. Scott Fitzgerald.	Fitzgerald, F. Scott 1896-1940.	hathifiles_title
OL468431W	The Great Gatsby	F. Scott Fitzgerald	1920	0	6	4	mdp.39015046866383|mdp.39015046356393|penn.ark:/81431/p3k06x69r	The great Gatsby / by F. Scott Fitzgerald.	Fitzgerald, F. Scott 1896-1940.	hathifiles_title
OL15854224W	Feasts and frolics	Phyllis R. Fenner	1949	0	2	0	uc1.b4087962|nyp.33433038380808	Feasts and frolics; special stories for special days, illus.	Fenner, Phyllis R. 1899-	hathifiles_title
OL35989237W	The farm book	E. Boyd Smith	1910	0	1	0	mdp.39015013488997	The farm book : story and pictures / by E. Boyd Smith ; intr	Smith, E. Boyd 1860-1943.	hathifiles_title
OL21037185W	Inheritance	Phyllis Bentley	1932	0	1	0	mdp.39015031223848	Inheritance / by Phyllis Bentley.	Bentley, Phyllis Eleanor, 1894-1977.	hathifiles_title
OL647077W	The worshipful Lucia	E. F. Benson	1935	0	1	0	mdp.39015010475708	The worshipful Lucia.	Benson, E. F. 1867-1940.	hathifiles_title
OL6672789W	The power and the glory	Phyllis Eleanor Bentley	1940	0	1	0	mdp.39015031223798	The power and the glory / by Phyllis Bentley.	Bentley, Phyllis Eleanor, 1894-1977.	hathifiles_title
OL32024672W	Personal recollections of Joan of Arc	Mark Twain	1900	0	15	15	hvd.hwqscf|hvd.hwqscd|hvd.rsli4l	Personal recollections of Joan of Arc / By the Sieur Luis de	Twain, Mark, 1835-1910	hathifiles_title
OL35490063W	Personal recollections of Joan of Arc	Mark Twain	1896	0	15	15	hvd.hwqscf|hvd.hwqscd|hvd.rsli4l	Personal recollections of Joan of Arc / By the Sieur Luis de	Twain, Mark, 1835-1910	hathifiles_title
OL43166732W	Personal recollections of Joan of Arc	Mark Twain	1899	0	15	15	hvd.hwqscf|hvd.hwqscd|hvd.rsli4l	Personal recollections of Joan of Arc / By the Sieur Luis de	Twain, Mark, 1835-1910	hathifiles_title
OL6662355W	Arnold Bennett and his novels	J. B. Simons	1936	0	2	0	uc1.$b85958|mdp.39015004105469	Arnold Bennett and his novels; a critical study, by J. B. Si	Simons, J. B.	hathifiles_title
OL11082162W	Cold pogrom	Max Ludwig Berges	1939	0	1	0	mdp.39015051348657	Cold pogrom / by Max L. Berges; translated from the German b	Berges, Max Ludwig.	hathifiles_title
OL480969W	Beowulf	Bryher	1948	0	4	0	inu.30000005345974|mdp.39015012401785|pst.000004946953	Beowulf; a prose translation with an introd. by David Wright		hathifiles_title
OL6438819W	Behind that curtain	Earl Derr Biggers	1928	0	1	1	mdp.39015019221285	Behind that curtain / by Earl Derr Biggers.	Biggers, Earl Derr, 1884-1933.	hathifiles_title
OL38078282W	Behind That Curtain	Earl Derr Biggers	1931	0	1	1	mdp.39015019221285	Behind that curtain / by Earl Derr Biggers.	Biggers, Earl Derr, 1884-1933.	hathifiles_title
OL6438827W	The house without a key	Earl Derr Biggers	1925	0	2	2	mdp.39015005750552|uc1.32106002090394	The house without a key / by Earl Derr Biggers.	Biggers, Earl Derr, 1884-1933.	hathifiles_title
OL44683879W	The sheltering sky	Bowles, Paul	1949	0	2	0	uc1.32106007983064|uc1.32106015265769	The sheltering sky.	Bowles, Paul, 1910-1999	hathifiles_title
OL3910400W	Wedding day and other stories	Boyle, Kay	1930	0	1	0	mdp.39015030846748	Wedding day, and other stories / by Kay Boyle.	Boyle, Kay, 1902-1992.	hathifiles_title
OL254362W	Their shadows before	Pauline Carrington Bouvé	1899	0	4	4	mdp.39015030846763|uc2.ark:/13960/t6f18tq63|uc1.$b119856	Their shadows before; a story of the Southampton insurrectio	Bouvé, Pauline Carrington Rust.	hathifiles_title
OL2487739W	Dorando, a Spanish tale	Boswell, James	1930	0	2	2	mdp.39015030947231|uc1.b3546624	Dorando, a Spanish tale ...	Boswell, James, 1740-1795.	hathifiles_title
OL16311329W	Robbery under arms	Rolf Boldrewood	1888	0	20	16	mdp.39015051363409|inu.39000004764077|inu.39000004571159	Robbery under arms; a story of life and adventure in the bus	Boldrewood, Rolf, 1826-1915.	hathifiles_title
OL16689714W	South Riding	Winifred Holtby	1936	0	3	0	uc1.$b102989|mdp.39015008023783|inu.32000002892091	South Riding; a novel by Winifred Holtby.	Holtby, Winifred, 1898-1935.	hathifiles_title
OL21028607W	South Riding	Winifred Holtby	1938	0	3	0	uc1.$b102989|mdp.39015008023783|inu.32000002892091	South Riding; a novel by Winifred Holtby.	Holtby, Winifred, 1898-1935.	hathifiles_title
OL246819W	A Message to Garcia	Hubbard, Elbert	1899	0	13	13	hvd.hnnlc5|mdp.39015063587334|mdp.39015063587623	A message to Garcia : being a preachment by Elbert Hubbard .	Hubbard, Elbert, 1856-1915.	hathifiles_title
OL27444382W	Prater Violet	Isherwood, Christopher	1946	0	2	0	inu.30000001682123|mdp.39015066712244	Prater Violet; a novel.	Isherwood, Christopher, 1904-1986	hathifiles_title
OL33122270W	Point counter point	Aldous Huxley	1928	0	7	7	gri.ark:/13960/s201tcf6bdm|mdp.39015002648015|mdp.39015003448845	Point counter point / by Aldous Huxley.	Huxley, Aldous, 1894-1963.	hathifiles_title
OL4800975W	Back Street	Fannie Hurst	1930	0	1	0	uc1.b4384802	Back street.	Hurst, Fannie, 1889-1968.	hathifiles_title
OL1890344W	Jonah's gourd vine	Hurston, Zora Neale.	1934	0	2	0	mdp.39015047540441|inu.39000005850206	Jonah's gourd vine / [by] Zora Neale Hurston; with an introd	Hurston, Zora Neale.	hathifiles_title
OL19671149W	Two Forsyte interludes	Galsworthy, John	1928	0	4	4	mdp.39015003681676|uc1.32106001984563|uc1.$b284296	Two Forsyte interludes: A silent wooing, Passers by / by Joh	Galsworthy, John, 1867-1933.	hathifiles_title
OL5361111W	The Sunnier Side	Charles Jackson	1911	0	2	0	mdp.39015014139961|uc1.$b119915	The sunnier side; twelve Arcadian tales.	Jackson, Charles, 1903-1968.	hathifiles_title
OL16720344W	Rip Van Winkle	Irving, Washington	1909	0	10	8	mdp.39015004171529|mdp.39015060571042|uc1.b3575845	Rip Van Winkle. : The legend of Sleepy hollow & other sketch	Irving, Washington, 1783-1859.	hathifiles_title
OL29252913W	Rip Van Winkle	Irving, Washington	1891	0	24	22	mdp.39015004171529|mdp.39015039600658|mdp.39015060571042	Rip Van Winkle. : The legend of Sleepy hollow & other sketch	Irving, Washington, 1783-1859.	hathifiles_title
OL276365W	The Portrait of a Lady	James, Henry	1881	1	21	17	mdp.39015005325165|mdp.39015000527054|mdp.39015062063469	The portrait of a lady / by Henry James.	James, Henry, 1843-1916.	hathifiles_title
OL20323489W	Great Short Novels of Henry James	James, Henry	1944	0	4	0	mdp.39015003737486|mdp.39015006587516|mdp.39015011911388	The great short novels of Henry James / edited with an intro	James, Henry, 1843-1916.	hathifiles_title
OL14914348W	Art of the Novel	James, Henry	1937	0	4	0	mdp.39015047539823|inu.32000007357900|pst.000001146905	The art of the novel : critical prefaces / by Henry James ; 	James, Henry, 1843-1916.	hathifiles_title
OL276460W	Beast in the Jungle	James, Henry	1915	0	1	1	uc2.ark:/13960/t3fx74c7k	The beast in the jungle / by Henry James.	James, Henry, 1843-1916.	hathifiles_title
OL276447W	The Coxon Fund	James, Henry	1915	0	2	2	nyp.33433067168405|mdp.39015031241212	The Coxon fund / by Henry James.	James, Henry, 1843-1916.	hathifiles_title
OL276330W	Daisy Miller / The Turn of the Screw	James, Henry	1926	0	3	3	mdp.39015066063549|pst.000028903994|uva.x000023159	Daisy Miller / by Henry James, jr., illustrated from drawing	James, Henry, 1843-1916.	hathifiles_title
OL276425W	The Death of the Lion	James, Henry	1915	0	4	4	uc2.ark:/13960/fk73t9dn6h|nyp.33433067168546|nyp.33433067168280	The death of the lion.	James, Henry, 1843-1916.	hathifiles_title
OL17001688W	Young Bess	Margaret Irwin	1899	0	1	0	mdp.39015019946915	Young Bess / by Margaret Irwin.	Irwin, Margaret, 1889-1967.	hathifiles_title
OL36896984W	Young Bess,	Margaret Irwin	1945	0	1	0	mdp.39015019946915	Young Bess / by Margaret Irwin.	Irwin, Margaret, 1889-1967.	hathifiles_title
OL17960546W	Young Bess	Margaret Irwin	1944	0	1	0	mdp.39015019946915	Young Bess / by Margaret Irwin.	Irwin, Margaret, 1889-1967.	hathifiles_title
OL276469W	What Maisie Knew	James, Henry	1897	0	10	8	nyp.33433112014778|mdp.39015008166004|uc1.31822023446321	What Maisie knew / by Henry James.	James, Henry, 1843-1916.	hathifiles_title
OL29339865W	Mr. Norris Changes Trains	Isherwood, Christopher	1937	0	5	0	mdp.39015012860006|mdp.39015008922083|mdp.39015066688014	Mr. Norris changes trains / [by] Christopher Isherwood.	Isherwood, Christopher, 1904-1986.	hathifiles_title
OL64365W	Brave New World	Aldous Huxley	1932	0	6	0	mdp.39015002299017|mdp.39015002305061|mdp.39015034647183	Brave new world / a novel by Aldous Huxley. With a foreword 	Huxley, Aldous, 1894-1963.	hathifiles_title
OL43376123W	Criticism and fiction	William Dean Howells	1893	0	6	6	chi.12791090|uc2.ark:/13960/t8cf9jt91|mdp.39076006821628	Criticism and fiction / by W.D. Howells.	Howells, William Dean, 1837-1920	hathifiles_title
OL3864080W	The black laurel	Jameson, Storm	1947	0	2	0	mdp.39015030141207|uc1.$b103816	The black laurel.	Jameson, Storm, 1891-1986.	hathifiles_title
OL276454W	The Figure in the Carpet	James, Henry	1916	0	3	3	wu.89007619018|inu.30000080742814|hvd.32044004348710	The figure in the carpet / by Henry James.	James, Henry 1843-1916.	hathifiles_title
OL276442W	Glasses	James, Henry	1916	0	2	2	mdp.39015031241022|umn.31951002103304j	Glasses / by Henry James.	James, Henry, 1843-1916.	hathifiles_title
OL1282173W	An avenue of stone	Pamela Hansford Johnson	1947	0	2	0	mdp.39015008992433|uc1.b4091199	An avenue of stone.	Johnson, Pamela Hansford, 1912-1981.	hathifiles_title
OL1282167W	Too dear for my possessing	Pamela Hansford Johnson	1940	0	1	0	mdp.39015008992417	Too dear for my possessing: a novel.	Johnson, Pamela Hansford, 1912-1981.	hathifiles_title
OL32864298W	Mrs. Warren's daughter	Harry Johnston	1920	0	6	6	uc2.ark:/13960/t9d50pg5p|nyp.33433074865464|hvd.hnnppi	Mrs. Warren's daughter; a story of the woman's movement, by 	Johnston, Harry Hamilton, Sir, 1858-1927	hathifiles_title
OL29297W	The prefaces of Henry James	Leon Edel	1931	0	1	0	mdp.39015008222443	The prefaces of Henry James.	Edel, Leon, 1907-1997.	hathifiles_title
OL13575529W	Peter, called the Great	Maurice Bethell Jones	1937	0	1	0	mdp.39015030751666	Peter called the Great / [by] Maurice Bethell Jones.	Jones, Maurice Bethell.	hathifiles_title
OL38989822W	A portrait of the artist as a young man	Joyce, James	1921	1	14	9	miua.0484484.0001.001|mdp.39015049691903|mdp.39015005295970	A portrait of the artist as a young man.	Joyce, James, 1882-1941.	hathifiles_title
OL32089695W	Westward ho!, or, The voyages and adventures of Sir Amyas Leigh, knight, of Burrough, in the county of Devon, in the reign of Her Most Glorious Majesty, Queen Elizabeth	Charles Kingsley	1882	0	16	16	uc2.ark:/13960/t49p33p1d|mdp.39015010349549|mdp.39015010349531	Westward ho! or, The voyages and adventures of Sir Amyas Lei	Kingsley, Charles, 1819-1875.	hathifiles_title
OL17685976W	The life and adventures of Robinson Crusoe	Daniel Defoe	1914	0	17	13	mdp.39015062655355|mdp.39015078553701|mdp.39015078554691	The life and adventures of Robinson Crusoe / By Daniel Defoe	Defoe, Daniel, 1661?-1731.	hathifiles_title
OL32462006W	Roper's Row	Deeping, Warwick	1929	0	2	2	mdp.39015013000289|mdp.39015031231205	Roper's row / by Warwick Deeping.	Deeping, Warwick, 1877-1950.	hathifiles_title
OL16574029W	Robinson Crusoe	Daniel Defoe	1881	0	100	85	mdp.39015066089908|mdp.39015078551846|coo1.ark:/13960/t4wh34k30	Robinson Crusoe / by Daniel Defoe.	Defoe, Daniel, 1661?-1731.	hathifiles_title
OL32099881W	Robinson Crusoe	Daniel De Foe	1895	0	88	73	mdp.39015066089908|mdp.39015078551846|coo1.ark:/13960/t4wh34k30	Robinson Crusoe / by Daniel Defoe.	Defoe, Daniel, 1661?-1731.	hathifiles_title
OL22129508W	Not only war	Victor Daly	1932	0	2	0	mdp.39015048708344|uc1.b3687307	Not only war; a story of two great conflicts.	Daly, Victor.	hathifiles_title
OL1443890W	Zero hour	Georg Grabenhorst	1929	0	4	0	uc1.$b675211|uc1.$b756069|mdp.39015038908243	Zero hour; a summons to the free, by Stephen Vincent Benét, 		hathifiles_title
OL17671185W	Zero hour	Clive Cussler	1900	0	4	0	uc1.$b675211|uc1.$b756069|mdp.39015038908243	Zero hour; a summons to the free, by Stephen Vincent Benét, 		hathifiles_title
OL7661253W	Signal	Ethel Jeanette Mauldin	1941	0	6	0	mdp.39015013429793|mdp.39015062147643|mdp.39015062147932	Signal.		hathifiles_title
OL7542168W	Transport	Isa Glenn	1929	0	5	0	mdp.39015021316875|mdp.39015021316867|mdp.39015021316859	Transport.		hathifiles_title
OL16102646W	Fiction catalog	H.W. Wilson Company	1947	0	10	0	uva.x004840000|mdp.39015036929134|mdp.39015036929142	Fiction catalog.	H.W. Wilson Company.	hathifiles_title
OL7750469W	Yank--	Earl C. Van Zandt	1919	0	13	5	uc1.31210010798898|uc1.31210010798880|uc1.31210005923758	Yank.		hathifiles_title
OL36783896W	Life	Frederick C. Smith	1900	0	728	532	uc1.31210015578121|uc1.31210015578154|uc1.31210004498752	Life.		hathifiles_title
OL7696091W	Charioteer	Gertrude Eberle	1946	0	2	0	ufl.31262053494265|ufl.31262055281884	The Charioteer.		hathifiles_title
OL18493964W	The Best French short stories of 1923/24-1926/27	Richard Eaton	1924	0	6	6	mdp.39015030038015|mdp.39015036865809|uc1.b3148795	The Best French short stories of 1923/24-1926/27 and the Yea		hathifiles_title
OL33133734W	The travel book	Jane B. Harvey	1931	0	5	4	mdp.39015070290716|mdp.39015070290724|mdp.39015070290732	Travel book: transportation international ...		hathifiles_title
OL17966028W	The story	Mark Schorer	1950	0	31	0	osu.32435062149521|mdp.39015033284525|mdp.39015086397364	Story.		hathifiles_title
OL17669937W	The portrait	A. G. Riddle	1890	0	8	8	hvd.fl3q7t|mdp.39015039432995|mdp.39015039433001	Portrait.		hathifiles_title
OL34034446W	Artist	Norman Garbo	1945	0	13	0	mdp.39015010803230|mdp.39015034727571|mdp.39015082596803	The Artist.		hathifiles_title
OL13704475W	Power	S. Fowler Wright	1933	0	148	20	coo.31924096386002|coo.31924096386044|coo.31924096386010	Power.		hathifiles_title
OL8341889W	Power	Naomi Ellington Jacob	1927	0	203	75	coo.31924096386002|coo.31924096386044|coo.31924096386010	Power.		hathifiles_title
OL10536708W	The Cardinal	Henry Morton Robinson	1914	0	8	1	coo.31924001050602|coo.31924065382461|coo.31924065382479	The Cardinal.		hathifiles_title
OL32098794W	The feather	Ford Madox Ford	1892	0	7	7	coo.31924081995544|coo.31924081995551|coo.31924081995569	The Feather.		hathifiles_title
OL2981505W	Equality	Bellamy, Edward	1897	0	11	10	mdp.39015008407143|uva.x001931247|mdp.39015008869920	Equality.		hathifiles_title
OL1176121W	The Saracen's head	Lancaster, Osbert	1949	0	1	0	mdp.39015048877230	The Saracen's head; or, The reluctant crusader / illus. by t	Lancaster, Osbert, 1908-1986.	hathifiles_title
OL10533160W	How green was my valley	Richard Llewellyn	1939	0	6	0	mdp.39015016708177|mdp.39015000659055|mdp.39015004075290	How green was my valley.	Llewellyn, Richard.	hathifiles_title
OL24961282W	Kwaidan	Hearn, Lafcadio	1911	0	3	3	mdp.39015030744901|uc1.b4407864|mdp.39015054082501	Kwaidan: : Stories and studies of strange things / Lafcadio 	Hearn, Lafcadio, 1850-1904.	hathifiles_title
OL42216806W	The rainbow	Lawrence, D. H.	1915	0	12	10	mdp.39015066076103|uc2.ark:/13960/t7dr2rv5h|mdp.39015007071916	The rainbow / with an introd. by Richard Aldington.	Lawrence, D. H. 1885-1930.	hathifiles_title
OL33113231W	The rainbow	Lawrence, D. H.	1915	0	12	10	mdp.39015066076103|uc2.ark:/13960/t7dr2rv5h|mdp.39015007071916	The rainbow / with an introd. by Richard Aldington.	Lawrence, D. H. 1885-1930.	hathifiles_title
OL42216794W	Women in love	Lawrence, D. H.	1931	0	3	0	mdp.39015046391903|mdp.39015004264712|mdp.49015000987496	Women in love / by D. H. Lawrence.	Lawrence, D. H. 1885-1930.	hathifiles_title
OL44952624W	The man who died	Lawrence, D. H.	1950	0	1	0	mdp.39015000630643	The man who died / With an introd. by Richard Aldington.	Lawrence, D. H. 1885-1930.	hathifiles_title
OL33111762W	The man who died	Lawrence, D. H.	1935	0	3	0	mdp.39015000630643|inu.32000007480306|uc1.32106001994943	The man who died / With an introd. by Richard Aldington.	Lawrence, D. H. 1885-1930.	hathifiles_title
OL10470868W	The Monk	Matthew Lewis	1906	0	15	12	mdp.39015000574478|mdp.39015002384926|mdp.39015002385246	"The monk; original text, variant readings, and ""A note on th"	Lewis, M. G. 1775-1818.	hathifiles_title
OL42708630W	All the king's men	Robert Penn Warren	1946	0	3	0	mdp.39015008621032|uc1.32106002152723|mdp.39015003979526	All the king's men / by Robert Penn Warren.	Warren, Robert Penn, 1905-1989.	hathifiles_title
OL33113244W	The virgin and the gipsy	Lawrence, D. H.	1930	0	2	2	mdp.39015000632151|pst.000028366003	The virgin and the gipsy / by D. H. Lawrence.	Lawrence, D. H. 1885-1930.	hathifiles_title
OL44681883W	Dodsworth	Sinclair Lewis	1930	0	9	6	mdp.39015002982505|mdp.39015008190004|mdp.39015012258243	Dodsworth.	Lewis, Sinclair, 1885-1951.	hathifiles_title
OL7965957W	The woman who rode away, and other stories	Lawrence, D. H.	1928	0	3	1	uva.x000091868|mdp.39076000700687|inu.30000020687582	The woman who rode away, and other stories.	Lawrence, D. H. 1885-1930.	hathifiles_title
OL1201280W	Judas	Eric Linklater	1939	0	1	0	mdp.39015014137536	Judas.	Linklater, Eric, 1899-1974.	hathifiles_title
OL18432732W	Rosalynde	Lodge, Thomas	1902	0	4	4	hvd.32044019173970|mdp.39015008477831|uva.x001644833	Rosalynde; or, Euphues' golden legacy, by Thomas Lodge, ed. 	Lodge, Thomas, 1558?-1625	hathifiles_title
OL15823995W	Rosalynde	Lodge, Thomas	1910	0	4	4	hvd.32044019173970|mdp.39015008477831|uva.x001644833	Rosalynde; or, Euphues' golden legacy, by Thomas Lodge, ed. 	Lodge, Thomas, 1558?-1625	hathifiles_title
OL33081059W	I met a gypsy	Norah Lofts	1936	0	1	0	mdp.39015021932275	I met a gypsy / by Norah Lofts.	Lofts, Norah, 1904-1983.	hathifiles_title
OL24420124W	Rogues and vagabonds	Mackenzie, Compton	1927	0	1	1	mdp.39015030704343	Rogues and vagabonds / by Compton Mackenzie.	Mackenzie, Compton, 1883-1972.	hathifiles_title
OL6907764W	Bad girl	Viña Delmar	1928	0	1	1	mdp.39015065865753	Bad girl / by Viña Delmar.	Delmar, Viña, 1903-1990.	hathifiles_title
OL32146509W	The way to peace	Margaret Deland	1910	0	3	3	uc1.$b111882|coo1.ark:/13960/t2r50677w|mdp.39015016440730	The way to peace / by Margaret Deland ; illustrated by Alice	Deland, Margaret Wade Campbell, 1857-194	hathifiles_title
OL2023451W	Wind over Wisconsin	August William Derleth	1938	0	2	0	mdp.39015011702985|uc1.$b87307	Wind over Wisconsin.	Derleth, August, 1909-1971.	hathifiles_title
