work_key	canonical	htid_count	pd_count	record_count	matched_oclc	oclc_tried	sample_htids
OL3521623W	0	0	0	0		7	
OL3521701W	0	3	3	1	756147	2	uc2.ark:/13960/t6251gn0g|inu.32000011048974|uc2.ark:/13960/t3cz34m0j
OL3521714W	0	1	0	1	1806735	1	uc1.$b63902
OL3522242W	0	0	0	0		1	
OL3527268W	0	2	2	1	2700386	1	uga1.32108025374011|nyp.33433076022791
OL3527273W	0	3	3	1	7317213	2	uc2.ark:/13960/t6rx94103|hvd.rsl1im|nyp.33433076022783
OL3527275W	0	8	8	1	169600	5	mdp.39015059431042|uc2.ark:/13960/t13n20m0c|coo1.ark:/13960/t0dv23h8q
OL35275419W	0	5	5	1	23923495	2	uc2.ark:/13960/t6348hs85|uc1.$b248554|hvd.32044018819540
OL35277292W	0	2	2	1	2567034	3	pst.000006544904|nyp.33433107874327
OL35279154W	0	12	0	1	1688495	1	mdp.49015000787433|uva.x000214361|wu.89014954374
OL3528417W	0	0	0	0		4	
OL3528712W	0	2	2	1	5994867	9	uc1.31175030535721|uc2.ark:/13960/t22b91749
OL3528788W	0	1	0	1	10608134	10	uc1.$b244136
OL3528790W	0	2	2	1	03592079	4	uc2.ark:/13960/t59c6sn1j|mdp.39015004974807
OL3528803W	0	3	3	1	3390743	4	uc1.$b285105|nyp.33433074922208|mdp.39015019950826
OL3528809W	0	1	1	1	13968578	6	uc1.b4735095
OL3528811W	0	0	0	0		1	
OL3528815W	0	4	4	1	16775244	2	uc1.32106006251877|uc1.32106014425919|uc1.b4422196
OL35319989W	0	0	0	0		1	
OL3534861W	0	1	1	1	3685819	1	uc1.$b105848
OL35349012W	0	3	3	1	318250681	5	mdp.39015008251194|uc1.32106002155551|uc1.b4082907
OL35351590W	0	1	1	1	5112349	2	njp.32101007907080
OL3535916W	0	1	0	1	675735	1	mdp.39015030739059
OL3535923W	0	1	1	1	966935	1	mdp.39015048732856
OL3535931W	0	1	1	1	961056	2	mdp.39015066052054
OL3535935W	0	1	1	1	1022270	1	mdp.39015030739976
OL3535938W	0	1	1	1	282465	2	mdp.39015014638426
OL3536498W	0	0	0	0		1	
OL35373761W	0	0	0	0		1	
OL35379W	0	1	0	1	2135371	5	inu.30000035047046
OL3538185W	0	1	0	1	1172358	1	uc1.b4095386
OL3538188W	0	1	0	1	17754291	10	pst.000019870052
OL3538197W	0	1	0	1	346614	2	mdp.39015030700168
OL3538202W	0	2	0	1	1702657	3	uc1.b4095387|mdp.39015014176641
OL3538207W	0	3	0	1	1702630	1	mdp.39015030700176|uc1.$b103864|uc1.32106002121884
OL3538255W	0	0	0	0		4	
OL35383W	1	1	1	1	123190463	10	mdp.49015001017970
OL35386803W	0	0	0	0		1	
OL35400W	0	1	0	1	21471404	2	uc1.$b244941
OL35402W	0	1	0	1	340402	6	uva.x000120554
OL35404512W	0	0	0	0		1	
OL354049W	0	0	0	0		1	
OL35408W	0	2	0	1	477277	6	uva.x002614716|uc1.c040155681
OL35411W	0	0	0	0		2	
OL3541275W	0	1	0	1	738378	2	uc1.32106000245693
OL3541276W	0	3	0	1	732342	4	mdp.39015054077329|mdp.39015010531880|miua.1606644.0001.001
OL35413W	0	1	0	1	33499	4	mdp.39015011704833
OL35425205W	0	1	1	1	78926513	2	hvd.32044020560702
OL3544495W	0	0	0	0		1	
OL35461W	0	0	0	0		1	
OL354705W	0	1	0	1	474341	2	mdp.39015059721319
OL354722W	0	1	0	1	18224477	3	mdp.39015014884954
OL354723W	0	1	0	1	4427642	3	mdp.39015016466628
OL354731W	0	1	0	1	4776267	5	inu.30000094822297
OL354732W	0	1	0	1	1212702	3	inu.39000000164132
OL354733W	0	1	0	1	10198618	3	mdp.39015016736228
OL354734W	0	1	0	1	2905501	4	uc1.b3445384
OL354739W	0	1	0	1	4427701	4	mdp.39015016454095
OL354741W	0	1	0	1	3682917	8	uc1.b4490611
OL35483987W	0	0	0	0		1	
OL3548509W	0	0	0	0		1	
OL35490063W	0	0	0	0		1	
OL35553650W	0	0	0	0		1	
OL35553789W	0	0	0	0		2	
OL35553982W	0	1	1	1	1017743	1	umn.31951000783096y
OL35553984W	0	1	1	1	1025010	1	mdp.39076005005256
OL35554055W	0	1	1	1	1220019	1	uva.x030743271
OL35554140W	0	3	3	1	1445707	2	uc2.ark:/13960/t6g15xp3m|uc1.$b322776|nyp.33433074939871
OL35554210W	0	0	0	0		1	
OL35554466W	0	0	0	0		2	
OL35554784W	0	0	0	0		1	
OL35558212W	0	1	1	1	3717644	1	uc1.$b244033
OL35558281W	0	1	1	1	961221	1	uc1.$b803551
OL35583296W	0	0	0	0		1	
OL35585810W	0	0	0	0		1	
OL3558845W	0	1	0	1	17405648	3	uc1.b4311905
OL35592859W	0	0	0	0		1	
OL35601250W	0	0	0	0		1	
OL35608968W	0	1	1	1	11213474	2	wu.89060401437
OL35614721W	0	1	1	1	300410165	1	hvd.rsm6bn
OL35616282W	0	0	0	0		1	
OL3561740W	0	0	0	0		1	
OL3564321W	0	146	146	1	13755046	4	hvd.hw26iw|uva.x030825494|hvd.hw26hq
OL35671206W	0	0	0	0		1	
OL35673049W	0	0	0	0		2	
OL35674547W	0	0	0	0		1	
OL35674556W	0	0	0	0		1	
OL35680405W	0	0	0	0		1	
OL3569948W	0	1	0	1	1378994	1	mdp.39015002741612
OL3569950W	0	1	0	1	1611741	1	uc1.$b63692
OL3569963W	0	1	1	1	661386	1	mdp.39015019472599
OL3569964W	0	1	1	1	6846187	1	uiug.30112003610943
OL3569966W	0	4	0	1	1611773	2	mdp.39015019826828|txu.059173025245647|uc1.b3468908
OL3569969W	0	1	0	1	812686	1	mdp.39015053538297
OL35715W	0	3	3	1	2944372	1	uc2.ark:/13960/t1kh0h92q|mdp.39015004705102|uc1.$b313396
OL3571658W	0	1	1	1	4912671	1	wu.89099784803
OL3571663W	0	0	0	0		1	
OL3571825W	0	1	0	1	2754813	2	uiug.30112002978978
OL3571834W	0	1	0	1	3712197	1	mdp.39015020074111
OL3571837W	0	1	0	1	457320	2	pst.000001403688
OL3571967W	0	1	0	1	1236348	1	pst.000006707774
OL3571981W	0	1	0	1	1510365	1	uiug.30112069651682
OL3571983W	0	0	0	0		1	
OL3571984W	0	0	0	0		2	
OL3571985W	0	1	0	1	1385025	4	mdp.39015011875583
OL3571986W	0	2	0	1	1234041	3	mdp.39015002713678|uc1.$b104043
OL3571987W	0	1	0	1	425855	1	uc1.$b104045
OL3571988W	0	0	0	0		3	
OL3572830W	0	1	1	1	1600111	1	uc2.ark:/13960/t8nc5w47h
OL3581295W	0	1	1	1	25832466	1	hvd.hn5ic8
OL3581398W	0	2	2	1	774730	1	uc2.ark:/13960/t1vd6pv35|hvd.hn5hsq
OL3581416W	0	1	1	1	2939946	5	hvd.hn5hs6
OL3581419W	0	2	2	1	1329940	4	uc2.ark:/13960/t9w08xq8t|mdp.39076002271828
OL3581420W	0	0	0	0		3	
OL3581421W	0	0	0	0		4	
OL3581422W	0	0	0	0		3	
OL3581423W	0	2	2	1	2940018	3	hvd.hn5icw|gri.ark:/13960/s2t1v4z9j1r
OL3581424W	0	1	1	1	4378476	3	umn.31951000973353w
OL3581425W	0	0	0	0		4	
OL3581427W	0	0	0	0		2	
OL3581428W	0	1	1	1	262499	3	hvd.hn5hva
OL3581429W	0	2	2	1	1319894	4	uc2.ark:/13960/t2c82578b|uc1.31822012542031
OL3581431W	0	2	2	1	1329741	4	nc01.ark:/13960/t9m33ts3q|hvd.hn5idj
OL3581432W	0	0	0	0		3	
OL3581433W	0	2	2	1	2939984	4	uc2.ark:/13960/t9x05zc21|hvd.hn5icx
OL3581434W	0	3	3	1	2869304	4	uc2.ark:/13960/t2891205j|hvd.hn5iaa|nyp.33433082526181
OL3581435W	0	0	0	0		2	
OL3581436W	0	3	3	1	3927539	3	uc2.ark:/13960/t3fx74t5f|hvd.hn3h3d|nyp.33433082525795
OL3581437W	0	2	2	1	2891109	4	uc2.ark:/13960/t77s7jz6j|hvd.hn5iec
OL3581438W	0	2	2	1	2607904	6	uc2.ark:/13960/t8cf9kp9n|hvd.hn5hsf
OL3581439W	0	3	3	1	2891657	5	uc2.ark:/13960/t4cn6zx95|hvd.hn5hs5|nyp.33433082525787
OL3586098W	0	2	1	1	3131939	2	mdp.39015059415771|uc1.$b57109
OL3586106W	0	1	1	1	1263498	1	uiug.30112052950604
OL3586109W	0	0	0	0		1	
OL3586122W	0	1	1	1	10436763	2	uiug.30112052950612
OL3586127W	0	0	0	0		1	
OL3586128W	0	0	0	0		1	
OL3589269W	0	1	0	1	2227158	7	uiug.30112033601185
OL3589443W	0	0	0	0		3	
OL3590597W	0	1	0	1	1236106	4	uc1.$b302113
OL3593517W	0	2	0	1	9178039	1	coo.31924023404324|mdp.39076002271786
OL3593545W	0	1	0	1	11371912	10	uc1.32106018595543
OL35989237W	0	0	0	0		1	
OL35989297W	0	0	0	0		1	
OL35989552W	0	3	3	1	5166505	1	mdp.39015058436737|hvd.32044086799905|njp.32101067173425
OL36069523W	0	0	0	0		1	
OL36071324W	0	1	1	1	2013244	1	njp.32101056835257
OL3610980W	0	0	0	0		1	
OL3610982W	0	2	2	1	2053496	3	uc1.$b318442|mdp.39015018638018
OL36121465W	0	0	0	0		4	
OL3613231W	0	0	0	0		1	
OL3613232W	0	1	1	1	1730544	1	uc1.b4094438
OL3613234W	0	0	0	0		1	
OL3613235W	0	1	1	1	6689176	1	uiug.30112002950761
OL3613236W	0	0	0	0		1	
OL3613237W	0	0	0	0		1	
OL3613238W	0	0	0	0		1	
OL3613239W	0	0	0	0		1	
OL3613240W	0	1	1	1	3693762	1	uc1.$b102384
OL3613241W	0	0	0	0		1	
OL3613242W	0	0	0	0		1	
OL3613251W	0	0	0	0		2	
OL3613405W	0	1	0	1	2924112	2	uc1.b5015150
OL3613407W	0	1	0	1	2171181	3	uc1.$b243193
OL3613409W	0	1	1	1	25436066	1	mdp.39015000621147
OL3613410W	0	1	0	1	732564	3	mdp.39015000621154
OL3613412W	0	1	1	1	2168614	2	uiug.30112097633165
OL36176W	0	3	3	1	1841507	1	uc1.$b250318|coo1.ark:/13960/t2v418m64|mdp.39015063775418
OL3618918W	0	1	0	1	13454007	1	uc1.b3872925
OL3622221W	0	1	0	1	930085	1	mdp.39015002751280
OL3626142W	0	2	2	1	396202	1	mdp.39015016482385|uc1.$b243922
OL3626147W	0	3	3	1	1656484	2	mdp.39015059415763|uc1.b3710775|uc1.$b103988
OL36278W	0	0	0	0		2	
OL3634258W	0	1	1	1	10868219	3	iau.31858046652396
OL3634354W	0	2	0	1	2004669	2	uc1.32106006579731|uc1.$b603974
OL3638078W	0	0	0	0		1	
OL36402W	0	7	7	1	6497915	1	uc1.b2501870|uc2.ark:/13960/t9086675b|hvd.hxdftr
OL3640503W	0	1	1	1	1839152	1	mdp.39015041025837
OL3640515W	0	3	3	1	2784617	4	uc2.ark:/13960/t5p845s5f|mdp.39015041026108|hvd.hn3ghm
OL36408704W	0	3	3	1	506383620	1	uva.x030032725|uva.x030032726|uva.x030032727
OL36413186W	0	1	1	1	6881584	1	mdp.39015024220322
OL36417402W	0	0	0	0		1	
OL3642229W	0	1	1	1	3151975	1	uc1.$b86133
OL3642230W	0	1	0	1	1700355	3	uc1.$b86134
OL36428472W	0	0	0	0		1	
OL36436032W	0	0	0	0		1	
OL36436036W	0	0	0	0		1	
OL36436045W	0	0	0	0		1	
OL36437916W	0	0	0	0		1	
OL36437939W	0	1	1	1	65853867	1	mdp.39015013473007
OL36437943W	0	0	0	0		1	
OL36441008W	0	1	1	1	1081057006	2	hvd.hn1df6
OL36442142W	0	1	1	1	1081054276	1	nyp.33433076091671
OL36443242W	0	0	0	0		1	
OL36443252W	0	1	1	1	1081070671	1	umn.31951000888697c
OL3645229W	0	0	0	0		1	
OL3645239W	0	0	0	0		1	
OL3648111W	0	0	0	0		2	
OL3648116W	0	1	0	1	2124939	1	uc1.$b777016
OL3648122W	0	2	0	1	2045469	2	inu.32000002540997|uc1.b4086521
OL3648123W	0	2	0	1	336666	3	uc1.b4086389|mdp.39015046344126
OL3648126W	0	1	0	1	3903145	7	mdp.39015048897568
OL36499216W	0	1	1	1	1051549127	1	ia.ark:/13960/s2tq1kc9gz5
OL36507454W	0	1	1	1	230301985	2	nnc1.1002354438
OL36511972W	0	0	0	0		1	
OL36516356W	0	0	0	0		1	
OL36519919W	0	1	1	1	582461	2	hvd.hxpjqh
OL36521128W	0	1	1	1	1163239	8	mdp.39015016889944
OL36522038W	0	1	1	1	2160254	1	njp.32101021206436
OL36528335W	0	0	0	0		2	
OL36528411W	0	0	0	0		2	
OL36528707W	0	0	0	0		1	
OL36529809W	0	0	0	0		1	
OL36529956W	0	2	2	1	3878203	1	hvd.hn1fyt|coo.31924021690056
OL36529959W	0	0	0	0		2	
OL36529994W	0	2	2	1	1960708	2	hvd.32044010086403|uva.x002267220
OL36531489W	0	1	0	1	21496452	2	umn.31951002184498z
OL36531498W	0	0	0	0		1	
OL36566W	0	1	1	1	2178056	2	uva.x001087346
OL36605W	0	1	0	1	1673985	3	uva.x000361509
OL36613W	0	0	0	0		6	
OL36617W	0	3	0	1	12888953	7	mdp.39015009059281|uva.x000094925|uva.x000180023
OL36622W	0	0	0	0		10	
OL36629W	0	0	0	0		10	
OL36632W	0	1	0	1	243245	10	inu.32000002906420
OL36633W	0	2	0	1	1861376	10	mdp.39015003873224|uc2.ark:/13960/t6zw4nt1q
OL3665430W	0	1	1	1	888031	2	mdp.39015033153472
OL36716W	0	2	0	1	17657152	2	pst.000032468106|inu.30000020682567
OL36744247W	0	0	0	0		1	
OL3674752W	0	1	1	1	581692	1	osu.32435013481833
OL3674769W	0	1	1	1	7134375	2	nyp.33433076060726
OL36766772W	0	3	3	1	7583137	1	nc01.ark:/13960/t7pp0796n|nyp.33333207083177|nyp.33333219775042
OL36769591W	0	0	0	0		1	
OL36769716W	0	2	2	1	4060043	1	uc2.ark:/13960/t74t6hh9s|uiuo.ark:/13960/s2s8n3vmmz3
OL36771533W	0	0	0	0		1	
OL36771547W	0	1	1	1	10108715	2	uva.x000361551
OL36771561W	0	0	0	0		1	
OL36773907W	0	1	1	1	985929	2	hvd.hn1qsa
OL36775658W	0	1	1	1	29081122	1	umn.319510009577538
OL36775664W	0	2	2	1	17884054	1	uiuc.2719966|uiuo.ark:/13960/s28v90203jw
OL36777847W	0	0	0	0		1	
OL36777851W	0	1	1	1	179240038	1	umn.31951001636215u
OL3677807W	0	5	5	1	7478302	4	coo1.ark:/13960/t2794r38f|coo.31924075235113|uc2.ark:/13960/t6k070988
OL3678627W	0	2	2	1	4246514	1	uc2.ark:/13960/t9v123481|hvd.hnuu2y
OL3686120W	0	3	3	1	12225377	5	inu.32000001359217|umn.31951001605875b|umn.319510016058769
OL3686123W	0	3	3	1	1614276	4	uc2.ark:/13960/t4pk09d21|uc2.ark:/13960/t3ws8x26m|uc1.$b112634
OL3686142W	0	3	3	1	10940052	9	mdp.39015030851755|mdp.39015030851763|mdp.39015030851771
OL3686144W	0	4	4	1	1307600	4	hvd.32044058127002|hvd.32044090340399|hvd.hwdevp
OL3686152W	0	1	1	1	10103843	10	uc1.b3322426
OL3686163W	0	3	3	1	1463336	1	uc2.ark:/13960/t51g0rd75|nyp.33433074940846|uc1.b3322427
OL3686166W	0	3	3	1	2783792	6	uc2.ark:/13960/t9765j88g|coo1.ark:/13960/t8rb7mg52|uc1.aa0005996954
OL36879117W	0	1	1	1	6050797	1	hvd.hn5lx5
OL36881W	0	5	5	1	3945313	1	uc2.ark:/13960/t4vh5gq98|hvd.hn1dxk|mdp.39015031235545
OL36891779W	0	0	0	0		1	
OL36891780W	0	0	0	0		1	
OL36891800W	0	0	0	0		1	
OL36891805W	0	0	0	0		2	
OL36891810W	0	0	0	0		1	
OL36894W	0	4	4	1	3505601	3	hvd.hnp7nf|coo1.ark:/13960/t6ww7xx3v|mdp.39015031235511
OL36895029W	0	0	0	0		1	
OL36896574W	0	0	0	0		2	
OL36896984W	0	0	0	0		1	
OL36899W	0	3	3	1	3880200	2	uc2.ark:/13960/t3kw5fq4g|osu.32435005377692|uc2.ark:/13960/t6348p05g
OL36908547W	0	0	0	0		1	
OL36916085W	0	1	0	1	2480585	1	uc1.$b474063
OL36917W	0	4	4	1	1999999	3	uc2.ark:/13960/t4pk08x0c|hvd.hnp8xc|hvd.hwk9x7
OL36919W	0	0	0	0		4	
OL36933249W	0	0	0	0		1	
OL36933900W	0	0	0	0		1	
OL36934814W	0	1	1	1	20270405	1	hvd.hn57k7
OL36934818W	0	0	0	0		1	
OL36934819W	0	1	1	1	40207773	1	nnc1.cu55880720
OL36934827W	0	1	1	1	41395326	1	nnc1.cu55880908
OL36934833W	0	1	1	1	41393435	1	nnc1.cu55881009
OL36934841W	0	0	0	0		1	
OL36934875W	0	0	0	0		1	
OL36934877W	0	0	0	0		1	
OL3693572W	0	1	0	1	168057	1	mdp.39015024078571
OL3693587W	0	2	0	1	282461	3	mdp.39015011562967|uc1.b3400093
OL3693589W	0	2	0	1	281002	2	mdp.39015018620339|uc1.b3614690
OL36936945W	0	1	1	1	11895180	1	uiug.30112045829444
OL36937215W	0	2	2	1	6900709	1	mdp.39015078070409|nyp.33433069138455
OL36937234W	0	1	0	1	29086572	1	umn.319510009261864
OL36937235W	0	1	1	1	6586123	1	hvd.hn617u
OL36937463W	0	0	0	0		1	
OL36938W	0	10	10	1	359766	2	uc2.ark:/13960/t09w0cr2x|hvd.32044086828324|hvd.hwk9vi
OL36940258W	0	0	0	0		1	
OL36941186W	0	0	0	0		1	
OL3694555W	0	0	0	0		1	
OL36946109W	0	2	2	1	11896231	1	uc1.$b131119|mdp.39015075041726
OL36946223W	0	1	1	1	20002407	1	umn.31951002101790u
OL36946290W	0	0	0	0		1	
OL36949866W	0	1	1	1	6352703	1	uc1.b3933831
OL36950277W	0	0	0	0		1	
OL36950W	0	7	6	1	1022633	4	mdp.39015031235586|uc2.ark:/13960/t5m90555k|hvd.hnp7rj
OL36952365W	0	3	3	1	3000636	4	uc2.ark:/13960/t9x061b57|hvd.32044018707331|oxu1.602567097
OL36952W	0	7	7	1	11084385	6	mdp.39015031297982|hvd.hwk9vh|hvd.hwk9vg
OL36954W	0	1	1	1	3439596	2	coo.31924013482520
OL36956W	0	5	5	1	1023217	7	uc2.ark:/13960/t5fb50q0z|hvd.hwk9ym|uc2.ark:/13960/t7wm19b50
OL3696093W	0	1	0	1	23859909	2	mdp.39015050549404
OL3696238W	0	1	1	1	12251943	2	uc2.ark:/13960/t52f7p875
OL36962750W	0	0	0	0		1	
OL36964412W	0	0	0	0		1	
OL36973W	0	0	0	0		1	
OL36976957W	0	1	1	1	48230612	1	nnc1.cu09324321
OL36987847W	0	0	0	0		1	
OL36994959W	0	0	0	0		1	
OL37010464W	0	0	0	0		1	
OL37011366W	0	0	0	0		1	
OL37011394W	0	0	0	0		1	
OL37011443W	0	1	1	1	3076564	1	uc1.31210005066483
OL37015388W	0	2	2	1	4951645	2	nyp.33433112044957|pst.000006544911
OL37015581W	0	0	0	0		1	
OL37016223W	0	0	0	0		1	
OL37016833W	0	0	0	0		1	
OL37016877W	0	0	0	0		1	
OL37017599W	0	0	0	0		1	
OL37017601W	0	0	0	0		1	
OL37018523W	0	0	0	0		1	
OL37018838W	0	0	0	0		1	
OL37019756W	0	0	0	0		1	
OL37020007W	0	0	0	0		1	
OL37020311W	0	0	0	0		1	
OL37020677W	0	0	0	0		1	
OL37020871W	0	0	0	0		1	
OL37021076W	0	0	0	0		1	
OL37023417W	0	0	0	0		1	
OL37023464W	0	0	0	0		1	
OL37023517W	0	1	0	1	2553282	1	osu.32435060537693
OL37023664W	0	0	0	0		1	
OL37023676W	0	0	0	0		1	
OL37110W	0	0	0	0		2	
OL37113W	0	1	0	1	134412	2	inu.39000005717066
OL371142W	0	1	1	1	769807	1	uc2.ark:/13960/t45q4vk24
OL3713419W	0	1	1	1	6116329	1	mdp.39015021232973
OL37139955W	0	0	0	0		1	
OL37140074W	0	1	1	1	46392215	2	nnc1.cr59990007
OL37140901W	0	0	0	0		1	
OL37140923W	0	0	0	0		1	
OL37141093W	0	0	0	0		1	
OL37142393W	0	0	0	0		1	
OL37142658W	0	0	0	0		1	
OL37142662W	0	0	0	0		1	
OL37143656W	0	0	0	0		1	
OL37143959W	0	0	0	0		1	
OL37143961W	0	0	0	0		1	
OL37144023W	0	0	0	0		1	
OL37144029W	0	0	0	0		1	
OL37144033W	0	0	0	0		1	
OL37144143W	0	0	0	0		1	
OL37144543W	0	0	0	0		1	
OL37144764W	0	0	0	0		1	
OL37146031W	0	0	0	0		1	
OL37147022W	0	0	0	0		1	
OL37147535W	0	0	0	0		1	
OL37148663W	0	0	0	0		1	
OL37148953W	0	0	0	0		1	
OL37149708W	0	0	0	0		1	
OL37149828W	0	0	0	0		1	
OL37152385W	0	1	1	1	3165311	1	uiug.30112002560560
OL3715477W	0	1	1	1	1216020	2	hvd.hxdnd1
OL3715482W	0	1	1	1	2381190	2	uc2.ark:/13960/t4jm23z4j
OL37165946W	0	0	0	0		1	
OL37206458W	0	0	0	0		1	
OL37208W	0	2	2	1	1544322	10	uc2.ark:/13960/t09w0946z|coo.31924022491033
OL37213653W	0	0	0	0		1	
OL37218503W	0	0	0	0		1	
OL37220884W	0	0	0	0		1	
OL37220888W	0	0	0	0		1	
OL37237348W	0	1	1	1	266105376	1	hvd.32044111012381
OL37240059W	0	0	0	0		1	
OL37240075W	0	0	0	0		1	
OL37240114W	0	0	0	0		1	
OL37250393W	0	0	0	0		1	
OL37256405W	0	0	0	0		1	
OL37262W	0	0	0	0		9	
OL37268W	0	1	0	1	10363524	6	uc1.$b244942
OL37277W	1	2	0	1	1409009	10	uc1.32106005765166|mdp.39015010397407
OL37300324W	0	0	0	0		2	
OL37304335W	0	1	1	1	79095598	1	hvd.hw3ifa
OL37305159W	0	2	2	1	234835	2	mdp.49015002954114|hvd.hw3idh
OL37331256W	0	1	0	1	11520605	3	mdp.39015048977188
OL37351262W	0	1	0	1	4223508	1	hvd.hn9b15
OL37354489W	0	0	0	0		1	
OL37362977W	0	1	1	1	2037852	1	uva.x000613494
OL37379657W	0	1	0	1	10851744	1	pst.000006083359
OL37384253W	0	8	0	1	1244511	2	uc1.c045461706|pur1.32754062908482|uc1.31822017110172
OL3739385W	0	0	0	0		2	
OL3739389W	0	0	0	0		2	
OL3739394W	0	3	3	1	2963073	2	uc2.ark:/13960/t9x05zt78|hvd.hxdlmt|nyp.33433074840558
OL3739399W	0	1	1	1	490524	2	mdp.39015063545332
OL3739401W	0	2	2	1	14063593	3	hvd.hwr8yn|mdp.39015022364882
OL3739405W	0	4	4	1	1709685	2	hvd.hxdlmj|uc2.ark:/13960/t5j960q8s|mdp.39015022477122
OL3739406W	0	2	2	1	1594823	2	uc1.$b299922|mdp.39015063545167
OL3739407W	0	0	0	0		2	
OL3739410W	0	1	1	1	7995469	2	nyp.33433074846365
OL3739411W	0	2	2	1	6878553	4	uc2.ark:/13960/t21c1vk6p|osu.32435010147239
OL3739412W	0	1	1	1	564763	7	njp.32101068597291
OL3739413W	0	1	1	1	1033436649	6	hvd.hn1rw7
OL3739415W	0	4	4	1	19248998	7	mdp.39015063545324|uc2.ark:/13960/t09w0d606|uc1.$b299919
OL3739416W	0	1	1	1	3579240	5	nyp.33433074846373
OL3739419W	0	1	1	1	2170542	4	osu.32435017684119
OL3739420W	0	2	2	1	4827629	3	uc2.ark:/13960/t48p5xw00|uc1.$b236135
OL3739422W	0	1	0	1	19448668	4	mdp.49015000885393
OL3739423W	0	2	2	1	1709632	4	mdp.49015000668443|mdp.39015063545050
OL37395672W	0	1	0	1	1499022	2	uc1.31970000793676
OL3741148W	0	1	0	1	8966957	1	pst.000008520463
OL3741149W	0	0	0	0		1	
OL3741151W	0	1	0	1	35123	3	mdp.39015002148933
OL3742193W	0	2	0	1	1276858	1	uc1.$b308008|uc1.$b802257
OL3742198W	0	1	1	1	190632	2	uc1.$b302181
OL3743028W	0	2	2	1	1801307	1	mdp.39015001619223|uc1.b4091244
OL3743030W	0	2	0	1	308243	3	uc1.$b244737|mdp.39015066057368
OL3743031W	0	1	0	1	1637973	2	uc1.b4393892
OL37435102W	0	0	0	0		2	
OL37435393W	0	1	0	1	1041370	1	inu.39000003484222
OL37437018W	0	0	0	0		1	
OL37438009W	0	1	1	1	1883691	1	hvd.hw98at
OL37439160W	0	0	0	0		1	
OL37439962W	0	0	0	0		1	
OL37443823W	0	0	0	0		1	
OL37448563W	0	1	1	1	5048856	1	hvd.hw9inn
OL37450152W	0	0	0	0		2	
OL37451654W	0	1	1	1	5842953	1	hvd.hx478k
OL37452470W	0	1	1	1	5988329	1	hvd.hw989c
OL37459278W	0	1	1	1	25900633	2	ia.ark:/13960/s20sm735jb9
OL37461167W	0	1	0	1	775970	1	uc1.31822013063540
OL37465814W	0	1	1	1	169514	2	uiug.30112003404099
OL37465862W	0	0	0	0		1	
OL37468569W	0	3	3	1	4796618	2	njp.32101074898295|nyp.33433090343678|njp.32101074898303
OL37468572W	0	0	0	0		1	
OL37469200W	0	2	2	1	1489586	2	uc1.$b794828|mdp.39015025031629
OL37470935W	0	1	1	1	236077655	2	hvd.hwjv46
OL37492312W	0	0	0	0		1	
OL37495738W	0	0	0	0		1	
OL37504889W	0	1	1	1	6432086	1	uc1.31158009646653
OL3750797W	0	2	2	1	10243360	1	uc2.ark:/13960/t3fx74s31|uc1.31822038206702
OL3750800W	0	1	1	1	8193590	1	umn.319510020676862
OL3750801W	0	1	0	1	5763628	1	uc1.$b115396
OL3750802W	0	1	1	1	4771124	1	uc1.$b63723
OL3750817W	0	1	1	1	7029799	1	uc1.$b252053
OL3750822W	0	2	2	1	11566480	1	uc2.ark:/13960/t76t0ht6q|uc1.b3331881
