work_key	title	author_keys	subject_keys_str	first_publish_year	canonical	author_name	scope_flag	goodreads_resolution_status	goodreads_candidate_count	goodreads_strongest_title_evidence	selected_goodreads_work_id	selected_title_match_type	selected_author_match_quality	selected_goodreads_author	selected_gr_original_title	selected_gr_original_publication_year	review_needed
/works/OL33313504W	The moon conquerors	/authors/OL12065521A	fiction;science_fiction	1920	0	R. H. Romans	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL3469691W	Women writers	/authors/OL578307A	english_fiction;english_women_authors;history_and_criticism;women_authors_english	1946	0	B. G. MacCarthy	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL3626132W	Bread	/authors/OL618003A	fiction;women	1923	0	Charles Gilman Norris	in_scope	NO_AUTHOR_SUPPORT	10	WORK_FULL							1
/works/OL36966939W	A poor man's house	/authors/OL13272404A	fiction;social_conditions;working_class	1910	0	Stephen Reynolds	in_scope	AUTO_MATCH_HIGH	1	BOOK_FULL	19939927	BOOK_FULL	EXACT_NAME	Stephen Reynolds		2006	0
/works/OL39425320W	Sylvia's travels	/authors/OL2386625A	children_s_literature;english_fiction;fiction;juvenile_literature;roman_anglais	1911	0	Constance Smedley	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL39500589W	Beverly Gray's challenge	/authors/OL6805881A	adventure_stories;beverly_gray_fictitious_character;juvenile_fiction;mystery_and_detective_stories;ranches;teenage_girls;women_detectives	1945	0	Clair Blank	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL3979509W	The vicar's daughter	/authors/OL177573A	bachelors;children_of_clergy;clergy_fiction;england_fiction;fiction;fiction_general	1928	0	Young, E. H.	in_scope	AUTO_MATCH_HIGH	6	WORK_FULL	1358423	BOOK_FULL	EXACT_NAME	E.H. Young	The Vicar's Daughter (Classic Books on Cassettes Collection)	1927	0
/works/OL4031984W	The fortnight in September	/authors/OL747214A	families;fathers_and_sons;juvenile_fiction;seashore	1931	0	R. C. Sherriff	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	2753734	WORK_FULL	EXACT_NAME	R.C. Sherriff	The Fortnight in September	1931	0
/works/OL4104751W	Seven Footprints to Satan	/authors/OL769457A	devil;english_detective_and_mystery_stories;fiction;fiction_fantasy_general;fiction_general	1928	0	Abraham Merritt	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	1882693	WORK_FULL	GIVEN_NAME_COMPATIBLE	Abraham Grace Merritt	Seven Footprints to Satan	1928	0
/works/OL42910541W	Polly's pension plans	/authors/OL2100368A;/authors/OL15222000A;/authors/OL15222001A	christian_life;church_pension_fund;clergy;fiction;pensions	1917	0	Marian Lawrence Peabody	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL42924482W	The talisman	/authors/OL75235A;/authors/OL11469110A	crusades;fiction	1885	0	Scott, Walter	in_scope	AUTO_MATCH_HIGH	8	WORK_FULL	21473898	WORK_FULL	EXACT_NAME	Walter Scott	The Talisman	1825	0
/works/OL42968384W	Friendly ocean	/authors/OL4698925A	fiction;naval_operations;ocean_liners;survival_after_airplane_accidents_shipwrecks;transatlantic_voyages;world_war_1939_1945	1946	0	George Borodin	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL4318055W	The mighty hunter	/authors/OL840166A	collectionid_caldecotthonor40;fiction;indians_of_north_america	1943	0	Berta Hader	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	2324513	WORK_FULL	EXACT_NAME	Berta Hader	The Mighty Hunter	1943	0
/works/OL43423236W	Dhidgerry Dhoo!	/authors/OL13598433A	fiction;world_war_1939_1945	1943	0	Owen E. Griffiths	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL43433833W	The black arrow	/authors/OL25963A	fiction;grave_robbing;history;horror_tales;knights_and_knighthood;outlaws;short_stories	1908	0	Robert Louis Stevenson	in_scope	STRONG_PRIMARY_MULTIPLE	2	WORK_FULL							1
/works/OL43487171W	Quentin Durward	/authors/OL75235A;/authors/OL15259738A	fiction;history	1894	0	Scott, Walter	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	3725893	WORK_FULL	EXACT_NAME	Walter Scott	Quentin Durward	1823	0
/works/OL43627051W	The woman in black	/authors/OL4525825A	detective_and_mystery_stories	1947	0	Zenith Jones Brown	in_scope	NO_AUTHOR_SUPPORT	10	WORK_FULL							1
/works/OL43643983W	Hone tiki dialogues	/authors/OL15620193A	fiction;maori_new_zealand_people;new_zealand_fiction	1910	0	Alfred A. Grace	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL4416369W	Get a horse	/authors/OL873579A	fiction;social_life_and_customs	1937	0	Bellamy Partridge	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL4429446W	Harbor tales down north	/authors/OL879704A	canadian_fiction_english_cihm;fiction;roman_canadien_anglais_icmh	1918	0	Norman Duncan	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL44408764W	The green light	/authors/OL2319624A;/authors/OL2724653A;/authors/OL9394036A	fiction;investigation;murder	1931	0	Louise Landon	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1
/works/OL4468874W	Marching! Marching!	/authors/OL891114A	fiction;foreign_relations;labor_movement;labor_unions;proletariat;public_opinion;radicalism;radicalism_in_literature	1935	0	Clara Weatherwax	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL44944397W	The perfect leaf	/authors/OL16193084A	adultery;families;fiction;letters	1930	0	Frank A. Fortescue	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL44967940W	A Japanese maiden	/authors/OL7105431A	fiction;social_life_and_customs	1900	0	Annie M. Piercy	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL4528060W	Seabird	/authors/OL910273A	adventure_and_adventurers;adventure_stories;children_s_fiction;description_and_travel;families;fiction;fortune;gulls;history;juvenile_fiction;juvenile_fiction;nature_the_natural_world;newbery_honor;ocean_travel;sailing_ships;sea_stories;seafaring_life;ships_fiction;united_states;united_states_exploring_expeditions_fiction;voyages_and_travels;wood_carving;wood_carving	1948	0	Holling Clancy Holling	in_scope	AUTO_MATCH_HIGH	2	WORK_FULL	715830	WORK_FULL	EXACT_NAME	Holling Clancy Holling	Seabird	1948	0
/works/OL45611W	Selections	/authors/OL18298A	criticism_and_interpretation;critique_et_interpretation;description_and_travel;diaries;domestics;domestics_in_fiction;england_in_fiction;english_authors;english_humorous_stories;fiction;fielding_henry_1707_1754;history;history_and_criticism;household_employees;household_employees_in_fiction;ocean_travel;travel;young_men;young_men_in_fiction	1923	0	Henry Fielding	in_scope	NO_AUTHOR_SUPPORT	5	WORK_FULL							1
/works/OL4677749W	Life of Tom Horn	/authors/OL964596A	apache_indians;biography;fiction;frontier_and_pioneer_life;scouts_and_scouting;scouts_reconnaissance;wars_1883_1886;western	1904	0	Tom Horn	in_scope	REVIEW_BASE	1	BOOK_BASE	2697433	BOOK_BASE	EXACT_NAME	Tom Horn	Life of Tom Horn, Government Scout and Interpreter	1904	1
/works/OL472742W	The Rose and the Yew Tree	/authors/OL27695A	english_literature;fiction;fiction_family_life_general;fiction_general;fiction_in_english;fiction_mystery_detective_general;social_classes;young_women	1948	0	Agatha Christie	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	2077580	WORK_FULL	EXACT_NAME	Agatha Christie	The Rose and the Yew Tree	1947	0
/works/OL5362130W	The earth is the Lord's	/authors/OL1234731A	fiction;fiction_general;mongols	1940	0	Taylor Caldwell	in_scope	AUTO_MATCH_HIGH	2	WORK_FULL	2887157	WORK_FULL	EXACT_NAME	Taylor Caldwell	The Earth Is The Lord's	1940	0
/works/OL5509338W	Fall Over Cliff	/authors/OL1309657A	detective_and_mystery_stories	1938	0	Bell, Josephine	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL5886802W	Who's to blame?	/authors/OL1452127A	fiction;methodists	1883	0	Henry Fauntleroy	in_scope	NO_AUTHOR_SUPPORT	2	BOOK_FULL							1
/works/OL60454W	Ever after	/authors/OL31482A	fiction;large_type_books;mariage;marriage;romans_nouvelles	1948	0	Phyllis A. Whitney	in_scope	NO_AUTHOR_SUPPORT	22	WORK_FULL							1
/works/OL6522777W	... Letters from the country and the town	/authors/OL1742783A	greek_fiction;history_and_criticism;romances	1923	0	Alciphron	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL6601321W	Summer stranger	/authors/OL1773954A	dating_social_customs;family_relationships;fiction;rich_people;seashore;vacations	1947	0	Louise Field Cooper	in_scope	NO_TITLE_CANDIDATE	0								0
