ol_work_key	ol_title	ol_author_name	ol_first_publish_year	goodreads_work_id	title_match_type	gr_original_title	gr_original_publication_year	matched_book_titles	goodreads_contributors	review_decision	review_confidence	review_reason
/works/OL7682905W	My lady	Marguerite Bouvet	1894	57790529	WORK_FULL	My Lady	2017	"[""My Lady""]"	Elya Handayani [<EMPTY>]	AMBIGUOUS	MEDIUM	The titles match, but Open Library credits Marguerite Bouvet while Goodreads lists Elya Handayani as a contributor. The CASE provides no evidence linking these names or establishing that the records represent the same conceptual work.
/works/OL5208215W	Derelicts	McFee, William	1938	12709513	BOOK_FULL		1911	"[""Derelicts""]"	William J. Locke [<EMPTY>]	NO_MATCH	HIGH	The Open Library record attributes the work to William McFee, while the Goodreads record lists William J. Locke; these are different author names, and the case provides no evidence linking them.
/works/OL1940827W	No son of mine	Stern, G. B.	1948	40073786	WORK_FULL	No Son of Mine	2014	"[""No Son of Mine""]"	Leslie Georgeson [<EMPTY>]	NO_MATCH	HIGH	"The records attribute the work to different authors—""Stern, G. B."" and ""Leslie Georgeson""—and the CASE provides no evidence linking those names; the identical title is insufficient for identity."
/works/OL7791493W	True riches	Adrian R. Apple	1931	25400007	WORK_FULL	True Riches	2006	"[""True Riches""]"	Gail Gaymer Martin [<EMPTY>]	NO_MATCH	HIGH	The Open Library record credits Adrian R. Apple, while the Goodreads record credits Gail Gaymer Martin; the CASE provides no evidence linking these authors, so the records are not supported as the same work.
/works/OL22291715W	The happy island	Darwin L. Teilhet	1950	210164	WORK_FULL	The Happy Island	1998	"[""The Happy Island""]"	Dawn Powell [<EMPTY>] | Tim Page [Introduction]	NO_MATCH	MEDIUM	The Open Library record attributes the work to Darwin L. Teilhet, while the Goodreads record lists Dawn Powell as its primary contributor. The CASE provides no evidence linking these authors, and the identical title alone is insufficient to establish identity.
/works/OL24978071W	The pursued	W. J. Gordon	1887	18045615	WORK_FULL	The Pursued	2011	"[""The Pursued""]"	C.S. Forester [<EMPTY>]	NO_MATCH	HIGH	The titles are identical, but the Open Library author is W. J. Gordon while the Goodreads contributor is C. S. Forester. The case provides no evidence linking these authors.
/works/OL36769716W	The joy of life	Emile Zola	1915	26574593	BOOK_FULL		2013	"[""The Joy of Life""]"	Mary Beth Smith [<EMPTY>]	AMBIGUOUS	MEDIUM	The titles match, but the Open Library author is Emile Zola while Goodreads lists Mary Beth Smith as a contributor without specifying her role or linking her to Zola. The evidence does not positively establish that these records represent the same conceptual work.
/works/OL137351W	The truce of God	Mary Roberts Rinehart	1920	293690	WORK_FULL	The Truce Of God	1982	"[""The Truce of God"", ""The Truce of God: Peacemaking in Troubled Times""]"	Robert Cantuar [<EMPTY>] | Rowan Williams [<EMPTY>]	AMBIGUOUS	MEDIUM	The titles match, but the Open Library author is Mary Roberts Rinehart while the Goodreads contributors are Robert Cantuar and Rowan Williams; the case provides no evidence linking these names or establishing that they represent the same work.
/works/OL243995W	Wheels within wheels	Alec Waugh	1933	1409750	WORK_FULL	Wheels Within Wheels	1979	"[""Wheels Within Wheels"", ""Wheels Within Wheels: Autobiography""]"	Dervla Murphy [<EMPTY>]	NO_MATCH	HIGH	The Open Library record attributes the work to Alec Waugh, while the Goodreads record lists Dervla Murphy as its contributor/author; the CASE provides no evidence linking these names.
/works/OL5408075W	Barry Blake of the flying fortress	Gaylord Du Bois	1943	1378815	WORK_FULL	Barry Blake of the Flying Fortress	1943	"[""Barry Blake of the Flying Fortress""]"	Gaylord DuBois [<EMPTY>] | J.R.   White [Illustrator]	MATCH	HIGH	The titles are the same apart from capitalization and spacing, both records identify publication year 1943, and the Goodreads contributor Gaylord DuBois is an obvious spacing variant of the Open Library author Gaylord Du Bois. J.R. White is explicitly labeled as illustrator.
/works/OL17978981W	West of the West	Alexander Ritchie Robson	1910	6508796	BOOK_FULL	West of the West: Dreamers, Believers, Builders, and Killers in the Golden State	2009	"[""West Of The West"", ""West of the West: Dreamers, Believers, Builders, and Killers in the Golden State""]"	Mark Arax [<EMPTY>]	NO_MATCH	HIGH	The Open Library record names Alexander Ritchie Robson, while the Goodreads record credits Mark Arax; the supplied evidence provides no link between these authors. The similar title alone is insufficient, and the subtitles and publication years also differ.
/works/OL33323886W	The greatest adventure	John Taine	1929	6002828	WORK_FULL	The Greatest Adventure	1928	"[""The Greatest Adventure""]"	Eric Temple Bell [<EMPTY>]	NO_MATCH	HIGH	The Open Library record credits John Taine, while the Goodreads record credits Eric Temple Bell; the CASE provides no evidence linking these names, so the author attributions support different records.
/works/OL15549635W	Black ivory	Polan Banks	1926	3838978	BOOK_FULL	Black Ivory: A Tale of Adventure Among the Slavers of East Africa	1873	"[""Black Ivory"", ""Black Ivory: A Tale Of Adventure Among The Slavers Of East Africa""]"	R.M. Ballantyne [<EMPTY>]	NO_MATCH	HIGH	The Open Library record attributes the work to Polan Banks, while the Goodreads record identifies R.M. Ballantyne; these are completely different author names, with no evidence linking them. The similar title is insufficient to establish identity.
/works/OL1294478W	Young hearts	David Malets	1950	41255752	BOOK_FULL			"[""Young Hearts""]"	Nick  Sweet [<EMPTY>]	NO_MATCH	HIGH	The Open Library record credits David Malets, while the Goodreads record lists Nick Sweet, and the CASE provides no evidence linking these names.
/works/OL37139955W	The eighth wonder	William Wallace Cook	1925	19927501	BOOK_FULL		2012	"[""The Eighth Wonder""]"	Kimberly S. Young [<EMPTY>]	NO_MATCH	HIGH	The Open Library record credits William Wallace Cook, while the Goodreads record credits Kimberly S. Young; the CASE provides no evidence linking these names, so the identical title is insufficient to establish the same work.
/works/OL1797245W	Transplanted	Atherton, Gertrude Franklin Horn	1919	15198740	WORK_FULL	Transplanted	2002	"[""Transplanted""]"	Sarah Myles [<EMPTY>]	NO_MATCH	HIGH	The Open Library record credits Atherton, Gertrude Franklin Horn, while the Goodreads record identifies Sarah Myles; the case provides no evidence linking these authors. The identical title is insufficient to establish the same work.
/works/OL12313613W	On wings of destiny	Victoria Lopez de Araneta	1940	1092580	WORK_FULL	On Wings of Destiny	1992	"[""On Wings of Destiny""]"	Ching Yun Bezine [<EMPTY>]	NO_MATCH	HIGH	The Open Library record credits Victoria Lopez de Araneta, while the Goodreads record credits Ching Yun Bezine; the CASE provides no evidence linking these authors, so the identical title is insufficient to establish the same work.
/works/OL121228W	Autobiography of Benjamin Franklin	Thornton W. Burgess	1916	598905	BOOK_FULL	an introduction and notes	1791	"[""AUTOBIOGRAPHY OF BENJAMIN FRANKLIN"", ""Autobiography Of Benjamin Franklin"", ""Autobiography of Benjamin Franklin"", ""Autobiography of Benjamin Franklin.""]"	Andrew Trees [Introduction] | Benjamin Franklin [<EMPTY>] | Benjamin Franklin [Author] | Carl Van Doren [Introduction] | Charles William Eliot [Editor] | E. Boyd Smith [Illustrator] | Edmund S. Morgan [Foreword by] | Frank Woodworth Pine [Editor] | Gary Gilberd [Narrator] | Grover Gardner [Narrator] | Helen C. Boatfield [Editor] | Helene H. Fineman [Editor] | Jared Sparks [Editor] | John Bigelow [<EMPTY>] | Leonard W. Labaree [Editor] | Lewis Leary [Introduction] | Mark Skousen [<EMPTY>] | Mark Skousen [Editor] | Michael      Edwards [Narrator] | Peter Conn [Editor] | Ralph L. Ketcham [Editor] | Taller del Exito [Translator] | W. MacDonald [editor] | Walter Costello [Narrator] | Walter Costello [Read by]	NO_MATCH	HIGH	The Open Library record attributes the work to Thornton W. Burgess, while the Goodreads record identifies Benjamin Franklin as the author. The CASE provides no evidence linking these names; the shared title alone is insufficient for identity.
/works/OL15854250W	The four friends	Eleanor Hoffmann	1946	6823233	BOOK_FULL	The Four Friends (Beginning to Read Book)	1958	"[""The Four Friends""]"	Carol Hoff [<EMPTY>]	NO_MATCH	HIGH	The Open Library record attributes the work to Eleanor Hoffmann, while the Goodreads record lists Carol Hoff, and the case provides no evidence linking these names. Similar titles alone do not establish identity.
/works/OL3863979W	Noughts and crosses	Quiller-Couch, Arthur Thomas	1891	43762322	BOOK_FULL			"[""Noughts and Crosses""]"	Dominic Cooke [Adapted by] | Malorie Blackman [<EMPTY>]	NO_MATCH	HIGH	The Open Library record is attributed to Arthur Thomas Quiller-Couch, while the Goodreads record lists Malorie Blackman and explicitly identifies Dominic Cooke as the adapter. The case provides no evidence linking these authors or works.
/works/OL22126243W	Rising wind	Moore, Virginia.	1928	1776616	WORK_FULL	Rising Wind	2007	[]	Cindy Holby [<EMPTY>]	NO_MATCH	HIGH	The Open Library record attributes the work to Virginia Moore, while the Goodreads record lists Cindy Holby as its contributor; the CASE provides no evidence linking these authors.
/works/OL6316094W	Crumbling walls	Joan Conquest	1929	23747879	BOOK_FULL		2013	"[""Crumbling Walls""]"	Laura Strandt [<EMPTY>]	AMBIGUOUS	LOW	The titles match, but the Open Library author is Joan Conquest while the Goodreads record lists Laura Strandt as a contributor. The case provides no evidence linking these names or establishing Laura Strandt's role, so identity of the conceptual work is not positively established.
/works/OL8306199W	The leopard's spots	Dixon, Thomas	1902	13710292	BOOK_FULL		1979	"[""The Leopard's Spots"", ""The Leopard's Spots: A Romance of the White Man's Burden--1865-1900""]"	Thomas Dixon Jr. [<EMPTY>]	MATCH	MEDIUM	The titles match, including the Goodreads subtitle, and the author names correspond as “Dixon, Thomas” and “Thomas Dixon Jr.”, a straightforward name-format variation.
/works/OL2459822W	Bohemia in London	John Arthur Ransome Marriott	1907	1795370	BOOK_FULL	Bohemia in London (Oxford Paperbacks)	1907	"[""Bohemia In London""]"	Arthur Ransome [<EMPTY>]	AMBIGUOUS	MEDIUM	"The titles and publication years match, but the Open Library author is ""John Arthur Ransome Marriott"" while Goodreads lists ""Arthur Ransome""; the CASE provides no explicit evidence linking these names."
/works/OL3462385W	The wind from nowhere	Micheaux, Oscar	1944	254310	WORK_FULL	The Wind from Nowhere	1962	"[""The Wind from Nowhere""]"	J.G. Ballard [<EMPTY>] | Mario Galli [translator]	NO_MATCH	HIGH	The Open Library record credits Oscar Micheaux, while the Goodreads record credits J.G. Ballard as the primary author; the case provides no evidence linking these authors. The identical title is insufficient to establish the same work.
/works/OL15423W	Salted with fire	MacDonald, George	1897	25428322	BOOK_FULL		2013	"[""Salted With Fire""]"	Nancy LaRonda Johnson [<EMPTY>]	AMBIGUOUS	LOW	The titles match, but the Goodreads record does not provide George MacDonald as its author; it lists Nancy LaRonda Johnson as a contributor without an explicit role or identity link. The publication-year difference alone is not decisive.
/works/OL1795181W	Apache Gold	Joseph A. Altsheler	1913	11584913	BOOK_FULL		1976	"[""Apache Gold""]"	Brian Fox [<EMPTY>]	NO_MATCH	HIGH	The Open Library record names Joseph A. Altsheler, while the Goodreads record lists Brian Fox; the case provides no evidence linking these authors, and the identical title alone is insufficient.
/works/OL7571290W	Klondike gold	Hubert Vansant Coryell	1938	1484622	WORK_FULL	Klondike Gold	2005	"[""Klondike Gold""]"	Alice Provensen [<EMPTY>]	AMBIGUOUS	MEDIUM	The titles match, but the Open Library record names Hubert Vansant Coryell while the Goodreads record lists Alice Provensen, with no supplied evidence linking these names or clarifying the contributor's role.
/works/OL6607988W	Gallop!	John Ressich	1932	2146002	BOOK_FULL	Gallop!: A Scanimation Picture Book	2007	"[""Gallop!""]"	Rufus Butler Seder [<EMPTY>]	AMBIGUOUS	HIGH	The titles are similar, but the Open Library author is John Ressich while the Goodreads contributor is Rufus Butler Seder, with no supplied evidence linking them. The records therefore cannot be positively matched, but the evidence does not conclusively establish different conceptual works.
/works/OL6213273W	The lady and the pirate	Emerson Hough	1913	39919681	BOOK_FULL		2014	"[""The Lady and the Pirate""]"	Victoria Wessex [<EMPTY>]	NO_MATCH	HIGH	The Open Library record credits Emerson Hough, while the Goodreads record credits Victoria Wessex. The identical title alone is insufficient, and the CASE provides no evidence linking these authors.
/works/OL15217360W	Southwest	Armer, Laura Adams	1935	4692478	BOOK_FULL	Southwest (A Zia book)	1952	"[""Southwest""]"	John Houghton Allen [<EMPTY>]	AMBIGUOUS	MEDIUM	The titles are compatible, but the Open Library author is Laura Adams Armer while the Goodreads record lists John Houghton Allen as a contributor, with no evidence linking these names or establishing the Goodreads primary author. The records therefore lack positive evidence of conceptual-work identity.
/works/OL1937567W	Island of Flowers	Robins, Denise	1940	668521	WORK_FULL	Island of Flowers	1982	"[""Island Of Flowers"", ""Island of Flowers""]"	Nora Roberts [<EMPTY>]	NO_MATCH	HIGH	The Open Library record names Denise Robins as author, while the Goodreads record lists Nora Roberts as its contributor; the CASE provides no evidence linking these authors, so the identically titled records are different works.
/works/OL3859848W	No ordinary summer	Konstantin Fedin	1950	364326	WORK_FULL	No Ordinary Summer	2004	[]	Linda Barrett [<EMPTY>]	AMBIGUOUS	MEDIUM	The titles match, but the Open Library author is Konstantin Fedin while the Goodreads contributor is Linda Barrett, and the case provides no evidence linking them. Identity therefore cannot be established.
/works/OL2279187W	The leper king	Zofia Kossak-Szczucka	1945	7211236	WORK_FULL	The Leper King	2009	[]	Scott R. Rezer [<EMPTY>]	NO_MATCH	HIGH	The Open Library record names Zofia Kossak-Szczucka as author, while the Goodreads record lists Scott R. Rezer as its contributor/author; the CASE provides no evidence linking these identities.
/works/OL6342381W	The regulators	William Degenhard	1943	955346	WORK_FULL	The Regulators	1996	"[""The Regulators"", ""The Regulators: A Novel""]"	Frank Muller [Narrator] | Frank Muller [narrator] | Giorgos Mparouxes [Translator] | Kate Nelligan [Narrator] | Maria Eugenia Ciocchini Suarez [<EMPTY>] | Maria Eugenia Ciocchini Suarez [Translator] | Paul Hekman [Translator] | Piotr Jankowski [Translator] | Poul Buchwald Andersen [Translator] | Richard Bachman [<EMPTY>] | Richard Bachman [Pseudonym] | Richard Bachman [pseudonym] | Stephen King [<EMPTY>] | Tullio Dobner [Translator] | William Olivier Desmond [Translator]	NO_MATCH	HIGH	The Open Library record attributes the work to William Degenhard, while the Goodreads record lists Stephen King and Richard Bachman as contributors, with Richard Bachman explicitly labeled a pseudonym. The CASE provides no evidence linking William Degenhard to either name.
/works/OL1197099W	Bachelor-of arts	Erskine, John	1934	1423842	WORK_FULL	Bachelor of Arts	1937	[]	Graham Greene [Introduction] | Graham Greene [Introduction by] | R.K. Narayan [<EMPTY>]	NO_MATCH	HIGH	The titles are similar, but the Open Library record attributes the work to John Erskine, while the Goodreads record lists R.K. Narayan as a contributor/author and Graham Greene as introducer. The case provides no evidence linking Erskine and Narayan.
/works/OL2341661W	Making his mark	Horatio Alger	1901	23323418	BOOK_FULL		2012	"[""Making His Mark""]"	Jennah Scott [<EMPTY>]	NO_MATCH	HIGH	The Open Library record is attributed to Horatio Alger, while the Goodreads record names Jennah Scott; no evidence links these authors, and the shared title alone is insufficient.
/works/OL10859380W	Her soul to keep	Ethel Cook Eliot	1935	16424531	WORK_FULL	Her Soul to Keep	2011	"[""Her Soul to Keep""]"	Delilah Devlin [<EMPTY>]	NO_MATCH	HIGH	The Open Library record attributes the work to Ethel Cook Eliot, while the Goodreads record lists Delilah Devlin; the case provides no evidence linking these names, and the identical title alone is insufficient.
/works/OL20874047W	I'm travelling alone	Samuel Bjørk	1915	26229987	BOOK_FULL	Der henger en engel alene i skogen	2013	"[""I'm Travelling Alone"", ""I'm Travelling Alone: (Munch and Krüger Book 1)""]"	Dietmar Wunder [Narrator] | Eva Dohnalkova [Translator] | Frode Sander Oien [<EMPTY>] | Gabriele Haefs [Translator] | Ilona Ozolina-Ciu [Translator] | Ingrid Basso [Translator] | Ingrid Basso [translator] | Jean-Baptiste Coursaud [Translator] | Krustalle Gluniadake [translator] | Lenka Kocisova [Translator] | Mariia Nazarova [Translator] | Marina Kopjar [Translator] | Martin Simonson [Translator] | Mine Atafirat [Translator] | Paivi Kivela [translator] | Per Olaisen [translator] | Renee Vink [Translator] | Samiuel' B'ork [<EMPTY>] | Samuel Bjork [<EMPTY>] | Samuel Bjork [Pen name] | Zuzana Inczingerova [Translator]	MATCH	HIGH	"The titles correspond as ""I'm travelling alone"" and ""I'm Travelling Alone,"" the Goodreads record gives the original title ""Der henger en engel alene i skogen,"" and its contributor list includes ""Samuel Bjork [Pen name],"" an obvious diacritic variant of the Open Library author ""Samuel Bjørk."""
/works/OL1798096W	I am the king	Sheppard Stevens	1898	5320130	WORK_FULL	I Am the King	2006	"[""I Am the King""]"	Leo Timmers [<EMPTY>]	NO_MATCH	HIGH	The Open Library record credits Sheppard Stevens, while the Goodreads record lists Leo Timmers; the case provides no evidence linking these names, despite the identical title.
