work_id	htid_count	oclc_variants	title_htrc	date_htrc	prob80_max	englishpct_max	htids	wk_norm	match_method	match_score
OL254727W	1	1	"""Georgie,"""	1906	0.88	0.999	uc2.ark+=13960=t57d2rs90	/works/OL254727W	oclc	
OL2550850W	1	1	The woman's story	1889	0.89	0.999	uc2.ark+=13960=t7vm4467x	/works/OL2550850W	oclc	
OL255269W	2	1	Before the dawn;	1901	0.76	1.0	nyp.33433076022841|uc2.ark+=13960=t6vx08216	/works/OL255269W	oclc	
OL2556414W	1	1	Danbury Rodd, aviator	1910	0.89	1.0	nyp.33433076060072	/works/OL2556414W	oclc	
OL2556432W	3	1	The last shot	1914	0.9	1.0	mdp.39015063946670|nyp.33433076060064|uc2.ark+=13960=t7br8nv8c	/works/OL2556432W	oclc	
OL2556442W	2	1	The ways of the service	1901	0.89	1.0	nyp.33433076060031|uc2.ark+=13960=t6f18vc61	/works/OL2556442W	oclc	
OL255716W	1	1	The mystery of the Boule cabinet;	1912	0.88	1.0	mdp.39015063960531	/works/OL255716W	oclc	
OL255719W	1	1	A soldier of Virginia;	1901	0.85	0.999	uc2.ark+=13960=t6h12vq2x	/works/OL255719W	oclc	
OL255978W	3	1	A master of craft	1900	0.84	1.0	nyp.33433074867015|uc1.b244986|uc2.ark+=13960=t9f47ks91	/works/OL255978W	oclc	
OL256118W	3	1	Geber;	1900	0.82	1.0	njp.32101064787631|nyp.33433074835749|uc2.ark+=13960=t4gm81z6b	/works/OL256118W	oclc	
OL256384W	6	3	Both sides the border	1898	0.89	1.0	mdp.39015073486998|nyp.33433082547096|uc1.b3332207|uc2.ark+=13960=t9f47rv8h|mdp.39015073487020|uc2.ark+=13960=t5m902s1g	/works/OL256384W	oclc	
OL256385W	1	1	Jack Archer	1884	0.89	1.0	nyp.33433082547856	/works/OL256385W	oclc	
OL256386W	4	2	The young Carthaginian	1887	0.9	1.0	nyp.33433082306063|nyp.33433082547567|mdp.39015073480512|mdp.39015073480520	/works/OL256386W	oclc	
OL256387W	4	1	With Lee in Virginia	1890	0.88	1.0	mdp.39015073480066|mdp.39015073480124|mdp.39015073480876|nc01.ark+=13960=t43r1gf3v	/works/OL256387W	oclc	
OL257073W	2	1	Guinea gold	1912	0.84	1.0	nyp.33433074859780|uc2.ark+=13960=t7qn6336j	/works/OL257073W	oclc	
OL2571501W	1	1	Stories of the wars of the Jews	1900	0.87	0.998	uc2.ark+=13960=t5db81995	/works/OL2571501W	oclc	
OL257193W	1	1	Katie of birdland;	1917	0.79	1.0	uc2.ark+=13960=t2q52gh2t	/works/OL257193W	oclc	
OL257247W	2	1	The romance of Swedenborg's life	1890	0.72	1.0	uc1.b272197|uc2.ark+=13960=t25b01x39	/works/OL257247W	oclc	
OL2575591W	2	2	The great quest;	1922	0.89	1.0	uc2.ark+=13960=t17m0792b|njp.32101066123066	/works/OL2575591W	oclc	
OL25773504W	1	1	Romola	1909	0.87	1.0	uc1.b4101350	/works/OL25773504W	oclc	
OL260291W	3	1	What's mine's mine	1886	0.89	1.0	uiuo.ark+=13960=t0jt05v28|uiuo.ark+=13960=t75t4542w|uiuo.ark+=13960=t80k2wj2h	/works/OL260291W	oclc	
OL2607364W	2	2	Siri Ram, revolutionist;	1922	0.86	1.0	uc2.ark+=13960=t6j101240|uc2.ark+=13960=t40r9p709	/works/OL2607364W	oclc	
OL2607365W	2	1	Abdication	1922	0.66	1.0	nyp.33433074935226|uc2.ark+=13960=t56d5rv7r	/works/OL2607365W	oclc	
OL261828W	3	1	Potterism	1920	0.87	1.0	mdp.39015054188837|nyp.33433074875265|uc2.ark+=13960=t6rx96g74	/works/OL261828W	oclc	
OL261833W	3	2	Dangerous ages	1921	0.89	1.0	uc2.ark+=13960=t1kh0hd22|nyp.33433074875059|uc2.ark+=13960=t3jw89j6c	/works/OL261833W	oclc	
OL262384W	1	1	The sea fairies	1911	0.89	1.0	njp.32101067629780	/works/OL262384W	oclc	
OL2624004W	3	1	The dawn-builder	1911	0.84	1.0	mdp.39015008607940|nyp.33433076023328|uc2.ark+=13960=t6nz84c4j	/works/OL2624004W	oclc	
OL2624006W	2	1	The lonesome trail	1907	0.89	1.0	uc1.b3176724|uc2.ark+=13960=t4hm53r4p	/works/OL2624006W	oclc	
OL2624011W	2	1	Life's lure	1914	0.89	1.0	nyp.33433076023310|uc2.ark+=13960=t77s7nj5x	/works/OL2624011W	oclc	
OL2624018W	3	1	The river and I	1910	0.75	0.999	loc.ark+=13960=t1zc8862j|nyp.33433081818431|uc2.ark+=13960=t9959qp77	/works/OL2624018W	oclc	
OL262421W	1	1	Adventures of Sherlock Holmes	1892	0.89	1.0	mdp.39015049217741	/works/OL262421W	oclc	
OL262452W	3	1	His last bow	1917	0.89	1.0	nyp.33433074968045|uc1.32106001934923|uc2.ark+=13960=t1qf8kq11	/works/OL262452W	oclc	
OL262454W	1	1	The hound of the Baskervilles	1921	0.89	1.0	mdp.39015062324325	/works/OL262454W	oclc	
OL262455W	4	2	Rodney Stone	1896	0.9	1.0	uc2.ark+=13960=t5q816v6d|mdp.39015063957164|uc1.b3578474|uc2.ark+=13960=t4th8fn89	/works/OL262455W	oclc	
OL262460W	1	1	The lost world	1912	0.8	1.0	njp.32101064789157	/works/OL262460W	oclc	
OL262463W	2	2	Memoirs of Sherlock Holmes	1894	0.89	1.0	uc1.32106001934964|uc2.ark+=13960=t6nz82w3z	/works/OL262463W	oclc	
OL262473W	2	2	The mystery of Cloomber	1895	0.89	1.0	uc2.ark+=13960=t39020s4d|uva.x000937934	/works/OL262473W	oclc	
OL262477W	1	1	The return of Sherlock Holmes	1905	0.89	0.999	uc2.ark+=13960=t45q4tp5h	/works/OL262477W	oclc	
OL262498W	2	2	A study in scarlet	1904	0.88	1.0	njp.32101068151313|coo.31924012099044	/works/OL262498W	oclc	
OL262501W	2	2	The tragedy of the Korosko	1898	0.9	1.0	uc1.b3578479|mdp.39015063957321	/works/OL262501W	oclc	
OL262502W	4	2	Uncle Bernac	1897	0.89	1.0	uc1.b111897|uc2.ark+=13960=t7qn61w23|mdp.39015033602817|uc2.ark+=13960=t44q7rg3v	/works/OL262502W	oclc	
OL262505W	1	1	The valley of fear	1914	0.89	1.0	nyp.33433074968649	/works/OL262505W	oclc	
OL262517W	2	1	The Croxley master	1907	0.85	1.0	mdp.39015063573227|uc2.ark+=13960=t3513xh5z	/works/OL262517W	oclc	
OL262546W	5	4	Round the red lamp;	1904	0.89	1.0	uc2.ark+=13960=t2g739x9d|uc1.b4104767|uc1.b3578475|uc2.ark+=13960=t1jh3p882|njp.32101013265762	/works/OL262546W	oclc	
OL262564W	2	2	The parasite	1894	0.87	0.999	mdp.39015036865205|inu.32000006175071	/works/OL262564W	oclc	
OL262574W	1	1	The Stark Munro letters	1895	0.87	1.0	inu.32000013179256	/works/OL262574W	oclc	
OL262581W	2	1	The exploits of Brigadier Gerard	1902	0.9	0.999	uc1.b4110032|uc2.ark+=13960=t53f4xn56	/works/OL262581W	oclc	
OL262583W	2	2	Sir Nigel	1906	0.89	1.0	uva.x000600414|mdp.39015047642387	/works/OL262583W	oclc	
OL262588W	1	1	Micah Clarke	1892	0.89	1.0	uc2.ark+=13960=t2d798400	/works/OL262588W	oclc	
OL262591W	7	3	The refugees	1893	0.9	1.0	uiuo.ark+=13960=t2988xr4w|uiuo.ark+=13960=t49p3rf71|uiuo.ark+=13960=t53f5g07n|mdp.39015063957313|nyp.33433074968680|uc1.b248742|uc2.ark+=13960=t46q1w638	/works/OL262591W	oclc	
OL262595W	1	1	The adventures of Gerard	1903	0.88	1.0	uc1.b3578367	/works/OL262595W	oclc	
OL262596W	1	1	The poison belt	1913	0.86	1.0	uva.x001689900	/works/OL262596W	oclc	
OL2635291W	4	1	The golden fleece and the heroes who lived before Achilles	1921	0.84	1.0	mdp.39015024362215|nc01.ark+=13960=t2b869x09|uc1.b4098884|uc2.ark+=13960=t55d8p836	/works/OL2635291W	oclc	
OL2635346W	3	1	The boy apprenticed to an enchanter	1920	0.81	1.0	loc.ark+=13960=t8x92qh8h|uc1.b3868727|uc2.ark+=13960=t81j9jf72	/works/OL2635346W	oclc	
OL2635364W	1	1	The boy who knew what the birds said	1920	0.77	0.999	uc2.ark+=13960=t2q52ft0g	/works/OL2635364W	oclc	
OL2635379W	1	1	The king of Ireland's son	1921	0.83	1.0	mdp.39015009156541	/works/OL2635379W	oclc	
OL2639862W	1	1	Lone Bull's mistake	1918	0.87	0.999	nyp.33433076044167	/works/OL2639862W	oclc	
OL2639869W	1	1	Running Eagle	1919	0.83	1.0	uva.x000596453	/works/OL2639869W	oclc	
OL2639877W	1	1	The war-trail fort	1921	0.88	1.0	njp.32101079836324	/works/OL2639877W	oclc	
OL2639888W	1	1	The trail of the Spanish horse	1922	0.88	1.0	njp.32101064627357	/works/OL2639888W	oclc	
OL2639892W	1	1	The gold cache	1917	0.88	1.0	nyp.33433076044175	/works/OL2639892W	oclc	
OL2639893W	1	1	The quest of the fish-dog skin	1913	0.88	0.999	nyp.33433022847069	/works/OL2639893W	oclc	
OL2646750W	2	2	Cheerful, by request	1918	0.89	1.0	mdp.39015003346916|uc2.ark+=13960=t9r20td9f	/works/OL2646750W	oclc	
OL2646754W	3	1	The girls	1921	0.89	1.0	njp.32101013098304|uc1.b4097383|uc2.ark+=13960=fk6rx93q7b	/works/OL2646754W	oclc	
OL2646759W	3	1	Dawn O'Hara, the girl who laughed	1911	0.89	1.0	mdp.39015002725607|uc2.ark+=13960=t4fn11x7r|uva.x000179675	/works/OL2646759W	oclc	
OL2646760W	3	1	Half portions	1920	0.9	1.0	mdp.39015002725698|uc1.b3687767|uc2.ark+=13960=t7rn31j95	/works/OL2646760W	oclc	
OL2646763W	1	1	Personality plus;	1914	0.85	0.998	nyp.33433074807896	/works/OL2646763W	oclc	
OL2646764W	3	2	Gigolo	1922	0.89	1.0	nyp.33433074807904|uc1.b3687764|uc2.ark+=13960=t81j99563	/works/OL2646764W	oclc	
OL2646765W	1	1	Fanny herself	1917	0.88	1.0	uc2.ark+=13960=t2x34q741	/works/OL2646765W	oclc	
OL2646766W	1	1	Roast beef, medium;	1913	0.88	0.999	mdp.39015002725490	/works/OL2646766W	oclc	
OL2646771W	4	3	Buttered side down;	1912	0.88	1.0	mdp.39015003345280|uc1.b3122343|uc2.ark+=13960=t84j0cd72|uc1.32106002106513	/works/OL2646771W	oclc	
OL26668762W	1	1	Jo's boys, and how they turned out	1886	0.89	1.0	uc2.ark+=13960=t7vm44344	/works/OL26668762W	oclc	
OL2670598W	1	1	Pennsylvania stories	1899	0.88	0.999	uc1.b312337	/works/OL2670598W	oclc	
OL267110W	1	1	The Kreutzer sonata	1890	0.59	1.0	uva.x000415636	/works/OL267110W	oclc	
OL267124W	4	1	Sebastopol	1887	0.69	1.0	mdp.39015042016108|nyp.33433068033681|nyp.33433078795451|uc2.ark+=13960=t75t3m587	/works/OL267124W	oclc	
OL267170W	1	1	Twenty-three tales	1906	0.87	1.0	coo.31924014425056	/works/OL267170W	oclc	
OL267174W	4	1	Iván Ilyitch, and other stories	1887	0.78	1.0	mdp.39015050319212|uc1.32106006449984|uc1.b320514|uc2.ark+=13960=t9h41q602	/works/OL267174W	oclc	
OL2681002W	2	1	The double life of Mr. Alfred Burton	1913	0.89	0.999	nyp.33433074961743|uc2.ark+=13960=t09w0bn3n	/works/OL2681002W	oclc	
OL2681005W	2	1	The master mummer	1904	0.89	1.0	nyp.33433074969142|uc2.ark+=13960=t6154gr2m	/works/OL2681005W	oclc	
OL2681014W	1	1	The cinema murder	1917	0.89	1.0	nyp.33433074961289	/works/OL2681014W	oclc	
OL2681017W	1	1	The great Prince Shan	1922	0.89	1.0	uc2.ark+=13960=t7sn01t31	/works/OL2681017W	oclc	
OL2681020W	2	1	The profiteers	1921	0.88	1.0	nyp.33433075745004|uc2.ark+=13960=t6m040w5m	/works/OL2681020W	oclc	
OL2681026W	2	1	A prince of sinners	1903	0.89	1.0	mdp.39015063924875|uc2.ark+=13960=t8x923n7c	/works/OL2681026W	oclc	
OL2681027W	2	1	The avenger	1908	0.89	1.0	mdp.39015063936804|nyp.33433074961677	/works/OL2681027W	oclc	
OL2681028W	1	1	The box with broken seals	1919	0.88	1.0	uc2.ark+=13960=t7wm18x6p	/works/OL2681028W	oclc	
OL2681029W	2	2	Peter Ruff and the Double-four	1912	0.89	1.0	uc2.ark+=13960=t7cr65388|nyp.33433075744981	/works/OL2681029W	oclc	
OL2681030W	1	1	The yellow crayon	1903	0.89	1.0	uc2.ark+=13960=t2s46jt6d	/works/OL2681030W	oclc	
OL2681033W	1	1	The great secret	1907	0.87	0.999	nyp.33433074969027	/works/OL2681033W	oclc	
OL2681034W	2	2	The devil's paw	1920	0.87	1.0	uc2.ark+=13960=t4bp00078|nyp.33433074961750	/works/OL2681034W	oclc	
OL2681036W	2	1	The pawns count	1918	0.83	1.0	nyp.33433075744957|uc2.ark+=13960=t9d50j52j	/works/OL2681036W	oclc	
OL26911292W	1	1	Gloriana, or, The revolution of 1900	1890	0.53	1.0	dul1.ark+=13960=t7br9fz74	/works/OL26911292W	oclc	
OL2697756W	1	1	Knocknagow	1887	0.9	1.0	uc2.ark+=13960=t4sj1c69h	/works/OL2697756W	oclc	
OL2697869W	1	1	In the wake of King James	1915	0.89	1.0	uc2.ark+=13960=t3pv6ck0w	/works/OL2697869W	oclc	
OL2697877W	1	1	Finn and his companions	1921	0.71	1.0	uc2.ark+=13960=t0cv4hx90	/works/OL2697877W	oclc	
OL2700567W	4	2	Karma	1918	0.57	0.999	njp.32101066164839|uc1.b3322415|uc2.ark+=13960=t1ng4r069|uc2.ark+=13960=t1vd6pg2r	/works/OL2700567W	oclc	
OL2700626W	3	2	The promise of air	1918	0.84	1.0	uc2.ark+=13960=t1bk19657|mdp.39015030851805|nyp.33433074940754	/works/OL2700626W	oclc	
OL2700644W	2	1	The garden of survival	1919	0.82	1.0	mdp.39015051348913|uc2.ark+=13960=t9t14vn7t	/works/OL2700644W	oclc	
OL2700645W	1	1	The extra day	1915	0.83	1.0	uc2.ark+=13960=t8cf9mv4w	/works/OL2700645W	oclc	
OL2700647W	2	1	The empty house	1915	0.89	1.0	uc1.b3578940|uc2.ark+=13960=t9h41vd2c	/works/OL2700647W	oclc	
OL2700648W	2	2	A prisoner in fairyland (the book that 'Uncle Paul' wrote)	1913	0.84	1.0	uva.x030751450|uc2.ark+=13960=t9s181c7h	/works/OL2700648W	oclc	
OL2700649W	1	1	The human chord	1916	0.84	1.0	njp.32101066164854	/works/OL2700649W	oclc	
OL2700650W	2	1	The centaur	1916	0.88	1.0	uc1.b4104043|uc2.ark+=13960=t26970k0k	/works/OL2700650W	oclc	
OL2703163W	3	1	Cattle brands	1906	0.86	1.0	mdp.39015033517015|uc1.b3321792|uc2.ark+=13960=t6736ng8x	/works/OL2703163W	oclc	
OL2703165W	1	1	Wells brothers	1911	0.54	1.0	uc2.ark+=13960=t2f768q56	/works/OL2703165W	oclc	
OL2703166W	1	1	A Texas matchmaker	1904	0.82	1.0	mdp.39015063740461	/works/OL2703166W	oclc	
OL2703167W	2	1	The outlet	1905	0.68	1.0	mdp.39015063740347|uc1.b3578804	/works/OL2703167W	oclc	
OL2703168W	3	1	The log of a cowboy;	1903	0.66	1.0	nyp.33433082175625|uc1.b3547194|uc2.ark+=13960=t3nv99n37	/works/OL2703168W	oclc	
OL2705030W	1	1	My Lady Laughter	1904	0.9	1.0	uc2.ark+=13960=t3bz62q8r	/works/OL2705030W	oclc	
OL27064817W	2	2	The voyage out	1920	0.89	1.0	mdp.39015066060529|uc1.b4082740	/works/OL27064817W	oclc	
OL2708339W	2	1	Suzanna;	1922	0.83	1.0	nyp.33433074853676|uc2.ark+=13960=t75t3hc6q	/works/OL2708339W	oclc	
OL2709972W	2	1	Diverging roads	1919	0.84	1.0	nyp.33433076069990|uc2.ark+=13960=t70v8dd4n	/works/OL2709972W	oclc	
OL2713457W	2	1	Maid Marian and Crotchet castle	1895	0.51	1.0	mdp.39015065980651|nyp.33433075765820	/works/OL2713457W	oclc	
OL2729460W	3	1	Children of the market place	1922	0.56	1.0	mdp.39015013443166|mdp.39015030707072|nyp.33433076052095	/works/OL2729460W	oclc	
OL2729924W	2	1	On the road to Arden	1909	0.88	1.0	nyp.33433076045495|uc2.ark+=13960=t5v699x7m	/works/OL2729924W	oclc	
OL2729926W	2	1	The spirit of the pines	1906	0.79	0.999	nyp.33433076045479|uc2.ark+=13960=t9w08zb9s	/works/OL2729926W	oclc	
OL27304718W	1	1	The heart of Rome	1903	0.83	0.999	coo.31924021967165	/works/OL27304718W	oclc	
OL2731616W	1	1	Dormie one	1917	0.88	1.0	nyp.33433076059116	/works/OL2731616W	oclc	
OL2731621W	1	1	Henry of Navarre, Ohio	1914	0.88	1.0	nyp.33433076058761	/works/OL2731621W	oclc	
OL2732184W	3	1	Tales of the Maine coast	1894	0.83	1.0	nyp.33433081936399|uc2.ark+=13960=t0ft8dk73|uc2.ark+=13960=t3319sh4g	/works/OL2732184W	oclc	
OL2732186W	1	1	The boy settlers	1919	0.88	1.0	uc2.ark+=13960=t3319t43g	/works/OL2732186W	oclc	
OL27332W	6	4	The bread-winners;	1883	0.9	1.0	uc1.b3862900|nyp.33433074853239|uc1.b4102403|uc2.ark+=13960=fk1dj58h5t|mdp.39015035035974|uc2.ark+=13960=t0qr4nx3t	/works/OL27332W	oclc	
OL2735086W	3	1	The revolt of the oyster	1922	0.89	1.0	loc.ark+=13960=t47p9mx0x|nyp.33433074805833|uc2.ark+=13960=t2p55fg8p	/works/OL2735086W	oclc	
OL273540W	2	1	The works of Edgar Allan Poe	1903	0.53	1.0	uc2.ark+=13960=t26970w32|uc2.ark+=13960=t78s4kz45	/works/OL273540W	oclc	
OL273560W	5	2	The works of Edgar Allan Poe	1903	0.6	1.0	uc2.ark+=13960=t26970w32|uc2.ark+=13960=t78s4kz45|mdp.39015001793689|mdp.39015001793754|mdp.39015008695937	/works/OL273560W	oclc	
OL2737488W	2	1	The co-citizens	1915	0.87	1.0	mdp.39015031238929|nyp.33433076071665	/works/OL2737488W	oclc	
OL2737490W	2	1	A circuit rider's widow	1916	0.6	1.0	nyp.33433076071673|uc2.ark+=13960=t76t0j840	/works/OL2737490W	oclc	
OL2737491W	1	1	A circuit rider's wife	1910	0.74	1.0	njp.32101042738177	/works/OL2737491W	oclc	
OL276317W	1	1	The awkward age	1908	0.89	1.0	uc2.ark+=13960=t3jw8718s	/works/OL276317W	oclc	
OL276321W	1	1	The Bostonians;	1886	0.9	1.0	uc2.ark+=13960=t5j96177f	/works/OL276321W	oclc	
OL276325W	2	1	Confidence	1880	0.9	1.0	mdp.39015001591158|mdp.39015065815667	/works/OL276325W	oclc	
OL276326W	1	1	Daisy Miller & An international episode	1892	0.89	1.0	uc2.ark+=13960=t8nc5th3p	/works/OL276326W	oclc	
OL276338W	6	2	The golden bowl	1909	0.9	1.0	uc2.ark+=13960=t1dj58r7r|uc2.ark+=13960=t45q4s31j|uc2.ark+=13960=t87h1fc3g|uva.x000319019|uva.x000335534|uva.x000926858	/works/OL276338W	oclc	
OL276344W	2	1	A landscape painter	1919	0.88	1.0	mdp.39015031241220|mdp.39015047675395	/works/OL276344W	oclc	
OL276365W	4	2	The portrait of a lady	1909	0.85	1.0	mdp.39015000527054|mdp.39015005325165|mdp.39015062063469|uva.x000023136	/works/OL276365W	oclc	
OL276378W	3	2	The siege of London ;	1883	0.89	1.0	uc2.ark+=13960=t45q4s00q|mdp.39015011324038|uc1.b3328901	/works/OL276378W	oclc	
OL276379W	3	2	The spoils of Poynton	1897	0.89	1.0	uc2.ark+=13960=t6639m659|uc1.b4698029|uc2.ark+=13960=t41r6nn3w	/works/OL276379W	oclc	
OL276382W	3	1	Stories revived	1885	0.89	1.0	uc1.b3328903|uc1.b3328904|uc1.b3328905	/works/OL276382W	oclc	
OL276385W	9	3	The tragic muse	1918	0.9	1.0	mdp.39015012203561|mdp.39015047636892|uc2.ark+=13960=t0xp6vx0s|uc2.ark+=13960=t3610wv6p|mdp.39015066681431|mdp.39015066681597|uc1.b4105111|uc1.b4105112|uc2.ark+=13960=t1pg1j44t	/works/OL276385W	oclc	
OL276395W	4	2	Washington square	1901	0.84	1.0	mdp.39015003631754|uc2.ark+=13960=t3hx16k40|uc2.ark+=13960=t6m03zb83|uc2.ark+=13960=t78s4kp33	/works/OL276395W	oclc	
OL276397W	8	2	The wings of the dove	1902	0.89	1.0	uc1.b4105122|uc1.b4105123|uc2.ark+=13960=fk50g3h853|uc2.ark+=13960=fk8pc2tq9r|nyp.33433076072234|nyp.33433076072242|uc1.b4105108|uc2.ark+=13960=fk04x54f6p	/works/OL276397W	oclc	
OL276409W	3	2	The ivory tower	1917	0.87	1.0	mdp.39015059717820|mdp.39015049493359|uc2.ark+=13960=t4qj78s82	/works/OL276409W	oclc	
OL276417W	3	2	The soft side	1900	0.89	1.0	mdp.39015001514713|uc1.b3328902|uc2.ark+=13960=t3cz33833	/works/OL276417W	oclc	
OL276418W	3	3	Terminations ; The death of the lion ; the coxon fund ; The middle years ; The altar of the daed	1895	0.88	1.0	nnc1.cu58347046|uc1.b3328959|nyp.33433062552470	/works/OL276418W	oclc	
OL276428W	1	1	The lesson of the master, The marriages, The pupil, Brooksmith, The solution, Sir Edmund Orme	1892	0.83	1.0	uva.x001863446	/works/OL276428W	oclc	
OL276432W	5	2	The outcry	1911	0.89	1.0	uc2.ark+=13960=t80k27j15|mdp.39015031241063|nyp.33433076065337|uc1.b4105502|uc2.ark+=13960=fk9b56dq3h	/works/OL276432W	oclc	
OL276435W	1	1	The sacred fount	1901	0.9	1.0	uc2.ark+=13960=t3319sx79	/works/OL276435W	oclc	
OL276462W	2	1	The pupil	1916	0.87	0.999	mdp.39015047675353|uc2.ark+=13960=t1vd6pd4t	/works/OL276462W	oclc	
OL276466W	3	2	In the cage	1898	0.85	1.0	pst.000002028965|uc2.ark+=13960=t4vh5dd3h|uc2.ark+=13960=t56d5pq4p	/works/OL276466W	oclc	
OL276467W	4	2	The reverberator	1888	0.89	1.0	mdp.39015019191363|nyp.33433082294889|uc1.$b441030|mdp.39015047637767	/works/OL276467W	oclc	
OL276469W	1	1	What Maisie knew	1897	0.89	1.0	uc2.ark+=13960=t5q815q1s	/works/OL276469W	oclc	
OL276470W	4	1	The ambassadors	1909	0.89	1.0	uc2.ark+=13960=t58c9rp6t|uc2.ark+=13960=t9h41kf7x|uva.x000023141|uva.x000023142	/works/OL276470W	oclc	
OL2771649W	1	1	The vice admiral of the blue	1903	0.83	1.0	nyp.33433076044860	/works/OL2771649W	oclc	
OL27754813W	1	1	Callista, a tale of the third century	1895	0.77	1.0	wu.89097213813	/works/OL27754813W	oclc	
OL27755744W	1	1	Through Luther to liberty	1915	0.82	1.0	wu.89099785750	/works/OL27755744W	oclc	
OL2775770W	2	1	Oh, money! money!	1918	0.88	0.999	nyp.33433076059082|uc2.ark+=13960=t15m62b69	/works/OL2775770W	oclc	
OL2775799W	1	1	Miss Billy	1911	0.89	1.0	uc2.ark+=13960=t5m903w74	/works/OL2775799W	oclc	
OL2775800W	4	1	Mary Marie	1920	0.88	1.0	mdp.39015016749262|nc01.ark+=13960=t82j7j78d|nyp.33433076059587|uc2.ark+=13960=t8hd7pb5m	/works/OL2775800W	oclc	
OL2775803W	2	1	Dawn	1919	0.84	1.0	nyp.33433076059645|uc2.ark+=13960=t2g738v17	/works/OL2775803W	oclc	
OL2775805W	2	1	Just David	1916	0.89	0.999	nyp.33433076059637|uc2.ark+=13960=t3125qn73	/works/OL2775805W	oclc	
OL278134W	1	1	The duel, and other stories	1916	0.83	1.0	mdp.39015003962027	/works/OL278134W	oclc	
OL278135W	3	1	The house with the mezzanine, &. other stories	1917	0.89	1.0	mdp.39015004982362|mdp.39015007058475|mdp.49015000493636	/works/OL278135W	oclc	
OL278143W	5	4	The darling	1917	0.88	1.0	uc2.ark+=13960=t3pv6f86k|mdp.39015003451401|uc1.b4084534|nyp.33433067269823|uc2.ark+=13960=t8pc2xf8m	/works/OL278143W	oclc	
OL278145W	5	2	The lady with the dog	1919	0.84	1.0	uc2.ark+=13960=t9862hv4x|mdp.39015020822238|uc1.$b624628|uc1.32106006424078|uc2.ark+=13960=t3rv0k37t	/works/OL278145W	oclc	
OL278146W	5	3	The party, and other stories	1917	0.85	1.0	uc1.32106001600045|uc2.ark+=13960=t02z19b52|uc2.ark+=13960=t8z89ck4z|mdp.39015003533059|uc1.b4084451	/works/OL278146W	oclc	
OL278147W	1	1	The wife, and other stories	1918	0.85	1.0	uc1.b4084528	/works/OL278147W	oclc	
OL27834207W	3	2	The return of the soldier	1918	0.82	1.0	loc.ark+=13960=t1mg86h4n|mdp.39015008628714|mdp.39015008846985	/works/OL27834207W	oclc	
OL278688W	1	1	A dream of John Ball	1908	0.72	1.0	uc2.ark+=13960=t8df6p55d	/works/OL278688W	oclc	
OL2790437W	1	1	The tang	1921	0.84	1.0	uc2.ark+=13960=t4vh5f50b	/works/OL2790437W	oclc	
OL2796069W	2	1	Dorothy Day	1911	0.72	1.0	nyp.33433074787635|uc2.ark+=13960=t5j96257z	/works/OL2796069W	oclc	
OL2796076W	2	1	Maya;	1901	0.86	1.0	mdp.39015013162543|uva.x002706884	/works/OL2796076W	oclc	
OL2818047W	2	1	Cameron of Lochiel	1905	0.79	1.0	nyp.33433075808687|uc2.ark+=13960=t0qr4rz3h	/works/OL2818047W	oclc	
OL28252W	1	1	The monarch of dreams	1887	0.8	0.997	mdp.39015031235800	/works/OL28252W	oclc	
OL2831513W	2	1	French mediaeval romances from the lays of Marie de France, tr. by Eugene Mason	1911	0.8	1.0	mdp.39015024469945|uc2.ark+=13960=t02z15h64	/works/OL2831513W	oclc	
OL28434610W	1	1	The valley of decision;	1902	0.84	1.0	nyp.33433076074503	/works/OL28434610W	oclc	
OL2844076W	1	1	Sowing seeds in Danny	1908	0.88	1.0	uc2.ark+=13960=t6f18ts5h	/works/OL2844076W	oclc	
OL2848247W	3	2	Amusing Irish tales	1889	0.89	1.0	uc1.b3578752|uc2.ark+=13960=t8df6vt4h|mdp.39015002186834	/works/OL2848247W	oclc	
OL2848257W	12	2	The works of William Carleton	1881	0.9	1.0	nyp.33433074935176|nyp.33433074935184|uiuo.ark+=13960=t14m9fz4s|uiuo.ark+=13960=t3kw5p88g|uiuo.ark+=13960=t5gb2cf9f|mdp.39015030326816|mdp.39015030326832|nyp.33433074935168|uc2.ark+=13960=t5cc1918s|uc2.ark+=13960=t9z03dq6c|uva.x030576776|uva.x030576777	/works/OL2848257W	oclc	
OL28570037W	3	2	The wind in the willows	1913	0.89	1.0	nyp.33433008281192|mdp.39015008859509|nyp.33433074864111	/works/OL28570037W	oclc	
OL28612W	1	1	The quest of the silver fleece;	1911	0.84	1.0	mdp.39015031233243	/works/OL28612W	oclc	
OL2871334W	1	1	Chapel	1916	0.89	1.0	nyp.33433074874664	/works/OL2871334W	oclc	
OL288720W	2	2	Twenty-six and one	1902	0.8	1.0	mdp.39015014280161|mdp.39015003535609	/works/OL288720W	oclc	
OL288765W	2	1	Fomá Gordyéeff	1901	0.83	1.0	mdp.39015028028788|nyp.33433067272322	/works/OL288765W	oclc	
OL288846W	4	2	Mother	1920	0.85	1.0	uc1.b4082504|uc2.ark+=13960=t8df6x103|nyp.33433067272074|uiuo.ark+=13960=t84j0fb8g	/works/OL288846W	oclc	
OL288933W	3	2	Foma Gordeyev	1901	0.89	1.0	uc2.ark+=13960=t1vd6w348|uc1.b4087032|uc2.ark+=13960=t49p36v3v	/works/OL288933W	oclc	
OL288958W	3	1	The outcasts, and other stories	1905	0.81	1.0	mdp.39015028011206|nyp.33433067272298|uc1.32106001601159	/works/OL288958W	oclc	
