work_key	title	author_keys	subject_keys_str	first_publish_year	canonical	author_name	scope_flag	goodreads_resolution_status	goodreads_candidate_count	goodreads_strongest_title_evidence	selected_goodreads_work_id	selected_title_match_type	selected_author_match_quality	selected_goodreads_author	selected_gr_original_title	selected_gr_original_publication_year	review_needed	ol_title	ol_author_name	ol_first_publish_year	goodreads_work_id	title_match_type	gr_original_title	gr_original_publication_year	matched_book_titles	goodreads_contributors	source_batch	ol_year_num	gr_year_num	signed_year_diff	temporal_triage
/works/OL32010577W	Yankee doodle Dixie	/authors/OL5314443A	fiction;history	1891	0	J. V. Ryals	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Yankee doodle Dixie	J. V. Ryals	1891	14871893	WORK_FULL	Yankee Doodle Dixie	2011	"[""Yankee Doodle Dixie""]"	Lisa Patton [<EMPTY>]	old_1122	1891	2011.0	120.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL4080114W	The spinster's secret	/authors/OL763964A	arthur_crook_fictitious_character;fiction;private_investigators	1946	0	Anthony Gilbert	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	The spinster's secret	Anthony Gilbert	1946	24194880	WORK_FULL	The Spinster's Secret	2013	"[""The Spinster's Secret""]"	Emily Larkin [<EMPTY>]	old_1122	1946	2013.0	67.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL4996223W	Outlaw valley	/authors/OL1081487A	fiction;outlaws	1949	0	Field, Peter	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Outlaw valley	Field, Peter	1949	6187660	WORK_FULL	Outlaw Valley	1981	"[""Outlaw Valley""]"	Max Brand [<EMPTY>] | Steve Cooper [<EMPTY>]	old_1122	1949	1981.0	32.0	TEMPORALLY_PLAUSIBLE_UNRESOLVED
/works/OL6304899W	Brass buttons	/authors/OL1644175A	fiction;united_states;united_states_navy	1941	0	Jack Rawson	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	Brass buttons	Jack Rawson	1941	25560683	BOOK_FULL		2013	"[""Brass Buttons""]"	Sonya C. Dodd [<EMPTY>]	old_1122	1941	2013.0	72.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL7537544W	Outlaw country	/authors/OL2305565A	fiction;outlaws	1939	0	Amos Moore	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	Outlaw country	Amos Moore	1939	46187621	BOOK_FULL		2015	"[""Outlaw Country""]"	Davida Lynn [<EMPTY>]	old_1122	1939	2015.0	76.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL7720031W	The red geranium	/authors/OL2389217A	farm_life;fiction	1915	0	Carleton, William	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	The red geranium	Carleton, William	1915	692533	WORK_FULL	The Red Geranium	1995	"[""The Red Geranium""]"	Janette Oke [<EMPTY>]	old_1122	1915	1995.0	80.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL3465109W	Mr. and Mrs. North	/authors/OL577477A;/authors/OL457872A	fiction;jerry_north_fictitious_character;married_people;pam_north_fictitious_character;private_investigators	1936	0	Richard Lockridge	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	Mr. and Mrs. North	Richard Lockridge	1936	54813190	BOOK_FULL			"[""MR. and MRS. NORTH""]"	Carla Buchanan [<EMPTY>]	old_1122	1936			YEAR_MISSING
/works/OL43545856W	Tales from Dickens	/authors/OL24638A;/authors/OL14011678A	adaptations;fiction	1905	0	Charles Dickens	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Tales from Dickens	Charles Dickens	1905	6383912	WORK_FULL	Tales from Dickens	1985	"[""Tales From Dickens""]"	Mary Francis Shura [<EMPTY>]	old_1122	1905	1985.0	80.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL7442216W	Mangled hands	/authors/OL2249418A	fiction;history	1926	0	Neil Boyton	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Mangled hands	Neil Boyton	1926	2965803	WORK_FULL	Mangled Hands	1985	"[""Mangled Hands""]"	Johnny Stanton [<EMPTY>]	old_1122	1926	1985.0	59.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL7567416W	Tin soldiers	/authors/OL2317069A	fiction;united_states_military_academy	1934	0	Robert Wohlforth	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Tin soldiers	Robert Wohlforth	1934	84281	WORK_FULL	Tin Soldiers	2003	"[""Tin Soldiers""]"	Michael Farmer [<EMPTY>]	old_1122	1934	2003.0	69.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL22067446W	Profit and loss	/authors/OL2515542A	fiction;temperance	1884	0	Mary Dwinell Chellis	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	Profit and loss	Mary Dwinell Chellis	1884	16051465	BOOK_FULL		2011	"[""Profit and Loss""]"	Leontia Flynn [<EMPTY>]	old_1122	1884	2011.0	127.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL2738729W	Don't you cry for me	/authors/OL401500A	fiction;overland_journeys_to_the_pacific;wagon_trains	1940	0	Weld, John	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Don't you cry for me	Weld, John	1940	3028573	WORK_FULL	Don't You Cry For Me	1954	"[""Don't You Cry For Me""]"	Mary Freels Rosborough [<EMPTY>]	old_1122	1940	1954.0	14.0	TEMPORALLY_PLAUSIBLE_UNRESOLVED
/works/OL42504098W	Notre dame	/authors/OL107571A	fiction;history;notre_dame_de_paris_cathedral;people_with_disabilities	1888	0	Victor Hugo	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	Notre dame	Victor Hugo	1888	46055768	BOOK_FULL			"[""Notre Dame""]"	Jean Bastide [<EMPTY>] | Robin Recht [<EMPTY>] | Robin Recht, Jean Bastide [<EMPTY>]	old_1122	1888			YEAR_MISSING
/works/OL15234302W	Secretum	/authors/OL77056A	augustine_of_hippo_saint_354_430_fiction;christian_saints;dialogues;dialogues_latin_medieval_and_modern;fiction;imaginary_conversations;in_literature;petrarca_francesco_1304_1374_in_literature;translations_into_english;translations_into_italian	1911	0	Francesco Petrarca	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Secretum	Francesco Petrarca	1911	2186260	WORK_FULL	Secretum	2004	"[""Secretum""]"	Annette Kopetzki [Translator] | Francesco Sorti [<EMPTY>] | Ole Jorn [- Translator] | Rita Monaldi [<EMPTY>]	old_1122	1911	2004.0	93.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL2181966W	Souls divided	/authors/OL276644A	fiction	1919	0	Matilde Serao	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	Souls divided	Matilde Serao	1919	40303190	BOOK_FULL		2014	"[""Souls Divided""]"	Rachel Carrington [<EMPTY>]	old_1122	1919	2014.0	95.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL240030W	La bodega	/authors/OL7123339A	criticism_and_interpretation;fiction;history;peasant_uprisings;peasant_uprisings_in_fiction;spanish_fiction_history_and_criticism	1905	0	Vicente Blasco Ibáñez	out_lang	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	La bodega	Vicente Blasco Ibáñez	1905	2408088	BOOK_FULL	The Winemaker	2001	"[""La Bodega"", ""La bodega""]"	Noah Gordon [<EMPTY>]	outlang_28	1905	2001.0	96.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL15390983W	The Madness of Love	/authors/OL232498A	1950s;contemporary;english;fiction;romance	1950	0	Robins, Denise	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	The Madness of Love	Robins, Denise	1950	1701179	BOOK_FULL	A Good Voyage	2004	"[""The Madness of Love""]"	Katharine Davies [<EMPTY>]	old_1122	1950	2004.0	54.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL18538699W	Le morte Arthur	/authors/OL2430088A	romances	1903	0	J. Douglas Bruce	out_lang	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	Le morte Arthur	J. Douglas Bruce	1903	56016273	BOOK_FULL		1400	"[""Le Morte Arthur""]"	E. Brock [<EMPTY>] | P.F. Hissiger [<EMPTY>] | Simon Armitage [<EMPTY>] | Unknown [<EMPTY>]	outlang_28	1903	1400.0	-503.0	POSSIBLE_OLDER_WORK_MANIFESTATION
/works/OL7546161W	Four aces	/authors/OL2308621A	fiction;world_war_1914_1918	1932	0	Thomson Burtis	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	Four aces	Thomson Burtis	1932	18970969	BOOK_FULL			"[""Four Aces""]"	Suzanne Graham [<EMPTY>]	old_1122	1932			YEAR_MISSING
/works/OL33678351W	Situation Vacant	/authors/OL6001513A	detective_and_mystery_stories;secretaries_fiction	1946	0	Cecil John Charles Street	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	Situation Vacant	Cecil John Charles Street	1946	24081016	BOOK_FULL		2013	"[""Situation Vacant""]"	Tim Songhurst [<EMPTY>]	old_1122	1946	2013.0	67.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL3750810W	Rio Bravo	/authors/OL2980635A	fiction;mexican_war_1846_1848	1926	0	Sabin, Edwin L.	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Rio Bravo	Sabin, Edwin L.	1926	13927551	WORK_FULL	Rio Bravo	1956	"[""Rio Bravo""]"	Gordon D. Shirreffs [<EMPTY>]	old_1122	1926	1956.0	30.0	TEMPORALLY_PLAUSIBLE_UNRESOLVED
/works/OL5297156W	Give up the ghost	/authors/OL1202815A	fiction;fiction_in_english;police;septimus_finch_fictitious_character	1949	0	Margaret Erskine	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Give up the ghost	Margaret Erskine	1949	6422989	WORK_FULL	Give Up the Ghost	2009	"[""Give Up the Ghost""]"	Megan Crewe [<EMPTY>]	old_1122	1949	2009.0	60.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL8663876W	The Boke of Duke Huon of Burdeux	/authors/OL6048218A	romances	1887	0	Berners, John Bourchier	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	The Boke of Duke Huon of Burdeux	Berners, John Bourchier	1887	21960705	WORK_FULL	The Boke of Duke Huon of Burdeux	1534	[]	Anonymous [<EMPTY>] | John Bourchier [Translator] | Robert Steele [Retelling]	old_1122	1887	1534.0	-353.0	POSSIBLE_OLDER_WORK_MANIFESTATION
/works/OL7004014W	Shifting winds	/authors/OL1959072A	boats_and_boating;fiction;juvenile_fiction;sailboat_racing;sailing	1948	0	Leon Ware	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Shifting winds	Leon Ware	1948	6504130	WORK_FULL	Shifting Winds	2009	[]	Lex Valentine [<EMPTY>]	old_1122	1948	2009.0	61.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL8408588W	You Shall Be King!	/authors/OL2804457A;/authors/OL19816A	fiction;imagination;imagination_fiction;juvenile_fiction;play;play_fiction	1945	0	North-South Staff	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	You Shall Be King!	North-South Staff	1945	2882160	WORK_FULL	You Shall Be King!		"[""You Shall Be King!""]"	Antonie Schneider [<EMPTY>]	old_1122	1945			YEAR_MISSING
/works/OL1191020W	The great Mogul	/authors/OL120265A	fiction	1950	0	Payne, Robert	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	The great Mogul	Payne, Robert	1950	40084494	BOOK_FULL		2013	"[""The Great Mogul""]"	Rajeev Jacob [<EMPTY>]	old_1122	1950	2013.0	63.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL18090383W	In the shadow of the Alamo	/authors/OL6802876A	fiction;siege_1836	1906	0	Clara Driscoll	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	In the shadow of the Alamo	Clara Driscoll	1906	426858	WORK_FULL	In the Shadow of the Alamo	2001	"[""In the Shadow of the Alamo""]"	Sherry Garland [<EMPTY>]	old_1122	1906	2001.0	95.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL2040928W	Happy Day	/authors/OL247209A	animales_del_bosque;animales_forestales;animals;animals_fiction;children_s_fiction;collectionid_caldecotthonor50;fiction;forest_animals;friendship_fiction;holidays_fiction;juvenile_fiction;novela_juvenil;snow;spanish_language_materials;spring;winter	1949	0	Ruth Krauss	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	Happy Day	Ruth Krauss	1949	417029	BOOK_FULL	Happy Day! (Helen Exley Giftbooks)	2003	"[""Happy Day!""]"	Joanna Kidney [Illustrator] | Pam Brown [<EMPTY>]	old_1122	1949	2003.0	54.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL240789W	The children's book	/authors/OL2534062A	children_s_stories_american;christian_life;fiction;juvenile_fiction;juvenile_literature;mormons	1890	0	Crocheron, Augusta Joyce	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	The children's book	Crocheron, Augusta Joyce	1890	5768221	WORK_FULL	The Children's Book	2009	"[""The Children's Book""]"	A.S. Byatt [<EMPTY>] | Alice Martin [Translator] | Anna Nadotti [Translator] | Elif Nihan Akbas [Translator] | Fausto Galuzzi [Translator] | Kersti Juva [Translator] | Laurence Petit [Translator] | Melanie Walz [Ubersetzer] | Pascal Bataillard [Translator] | Rosalyn Landor [Narrator]	old_1122	1890	2009.0	119.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL3219042W	The Christmas carp	/authors/OL521381A	christmas_cooking;christmas_stories;families;fiction	1941	0	Vicki Baum	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	The Christmas carp	Vicki Baum	1941	3089728	WORK_FULL	The Christmas Carp	1990	[]	Rita Tornqvist-Verschuur [<EMPTY>]	old_1122	1941	1990.0	49.0	TEMPORALLY_PLAUSIBLE_UNRESOLVED
/works/OL7607823W	The stormy Petrel	/authors/OL2335901A	fiction;history;united_states_civil_war_1861_1865	1892	0	Bowles, John	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	The stormy Petrel	Bowles, John	1892	1431259	BOOK_FULL	Stormy Petrel	1991	"[""The Stormy Petrel""]"	Mary  Stewart [<EMPTY>]	old_1122	1892	1991.0	99.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL103386W	In the sixties	/authors/OL24181A	fiction;social_life_and_customs	1897	0	Harold Frederic	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	In the sixties	Harold Frederic	1897	2354384	WORK_FULL	In the Sixties	2002	"[""In The Sixties""]"	Barry  Miles [<EMPTY>]	old_1122	1897	2002.0	105.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL1458036W	Bras de Fer	/authors/OL154114A	fiction	1945	0	Louis Gabriel-Robinet	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	Bras de Fer	Louis Gabriel-Robinet	1945	21879203	BOOK_FULL		2012	"[""Bras de fer""]"	Jerome Bourgine [<EMPTY>]	old_1122	1945	2012.0	67.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL1492608W	The silver cross	/authors/OL159353A	fiction	1909	0	Eugène Sue	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	The silver cross	Eugène Sue	1909	25376129	BOOK_FULL		2013	"[""The Silver Cross""]"	June Winton [<EMPTY>]	old_1122	1909	2013.0	104.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL17766059W	The octoroon	/authors/OL2657571A	african_americans;fiction;slavery	1900	0	Braddon, M. E.	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	The octoroon	Braddon, M. E.	1900	802093	BOOK_FULL			"[""The Octoroon""]"	Dion Boucicault [<EMPTY>]	old_1122	1900			YEAR_MISSING
/works/OL22127996W	My pets	/authors/OL24461A	animals;juvenile_fiction	1929	0	Kipling, Rudyard	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	My pets	Kipling, Rudyard	1929	6239180	BOOK_FULL	My Pets (Board Book Deluxe)	2007	"[""My Pets""]"	Igloo Books Ltd [<EMPTY>]	old_1122	1929	2007.0	78.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL3045987W	Interim	/authors/OL471601A	autobiographical_fiction;fiction;nineteen_nineteen_a_d;women	1919	0	Dorothy Miller Richardson	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Interim	Dorothy Miller Richardson	1919	44082782	WORK_FULL	Interim	2015	"[""Interim""]"	S. Walden [<EMPTY>]	old_1122	1919	2015.0	96.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL848885W	Le journal d'une femme de chambre	/authors/OL73351A;/authors/OL337772A;/authors/OL5994882A;/authors/OL337772A;/authors/OL2657944A	classic_literature;drama;fetishism;fiction;fiction_erotica_general;fiction_general;man_woman_relationships;murder;social_life_and_customs;women_household_employees	1900	0	Luis Buñuel	out_lang	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Le journal d'une femme de chambre	Luis Buñuel	1900	1359084	WORK_FULL	Le journal d'une femme de chambre	1900	"[""Le Journal D'Une Femme de Chambre"", ""Le Journal d'une femme de chambre"", ""Le journal d'une femme de chambre""]"	Douglas Jarman [<EMPTY>] | John Baxter [<EMPTY>] | Maria Zenowicz [<EMPTY>] | Noel Arnaud [<EMPTY>] | Octave Mirbeau [<EMPTY>] | Richard Ings [<EMPTY>]	outlang_28	1900	1900.0	0.0	TEMPORALLY_PLAUSIBLE_UNRESOLVED
/works/OL1148935W	A grain of wheat	/authors/OL116601A	fiction	1933	0	Kagawa, Toyohiko	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	A grain of wheat	Kagawa, Toyohiko	1933	822355	WORK_FULL	A Grain of Wheat	1966	"[""A Grain of Wheat""]"	Abdulrazak Gurnah [Introduction] | Alexandra Fusoi [trad.] | Gul Korkmaz [Translator] | Ngugi wa Thiong'o [<EMPTY>] | Seppo Loponen [Translator]	old_1122	1933	1966.0	33.0	TEMPORALLY_PLAUSIBLE_UNRESOLVED
/works/OL3837737W	Proof of the pudding	/authors/OL685619A	asey_mayo_fictitious_character;cape_cod_mass_fiction;fiction;fiction_in_english;fiction_mystery_detective_general;fiction_mystery_detective_women_sleuths;massachusetts_fiction;mayo_asey_fictitious_character_fiction;private_investigators;private_investigators_fiction	1945	0	Phoebe Atwood Taylor	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Proof of the pudding	Phoebe Atwood Taylor	1945	2767874	WORK_FULL	Proof of the Pudding	2003	"[""Proof of the Pudding""]"	Phil Vickery [<EMPTY>]	old_1122	1945	2003.0	58.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL3910404W	Death of a man	/authors/OL711625A	adventure_stories;fiction_general	1936	0	Boyle, Kay	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Death of a man	Boyle, Kay	1936	1555901	WORK_FULL	Death of a Man	1957	"[""Death of a Man""]"	Lael Tucker Wertenbaker [<EMPTY>]	old_1122	1936	1957.0	21.0	TEMPORALLY_PLAUSIBLE_UNRESOLVED
/works/OL7116863W	The Magic Forest	/authors/OL2019306A	elves;fantasy;juvenile_fiction;orphans	1948	0	Patricia Fent Ross	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	The Magic Forest	Patricia Fent Ross	1948	13267989	WORK_FULL	The Magic Forest	1903	"[""The Magic Forest: A Modern Fairy Story""]"	Stewart Edward White [<EMPTY>]	old_1122	1948	1903.0	-45.0	TEMPORALLY_PLAUSIBLE_UNRESOLVED
/works/OL7424622W	Footprints on the sand	/authors/OL2241773A	camps;juvenile_fiction;orphans;summer;teenage_girls	1949	0	Ella Williams Porter	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Footprints on the sand	Ella Williams Porter	1949	523255	WORK_FULL	Footprints on the Sand	1998	[]	Judith Lennox [<EMPTY>] | Kaisa Kattelus [Translator]	old_1122	1949	1998.0	49.0	TEMPORALLY_PLAUSIBLE_UNRESOLVED
/works/OL154396W	The Lost Valley	/authors/OL2002725A	classic_literature;fiction;mystery	1921	0	J. M. Walsh	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	The Lost Valley	J. M. Walsh	1921	17145632	BOOK_FULL		1998	"[""The Lost Valley""]"	Max Brand [<EMPTY>]	old_1122	1921	1998.0	77.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL17986506W	Spirit fire	/authors/OL7428684A	fiction;indians_of_north_america;neutral_nation_indians;tionontati_indians	1932	0	Lereine (Hoffman) Ballantyne	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Spirit fire	Lereine (Hoffman) Ballantyne	1932	6173473	WORK_FULL	Spirit Fire	2005	[]	Glen R. Stott [<EMPTY>]	old_1122	1932	2005.0	73.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL2345716W	The dragon painter	/authors/OL2399185A	fiction;social_life_and_customs	1906	0	Sidney McCall	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1	The dragon painter	Sidney McCall	1906	2042820	BOOK_FULL	The Dragon Painter (First Reading Level 4)	2006	"[""The Dragon Painter""]"	John Nez [Illustrator] | Rosie Dickins [Retelling]	old_1122	1906	2006.0	100.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL44609698W	Niagara a Novel	/authors/OL955316A;/authors/OL16047607A	fiction_general	1925	0	Linda Grace	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Niagara a Novel	Linda Grace	1925	2551843	WORK_FULL	Niagara: A Novel	1993	[]	Richard A. Watson [<EMPTY>]	old_1122	1925	1993.0	68.0	TEMPORAL_CONFLICT_GR_MUCH_NEWER
/works/OL44840091W	Hospital sketches	/authors/OL16147949A	fiction;hospitals;medical_care;world_war_1914_1918;world_war_i	1918	0	Frances Lyndall	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1	Hospital sketches	Frances Lyndall	1918	1546559	WORK_FULL	Hospital Sketches	1863	"[""Hospital Sketches"", ""Hospital Sketches: An Army Nurse's True Account of her Experiences during the Civil War""]"	Alice Fahs [Editor] | Louisa May Alcott [<EMPTY>]	old_1122	1918	1863.0	-55.0	POSSIBLE_OLDER_WORK_MANIFESTATION
