ol_work_key	ol_title	ol_author_name	ol_first_publish_year	canonical	goodreads_work_id	gr_original_title	gr_original_publication_year	title_match_type	title_match_types	matched_book_ids	matched_book_titles	ratings_count	text_reviews_count	match_status	author_match_quality	matched_goodreads_author	goodreads_cluster_size	conceptual_cluster_candidate
/works/OL100434W	Il fu Mattia Pascal	Pirandello, Luigi	1904	0	3102727	Il fu Mattia Pascal	1904	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1629858"", ""1874362"", ""3071704"", ""3071706"", ""3071707"", ""3919273"", ""8151621"", ""10124697"", ""10337223"", ""12326746"", ""14443823"", ""18458454"", ""25507859"", ""33146827"", ""35574220""]"	"[""Il fu Mattia Pascal""]"	9597	251	AUTO_MATCH_HIGH	EXACT_NAME	Luigi Pirandello	1	0
/works/OL101181W	The root and the flower	Myers, L. H.	1934	0	310158	The Root and the Flower	1935	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""319392""]"	"[""The Root and the Flower""]"	40	7	AUTO_MATCH_HIGH	EXACT_NAME	L.H. Myers	1	0
/works/OL101949W	Gather, darkness!	Fritz Leiber	1950	0	2362834	Gather, Darkness!	1943	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""561311"", ""3163314"", ""7325652"", ""22374122""]"	"[""Gather, Darkness!""]"	836	66	AUTO_MATCH_HIGH	EXACT_NAME	Fritz Leiber	1	0
/works/OL102381W	Never come morning	Nelson Algren	1942	0	1768497	Never Come Morning	1941	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""350869""]"	"[""Never Come Morning""]"	418	37	AUTO_MATCH_HIGH	EXACT_NAME	Nelson Algren	1	0
/works/OL102382W	The neon wilderness	Nelson Algren	1947	0	959392	The Neon Wilderness	1946	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""350868""]"	"[""The Neon Wilderness""]"	553	28	AUTO_MATCH_HIGH	EXACT_NAME	Nelson Algren	1	0
/works/OL102384W	The man with the golden arm	Nelson Algren	1949	0	826056	The Man with the Golden Arm	1949	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""350871"", ""383022"", ""840507"", ""925483"", ""1005501"", ""1005504"", ""6687735"", ""15939140""]"	"[""The Man With The Golden Arm"", ""The Man With the Golden Arm"", ""The Man with the Golden Arm""]"	2148	193	AUTO_MATCH_HIGH	EXACT_NAME	Nelson Algren	1	0
/works/OL10252004W	Sonata de primavera	Ramón del Valle Inclán	1913	0	43250974	Sonata de primavera - Memorias del Marques di Bradomin	1904	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""1053604"", ""1053608""]"	"[""Sonata de Primavera"", ""Sonata de primavera""]"	159	12	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	Ramon Maria del Valle-Inclan	1	0
/works/OL102653W	Great Short Works of Herman Melville	Herman Melville	1940	0	14035120		1851	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""3731"", ""616930""]"	"[""Great Short Works of Herman Melville""]"	467	19	AUTO_MATCH_HIGH	EXACT_NAME	Herman Melville	1	0
/works/OL10267W	Vol de nuit	Antoine de Saint-Exupéry	1931	0	2210616	Vol de Nuit	1931	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""241077"", ""1289990"", ""24907693"", ""25222435"", ""31288126"", ""34036409""]"	"[""Vol de Nuit"", ""Vol de nuit""]"	5020	322	AUTO_MATCH_HIGH	EXACT_NAME	Antoine de Saint-Exupery	1	0
/works/OL102707W	Billy Budd and other stories	Herman Melville	1911	0	2303119	Billy Budd and Other Stories	1853	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""125870""]"	"[""Billy Budd and Other Stories""]"	4435	240	AUTO_MATCH_HIGH	EXACT_NAME	Herman Melville	1	0
/works/OL102725W	Selected Tales and Poems	Herman Melville	1950	0	2814199	Selected Tales and Poems	1924	WORK_FULL	WORK_FULL|WORK_BASE	[]	[]	21	5	AUTO_MATCH_HIGH	EXACT_NAME	Herman Melville	1	0
/works/OL10272W	Citadelle	Antoine de Saint-Exupéry	1948	0	218545	Citadelle	1948	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""225640""]"	"[""Citadelle""]"	1306	71	AUTO_MATCH_HIGH	EXACT_NAME	Antoine de Saint-Exupery	1	0
/works/OL102746W	Billy Budd	Herman Melville	1900	0	2764239	Billy Budd, Sailor	1924	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""15610"", ""15614"", ""250574"", ""831409"", ""1565036"", ""1661814"", ""1824466"", ""9726622"", ""10105416"", ""13440863"", ""14348653"", ""16162803"", ""18249178"", ""22822066""]"	"[""Billy Budd"", ""Billy Budd +""]"	12366	700	AUTO_MATCH_HIGH	EXACT_NAME	Herman Melville	1	0
/works/OL103118W	Dandelion Wine	Ray Bradbury	1946	0	1627774	Dandelion Wine	1957	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""9623"", ""76776"", ""105452"", ""836677"", ""873420"", ""951779"", ""951783"", ""1181503"", ""2969674"", ""3840687"", ""5978487"", ""6350778"", ""6534756"", ""6581720"", ""7301503"", ""8879959"", ""9086054"", ""9733460"", ""10232466"", ""11133979"", ""12578570"", ""13081365"", ""13578541"", ""15846565"", ""15995658"", ""16369805"", ""17619372"", ""24688988"", ""33645729""]"	"[""Dandelion Wine""]"	41113	3353	AUTO_MATCH_HIGH	EXACT_NAME	Ray Bradbury	1	0
/works/OL103134W	The Martian Chronicles	Ray Bradbury	1950	0	4636013	The Martian Chronicles	1950	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""9624"", ""37444"", ""37445"", ""76778"", ""391094"", ""760921"", ""833039"", ""876207"", ""970651"", ""986795"", ""986796"", ""986798"", ""986804"", ""986806"", ""4635336"", ""6279821"", ""6571877"", ""6906016"", ""8495447"", ""8577197"", ""10480387"", ""10857021"", ""11490891"", ""11945597"", ""13252804"", ""13259262"", ""14625003"", ""16568329"", ""17346539"", ""17845745"", ""17860187"", ""17905322"", ""17906646"", ""18043232"", ""22782036"", ""24327321"", ""24924984"", ""25449269"", ""26137841"", ""29794446"", ""30067088""]"	"[""The Martian Chronicles""]"	160205	5390	AUTO_MATCH_HIGH	EXACT_NAME	Ray Bradbury	1	0
/works/OL10334277W	The romance of Tristan & Iseult	Joseph Bédier	1913	0	2666434	Le roman de Tristan et Iseut	1170	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""11295214""]"	"[""The Romance of Tristan & Iseult,""]"	8433	370	AUTO_MATCH_HIGH	EXACT_NAME	Joseph Bedier	6	1
/works/OL10335849W	Camino de perfección	Pío Baroja	1913	0	1566135	Camino de perfeccion (pasion mistica)	1901	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""1573420""]"	"[""Camino de perfección""]"	121	8	AUTO_MATCH_HIGH	EXACT_NAME	Pio Baroja	1	0
/works/OL103375W	The damnation of Theron Ware, or, Illumination	Harold Frederic	1896	0	807009	The Damnation of Theron Ware: Or Illumination	1896	WORK_FULL	WORK_FULL|BOOK_FULL	"[""821176""]"	"[""The Damnation of Theron Ware: Or Illumination""]"	703	79	AUTO_MATCH_HIGH	EXACT_NAME	Harold Frederic	1	0
/works/OL103378W	The Copperhead	Harold Frederic	1893	0	18970812		2010	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""13449619""]"	"[""The Copperhead""]"	31	6	AUTO_MATCH_HIGH	EXACT_NAME	Harold Frederic	1	0
/works/OL10338391W	Geroĭ nashego vremeni	Mikhail I︠U︡rʹevich Lermontov	1900	0	166902	Geroi nashego vremeni	1840	WORK_FULL	WORK_FULL|WORK_BASE	[]	[]	35196	1032	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	Mikhail Iur'evich Lermontov	1	0
/works/OL10343282W	Anton Reiser	Moritz, Karl Philipp	1886	0	894301	Anton Reiser: Ein psychologischer Roman	1785	BOOK_FULL	BOOK_FULL|WORK_BASE|BOOK_BASE	"[""909164"", ""2377323""]"	"[""Anton Reiser"", ""Anton Reiser: A Psychological Novel""]"	208	8	AUTO_MATCH_HIGH	EXACT_NAME	Karl Philipp Moritz	1	0
/works/OL10343415W	On the marble cliffs	Ernst Jünger	1947	0	489511	Auf den Marmorklippen	1939	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""501415""]"	"[""On the Marble Cliffs""]"	674	35	AUTO_MATCH_HIGH	EXACT_NAME	Ernst Junger	3	1
/works/OL10343423W	Auf den Marmorklippen	Ernst Jünger	1939	0	489511	Auf den Marmorklippen	1939	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""14761346""]"	"[""Auf den Marmorklippen""]"	674	35	AUTO_MATCH_HIGH	EXACT_NAME	Ernst Junger	3	1
/works/OL10343944W	Junior miss	Sally Benson	1941	0	2305080	Junior Miss	1941	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1780467""]"	"[""Junior Miss""]"	105	17	AUTO_MATCH_HIGH	EXACT_NAME	Sally Benson	1	0
/works/OL10353586W	Imperium in imperio	Sutton E. Griggs	1899	0	506378	Imperium in Imperio (Modern Library Classics)	2004	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""518451""]"	"[""Imperium in Imperio""]"	179	15	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	Sutton Elbert Griggs	1	0
/works/OL10355846W	Der Wehrwolf	Hermann Löns	1920	0	2691866	Der Wehrwolf	1910	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""2666638"", ""4864682""]"	"[""Der Wehrwolf""]"	74	8	AUTO_MATCH_HIGH	EXACT_NAME	Hermann Lons	1	0
/works/OL10355858W	The star-gazer	Harsányi, Zsolt	1939	0	18209522	Megis mozog a fold	1939	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""13045211""]"	"[""The Star Gazer""]"	17	2	AUTO_MATCH_HIGH	EXACT_NAME	Zsolt Harsanyi	2	1
/works/OL10356096W	La femme et le pantin	Pierre Louÿs	1898	0	1031064	La Femme Et Le Pantin	1898	WORK_FULL	WORK_FULL|WORK_BASE	[]	[]	166	21	AUTO_MATCH_HIGH	EXACT_NAME	Pierre Louys	1	0
/works/OL10366388W	Perez and Martina	Pura Belpré	1932	0	2436007	Perez and Martina: A Puerto Rican Folktale	1932	BOOK_FULL	BOOK_FULL|WORK_BASE|BOOK_BASE	"[""3058372""]"	"[""Perez and Martina""]"	36	7	AUTO_MATCH_HIGH	EXACT_NAME	Pura Belpre	1	0
/works/OL10413566W	Cranford/Cousin Phillis	Gaskell, Elizabeth Cleghorn	1947	0	215385	Cranford & Cousin Phillis	1864	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""222401""]"	"[""Cranford/Cousin Phillis""]"	401	26	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	Elizabeth Gaskell	1	0
/works/OL10416678W	The green child	Read, Herbert Edward	1945	0	757675	The Green Child	1935	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""222948"", ""771620"", ""6339743""]"	"[""The Green Child""]"	408	63	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	Herbert Read	1	0
/works/OL10417844W	Marriage	Susan Ferrier	1881	0	502540	Marriage	1818	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""514575""]"	"[""Marriage""]"	159	33	AUTO_MATCH_HIGH	EXACT_NAME	Susan Ferrier	1	0
/works/OL10419085W	Подросток	Fyodor Mikhaylovich Dostoyevsky	1916	0	39912542	Podrostok	1875	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""22565439""]"	"[""Подросток""]"	4258	224	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	Fyodor Dostoyevsky	2	1
/works/OL10420910W	The clever woman of the family	Yonge, Charlotte Mary	1881	0	786111		1865	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""800146""]"	"[""The Clever Woman of the Family""]"	73	15	AUTO_MATCH_HIGH	EXACT_NAME	Charlotte Mary Yonge	1	0
/works/OL10421341W	The Arsenal Stadium mystery	Leonard R. Gribble	1939	0	3739187	The Arsenal Stadium Mystery	1939	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""15285412""]"	"[""The Arsenal Stadium Mystery""]"	9	2	AUTO_MATCH_HIGH	EXACT_NAME	Leonard R. Gribble	1	0
/works/OL10421468W	Middle Mist	Netta Muskett	1937	0	25082283	Middle Mist	1937	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""17903738""]"	"[""Middle Mist""]"	2	1	AUTO_MATCH_HIGH	EXACT_NAME	Netta Muskett	1	0
/works/OL10421923W	The surprising adventures of Baron Munchausen	Rudolf Erich Raspe	1930	0	1232599	Wunderbare Reisen zu Wasser und Lande, Feldzuge und lustige Abenteuer des Freiherrn von Munchhausen	1781	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""1820850"", ""12961390"", ""18923248"", ""23288695"", ""23711641""]"	"[""The Surprising Adventures Of Baron Munchausen"", ""The Surprising Adventures of Baron Munchausen""]"	6116	160	AUTO_MATCH_HIGH	EXACT_NAME	Rudolf Erich Raspe	4	1
/works/OL10421924W	The adventures of Baron Munchausen	Rudolf Erich Raspe	1880	0	1232599	Wunderbare Reisen zu Wasser und Lande, Feldzuge und lustige Abenteuer des Freiherrn von Munchhausen	1781	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""430454"", ""836924""]"	"[""The Adventures of Baron Munchausen: Singular Travels, Campaigns and Adventures"", ""The Adventures of Baron Münchausen""]"	6116	160	AUTO_MATCH_HIGH	EXACT_NAME	Rudolf Erich Raspe	4	1
/works/OL10422475W	La Debacle	Emile Zola	1929	0	3522286	La Debacle	1892	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""956756""]"	"[""La Débâcle""]"	835	63	AUTO_MATCH_HIGH	EXACT_NAME	Emile Zola	3	1
/works/OL10424072W	The gentleman from San Francisco and other stories	Ivan Alekseevich Bunin	1923	0	3759137	Gospodin iz San-Frantsisko i drugie rasskazy	1922	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""252127""]"	"[""The Gentleman from San Francisco and Other Stories""]"	1390	19	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	Ivan Bunin	1	0
/works/OL10425647W	Tikhii Don	Sholokhov, Mikhail Aleksandrovich	1934	0	53500340	Tikhii Don	1928	WORK_FULL	WORK_FULL|WORK_BASE	[]	[]	480	44	AUTO_MATCH_HIGH	EXACT_NAME	Mikhail Aleksandrovich Sholokhov	1	0
/works/OL10427177W	Further experiences of an Irish R.M.	E. OE Somerville	1908	0	46660002			BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""26624068""]"	"[""Further Experiences of an Irish R.M.""]"	3	1	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	Edith Somerville	3	1
/works/OL10427461W	The beautiful visit	Howard, Elizabeth Jane.	1950	0	1819629	The Beautiful Visit	1950	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1820054"", ""28789870""]"	"[""The Beautiful Visit""]"	201	16	AUTO_MATCH_HIGH	EXACT_NAME	Elizabeth Jane Howard	1	0
/works/OL10429257W	Concluding	Green, Henry	1948	0	2947381	Concluding (British Literature Series)	1948	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""126914"", ""10915764""]"	"[""Concluding""]"	164	22	AUTO_MATCH_HIGH	EXACT_NAME	Henry Green	2	1
/works/OL10429258W	Living	Green, Henry	1929	0	2504865	Living	1929	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1005167"", ""2497545""]"	"[""Living""]"	233	36	AUTO_MATCH_HIGH	EXACT_NAME	Henry Green	2	1
/works/OL10429259W	Loving	Green, Henry	1949	0	3105878	Loving	1945	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""771507"", ""3074853"", ""4749783"", ""10013838"", ""17737954"", ""17740002"", ""22440253""]"	"[""Loving""]"	2733	184	AUTO_MATCH_HIGH	EXACT_NAME	Henry Green	3	1
/works/OL10429260W	Nothing	Green, Henry	1950	0	122220	Nothing	1950	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""126913""]"	"[""Nothing""]"	129	18	AUTO_MATCH_HIGH	EXACT_NAME	Henry Green	3	1
/works/OL10432709W	Братья Карамазовы	Fyodor Mikhaylovich Dostoyevsky	1880	0	3393910	Brat'ia Karamazovy	1880	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""4935"", ""1462000"", ""15714452"", ""16240793"", ""23208486"", ""23208531""]"	"[""Братья Карамазовы""]"	181710	7913	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	Fyodor Dostoyevsky	4	1
/works/OL104377W	The twenty-fourth of June, midsummer's day	Grace S. Richmond	1914	0	2662781	The Twenty-Fourth of June: Midsummer's Day	1914	WORK_FULL	WORK_FULL	[]	[]	96	17	AUTO_MATCH_HIGH	EXACT_NAME	Grace S. Richmond	1	0
/works/OL10441356W	The image of a drawn sword	Jocelyn Brooke	1950	0	3576744	Image of a Drawn Sword	1950	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""22713921""]"	"[""The Image of a Drawn Sword""]"	33	3	AUTO_MATCH_HIGH	EXACT_NAME	Jocelyn Brooke	2	1
/works/OL10443714W	Angústia	Ramos, Graciliano	1936	0	4409275	Angustia	1936	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""4361327""]"	"[""Angústia""]"	566	29	AUTO_MATCH_HIGH	EXACT_NAME	Graciliano Ramos	1	0
/works/OL10449437W	A voice through a cloud	Denton Welch	1950	0	387786	A Voice Through A Cloud	1950	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""398336"", ""839811"", ""24985414""]"	"[""A Voice Through a Cloud""]"	187	26	AUTO_MATCH_HIGH	EXACT_NAME	Denton Welch	2	1
/works/OL10449613W	The blue bird	Maurice Maeterlinck	1909	0	1895037	L'Oiseau bleu	1905	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""471635"", ""3160773""]"	"[""The Blue Bird"", ""The Blue bird : a fairy play in six acts""]"	938	56	AUTO_MATCH_HIGH	EXACT_NAME	Maurice Maeterlinck	1	0
/works/OL10450991W	Teddy's button	Amy Le Feuvre	1880	0	1295329	Teddy's Button	1896	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1306084""]"	"[""Teddy's Button""]"	607	53	AUTO_MATCH_HIGH	EXACT_NAME	Amy Le Feuvre	1	0
/works/OL10451459W	Return to Coolami	Eleanor Dark	1936	0	7396490		1981	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""7133799"", ""31172068""]"	"[""Return to Coolami""]"	22	7	AUTO_MATCH_HIGH	EXACT_NAME	Eleanor Dark	2	1
/works/OL10451463W	The timeless land	Eleanor Dark	1941	0	1835238	The Timeless Land	1941	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""19214829""]"	"[""The Timeless Land""]"	116	18	AUTO_MATCH_HIGH	EXACT_NAME	Eleanor Dark	2	1
/works/OL10453804W	Lamb in His bosom	Caroline Pafford Miller	1933	0	259320	Lamb in His Bosom	1933	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""267478"", ""11368150""]"	"[""Lamb in His Bosom""]"	1114	104	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	Caroline Miller	3	1
/works/OL104559W	Rodmoor	J. S. Powys	1916	0	3721293	Rodmoor: A romance	1916	BOOK_FULL	BOOK_FULL|WORK_BASE|BOOK_BASE	"[""7744979""]"	"[""Rodmoor""]"	13	2	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	John Cowper Powys	1	0
/works/OL104593W	Ducdame	J. S. Powys	1925	0	5002155	Ducdame	1925	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""4936492"", ""21306074""]"	"[""Ducdame""]"	44	4	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	John Cowper Powys	1	0
/works/OL104598W	Wood and Stone	J. S. Powys	1915	0	10567684	Wood and Stone	1915	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""7744951""]"	"[""Wood and Stone""]"	15	2	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	John Cowper Powys	1	0
/works/OL104605W	Owen Glendower	J. S. Powys	1940	0	1696406	Owen Glendower	1940	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""959619"", ""1699393""]"	"[""Owen Glendower""]"	72	11	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	John Cowper Powys	1	0
/works/OL104606W	Weymouth Sands	J. S. Powys	1934	0	944521	Weymouth Sands	1934	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""849887"", ""4033310""]"	"[""Weymouth Sands""]"	113	14	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	John Cowper Powys	1	0
/works/OL104607W	A Glastonbury Romance	J. S. Powys	1932	0	584961	A Glastonbury Romance	1932	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""959613"", ""1961052"", ""4228166""]"	"[""A Glastonbury Romance""]"	261	30	AUTO_MATCH_HIGH	GIVEN_NAME_COMPATIBLE	John Cowper Powys	1	0
