ol_work_key	ol_title	ol_author_name	goodreads_work_id	gr_primary_contributors	ol_author_key	combined_identity_status	cross_source_corroborated	newly_resolved_by_wikidata	resolved_person_qid	resolved_gr_name	resolved_ol_name	identity_status	matched_gr_name	matched_ol_name_raw	ol_evidence_type	wikidata_identity_status	gr_wikidata_candidate_qid_count	corroborated_qid_count	corroborated_qids	matched_qid	matched_gr_target_names	matched_ol_name	matched_ol_name_source	matched_wikidata_name	matched_wikidata_name_source	wikidata_label	wikidata_description	wikidata_occupation_qids	wikidata_birth	wikidata_death	enwiki_title
/works/OL10649676W	Breaking the record	Ralph Connor	54814117	Raleigh Ruebins	/authors/OL457425A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL107828W	Romance & legend of chivalry	A. R. Hope Moncrieff	1876686	Ascott Robert Hope Montcrieff	/authors/OL18175A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1084997W	A Happy Boy	Bjørnstjerne Bjørnson	1936204	Bjornstjerne Bjornson	/authors/OL112761A	SAME_PERSON_OL_ALIAS	False	False		Bjornstjerne Bjornson	Bjornstjerne Bjornson | Björnstjerne Björnson | Bjornstjerne Björnson | Björnstjerne Björnson | Bjo̊rnstjerne Björnson	OL_ALIAS_MATCH	Bjornstjerne Bjornson	Bjornstjerne Bjornson | Björnstjerne Björnson | Bjornstjerne Björnson | Björnstjerne Björnson | Bjo̊rnstjerne Björnson	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL10859380W	Her soul to keep	Ethel Cook Eliot	16424531	Delilah Devlin	/authors/OL546980A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL10865603W	Mrs. Spring Fragrance	Edith Maud Eaton	512215	Sui Sin Far	/authors/OL4527204A	SAME_PERSON_OL_ALIAS	False	False		Sui Sin Far	Sui Sin Far	OL_ALIAS_MATCH	Sui Sin Far	Sui Sin Far	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1089935W	Brother man	Phillpotts, Eden	826429	Roger Mais	/authors/OL112970A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1090091W	The horse fair	Baldwin, James	1210806	Robin Becker	/authors/OL112971A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	3	0													
/works/OL109158W	The night visitor and other stories	Bennett, Arnold	56169	B. Traven	/authors/OL29586A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL109338W	The black soul	O'Flaherty, Liam	947268	Liam O'Flaherty	/authors/OL29599A	SAME_PERSON_OL_ALIAS	False	False		Liam O'Flaherty	Liam O'Flaherty	OL_ALIAS_MATCH	Liam O'Flaherty	Liam O'Flaherty	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL109339W	The short stories of Liam O'Flaherty	O'Flaherty, Liam	5001839	Liam O'Flaherty	/authors/OL29599A	SAME_PERSON_OL_ALIAS	False	False		Liam O'Flaherty	Liam O'Flaherty	OL_ALIAS_MATCH	Liam O'Flaherty	Liam O'Flaherty	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1096566W	The valley of shadows	Grierson, Francis	16219838	Mark Terry	/authors/OL113438A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL109815W	Four lectures	Trollope, Anthony	1670085	Stephen Rodefer	/authors/OL29698A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1098485W	The Lord Fish	De la Mare, Walter	1283098	Walter de la Mare	/authors/OL113574A	SAME_PERSON_OL_DIRECT	False	False		Walter de la Mare	Walter De la Mare	DIRECT_NAME_MATCH	Walter de la Mare	Walter De la Mare	OL_NAME_OR_PERSONAL_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1098489W	Best stories of Walter de la Mare	De la Mare, Walter	1038678	Walter de la Mare	/authors/OL113574A	SAME_PERSON_OL_DIRECT	False	False		Walter de la Mare	Walter De la Mare	DIRECT_NAME_MATCH	Walter de la Mare	Walter De la Mare	OL_NAME_OR_PERSONAL_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1098492W	Desert islands and Robinson Crusoe	De la Mare, Walter	1625834	Walter de la Mare	/authors/OL113574A	SAME_PERSON_OL_DIRECT	False	False		Walter de la Mare	Walter De la Mare	DIRECT_NAME_MATCH	Walter de la Mare	Walter De la Mare	OL_NAME_OR_PERSONAL_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1098501W	Memoirs of a midget	De la Mare, Walter	5836	Walter de la Mare	/authors/OL113574A	SAME_PERSON_OL_DIRECT	False	False		Walter de la Mare	Walter De la Mare	DIRECT_NAME_MATCH	Walter de la Mare	Walter De la Mare	OL_NAME_OR_PERSONAL_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1104064W	Her son	Vachell, Horace Annesley	24159185	Edith Wharton	/authors/OL2962430A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL11068500W	Marie de France	Marie	4572786	Emanuel J. Mickel	/authors/OL423185A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1114914W	When rogues fall out	Joseph Hatton	5521474	R. Austin Freeman	/authors/OL114532A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL111597W	Dance Upon the Air	Robertson, Eleanor Marie	58217	Nora Roberts	/authors/OL18977A	SAME_PERSON_OL_DIRECT	True	False	Q231356	Nora Roberts	Nora Roberts	DIRECT_NAME_MATCH	Nora Roberts	Nora Roberts	OL_NAME_OR_PERSONAL_NAME	SAME_PERSON_WIKIDATA	1	1	Q231356	Q231356	Nora Roberts	Eleanor Marie Robertson Aufdem-Brinke Wilder	alternate_names	Eleanor Marie Robertson Aufdem-Brinke Wilder	aliases_en	Nora Roberts	American romance writer	Q6625963|Q28389|Q18844224|Q36180|Q43845|Q15403960|Q12362622|Q10297252	+1950-10-10T00:00:00Z		Nora Roberts
/works/OL11240096W	Short Stories from the New Yorker	Irwin Shaw	10719188	The New Yorker	/authors/OL677865A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL11243769W	The wedge	Hermann Bacher Deutsch	24659586	William Carlos Williams	/authors/OL4708769A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1127983W	Susy	Bret Harte	45806144		/authors/OL115231A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1128013W	Maruja	Bret Harte	2558196	Ema Wolf	/authors/OL115231A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	2	0													
/works/OL112804W	Jared's Island	Marguerite De Angeli	21910806	John R. Thayer	/authors/OL20520A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1130349W	Pole star	Stewart Edward White	18680815	Josephine Myles	/authors/OL115388A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1130407W	The silent places	Stewart Edward White	10474515	James Patrick Hunt	/authors/OL115388A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1131838W	Great English short stories	John Hampden	358505		/authors/OL115505A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1132264W	The historical novel	Matthews, Brander	6059515	George Saintsbury	/authors/OL115550A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL114610W	The secrets of Dr. Taverner	Violet M. Firth	684204	Dion Fortune	/authors/OL1055237A	SAME_PERSON_OL_ALIAS	False	False		Dion Fortune	Dion Fortune	OL_ALIAS_MATCH	Dion Fortune	Dion Fortune	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1148935W	A grain of wheat	Kagawa, Toyohiko	822355	Ngugi wa Thiong'o	/authors/OL116601A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1157532W	Out of the flame	Osbert Sitwell	2887316	Eloise Lownsbery	/authors/OL117350A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1161367W	The throne of Saturn	S. Fowler Wright	2914071	Allen Drury	/authors/OL5274364A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL11619993W	The Case with Nine Solutions	Alfred W Stewart	17345804	J.J. Connington	/authors/OL5634689A	SAME_PERSON_OL_ALIAS	False	False		J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALIAS_MATCH	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL11619999W	Nordenholt's Million	Alfred W Stewart	6327013	J.J. Connington	/authors/OL5634689A	SAME_PERSON_OL_ALIAS	False	False		J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALIAS_MATCH	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL11676542W	Arthurian romances	Chrétien	438235	Chretien de Troyes	/authors/OL26183A	SAME_PERSON_OL_DIRECT	False	False		Chretien de Troyes	Chrétien de Troyes	DIRECT_NAME_MATCH	Chretien de Troyes	Chrétien de Troyes	OL_NAME_OR_PERSONAL_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1167884W	The coming of the Lord	Sarah Gertrude Liebson Millin	1964619	Gerald N. Lund	/authors/OL118069A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1167885W	The dark gods	Sarah Gertrude Liebson Millin	2640204	Anthony Roberts	/authors/OL118069A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	16	0													
/works/OL1167903W	King of the Bastards	Sarah Gertrude Liebson Millin	43403457	Brian Keene | Steven L. Shrewsbury | Steven Shrewsbury	/authors/OL118069A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL11696840W	The farmhouse	Helen Reilly	45439323	Rishi	/authors/OL2172616A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	8	0													
/works/OL117003W	Letters from Egypt	Duff Gordon, Lucie	27501475	Lady Lucie Duff Gordon	/authors/OL1219403A	SAME_PERSON_OL_ALIAS	False	False		Lady Lucie Duff Gordon	Lady Lucie Duff-Gordon | Lady Lucie Duff Gordon	OL_ALIAS_MATCH	Lady Lucie Duff Gordon	Lady Lucie Duff-Gordon | Lady Lucie Duff Gordon	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL117019W	A London story	Buchanan, George	18986267	Jack Lennard	/authors/OL1219438A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1175337W	The quest of the Holy Grail	Jessie Laidlay Weston	222463	Anonymous	/authors/OL2689435A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	9	0													
/works/OL11759526W	West of the West	A. Ritchie Robson	6508796	Mark Arax	/authors/OL5002387A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1176863W	Sweepers	Charlton Waine	22479	P.T. Deutermann	/authors/OL118936A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL118407W	Onesimus	Edwin Abbott Abbott	10742589	Lance Webb	/authors/OL20585A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1187682W	Modern Fiction	Herbert Joseph Muller	53414592	Virginia Woolf	/authors/OL119943A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL11888695W	Her son's wife	Dorothy Canfield	1362385	Dorothy Canfield Fisher	/authors/OL5094369A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL11892834W	Uncharted seas	Eric Ward	3039233	Dennis Wheatley	/authors/OL5097456A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL11898862W	On secret service	William Nelson Taft	497064	John Jakes	/authors/OL2318546A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1191020W	The great Mogul	Payne, Robert	40084494	Rajeev Jacob	/authors/OL120265A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL11944W	The bride's house	Dawn Powell	14588328	Sandra Dallas	/authors/OL6274279A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1195459W	Three tales	Frank O'Connor	1446318	Flaubert Gustav Flaubert | Gustave Flaubert | Peter Michael Wetherill | Samuel Silvestre de Sacy	/authors/OL120686A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	2	0													
/works/OL1196382W	The Case of the Abominable Snowman	C. Day Lewis	1801646	Nicholas Blake	/authors/OL120803A	SAME_PERSON_OL_ALIAS	False	False		Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake	OL_ALIAS_MATCH	Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1196407W	The smiler with the knife	C. Day Lewis	1801654	Nicholas Blake	/authors/OL120803A	SAME_PERSON_OL_ALIAS	False	False		Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake	OL_ALIAS_MATCH	Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1196409W	Thou Shell of Death	C. Day Lewis	1801658	Nicholas Blake	/authors/OL120803A	SAME_PERSON_OL_ALIAS	False	False		Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake	OL_ALIAS_MATCH	Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1196426W	Minute for murder	C. Day Lewis	701685	Nicholas Blake	/authors/OL120803A	SAME_PERSON_OL_ALIAS	False	False		Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake	OL_ALIAS_MATCH	Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1197099W	Bachelor-of arts	Erskine, John	1423842	R.K. Narayan	/authors/OL120838A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1197883W	The little grey men	"""BB,"""	81700	B.B.	/authors/OL120927A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1198310W	The silence of the sea =	Jean Bruller	18681469	Yrsa Sigurdardottir	/authors/OL120957A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1198697W	Charlemagne and Roland	Ronald N. Walpole	3486566	Allan Massie	/authors/OL120994A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	2	0													
/works/OL120216W	The seashore book	E. Boyd Smith	2998513	Charlotte Zolotow	/authors/OL1237020A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1202191W	The ghosts' high noon	Carolyn Wells	915168	John Dickson Carr	/authors/OL121323A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1204925W	The historical novel	Butterfield, Herbert	6059515	George Saintsbury	/authors/OL121645A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1206495W	Elders and betters	I. Compton-Burnett	1467469	Quentin Bell	/authors/OL121846A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1208452W	Wild river	Anna Louise Strong	6546777	P.J. Petersen	/authors/OL122079A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL121037W	Money for love	Herbst, Josephine	48998333	Peter S. Berman	/authors/OL19126A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL12107549W	Mr. Lincoln's wife	Polly Anne Colver Graff	3013619	Anne Colver	/authors/OL5246574A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL121228W	Autobiography of Benjamin Franklin	Thornton W. Burgess	598905	Benjamin Franklin | John Bigelow | Mark Skousen	/authors/OL19164A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	10	0													
/works/OL12141196W	Swamp water	Vereen Bell	26173816	Robert Munsch	/authors/OL5268296A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1215556W	A short history of Germany	S. H. Steinberg	9655089	Mary Platt Parmele	/authors/OL122835A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL12186140W	Alkibiades	Charles Hamilton Bromby	1120157	Plato	/authors/OL5297260A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	4	0													
/works/OL12199170W	The Carolinians	Annie L. Sloan	3193299	Jane Barry	/authors/OL5306226A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1228196W	The sacred river	L. A. G. Strong	24801680	Wendy Wallace	/authors/OL123913A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL122861W	It looks like this	Irma E. Webber	44385333	Rafi Mittlefehldt	/authors/OL1239122A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1230464W	Tristram	Kendon, Frank.	3321690	Edwin Arlington Robinson	/authors/OL124158A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL12313613W	On wings of destiny	Victoria Lopez de Araneta	1092580	Ching Yun Bezine	/authors/OL5395405A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL12330859W	Next year	Harry Pick	54428390	Ruth Vander Zee	/authors/OL5408316A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1236292W	My lady Pocahontas	Cooke, John Esten	1685575	Kathleen V. Kudlinski	/authors/OL124792A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1236820W	The most beautiful thing in the world	Swift, Fletcher Harper	42308625	Darnell Lamont Walker	/authors/OL124853A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL123816W	Raintree County	Ross Lockridge	249300	Ross Lockridge Jr.	/authors/OL1240736A	SAME_PERSON_OL_ALIAS	False	False		Ross Lockridge Jr.	Ross Lockridge Jr. | Ross Lockridge,Jr	OL_ALIAS_MATCH	Ross Lockridge Jr.	Ross Lockridge Jr. | Ross Lockridge,Jr	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1238544W	Death of an Author	Cecil John Charles Street	491542	John Rhode	/authors/OL6001513A	SAME_PERSON_OL_ALIAS	False	False		John Rhode	John Rhode | John RHODE | john rhode	OL_ALIAS_MATCH	John Rhode	John Rhode | John RHODE | john rhode	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL12460671W	Spirit fire	Lereine Ballantyne	6173473	Glen R. Stott	/authors/OL3783377A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL12484288W	The golden queen	Edward A. Sloane	325549	Dave Wolverton | David Farland	/authors/OL5521768A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
