ol_work_key	ol_title	ol_author_name	ol_first_publish_year	canonical	goodreads_work_id	gr_original_title	gr_original_publication_year	title_match_type	title_match_types	matched_book_ids	matched_book_titles	ratings_count	text_reviews_count	match_status	author_match_quality	matched_goodreads_author
/works/OL1066453W	An Unsocial Socialist	Bernard Shaw	1887	0	275895	An Unsocial Socialist	1887	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""284378"", ""7672520""]"	"[""An Unsocial Socialist""]"	234	19	REVIEW_SURNAME_ONLY	SURNAME_ONLY	George Bernard Shaw
/works/OL1066489W	The adventures of the black girl in her search for God	Bernard Shaw	1932	0	695281	The Adventures of the Black Girl in her Search for God	1932	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""709007"", ""7308645""]"	"[""The Adventures of the Black Girl in Her Search for God""]"	341	35	REVIEW_SURNAME_ONLY	SURNAME_ONLY	George Bernard Shaw
/works/OL1066517W	Major Barbara	Bernard Shaw	1909	0	1778844	Major Barbara	1905	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""367762"", ""400242"", ""752929"", ""917726"", ""1717559"", ""9981805"", ""12281501"", ""16150689"", ""19432430""]"	"[""Major Barbara""]"	4510	140	REVIEW_SURNAME_ONLY	SURNAME_ONLY	George Bernard Shaw
/works/OL107885W	The history of David Grieve	Ward, Humphry	1892	0	8791871		1892	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""7311462""]"	"[""The History of David Grieve""]"	4	2	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mary Augusta Ward
/works/OL1088838W	The Orange Fairy Book	Andrew Lang	1906	0	760598	The Orange Fairy Book	1906	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""543163""]"	"[""The Orange Fairy Book""]"	1128	26	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Leonora Blanche Alleyne Lang
/works/OL115046W	Damaged goods	Upton Sinclair	1912	0	56807970			BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""35429832""]"	"[""Damaged Goods""]"	1	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Shaun Sinclair
/works/OL1165927W	Summer holiday	Naomi Royde-Smith	1929	0	15456267		2011	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""10549653""]"	"[""Summer Holiday""]"	79	8	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Penny Smith
/works/OL11687084W	The mysteries of Montreal	Ch Führer	1881	0	5271934	The Mysteries of Montreal: Being Recollections of a Female Physician	1881	BOOK_FULL	BOOK_FULL|WORK_BASE|BOOK_BASE	"[""8228020""]"	"[""The Mysteries of Montreal""]"	15	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Charlotte Fuhrer
/works/OL1184844W	The other one	Sidonie-Gabrielle Colette	1931	0	1493228	La Seconde	1929	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""542398""]"	"[""The Other One""]"	77	6	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Colette
/works/OL1184849W	Bella-Vista	Sidonie-Gabrielle Colette	1937	0	2046980	Bella-Vista	1937	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""2042079""]"	"[""Bella-Vista""]"	34	3	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Colette
/works/OL1184853W	Duo	Sidonie-Gabrielle Colette	1934	0	3196031	Duo	1934	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""17616335""]"	"[""Duo""]"	50	6	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Colette
/works/OL1184859W	Claudine en ménage	Sidonie-Gabrielle Colette	1912	0	823066	Claudine en menage	1902	WORK_FULL	WORK_FULL|WORK_BASE	[]	[]	252	19	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Colette
/works/OL1184861W	Mitsou	Sidonie-Gabrielle Colette	1919	0	408992	Mitsou, ou Comment l'esprit vient aux filles	1919	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""18935234""]"	"[""Mitsou""]"	82	9	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Colette
/works/OL1184864W	Claudine à Paris	Sidonie-Gabrielle Colette	1902	0	1536627	Claudine a Paris	1901	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""954393""]"	"[""Claudine à Paris""]"	385	28	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Colette
/works/OL1184867W	La fin de Chéri	Sidonie-Gabrielle Colette	1926	0	823065	La Fin de Cheri	1926	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1130825"", ""6554637""]"	"[""La Fin de Chéri""]"	251	22	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Colette
/works/OL1184868W	Claudine à l'école	Sidonie-Gabrielle Colette	1900	0	1602886	Claudine a l'ecole	1900	WORK_FULL	WORK_FULL|WORK_BASE	[]	[]	848	55	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Colette
/works/OL1184869W	Le blé en herbe	Sidonie-Gabrielle Colette	1923	0	1183660	Le ble en herbe	1923	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""365425"", ""1811330""]"	"[""Le Blé en herbe"", ""Le blé en herbe""]"	925	69	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Colette
/works/OL1184870W	La vagabonde	Sidonie-Gabrielle Colette	1910	0	903111	La Vagabonde	1910	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1431885"", ""9156279""]"	"[""La Vagabonde"", ""La vagabonde""]"	1775	123	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Colette
/works/OL12190325W	Rival Caesars	Desmond Dilg	1903	0	50784574	Rival caesars	1903	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""30302284""]"	"[""Rival caesars""]"	2	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Will H. Dilg
/works/OL1219515W	Captain Desmond, V.C	Katherine Helen Maud Marshall Diver	1910	0	41888171		2008	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""11715473""]"	"[""Captain Desmond, V. C""]"	1	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Maud Diver
/works/OL1256660W	Kto vinovat?	Aleksandr Herzen	1921	0	3078275	Kto vinovat?	1846	WORK_FULL	WORK_FULL|WORK_BASE	[]	[]	128	10	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Alexander Herzen
/works/OL13393608W	Concluding	Green, Henry, 1905-	1950	0	2947381	Concluding (British Literature Series)	1948	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""126914"", ""10915764""]"	"[""Concluding""]"	164	22	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Henry Green
/works/OL13683062W	State fair	Phillip Duffield Stong	1932	0	2436997	State Fair (Bur Oak Book)	1932	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""2429809""]"	"[""State Fair""]"	59	9	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Phil Stong
/works/OL13704475W	Power	S. Fowler Wright	1933	0	50935030		2016	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""30407935""]"	"[""Power""]"	363	101	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Kenya Wright
/works/OL13705522W	The werewolf of Paris	S. Guy Endore	1941	0	526906	The Werewolf of Paris	1933	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""539519"", ""924805"", ""6899502"", ""7379187"", ""8842867"", ""14458771"", ""15813301"", ""15995710"", ""19119826""]"	"[""The Werewolf of Paris"", ""The Werewolf of Paris: A Novel""]"	639	79	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Guy Endore
/works/OL1514090W	Homo Sapiens	Stanisław Przybyszewski	1895	0	2407973	Homo Sapiens	1895	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""2400840""]"	"[""Homo Sapiens""]"	19	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Stanislaw Przybyszewski
/works/OL15163974W	Silver slippers ...	Irene Temple Bailey	1928	0	18022467	Silver Slippers	1928	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""12870098""]"	"[""Silver Slippers""]"	12	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Temple Bailey
/works/OL15249197W	Selected Short Stories	Maksim Gorky	1950	0	6489758	Selected Short Stories	1969	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""6304959""]"	"[""Selected Short Stories""]"	80	6	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Maxim Gorky
/works/OL15395791W	Pretzel	H. A. Rey	1944	0	58703	Pretzel	1944	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""60342"", ""3531866""]"	"[""Pretzel""]"	547	67	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Margret Rey
/works/OL1599712W	زقاق المدق	Maḥfūẓ, Najīb	1947	0	1679431	zqq lmdq	1947	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""5898591"", ""5942995"", ""9306292"", ""16107563""]"	"[""زقاق المدق""]"	6823	674	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Necib Mahfuz
/works/OL16202212W	Jock of the bushveld	Fitzpatrick, James Percy	1911	0	283274	Jock of the Bushveld	1907	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""291961"", ""2473416"", ""3125007"", ""3178993"", ""17013937"", ""20072728""]"	"[""Jock of the Bushveld"", ""Jock of the Bushveld: A 100 Year Celebration""]"	803	53	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Percy FitzPatrick
/works/OL16804362W	Guy Kenmore's Wife & The Rose and the Lily	Miller, Alex. McVeigh	1901	0	25271966		1901	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""18006437""]"	"[""Guy Kenmore's Wife & The Rose and the Lily""]"	3	2	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mrs. Alex. McVeigh Miller
/works/OL17034639W	Danesbury House	Wood, Henry	1893	0	7317253	Danesbury House	1893	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""7064795""]"	"[""Danesbury House""]"	18	4	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mrs. Henry Wood
/works/OL175536W	Kotik Letaev	Andrey Bely	1922	0	178727	Kotik Letaev	1922	WORK_FULL	WORK_FULL|WORK_BASE	[]	[]	46	5	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Andrei Bely
/works/OL175544W	Серебряный голубь	Andrey Bely	1910	0	2463017	Serebrianogo golubia	1909	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""34364333""]"	"[""Серебряный голубь""]"	103	4	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Andrei Bely
/works/OL175545W	Peterburg	Andrey Bely	1916	0	3538	Peterburg	1913	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""6940101""]"	"[""Peterburg""]"	3507	179	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Andrei Bely
/works/OL1794174W	The doomsman	Van Tassel Sutphen	1906	0	2067106	The Doomsman	1906	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""2061894""]"	"[""The Doomsman""]"	12	3	REVIEW_SURNAME_ONLY	SURNAME_ONLY	William Gilbert van Tassel Sutphen
/works/OL17986449W	The sacrifice of the Shannon	Albert Hickman	1911	0	3918440	The Sacrifice of the Shannon (Formac Fiction Treasures)	2001	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""3873247""]"	"[""The Sacrifice of the Shannon""]"	1	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	W. Albert Hickman
/works/OL1822006W	The lonely skier	Hammomd Innes	1947	0	1254725	The Lonely Skier	1947	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""17307379""]"	"[""The Lonely Skier""]"	201	9	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Hammond Innes
/works/OL1822010W	The Blue Ice	Hammomd Innes	1948	0	1254691	The Blue Ice	1948	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""5611982""]"	"[""The Blue Ice""]"	194	13	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Hammond Innes
/works/OL1937566W	Heat wave	Robins, Denise	1930	0	21602759	Heat Wave	2012	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""15853936""]"	"[""Heat Wave""]"	3	2	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Tudor Robins
/works/OL1968205W	My mother is the most beautiful woman in the world	Reyher, Rebecca Hourwich	1945	0	106010	My Mother Is the Most Beautiful Woman in the World:  A Russian Folk Tale	1945	BOOK_FULL	BOOK_FULL|WORK_BASE|BOOK_BASE	"[""109993""]"	"[""My Mother is the Most Beautiful Woman in the World""]"	189	37	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Becky Reyher
/works/OL20644500W	The tin soldier	Irene Temple Bailey	1921	0	1566661	The Tin Soldier	2006	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1573943""]"	"[""The Tin Soldier""]"	15	3	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Temple Bailey
/works/OL20797840W	But Not For Me	Cook, Ida	1938	0	24243015		2013	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""17405100"", ""17678025""]"	"[""But Not For Me"", ""But Not for Me""]"	64	16	REVIEW_SURNAME_ONLY	SURNAME_ONLY	J.S. Cook
/works/OL21168902W	The praise of folly	Desiderius Erasmus	1941	0	2365807	Moriae elogium, id est, Stulticiae laus	1510	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""2538992"", ""18963915"", ""20565581"", ""26895657""]"	"[""The Praise of Folly""]"	9306	441	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Erasmus
/works/OL2196440W	Золотой телёнок	Ilʹi͡a Ilf	1931	0	610814	Zolotoi telenok	1931	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""11718324"", ""25370432""]"	"[""Золотой телёнок""]"	5341	108	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Ilya Ilf
/works/OL2196450W	Двенадцать стульев	Ilʹi͡a Ilf	1938	0	152994	Dvenadtsat' stul'ev	1927	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""889132"", ""28245794""]"	"[""Двенадцать стульев""]"	15721	284	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Ilya Ilf
/works/OL22092275W	The tin soldier ...	Irene Temple Bailey	1918	0	1566661	The Tin Soldier	2006	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1573943""]"	"[""The Tin Soldier""]"	15	3	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Temple Bailey
/works/OL227917W	My friend Annabel Lee	MacLane, Mary, 1881-1929.	1903	0	13095453		2007	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""8247838"", ""12873966""]"	"[""My Friend Annabel Lee"", ""My friend Annabel Lee""]"	14	5	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mary MacLane
/works/OL2344797W	The reaping	Mary Imlay Taylor	1908	0	2810559	The Reaping	1980	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""2784797""]"	"[""The Reaping""]"	29	3	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Bernard Taylor
/works/OL243063W	Men in war	Adolf Andreas Latzko	1918	0	1336750	Menschen im Krieg	1917	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""1347103""]"	"[""Men in War""]"	46	7	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Andreas Latzko
/works/OL24438255W	Personal recollections of Joan of Arc	Louis de Conte	1899	0	45352061		2015	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""25556315""]"	"[""Personal Recollections of Joan of Arc""]"	1	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Sieur Louis de Conte
/works/OL25354134W	Honorable Picnic	Thomas Raucat	1927	0	23882081		2013	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""17269811""]"	"[""Honorable Picnic""]"	2	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Raucat
/works/OL25506W	Hans Christian Andersen	Hans Christian Andersen	1942	0	846442	Hans Christian Andersen	2003	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""861003""]"	"[""Hans Christian Andersen""]"	36	5	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Jens Andersen
/works/OL262270W	Jo of the Chalet School	ElinorM Brent-Dyer	1926	0	1071044	Jo of the Chalet School	1926	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""12257611""]"	"[""Jo of the Chalet School""]"	774	23	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Elinor M. Brent-Dyer
/works/OL288846W	Mother	Maksim Gorky	1907	0	15412	Mat'	1906	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""13246"", ""88043"", ""260192"", ""851551"", ""6544746"", ""18922216"", ""23500672"", ""24392544""]"	"[""Mother""]"	8932	587	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Maxim Gorky
/works/OL288933W	Фома Гордеев	Maksim Gorky	1901	0	2908830	Foma Gordeev	1899	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""17390227""]"	"[""Фома Гордеев""]"	168	14	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Maxim Gorky
/works/OL289009W	Delo Artamonovykh	Maksim Gorky	1925	0	1298162	Delo Artamonovykh	1924	WORK_FULL	WORK_FULL|WORK_BASE	[]	[]	197	15	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Maxim Gorky
/works/OL289026W	Creatures That Once Were Men	Maksim Gorky	1905	0	1424900	Byvshie liudi	1897	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""14389330"", ""19070813""]"	"[""Creatures That Once Were Men""]"	172	12	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Maxim Gorky
/works/OL2943540W	Cadmus Henry	Wat Dumaux Edmonds	1949	0	21802249	Cadmus Henry	1949	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""16031927""]"	"[""Cadmus Henry""]"	2	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Walter D. Edmonds
/works/OL2943553W	The wedding journey	Wat Dumaux Edmonds	1947	0	18704801		1947	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""13414017""]"	"[""The Wedding Journey""]"	4	2	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Walter D. Edmonds
/works/OL2943554W	Wilderness clearing	Wat Dumaux Edmonds	1944	0	26875608		1944	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""18875070""]"	"[""Wilderness Clearing""]"	2	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Walter D. Edmonds
/works/OL2943556W	Erie water	Wat Dumaux Edmonds	1933	0	1486816	Erie Water	1933	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1495480""]"	"[""Erie Water""]"	9	3	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Walter D. Edmonds
/works/OL2943565W	Rome haul	Wat Dumaux Edmonds	1929	0	2354352	Rome Haul (New York Classics)	1938	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""2347642""]"	"[""Rome Haul""]"	22	3	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Walter D. Edmonds
/works/OL2943571W	Chad Hanna	Wat Dumaux Edmonds	1940	0	1695742	Chad Hanna	1940	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1698740""]"	"[""Chad Hanna""]"	12	3	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Walter D. Edmonds
/works/OL2943572W	Drums along the Mohawk	Wat Dumaux Edmonds	1936	0	161335	Drums Along the Mohawk	1936	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""167069""]"	"[""Drums Along the Mohawk""]"	827	85	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Walter D. Edmonds
/works/OL2943573W	The matchlock gun	Wat Dumaux Edmonds	1941	0	1341672	The Matchlock Gun	1941	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1351988"", ""2852135"", ""10432450"", ""16095830""]"	"[""The Matchlock Gun""]"	6114	224	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Walter D. Edmonds
/works/OL318005W	Rajmohan's wife	Bankim Chandra Chatterji	1935	0	7203697		1864	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""6965514"", ""15925027""]"	"[""Rajmohan's Wife""]"	96	11	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Chatterji
/works/OL31949047W	Robert Elsmere	Ward, Humphry	1888	0	854327	Robert Elsmere	1888	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""868941""]"	"[""Robert Elsmere""]"	36	7	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mary Augusta Ward
/works/OL32047509W	Drums along the Mohawk	Wat Dumaux Edmonds	1942	0	161335	Drums Along the Mohawk	1936	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""167069""]"	"[""Drums Along the Mohawk""]"	827	85	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Walter D. Edmonds
/works/OL32095664W	Five minutes stories	Molesworth	1888	0	29416228		2011	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""20414672""]"	"[""Five Minutes' Stories""]"	3	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mrs. Molesworth
/works/OL32097046W	Grimm's fairy tales	Crane, Walter	1896	0	52836970		2010	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""1496331"", ""12223656""]"	"[""Grimm's Fairy Tales""]"	2174	184	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Lucy Crane
/works/OL32267972W	Envy	I︠U︡riĭ Karlovich Olesha	1936	0	3344566	Zavist'	1927	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""54576"", ""2036443""]"	"[""Envy""]"	2263	130	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Yury Olesha
