work_key	title	author_keys	subject_keys_str	first_publish_year
/works/OL7672956W	Pepito at Capistrano	/authors/OL2364086A	fiction;mission_san_juan_capistrano;swallows	1943
/works/OL10345283W	Abe Lincoln of Pigeon Creek	/authors/OL4281758A	fiction	1949
/works/OL4476625W	The wind changes	/authors/OL893152A	fiction;fiction_general;ireland_fiction;ireland_fiction;man_woman_relationships_fiction	1938
/works/OL32100770W	Hans Andersen's fairy tales	/authors/OL25931A	children;children_s_stories;conduct_of_life;juvenile_fiction	1895
/works/OL1437326W	Famosa invasione degli orsi in Sicilia	/authors/OL150257A	bears;bears_fiction;children_s_fiction;fairy_tales;fiction;italy_fiction;kings_queens_rulers;kings_queens_rulers_etc_fiction;sicily_italy_fiction	1947
/works/OL4429307W	The Buccaneer Farmer	/authors/OL879668A	farmers;fiction	1918
/works/OL437839W	Knife in the dark	/authors/OL18544A;/authors/OL958559A	fiction;police	1942
/works/OL6671120W	The Archbishop's unguarded moment and other stories	/authors/OL1802869A	bishops;fiction	1899
/works/OL1528818W	Our Davie Pepper	/authors/OL162260A	families;five_little_peppers_fictitious_characters;friendship;juvenile_fiction;single_parent_familes	1916
/works/OL437546W	Sons of adversity	/authors/OL18533A	fiction;history	1898
/works/OL15110672W	The best of Crunch and Des	/authors/OL27662A	american_fishing_stories;fiction;saltwater_fishing	1948
/works/OL3863928W	The splendid spur, being memoirs of the adventures of Mr. John Marvel, a servant of His late Majesty King Charles I., in the years 1642-3	/authors/OL694360A;/authors/OL7379579A	fiction;fiction_action_adventure;fiction_historical_general;fiction_romance_historical_general;great_britain_fiction;great_britain_history_civil_war_1642_1649_fiction;historical_fiction;history;love_stories;servants	1889
/works/OL32099620W	The adventures of Mark Willis	/authors/OL11642809A	animals;children;conduct_of_life;death;juvenile_fiction;nature_stories;sailors;seafaring_life;slave_trade;slaves	1884
/works/OL16583925W	The motherless bairns, and who sheltered them	/authors/OL1253955A	benevolence;children;christian_life;conduct_of_life;homeless_children;juvenile_fiction;motherless_families;social_conditions	1883
/works/OL2530273W	Three years in the Klondike	/authors/OL357552A	fiction;gold_discoveries;klondike_river_valley_yukon_gold_discoveries;western	1904
/works/OL43012714W	Give us this night	/authors/OL6867849A	conduct_of_life;fiction;man_woman_relationships;women	1935
/works/OL76426W	The Father Brown omnibus	/authors/OL18524A	brown_father_fictitious_character_fiction;catholics;clergy;clergy_fiction;detective_and_mystery_stories;england_fiction;english_detective_and_mystery_stories;father_brown_fictitious_character;fiction;fiction_mystery_detective_general;priests	1933
/works/OL2345521W	The red riders	/authors/OL2852504A	fiction;history;reconstruction;reconstruction_u_s_history_1865_1877;south_carolina_civil_war_1861_1865	1924
/works/OL7640957W	Mary and the spinners	/authors/OL2345982A	fiction	1946
/works/OL43875973W	Show boat	/authors/OL385813A	fiction;river_boats	1939
/works/OL32094459W	The royal law	/authors/OL2598580A	children;christian_life;death;juvenile_fiction;loneliness;orphans;selfishness	1891
/works/OL4458123W	The provincial lady in America	/authors/OL888434A	british;fiction;fiction_humorous_general;fiction_in_english	1934
/works/OL7597118W	... Ask no quarter	/authors/OL2330556A	fiction;history	1945
/works/OL17963473W	By paddle and saddle	/authors/OL2286025A	fiction	1943
/works/OL22068373W	Monte Cristo and his wife		fiction;married_people	1887
/works/OL1519390W	An Italian winter	/authors/OL161254A	description_and_travel;fiction;voyages_and_travels	1933
/works/OL2084238W	Cagliostro	/authors/OL256110A	fiction	1931
/works/OL1793649W	The merry maid of Arcady, His Lordship, and other stories	/authors/OL215631A	fiction;social_life_and_customs	1897
/works/OL6927943W	At a dollar a year	/authors/OL1919097A	fiction;world_war_1914_1918	1919
/works/OL6899801W	Ultimo, an imaginative narration of life under the earth	/authors/OL1908111A	drawing;fantasy_in_art;pictorial_works;science_fiction	1930
/works/OL43700035W	The rosebud and other tales	/authors/OL2938561A;/authors/OL18092A	anthropomorphism_in_literature;children_s_stories;farm_life;juvenile_fiction;mirrors;roses;soap_bubbles;tennis	1909
/works/OL5033415W	Death on the boat-train	/authors/OL6001513A	fiction;physicians	1940
/works/OL33136087W	Bear stories	/authors/OL5138932A	animals;children_s_stories;juvenile_fiction	1884
/works/OL43840750W	The victim	/authors/OL13951653A	fiction	1914
/works/OL33041102W	The ebbing of the tide	/authors/OL970280A	description_and_travel;fiction;voyages_and_travels	1896
/works/OL33317944W	The immortals of Mercury	/authors/OL951926A	american_science_fiction;fiction;interplanetary_voyages	1932
/works/OL20631423W	A Study in Scarlet [adaptation]	/authors/OL1053998A	fiction	1924
/works/OL7854733W	The story of Marie de Rozel, Huguenot	/authors/OL2516337A	fiction;huguenots	1906
/works/OL38818253W	The silver cross, or, The carpenter of Nazareth	/authors/OL159353A	fiction;socialism	1899
/works/OL505921W	Up at the Villa	/authors/OL33585A	british;british_and_irish_fiction_fictional_works_by_one_author;english;english_fiction;fiction;fiction_in_english;fiction_romance_general;italy_fiction;travel	1941
/works/OL2535369W	The dark glasses	/authors/OL358628A	ethics;fiction;fiction_romance_historical;greece_fiction;history;idealism;philosophy	1950
/works/OL22104286W	West of the water tower	/authors/OL21171A	fiction	1923
/works/OL7053776W	Billy and the bear	/authors/OL1980090A	bears;juvenile_fiction	1949
/works/OL12199228W	November Joe, detective of the woods	/authors/OL155637A;/authors/OL11464518A	detective;fiction_mystery_detective_collections_anthologies;mystery;short_stories	1900
/works/OL2227893W	Le grand Meaulnes	/authors/OL286951A	adolescence;conduct_of_life;continental_european_fiction_fictional_works_by_one_author;description_and_travel;fiction;fiction_general;fiction_historical_general;fiction_romance_general;first_loves;foreign_language_french_fiction;frans;french_fiction;french_language;fur_trade;grand_meaulnes_alain_fournier;illustraties;indians_of_north_america;indians_of_north_america_canada;male_friendship;man_woman_relationships_fiction;open_library_staff_picks;readers;romans_pour_la_jeunesse;sex_addiction_in_adolescence;teenagers;young_men	1913
/works/OL6672124W	Toby and the odd beasts	/authors/OL1803164A	juvenile_fiction;mythical_animals	1921
/works/OL22291786W	Tiny Toosey's birthday	/authors/OL2238809A	anglais_langue;birthdays;fiction;lectures_et_morceaux_choisis;readers;reading_elementary	1950
/works/OL1937537W	To Love Is to Live	/authors/OL232498A	1940s;contemporary;english;fiction;fiction_romance_general;love_triangle;romance;romance_fiction	1940
/works/OL10421462W	The Durrants	/authors/OL4325736A	1940s;fiction_general;romance	1948
/works/OL15695045W	The Urbinian	/authors/OL2687190A	fiction	1924
/works/OL43649463W	The Crater of Kala	/authors/OL12786671A;/authors/OL2866702A	american_adventure_stories;fiction	1925
/works/OL77327W	Ask the dust	/authors/OL39411A;/authors/OL7623096A	arturo_bandini_fictitious_character;authors;authors_fiction;bandini_arturo_fictitious_character_fiction;california_fiction;fiction;fiction_general;fiction_historical_general;fiction_romance_general;literature;los_angeles_calif_fiction;man_woman_relationships;man_woman_relationships_fiction;young_men	1939
/works/OL23251084W	The Browning boys	/authors/OL8455728A	boys;children_s_stories;christian_life;juvenile_fiction	1886
/works/OL1481337W	Pigeon City	/authors/OL157503A	fiction;homing_pigeons;pigeons	1931
/works/OL38072123W	Robin Hood [World Syndicate Publishing]	/authors/OL4654312A	juvenile_fiction;juvenile_literature	1940
/works/OL39114575W	Running Away from Richard	/authors/OL1448756A	fiction_general	1925
/works/OL18468606W	The woman's story	/authors/OL361846A	american_fiction;american_literature;american_women_authors;biography;women_authors	1889
/works/OL1799090W	Five mice in a mouse-trap	/authors/OL215934A	children_s_stories;fiction;mice;orphans	1880
/works/OL1491771W	The Gray and the Blue: A Story Founded on Incidents Connected with the War for the Union	/authors/OL159291A	fiction;history	1884
/works/OL10713329W	A land of heroes	/authors/OL4479603A	fiction;history;irish_romances	1900
/works/OL1350708W	"Her-Bak, ""Chick Pea"""	/authors/OL137845A	ancient_egypt;children_s_fiction;civilisation;civilization;document;fiction;fiction_general;mythology;religion;romans_nouvelles	1950
/works/OL32093834W	The winged wolf	/authors/OL11643468A	children;children_s_stories;conduct_of_life;juvenile_fiction	1893
/works/OL15096846W	Kenilworth. The pirate	/authors/OL75235A	fiction;great_britain_in_fiction;history	1890
/works/OL22095239W	On a passing frontier	/authors/OL29843A	fiction;western_stories	1920
/works/OL7640894W	Molly and I	/authors/OL2345955A	fiction;man_woman_relationships	1915
/works/OL1128013W	Maruja	/authors/OL115231A	american_short_stories;fiction;fiction_family_life_general;frontier_and_pioneer_life;nouvelles_am_ricaines;social_life_and_customs;western_stories;young_women_fiction	1885
/works/OL1204644W	Grandsons	/authors/OL121615A	fiction;labor_movement;slovenian_americans	1935
/works/OL15141648W	Hashknife of Stormy River	/authors/OL767133A	western_stories	1950
/works/OL15964578W	First encounter	/authors/OL123122A	fiction;world_war_1914_1918	1945
/works/OL7009812W	The men of silence	/authors/OL1961402A	camorra;fiction	1928
/works/OL17960465W	The Isles of Unwisdom	/authors/OL1097266A	discovery_and_exploration;fiction	1950
/works/OL43848593W	The outdoor girls at Cedar Ridge, or, The mystery of the old windmill	/authors/OL761501A	adventure_stories;juvenile_fiction;outdoor_girls_fictitious_characters;teenage_girls	1931
/works/OL6707418W	The cosmic geoids	/authors/OL766341A	science_fiction	1949
/works/OL4973600W	The seven islands	/authors/OL1074115A	fiction;sadhus	1926
/works/OL4764274W	The Christian league of Connecticut	/authors/OL998786A	christian_union;fiction	1883
/works/OL1213451W	The shield of love	/authors/OL122610A	fiction;history	1940
/works/OL7425773W	Sky attack	/authors/OL2242173A	aerial_operations;aeronautics;juvenile_fiction;world_war_1939_1945	1942
/works/OL5124583W	The cowardly lion of Oz	/authors/OL1130282A	fiction_general;juvenile_fiction;oz_imaginary_place;oz_imaginary_place_fiction	1923
/works/OL5202772W	Family matters	/authors/OL1163142A	fiction;marriage	1934
/works/OL19956847W	Foster	/authors/OL82155A	fiction;fiction_general;foster_home_care;ireland_fiction	1900
/works/OL29261792W	Sons and lovers	/authors/OL19964A	families;fiction;working_class_families;young_men	1913
/works/OL472317W	Three Blind Mice and Other Stories [9 stories]	/authors/OL27695A	detective_and_mystery_stories;england_fiction;english_detective_and_mystery_stories;english_literature;fiction;fiction_mystery_detective_traditional;fiction_mystery_detective_women_sleuths;fiction_short_stories_single_author;harley_quin_fictitious_character;hercule_poirot_fictitious_character;jane_marple_fictitious_character;large_type_books;marple_jane_fictitious_character_fiction;poirot_hercule_fictitious_character_fiction	1948
/works/OL1529162W	To Greenland and the Pole	/authors/OL3151081A	juvenile_fiction	1890
/works/OL24287891W	The mystery of the Everglades	/authors/OL4326346A	adventure_and_adventurers;adventure_stories;detective_and_mystery_stories;fiction;juvenile_fiction;mystery_and_detective_stories;women_detectives	1947
/works/OL8852761W	The forging of the pikes	/authors/OL3037505A	fiction;history	1920
/works/OL7426717W	The peaceable kingdom	/authors/OL2242486A	american_fiction;fiction_historical_general;mormons_in_literature	1949
/works/OL22275680W	Castle in the swamp	/authors/OL2172442A	fiction	1948
/works/OL4617152W	Bret Harte	/authors/OL946811A	american_authors;authors_american_19th_century_biography;authorship;biography;harte_bret_1836_1902;western_stories;western_stories_authorship	1903
/works/OL29354331W	The House of Gow	/authors/OL3567681A	fiction;romance	1948
/works/OL6575318W	Echo From Afar	/authors/OL1783623A;/authors/OL1763433A	fiction;fiction_in_english;romance	1945
/works/OL262581W	The Exploits of Brigadier Gerard	/authors/OL161167A	british_and_irish_fiction_fictional_works_by_one_author;english_adventure_stories;english_historical_fiction;english_short_stories;english_war_stories;fiction;fiction_action_adventure;fiction_general;fiction_historical_general;france_in_fiction;military_history;napoleonic_wars_1800_1815;napoleonic_wars_1800_1815_in_fiction;napoleonische_kriege	1896
/works/OL4474535W	Colonel Effingham's raid	/authors/OL892555A	fascism;fiction;retired_military_personnel	1943
/works/OL7680607W	Church Street	/authors/OL2368487A	fiction;history;social_life_and_customs;villages	1922
/works/OL20549820W	The English novel, by George Saintsbury ...	/authors/OL113017A	english_fiction;history_and_criticism	1913
/works/OL1169453W	Queens of the circulating library	/authors/OL118197A	english_fiction	1950
/works/OL10413566W	Cranford/Cousin Phillis	/authors/OL113828A	country_life;female_friendship;fiction;older_women;sisters;social_life_and_customs;villages;women	1947
/works/OL14857652W	Drury Lane's last case	/authors/OL20922A	detective_and_mystery_stories;fiction_mystery_detective_general	1933
/works/OL449521W	A certain Doctor French	/authors/OL25305A	family_relationships;fiction;fiction_in_english;physicians;physicians_fiction	1943
/works/OL1360402W	Mary	/authors/OL139251A	bible;christian_women_saints;fiction;fiction_general;history_of_biblical_events	1949
/works/OL17641545W	The pioneer's hoard	/authors/OL2423523A	fiction;frontier_and_pioneer_life;mountain_life	1902
/works/OL6830650W	The eighth year	/authors/OL1118179A	fiction;married_people	1913
/works/OL6289241W	The vengeance of Monsieur Blackshirt	/authors/OL1640751A	fiction;thieves	1935
/works/OL18660294W	Diddie, Dumps, and Tot, or, Plantation child-life	/authors/OL2432499A	african_americans;juvenile_fiction;plantation_life;slaves	1882
/works/OL33431860W	Frank Merriwell's duel, or, For right and honor	/authors/OL1045583A	baseball_players;fiction	1899
/works/OL1291027W	The gay dreamers	/authors/OL130939A	fiction	1927
/works/OL890443W	Chronicles of Carlingford	/authors/OL772829A	fiction_general	1897
/works/OL17015507W	The tunnel thru the air	/authors/OL2241452A	american_science_fiction;end_of_the_universe;fiction;imaginary_wars_and_battles;inventors	1927
/works/OL42903334W	Thrillers	/authors/OL13066A	short_stories	1929
/works/OL32093261W	The island of gold	/authors/OL3151081A	adventure_stories;conduct_of_life;indigenous_peoples;juvenile_fiction;sailors;seafaring_life;shipwreck_survival;shipwrecks;treasure_troves;volcanoes;voyages_and_travels;youth;youth_and_death	1898
/works/OL3407633W	Odety kamnen	/authors/OL559078A	fiction	1923
/works/OL15048596W	Getting rid of Krista	/authors/OL27541A	children_s_fiction;city_and_town_life;dogs;fiction;friendship_fiction;girls_fiction;juvenile_fiction;sisters	1924
/works/OL4809266W	The day they gave babies away	/authors/OL1012983A	children_s_fiction;fiction;immigrants;orphans;orphans_fiction;wisconsin_biography	1947
/works/OL15323404W	Young Archimedes	/authors/OL19767A	families;fiction;interpersonal_relations;man_woman_relationships	1924
/works/OL52188W	Floor games	/authors/OL13066A	classic_literature;fiction;games;juvenile_literature;play_therapy;sandplay;therapeutic_use	1911
/works/OL1238093W	Tapster's tapestry	/authors/OL124948A	english_fiction;private_press_books;specimens	1938
/works/OL24955014W	Héloïse and Abélard	/authors/OL141618A	fiction	1925
/works/OL81237W	The Virgin and the Gypsy	/authors/OL19964A	british_and_irish_fiction_fictional_works_by_one_author;english_erotic_stories;english_psychological_fiction;fiction;fiction_short_stories_single_author;novellas;prejudice_in_fiction;relationships;resurrection;romanies;women;young_women	1930
/works/OL32218403W	Young Doctor Galahad	/authors/OL25305A	fiction;medicine;physicians;political_aspects;political_corruption;surgeons;triangles_interpersonal_relations	1938
/works/OL1479615W	Santa Fe caravans	/authors/OL157224A	fiction	1937
/works/OL102384W	The man with the golden arm	/authors/OL29465A	american_fiction_fictional_works_by_one_author;award_national_book_award_1950;award_national_book_award_fiction;chicago_ill_fiction;city_and_town_life;city_and_town_life_in_fiction;criminals;criminals_fiction;criminals_in_fiction;drug_addicts;fiction;fiction_city_life;fiction_general;fiction_urban;gamblers;gamblers_in_fiction;gambling;gambling_in_fiction;inner_cities;morphine_abuse;morphine_abuse_in_fiction;morphine_habit;morphine_habit_in_fiction;national_book_award_winner;polish_americans;poor;portraits;social_life_and_customs	1949
/works/OL731644W	Atlas Shrugged (Centennial Ed. HC)	/authors/OL59188A;/authors/OL3957115A;/authors/OL13597882A;/authors/OL14501846A;/authors/OL13473336A	adventure_stories;adventure_stories;american_fiction_fictional_works_by_one_author;capitalism;capitalism_fiction;capitalism_fiction;capitalism_in_fiction;classic_literature;classical_literature;egoism;egoism_fiction;egoism_fiction;egoism_in_fiction;fiction;fiction_action_adventure;fiction_science_fiction_general;individuality;literature;mystery_story_who_is_john_galt;objectivism_philosophy;objectivism_philosophy_fiction;objectivity;objectivity_fiction;objectivity_in_fiction;open_syllabus_project;politics_and_government;power_social_sciences;science_fiction;science_fiction;success	1936
/works/OL7437674W	The last roundup	/authors/OL2247583A	cowboys;fiction	1950
/works/OL1797575W	Elsie's winter trip	/authors/OL215842A	amusements;children_s_fiction;children_s_stories_american;christian_life;conduct_of_life;elsie_dinsmore_fictitious_character;husband_and_wife;juvenile_fiction;marriage;parent_and_child;travel_fiction;voyages_and_travels;weddings;winter;youth	1902
/works/OL114023W	A Gothic bibliography	/authors/OL32604A	19th_century;bibliography;english_fiction;english_horror_tales;gothic_revival_literature;great_britain;horror_tales_english	1939
/works/OL32979636W	A study of the magic elements in the romans d'aventure and the romans bretons ...	/authors/OL11967202A	french_literature;history_and_criticism;litt_rature_fran_aise;magic;magie_dans_la_litt_rature;romances;th_mes_motifs	1906
/works/OL7793016W	Locust bloom	/authors/OL2458543A	fiction	1924
/works/OL4638261W	The man who worked for Collister	/authors/OL952396A	fiction;social_life_and_customs	1898
/works/OL3923952W	人間失格	/authors/OL714657A	anxiety;comic_books_strips;comics_graphic_novels_manga_general;fiction;literature;men;near_and_far_eastern_fiction_fictional_works_by_one_author;social_life_and_customs;suicide;youth	1948
/works/OL7661253W	Signal	/authors/OL2357205A	fiction;frontier_and_pioneer_life	1941
/works/OL246553W	The Girl Scout Pioneers	/authors/OL7618409A	children_s_stories_american;girl_scouts;juvenile_fiction	1920
/works/OL3046318W	The red hand of Ulster	/authors/OL471665A	fiction	1912
/works/OL6217070W	The black buccaneer	/authors/OL1605350A	farm_life;fiction;juvenile_fiction;pirates;teenagers	1920
/works/OL109810W	Barchester Towers / The Warden	/authors/OL29698A	almshouses;barsetshire_england_imaginary_place;clergy;fiction	1887
/works/OL15718763W	Steppin and family	/authors/OL2068893A	african_americans;fiction;juvenile_fiction	1942
/works/OL16534411W	Jataka tales re-told	/authors/OL2394216A	animals;fables;fiction;jataka_stories	1912
/works/OL5958035W	A boy at Gettysburg	/authors/OL1478217A	adventure_stories;fiction;history;juvenile_fiction;teenage_boys;united_states_civil_war_1861_1865;war_stories	1924
/works/OL940626W	The colonel's children	/authors/OL83175A	fiction	1950
/works/OL10417844W	Marriage	/authors/OL4324443A	england;england_fiction;england_social_life_and_customs_fiction;families;fiction;fiction_general;great_britain_fiction;manners_and_customs;married_people;married_people_fiction;scotland;scotland_fiction;scotland_social_life_and_customs_fiction;scots;sisters;sisters_fiction;sisters_fiction;travel;twins;twins_fiction;twins_fiction;women_england_social_conditions_fiction;women_scotland_social_conditions_fiction;women_social_conditions;young_women	1881
/works/OL43014325W	The constant star	/authors/OL15277920A	english_fiction	1945
/works/OL17649842W	Kristy's rainy day picnic	/authors/OL1917800A	fiction;filles;girls;romans_nouvelles	1906
/works/OL749602W	The slave ship	/authors/OL61090A	fiction;slave_trade	1924
/works/OL22069074W	Witness my hand		fiction	1887
/works/OL1798843W	Raffles, Further Adventures of the Amateur Cracksman	/authors/OL215919A	criminals;detective_and_mystery_stories;england_fiction;english_detective_and_mystery_stories;fiction;fiction_general;fiction_in_english;fiction_mystery_detective_general;large_type_books;mystery;raffles_fictitious_character;raffles_fictitious_character_fiction;social_life_and_customs	1901
/works/OL15202004W	Notre-Dame of Paris	/authors/OL107571A	continental_european_fiction_fictional_works_by_one_author;fiction;fiction_general;france_fiction;history;paris_france_fiction;romances	1892
/works/OL879078W	The Island Pharisees	/authors/OL77081A	fiction_general	1904
/works/OL1307514W	Garman and Worse	/authors/OL132749A	classic_literature;fiction	1890
/works/OL262579W	Beyond the City	/authors/OL161167A	british_and_irish_fiction_fictional_works_by_one_author;classic_literature;england_fiction;fiction;fiction_family_life_general;fiction_general;fiction_small_town_rural;fiction_women;physicians_fiction	1900
/works/OL398888W	The wardship of Steepcoombe	/authors/OL17016A	fiction;history;tyler_s_insurrection_1381	1896
/works/OL3472204W	Golden Flood (Contrary Opinion Library)	/authors/OL578783A	fiction;fiction_general;speculation	1905
/works/OL116130W	A little maid of Province Town	/authors/OL29754A	children_s_fiction;fiction;girls_fiction;history;juvenile_fiction	1913
/works/OL7652593W	Not all ashes	/authors/OL2352298A	42nd_rainbow_division;fiction;regimental_histories;world_war_1914_1918	1941
/works/OL3713419W	The Pony Express	/authors/OL646300A	fiction;pony_express	1925
/works/OL5353533W	Jed	/authors/OL1232266A	fiction;history	1889
/works/OL4458074W	Faster! Faster!	/authors/OL888434A	england_fiction;fiction_general	1936
/works/OL22128577W	The doctor of Lonesome River	/authors/OL2172442A	fiction	1931
/works/OL5960307W	Tutt and Mr. Tutt	/authors/OL1478967A	attorney_and_client;fiction;law;law_firms;lawyers	1920
/works/OL32146036W	Around old Chester	/authors/OL11593178A	fiction;social_life_and_customs	1915
/works/OL42469157W	Frank's campaign	/authors/OL13484553A	farm_life;history;juvenile_fiction	1892
/works/OL4467507W	The Good Master	/authors/OL890833A	children;children_s_fiction;cousins;family_life_fiction;farm_life_fiction;fiction;hungary_fiction;juvenile_fiction;newbery_honor	1935
/works/OL32099717W	An heir of dreams	/authors/OL11644728A	brothers_and_sisters;conduct_of_life;dreams;fairies;juvenile_fiction;laziness;parent_and_child;priests;smallpox;youth;youth_and_death	1897
/works/OL7425653W	900 buckets of paint	/authors/OL2242148A	animals;fiction;humorous_stories	1949
/works/OL22145165W	Justly dear: Charles and Mary Lamb	/authors/OL2102704A	fiction	1939
/works/OL7490142W	The corpse is indignant	/authors/OL2275147A	fiction;judges	1946
/works/OL17961853W	The land of big rivers	/authors/OL2394766A	fiction	1924
/works/OL507328W	Silence	/authors/OL33682A	american_short_stories;fiction;social_life_and_customs	1898
/works/OL1213853W	Sundown	/authors/OL122661A	813_52;fiction;fiction_historical;fiction_westerns;osage_indians;osage_indians_fiction;ps3525_a8477_s86_1988	1934
/works/OL2344985W	A Virgina cavalier	/authors/OL317396A	fiction	1903
/works/OL33167158W	An echo from the past	/authors/OL12019878A	fiction;history	1914
/works/OL1100465W	He knew Lincoln	/authors/OL113636A	anecdotes;fiction;presidents	1907
/works/OL7558803W	The victors	/authors/OL2313559A	fiction;history	1933
/works/OL4975432W	Teeftallow	/authors/OL1074728A	african_americans;fiction	1926
/works/OL43609390W	For you the war is over	/authors/OL15602208A	fiction;world_war_1939_1945	1946
/works/OL22243161W	Clover Creek	/authors/OL2171060A	fiction	1946
/works/OL1174793W	The fabulous valley	/authors/OL118734A	fantasy_fiction;fiction_general	1934
/works/OL4693175W	The settlers of Karossa Creek and other stories of Australian bush life	/authors/OL970280A	fiction;frontier_and_pioneer_life;social_life_and_customs	1907
/works/OL43828244W	The giant raft...	/authors/OL113611A;/authors/OL2040226A;/authors/OL117208A	adventure_stories;code_and_cipher_stories;conduct_of_life;death;indians_of_south_america;judges;juvenile_fiction;marriage;voyages_and_travels;youth	1881
/works/OL109161W	Accident	/authors/OL29586A	fiction;man_woman_relationships;railroad_accidents;railroad_stories;railroad_travel	1928
/works/OL7771292W	The claim-jumpers	/authors/OL2437692A	fiction	1927
/works/OL14857816W	The Egyptian Cross Mystery	/authors/OL20922A	american;american_detective_and_mystery_stories;authors_fiction;detective_and_mystery_stories;fathers_and_sons;fathers_and_sons_fiction;fiction;fiction_mystery_detective_general;fiction_mystery_detective_police_procedural;new_york_n_y_fiction;novelists;police	1932
/works/OL171615W	Wings	/authors/OL2007055A	american_aerial_operations;fiction;world_war_1914_1918	1927
/works/OL27447050W	Einstein Lights up the Sky	/authors/OL6783413A	children_s_fiction;science_fiction	1924
/works/OL12210884W	None but the brave	/authors/OL5314751A	fiction;history	1902
/works/OL6331857W	Romany love	/authors/OL1655491A	campaigns;comparative_literature;fiction;german_and_italian;history;in_literature;invasion_of_russia_1812;italian_and_german;napoleonic_wars_1800_1815;romanticism	1938
/works/OL7536439W	The Irish volunteer	/authors/OL2305231A	fiction;history	1932
/works/OL10473260W	Titus Groan	/authors/OL2644841A	comedy;fantasy_fiction;fiction;fiction_fantasy_general;gormenghast_castle_imaginary_place_fiction;gormenghast_family_fictitious_character_fiction	1946
/works/OL1255847W	Sequel stories	/authors/OL126879A	american_fiction;bibliography;english_fiction	1928
/works/OL14858280W	At heaven's gate	/authors/OL20928A	american_fiction_fictional_works_by_one_author;fate_and_fatalism;fiction;women	1943
/works/OL42468981W	The cloister and the hearth	/authors/OL1126033A	family;fiction;middle_ages	1915
