work_id	qid	sitelink_count
OL14857742W		0
OL14877845W		0
OL15127479W		0
OL1515651W		0
OL1527017W		0
OL15415838W		0
OL15550184W		0
OL156861W		0
OL15697135W		0
OL15860606W		0
OL15865803W		0
OL15867231W		0
OL1586911W		0
OL162105W		0
OL1622487W		0
OL16329974W		0
OL16595126W		0
OL16875785W		0
OL17597873W		0
OL17665177W		0
OL17683979W		0
OL1796043W		0
OL1796220W		0
OL1796268W		0
OL1836065W		0
OL18503149W		0
OL1868673W		0
OL1890334W		0
OL19283868W	Q15032734	1
OL19300123W		0
OL1937519W		0
OL198385W		0
OL19867W		0
OL20631545W		0
OL219168W		0
OL2234028W		0
OL2288659W		0
OL22967828W		0
OL232591W		0
OL2339087W		0
OL2344333W		0
OL235592W		0
OL236516W		0
OL240595W		0
OL24318597W		0
OL2446115W		0
OL2492694W		0
OL2568866W		0
OL2781911W		0
OL32010577W		0
OL32090725W		0
OL32094752W		0
OL32094999W		0
OL328817W		0
OL33137341W		0
OL33139554W		0
OL3469462W		0
OL3528747W		0
OL3561832W		0
OL3864072W		0
OL39074102W		0
OL39438557W		0
OL39872438W		0
OL4080114W		0
OL41268631W		0
OL41415969W		0
OL4273491W		0
OL4312237W		0
OL43272992W		0
OL43370868W		0
OL43452986W		0
OL43770680W		0
OL43802680W		0
OL43891123W		0
OL4394431W		0
OL44087170W		0
OL4450786W		0
OL4782293W	Q48796075	1
OL495718W		0
OL4996223W		0
OL5005475W		0
OL5018747W		0
OL507379W		0
OL5096790W		0
OL5297414W		0
OL53158W		0
OL54866W		0
OL5963281W		0
OL5963288W		0
OL62893W		0
OL6304899W		0
OL6329839W		0
OL6569061W		0
OL6609071W		0
OL6677978W		0
OL6830649W		0
OL7105526W		0
OL717336W		0
OL7213331W		0
OL7299876W	Q38780970	2
OL7306672W		0
OL7310045W		0
OL7413765W		0
OL74411W	Q18209556	4
OL7466320W		0
OL7472870W		0
OL7490601W		0
OL7508675W		0
OL7537544W		0
OL7540137W		0
OL7653242W		0
OL7657449W		0
OL7663021W		0
OL7694013W		0
OL7709544W		0
OL7720031W		0
OL7760772W		0
OL7781165W		0
OL7847633W		0
OL7901602W		0
OL7973256W		0
OL832097W		0
OL8408475W		0
OL8810266W		0
OL9679346W		0
OL10421486W		0
OL1057160W		0
OL10592734W		0
OL10647341W		0
OL107241W		0
OL11063147W		0
OL1115561W		0
OL114611W		0
OL11591400W		0
OL1175611W		0
OL1184869W		0
OL1202890W		0
OL1204644W		0
OL1206479W		0
OL1327452W		0
OL136502W		0
OL13682571W		0
OL1418224W	Q596369	6
OL1445996W		0
OL1490132W		0
OL149873W		0
OL15142961W		0
OL1522161W		0
OL15225341W		0
OL15251873W		0
OL1526737W		0
OL1527261W		0
OL15301292W	Q2388084	9
OL154029W		0
OL15433692W		0
OL15458019W		0
OL15551225W		0
OL15838102W		0
OL16034331W		0
OL16102222W		0
OL16102236W		0
OL16833120W		0
OL174632W		0
OL17749818W		0
OL1794621W		0
OL1795189W		0
OL1796275W		0
OL1799088W		0
OL18039667W		0
OL182107W		0
OL1937465W		0
OL19556637W		0
OL1972828W		0
OL19815955W		0
OL198485W		0
OL20112W	Q1129936	16
OL2032372W		0
OL20434850W		0
OL20548824W		0
OL20743283W		0
OL21512042W		0
OL21850587W		0
OL22069852W		0
OL22083011W		0
OL22127840W		0
OL22244170W		0
OL22526547W		0
OL227890W		0
OL23172W		0
OL25874594W		0
OL2635323W		0
OL26487749W		0
OL2701009W		0
OL2735075W		0
OL29177016W		0
OL31651W		0
OL32089996W		0
OL32090969W		0
OL32093885W		0
OL32099759W		0
OL3244048W		0
OL3266641W		0
OL32858039W		0
OL32873229W		0
OL3297466W		0
OL3465109W		0
OL3543838W		0
OL35531104W		0
OL3573077W		0
OL3739408W		0
OL38687381W		0
OL38728431W		0
OL39115437W		0
OL3937637W		0
OL3939661W		0
OL39427557W		0
OL39549413W		0
OL42503996W		0
OL42582628W		0
OL42937122W		0
OL43545856W		0
OL43823847W		0
OL43842272W		0
OL44428248W		0
OL4452213W		0
OL44670220W		0
OL44835472W		0
OL44904W		0
OL44922098W		0
OL4619145W		0
OL4774193W		0
OL4797825W		0
OL4912535W		0
OL4958752W		0
OL507330W		0
OL509997W		0
OL51141W		0
OL5114597W		0
OL5208679W		0
OL52195W	Q1215802	15
OL5289581W		0
OL535524W		0
OL54530W		0
OL5960432W		0
OL6158955W		0
OL6196061W		0
OL6208747W		0
OL6555273W		0
OL6585796W	Q4354720	6
OL6713405W		0
OL6713420W		0
OL6778810W		0
OL6796684W		0
OL6911700W		0
OL7017009W	Q5305467	1
OL7096251W		0
OL7375224W		0
OL7413809W		0
OL7421066W		0
OL7490142W		0
OL7551122W		0
OL7578888W		0
OL7591059W		0
OL7655984W		0
OL7656906W		0
OL7700391W		0
OL7726564W		0
OL7735885W		0
OL7763500W		0
OL7775308W		0
OL77774W		0
OL77780W		0
OL7843354W		0
OL7845945W		0
OL7858655W		0
OL7899142W		0
OL8125158W		0
OL81295W	Q80771	28
OL869878W		0
OL9158640W		0
OL93729W		0
OL99522W	Q7766848	6
OL1066071W		0
OL11288461W		0
OL1184870W	Q3213409	3
OL12200459W		0
OL12296322W		0
OL13104613W		0
OL1313024W		0
OL13389917W		0
OL1349257W		0
OL13704970W		0
OL1427019W		0
OL1471547W		0
OL14848628W		0
OL14853827W		0
OL14866974W		0
OL1489145W		0
OL1491918W		0
OL1497770W		0
OL1500838W		0
OL1517919W		0
OL15233455W		0
OL1525395W		0
OL154593W		0
OL1573588W		0
OL15744318W		0
OL15870638W		0
OL15944268W		0
OL16085305W		0
OL16659082W		0
OL16872706W		0
OL17084226W		0
OL17180838W		0
OL17374399W		0
OL1794724W		0
OL1796217W		0
OL1796309W		0
OL1796780W		0
OL18077382W		0
OL183452W		0
OL18491006W		0
OL19665228W		0
OL1989831W		0
OL200281W		0
OL2030291W	Q65066414	1
OL206990W		0
OL20823829W		0
OL209125W		0
OL22134320W		0
OL22144125W		0
OL2341669W		0
OL2342046W		0
OL27976732W		0
OL2943570W		0
OL29764400W		0
OL2989427W		0
OL3049121W	Q7719878	1
OL3194212W		0
OL32055289W		0
OL32091680W		0
OL32096253W		0
OL32099890W		0
OL32873210W		0
OL33139447W		0
OL33313217W		0
OL3335245W	Q183883	82
OL33431802W		0
OL34312257W		0
OL3459530W		0
OL366627W		0
OL37458933W		0
OL38462183W		0
OL38732189W		0
OL38882037W		0
OL38894095W		0
OL39417641W		0
OL39429939W		0
OL4019982W		0
OL4122312W		0
OL4137458W		0
OL4255959W		0
OL42931420W		0
OL42935216W		0
OL43537866W		0
OL43647572W		0
OL43719072W		0
OL44500759W		0
OL4452215W		0
OL4456972W		0
OL4650211W		0
OL4859101W		0
OL5007726W		0
OL5185909W		0
OL5204277W		0
OL5208206W		0
OL54147W	Q4460113	12
OL54902W		0
OL60082W		0
OL6623218W		0
OL7009528W		0
OL7031436W		0
OL7108074W		0
OL7136145W		0
OL7192365W		0
OL7255274W		0
OL7442216W		0
OL7444737W		0
OL7540469W		0
OL7541051W		0
OL7543537W		0
OL7551395W		0
OL7558330W		0
OL7564382W		0
OL7567416W		0
OL7579792W		0
OL7588232W		0
OL7626817W		0
OL7630717W		0
OL7650424W		0
OL7726559W		0
OL7730788W		0
OL7781532W		0
OL7967237W		0
OL85887W		0
OL861211W		0
OL892811W		0
OL98582W		0
OL10425647W		0
OL1099693W	Q978723	29
OL1103596W		0
OL1103705W		0
OL115017W		0
OL115019W		0
OL1166436W		0
OL1166794W		0
OL1196610W		0
OL121229W		0
OL12190611W		0
OL1227801W		0
OL12363716W		0
OL1261990W		0
OL137474W	Q3874451	5
OL139818W		0
OL139923W		0
OL1414676W		0
OL1418181W		0
OL1428632W		0
OL1443847W		0
OL1444835W		0
OL1487979W		0
OL14910994W		0
OL1514842W		0
OL15210973W		0
OL1521820W		0
OL15220641W		0
OL15250852W		0
OL1528669W		0
OL15299477W		0
OL16077904W		0
OL162045W		0
OL16873479W		0
OL17646898W		0
OL17649873W		0
OL17658043W		0
OL17753871W		0
OL17819807W		0
OL1794742W		0
OL1794911W	Q11772710	5
OL1795009W		0
OL1796101W		0
OL1799063W		0
OL1799515W		0
OL18113892W		0
OL18226531W		0
OL1848737W		0
OL1948322W		0
OL19554813W		0
OL197133W		0
OL19771460W		0
OL19817448W		0
OL2001109W		0
OL22067446W		0
OL22107068W		0
OL22123205W		0
OL22159719W		0
OL2384810W		0
OL24464526W		0
OL24969198W		0
OL25647980W		0
OL2667445W		0
OL2678049W		0
OL2703168W		0
OL27332W		0
OL2738729W		0
OL276439W		0
OL27755880W		0
OL28199673W		0
OL28434610W		0
OL286343W	Q5979829	1
OL3005509W		0
OL3203513W		0
OL32089560W		0
OL32092028W		0
OL32094449W		0
OL32096174W		0
OL32098123W		0
OL32098587W		0
OL32132517W		0
OL32428261W		0
OL3261449W		0
OL32873584W		0
OL33137732W		0
OL33137748W		0
OL33167158W		0
OL3481802W		0
OL3581418W		0
OL3750816W		0
OL3837704W		0
OL38653228W		0
OL3910408W		0
OL39417504W		0
OL39419568W		0
OL39438533W		0
OL39452932W		0
OL4064158W		0
OL4117487W		0
OL4134663W		0
OL42216866W		0
OL4234947W		0
OL42504098W		0
OL4255954W		0
OL4275019W		0
OL4286469W		0
OL42869277W		0
OL43060229W		0
OL4429633W		0
OL44625529W		0
OL459447W		0
OL471565W	Q214132	52
OL481997W		0
OL4885963W		0
OL5214319W		0
OL5276865W		0
OL54031W	Q848612	29
OL5535327W		0
OL5688181W		0
OL619375W		0
OL6288735W		0
OL631007W	Q174626	13
OL648416W	Q3655833	3
OL652943W	Q1195143	6
OL6610299W		0
OL6625555W		0
OL6663238W		0
OL6668363W		0
OL6705682W		0
OL6834664W		0
OL69085W		0
OL7037514W		0
OL7096814W		0
OL7096997W		0
OL7146707W		0
OL7214701W		0
OL7301291W		0
OL7391454W		0
OL7538438W		0
OL7539805W		0
OL7551806W		0
OL7582910W		0
OL7582917W		0
OL7604444W		0
OL7634506W		0
OL7649911W		0
OL7651132W		0
OL7652218W		0
OL7685751W		0
OL7699126W		0
OL7721543W		0
OL7734087W		0
OL7769630W		0
OL7857886W		0
OL7859615W		0
OL7874108W		0
OL8050359W		0
OL906594W		0
OL9440127W		0
OL98543W		0
OL10307364W		0
OL10443714W		0
OL10591255W		0
OL106072W		0
OL10632198W		0
OL107236W		0
OL107891W		0
OL1103745W		0
OL1157516W		0
OL11809086W		0
OL11888250W		0
OL121231W		0
OL1218175W		0
OL1219815W		0
OL1256791W		0
OL1259801W		0
OL1337130W	Q4378434	3
OL1347395W		0
OL1364416W	Q3387955	1
OL1418222W	Q372746	11
OL147319W		0
OL15011597W		0
OL1504122W		0
OL15110672W		0
OL15143976W		0
OL15163349W		0
OL15163701W		0
OL1519110W		0
OL15234302W		0
OL15379W		0
OL15861527W		0
OL16476868W		0
OL17644415W		0
OL17655835W		0
OL17774065W		0
OL1793627W		0
OL1794476W		0
OL18035356W		0
OL18087135W		0
OL18315776W		0
OL1836049W		0
OL1850590W		0
OL19632759W		0
OL199049W		0
OL19915407W		0
OL20658369W		0
OL2181966W		0
OL22162982W		0
OL22263119W		0
OL2234815W		0
OL2288672W		0
OL234913W		0
OL23797W	Q1170204	3
OL240030W		0
OL240337W	Q19028421	2
OL24146W		0
OL245961W		0
OL2459822W		0
OL2508143W		0
OL262438W	Q500688	47
OL2709965W		0
OL2732193W		0
OL27515588W		0
OL2792645W		0
OL2810599W		0
OL2957123W		0
OL3047536W		0
OL3129609W		0
OL31531685W		0
OL32095664W		0
OL32096211W		0
OL32096371W		0
OL32098293W		0
OL32147006W		0
OL32873107W		0
OL32873117W		0
OL32873153W		0
OL3370577W		0
OL3469688W		0
OL35613521W		0
OL36626W	Q3220551	4
OL36946291W		0
OL3804141W		0
OL3850942W		0
OL39420877W		0
OL4090271W		0
OL4275205W		0
OL43022346W		0
OL43223609W		0
OL44650017W		0
OL44968196W		0
OL4885699W		0
OL4925076W		0
OL510021W	Q6494582	1
OL5197877W		0
OL52148W		0
OL5960311W		0
OL6099880W		0
OL6593192W	Q5771986	2
OL6664978W		0
OL6665486W		0
OL6820935W		0
OL69235W	Q132200607	1
OL7008577W		0
OL7285426W		0
OL7297805W		0
OL7308528W		0
OL7414082W		0
OL7452815W		0
OL7466900W		0
OL7518571W		0
OL7539564W		0
OL7600811W		0
OL7646164W		0
OL7650736W		0
OL7657066W		0
OL7684274W		0
OL7687479W		0
OL7731950W		0
OL7739357W		0
OL7748384W		0
OL7757928W		0
OL7872443W		0
OL824955W		0
OL100195W		0
OL101316W		0
OL1116354W		0
OL11243803W		0
OL11390040W		0
OL1147072W		0
OL11571402W		0
OL1162796W		0
OL12199611W		0
OL1251320W		0
OL1266379W		0
OL1284505W		0
OL13420565W		0
OL1344552W		0
OL137446W		0
OL1491928W		0
OL1494211W		0
OL15002030W		0
OL15009149W		0
OL15086306W		0
OL15127034W		0
OL15137709W		0
OL15151254W		0
OL151814W		0
OL15241493W		0
OL1526491W		0
OL15390983W		0
OL15707983W		0
OL15718246W		0
OL15747386W		0
OL1590691W		0
OL15927206W		0
OL16890943W		0
OL17134240W		0
OL17420114W		0
OL1793124W		0
OL1795151W		0
OL17962190W		0
OL18059690W		0
OL1824000W		0
OL18462401W		0
OL18538699W		0
OL18805866W		0
OL192013W		0
OL1940833W		0
OL19662927W		0
OL19671988W		0
OL1970095W		0
OL1970103W		0
OL197521W		0
OL19803255W		0
OL19820W		0
OL200000W		0
OL20030509W		0
OL20542666W		0
OL20543136W		0
OL20659816W		0
OL22071569W		0
OL22123404W		0
OL22212357W		0
OL2338161W		0
OL243365W		0
OL2440149W		0
OL2538871W		0
OL256861W		0
OL266082W		0
OL273560W		0
OL2792641W		0
OL29277725W		0
OL2943556W		0
OL3010175W		0
OL3045972W		0
OL3121007W		0
OL32872980W		0
OL35674547W		0
OL3678627W		0
OL37240421W		0
OL39025705W		0
OL39350W		0
OL39415345W		0
OL39427596W		0
OL4102808W		0
OL42500347W		0
OL4255977W		0
OL43619752W		0
OL43901596W		0
OL44023490W		0
OL44656755W		0
OL44892846W		0
OL4608085W		0
OL464286W		0
OL4802972W		0
OL4892389W		0
OL4960181W		0
OL4994346W		0
OL5049397W		0
OL51055W		0
OL5215795W		0
OL5411642W		0
OL5626196W		0
OL5693314W		0
OL5916179W		0
OL5916185W		0
OL6154147W		0
OL6564730W		0
OL6566371W		0
OL6698208W		0
OL6927943W		0
OL69666W	Q104223644	1
OL69686W		0
OL7104989W		0
OL7336768W		0
OL7413515W		0
OL7453688W		0
OL7504220W		0
OL7527849W		0
OL7542168W		0
OL7570227W		0
OL7597780W		0
OL7602294W		0
OL76501W	Q5604315	5
OL7694332W		0
OL7719291W		0
OL7729713W		0
OL7731695W		0
OL7762036W		0
OL7792362W		0
OL7841496W		0
OL78474W		0
OL815454W		0
OL9201811W		0
OL9302633W		0
OL94446W		0
OL98984W		0
OL99569W		0
OL10427174W		0
OL10592738W		0
OL1115111W		0
OL11321161W		0
OL1140935W		0
OL1162826W		0
OL12429854W		0
OL12995999W		0
OL13149465W		0
OL1337085W		0
OL1337124W	Q16387208	7
OL1447667W		0
OL1449087W		0
OL15230173W		0
OL1523122W		0
OL1526536W		0
OL1526967W		0
OL1528688W		0
OL15310451W		0
OL15395791W		0
OL1552056W		0
OL1579680W		0
OL16083133W		0
OL1619246W		0
OL162046W		0
OL16327609W		0
OL16707472W		0
OL17491W		0
OL17654483W		0
OL17693519W		0
OL1794657W		0
OL1796785W		0
OL18042603W		0
OL18410881W		0
OL18769276W		0
OL19561353W		0
OL20915092W		0
OL20939671W		0
OL21165534W		0
OL216454W		0
OL22095690W		0
OL22124762W		0
OL22128256W		0
OL22274484W		0
OL22315655W		0
OL2239482W		0
OL2338416W		0
OL238193W		0
OL246364W		0
OL2527021W		0
OL2527347W		0
OL2542629W		0
OL26420484W		0
OL26420494W		0
OL26638W		0
OL2700122W	Q4655421	1
OL271493W		0
OL289031W		0
OL29267103W		0
OL31950347W		0
OL32092771W		0
OL32146721W		0
OL32405368W		0
OL33133729W		0
OL33139864W		0
OL33168423W		0
OL33186498W		0
OL33313121W		0
OL3389025W		0
OL3468572W		0
OL35001905W		0
OL354692W		0
OL35479730W		0
OL36428242W		0
OL3713397W		0
OL3825341W		0
OL3837721W		0
OL38694917W		0
OL38890W		0
OL39262W		0
OL42481046W		0
OL43182184W		0
OL44219685W		0
OL44338327W		0
OL4470517W		0
OL4489680W		0
OL452152W		0
OL455546W		0
OL4753506W		0
OL47927W	Q7740704	3
OL50531W		0
OL5185944W		0
OL5211762W		0
OL5299364W		0
OL5367661W		0
OL544745W		0
OL54718W		0
OL55409W		0
OL5693636W		0
OL5948060W		0
OL630884W		0
OL6329877W		0
OL6438819W	Q4880812	4
OL6440909W		0
OL6586797W		0
OL6668379W		0
OL6831747W		0
OL69044W		0
OL6904742W		0
OL6924537W		0
OL7016939W		0
OL7027227W		0
OL7053383W		0
OL7206004W		0
OL7214652W		0
OL7455568W		0
OL7478815W		0
OL7546161W		0
OL7558322W		0
OL7565481W		0
OL7571568W		0
OL7693498W		0
OL7715111W		0
OL7753678W		0
OL7757926W		0
OL7780678W		0
OL7789068W		0
OL8470667W		0
OL909549W		0
OL970122W		0
OL98549W		0
OL1103190W		0
OL1113623W		0
OL1128010W		0
OL121246W		0
OL1214835W		0
OL1242754W		0
OL12432394W		0
OL134328W		0
OL1349827W		0
OL137369W	Q106448183	1
OL1442050W		0
OL1449046W		0
OL1454277W		0
OL14861161W		0
OL1492552W		0
OL149694W		0
OL15011499W		0
OL15147310W		0
OL15669779W		0
OL15695045W		0
OL1579286W		0
OL15865098W		0
OL15957951W		0
OL16026525W		0
OL16045306W		0
OL17008199W		0
OL17529W		0
OL17669498W		0
OL17699151W		0
OL17713165W		0
OL1793376W		0
OL1794600W		0
OL1794662W		0
OL1795324W		0
OL181143W		0
OL181197W		0
OL18238259W		0
OL18257615W		0
OL1888811W		0
OL1937564W		0
OL1937763W		0
OL19665418W		0
OL19766421W		0
OL19823W		0
OL2030286W		0
OL20323489W		0
OL20684W		0
OL2107263W		0
OL215876W		0
OL22071179W		0
OL22129167W		0
OL22129443W		0
OL226502W		0
OL2271456W		0
OL2338184W		0
OL247065W		0
OL24953023W		0
OL2526659W		0
OL254332W		0
OL262390W	Q1250364	10
OL2668627W		0
OL2700567W		0
OL2731621W		0
OL28564W	Q7773963	2
OL3020931W		0
OL3046321W		0
OL30831W		0
OL318893W		0
OL32013403W		0
OL32093327W		0
OL32094436W		0
OL32094603W		0
OL32095190W		0
OL32098682W		0
OL33115449W		0
OL33120783W		0
OL33136405W		0
OL33678351W		0
OL36050583W		0
OL37468531W		0
OL3750810W		0
OL3910380W		0
OL4005510W		0
OL41424163W		0
OL41837W	Q3233256	2
OL43402030W		0
OL44014568W		0
OL44045412W		0
OL44189745W		0
OL4463259W	Q3705069	6
OL44800563W		0
OL44805221W		0
OL4480994W		0
OL4481005W		0
OL44826620W		0
OL468488W	Q2581681	18
OL485697W		0
OL4902709W		0
OL5069852W		0
OL51137W		0
OL52205W		0
OL5271215W		0
OL5297156W		0
OL5535160W		0
OL5593336W		0
OL5819477W		0
OL6556112W		0
OL6625560W		0
OL6712901W		0
OL68129W		0
OL6919133W		0
OL7024374W		0
OL7063306W		0
OL7140059W		0
OL7412305W		0
OL7421067W		0
OL7423229W		0
OL7424625W		0
OL7456570W		0
OL7458574W		0
OL7487734W	Q85808687	1
OL7578614W		0
OL7633019W		0
OL76455W		0
OL7653025W		0
OL7706800W		0
OL7744902W		0
OL7769213W		0
OL7782108W		0
OL7973110W	Q7686710	2
OL8070913W		0
OL8341901W		0
OL8525052W		0
OL8645809W		0
OL8663876W		0
OL101680W		0
OL1085104W		0
OL11070716W		0
OL111388W		0
OL11185862W		0
OL1149266W		0
OL1167882W		0
OL14848626W		0
OL14954629W		0
OL15011593W		0
OL15132762W		0
OL15146000W		0
OL151872W	Q7747626	1
OL1519390W		0
OL1522217W		0
OL15223688W		0
OL15243621W		0
OL15411172W		0
OL15435940W		0
OL1573967W		0
OL1580934W		0
OL162044W		0
OL163739W		0
OL16502676W		0
OL16512967W		0
OL16675W		0
OL16784054W		0
OL168544W		0
OL1770773W	Q5528618	3
OL17943357W		0
OL1795416W		0
OL18035048W		0
OL18049783W		0
OL18312886W		0
OL197188W		0
OL19928147W		0
OL20644500W		0
OL2178926W		0
OL22132743W		0
OL22259749W		0
OL22284769W		0
OL2234946W	Q1815880	5
OL2254754W		0
OL2288537W		0
OL24236646W		0
OL24265769W		0
OL262553W	Q2297190	10
OL2711673W		0
OL27779591W		0
OL27977496W		0
OL32096839W		0
OL3253358W		0
OL3489737W		0
OL3581408W		0
OL3581678W		0
OL3645235W		0
OL3692902W		0
OL38761515W		0
OL38998287W		0
OL3906360W		0
OL39074418W		0
OL3921930W		0
OL3922193W		0
OL39390599W		0
OL39415328W		0
OL39420935W		0
OL39428732W		0
OL39455742W		0
OL40001620W		0
OL4072381W		0
OL4080088W		0
OL4112803W		0
OL43857533W		0
OL44346629W		0
OL4469011W		0
OL4513479W		0
OL4633447W		0
OL4893512W		0
OL4993589W		0
OL5033376W		0
OL5198405W		0
OL5497611W		0
OL566938W		0
OL567001W		0
OL5693631W		0
OL5693632W		0
OL573162W		0
OL5843351W		0
OL5958056W		0
OL6107861W		0
OL6372263W		0
OL6587357W		0
OL6667257W		0
OL6794476W		0
OL6901080W		0
OL6943634W		0
OL69681W		0
OL7004014W		0
OL71072W		0
OL7133477W		0
OL7376669W		0
OL7413267W		0
OL7421467W		0
OL7424238W		0
OL7428645W		0
OL7458976W		0
OL75472W		0
OL7563511W		0
OL7582331W		0
OL7629406W		0
OL7650887W		0
OL7679057W		0
OL7711865W		0
OL7747054W		0
OL7842251W		0
OL7851476W		0
OL7862185W		0
OL7899973W		0
OL8408588W		0
OL86769W		0
OL92771W		0
OL96019W		0
OL9806488W		0
OL102382W		0
OL10451102W		0
OL10522230W		0
OL10565360W		0
OL108763W	Q6623073	4
OL1127987W		0
OL11332045W		0
OL11463417W		0
OL1167519W		0
OL1169452W		0
OL1174793W		0
OL1189730W		0
OL1191020W		0
OL1196449W		0
OL119648W		0
OL12012661W		0
OL1202230W		0
OL1213451W		0
OL12308333W		0
OL136041W		0
OL1381221W		0
OL1443890W		0
OL1449872W		0
OL1501496W		0
OL15147003W		0
OL15233450W		0
OL15233458W		0
OL15249270W		0
OL15718763W		0
OL15839513W		0
OL16049869W		0
OL16753462W		0
OL16774312W		0
OL16883191W		0
OL17643177W		0
OL1797861W		0
OL17996862W		0
OL18088578W		0
OL18090383W		0
OL18483760W		0
OL18516739W		0
OL198328W		0
OL200477W		0
OL2040928W		0
OL20508834W		0
OL215372W		0
OL22106119W		0
OL22128440W		0
OL22147608W		0
OL22153632W		0
OL228019W		0
OL2344376W		0
OL240789W		0
OL24199628W		0
OL2492692W		0
OL254448W		0
OL26165701W		0
OL2668316W		0
OL2674262W		0
OL2678148W		0
OL2711670W		0
OL28203536W		0
OL28791284W		0
OL2994085W		0
OL31595938W		0
OL32089564W		0
OL32093643W		0
OL32094109W		0
OL32094673W		0
OL32095812W		0
OL32097468W		0
OL32100193W		0
OL32133089W		0
OL3219042W		0
OL3255002W		0
OL339622W		0
OL37015240W		0
OL37142325W		0
OL3778155W		0
OL3850950W		0
OL38756448W		0
OL39692W		0
OL4080131W		0
OL4172470W		0
OL43454854W		0
OL43566915W		0
OL43975741W		0
OL43996643W		0
OL44045794W		0
OL44302552W		0
OL44360582W		0
OL4459272W		0
OL455429W		0
OL4783030W		0
OL480969W		0
OL482008W		0
OL4871959W		0
OL4881180W		0
OL5004327W		0
OL503492W	Q927292	26
OL503708W		0
OL507375W		0
OL5301695W		0
OL54408W		0
OL54849W		0
OL55514W		0
OL6026004W		0
OL6596210W		0
OL7198648W		0
OL7305874W		0
OL7308527W		0
OL7334472W		0
OL7352484W		0
OL7435264W		0
OL7439241W		0
OL7542167W		0
OL7546276W		0
OL7558084W		0
OL7577938W		0
OL7607823W		0
OL7627711W		0
OL7650999W		0
OL76574W		0
OL7748039W		0
OL7763703W		0
OL7776520W		0
OL7795229W		0
OL7854503W		0
OL7855510W		0
OL7873495W		0
OL7966479W		0
OL84197W		0
OL872903W	Q576493	20
OL890570W		0
OL98020W		0
OL98576W	Q53724846	1
OL989202W		0
OL995265W		0
OL1003079W		0
OL103386W		0
OL103391W		0
OL10552212W		0
OL1065758W	Q115756737	1
OL107782W		0
OL1085111W		0
OL1089951W		0
OL109872W		0
OL1129499W		0
OL11315379W		0
