work_key	title	first_publish_year	author_keys	author_names	subject_keys	edition_count	remove_reasons
/works/OL14877434W	The plays of Oscar Wilde	1905	OL20646A	Oscar Wilde	american_literature|anthologies|authors_irish|authors_irish_--_19th_century_--_correspondence|biography|books|books_reviews|british_and_irish_drama_(dramatic_works_by_one_author)|british_and_irish_fiction_(fictional_works_by_one_author)|collected_works_(single_author_multi-form)|correspondence|correspondence_(wilde_oscar)|criticism|criticism_and_interpretation|critique_et_interprétation|drama|dramatic_works|english_drama|english_historical_drama|english_language|english_language_textbooks_for_foreign_speakers|english_literature|english_poetry|english_wit_and_humor|fiction|gothic_fiction_(literary_genre)_american|history_and_criticism|immortality|industrial_relations|irish_authors|jews|literatura_inglesa|literature|literaturkritik|littérature_anglaise|long_now_manual_for_civilization|manners_and_customs|poesia|poetic_works|poetry_(poetic_works_by_one_author)|quotations|readers|reviews|saint_bartholomew's_day_massacre_of_france_1572|social_life_and_customs|teatro|textbooks_for_foreign_speakers|theory|translations_into_russian|wilde_oscar_1854-1900|wilde_oscar_1854-1900_--_correspondence|young_women	49	dramatic_works
/works/OL14877866W	The Soul of Man Under Socialism	1891	OL20646A	Oscar Wilde	biography|classic_literature|fiction|irish_authors|nonfiction|philosophy|political_science|politics|socialism	41	nonfiction
/works/OL14877869W	Intentions	1891	OL20646A	Oscar Wilde	aesthetics|art_critics|authors_biography|authors_english|authorship|biography|classic_literature|criticism|critics|dramatic_production|english_authors|english_literature|essays|fiction|history_and_criticism|murderers|nonfiction|poisoners	37	nonfiction
/works/OL14877870W	A Woman of No Importance	1893	OL20646A	Oscar Wilde	british_and_irish_drama_(dramatic_works_by_one_author)|children's_fiction|classic_literature|drama|drama_(dramatic_works_by_one_author)|english_drama|english_drama_(comedy)|english_literature|essays|fiction|literatur|man-woman_relationships|nonfiction|textanalyse|woman_of_no_importance_(wilde_oscar)	176	nonfiction
/works/OL14877873W	The selfish giant	1932	OL20646A	Oscar Wilde	british_and_irish_drama_(dramatic_works_by_one_author)|children's_fiction|contes_de_fées|fairy_tales|fiction|gardens_fiction|giants|giants_fiction|géants|juvenile_fiction|picture_books|romans_nouvelles_etc._pour_la_jeunesse|selfishness	37	picture_books
/works/OL14877876W	Poems	1881	OL20646A	Oscar Wilde	821.8|art|classic_literature|english_poetry|fiction|history_and_criticism|irish_authors|literature|poetry|poetry_(poetic_works_by_one_author)|pr5814_1997|pre-raphaelitism	53	poetry
/works/OL15049633W	La Petite Sirene (French Well Loved Tales)	1935	OL25931A|OL7597674A|OL6981084A	Hans Christian Andersen|Yayoi Kusama|Bernadette Watts	books|children|children's|children's_audiobooks|children's_fiction|children's_plays|children's_stories_danish|children's_stories_english|coloring_books|contes_danois|contes_de_fées|drama|easy_reading|fables|fairy_tales|fairytales|fantasy|fiction|folklore|folklore_denmark|hans_christian_anderson_(1805-1875)|juvenile|juvenile_fiction|kids|literature_and_fiction_juvenile|mermaids|mermaids_fiction|musical_books|picture_books|picture_books_for_children|picture_puzzles|plays|postcards_juvenile_literature|sacrifice|sound_effects_books|specimens|stories|tales|toy_and_movable_books|translations_into_english|translations_into_marathi|translations_into_russian	54	picture_books|plays
/works/OL15068176W	The Tale of Tom Kitten	1907	OL32541A|OL7548358A	Beatrix Potter|H.Y. Xiao PhD	cats|cats_fiction|children's_fiction|children's_stories_english|ducks|ducks_fiction|fiction|initial_teaching_alphabet|juvenile_fiction|kittens|picture_books|siblings_fiction|spanish_language_materials|tiger|toy_and_movable_books	57	picture_books
/works/OL15138675W	The emperor's new clothes	1945	OL25931A|OL533155A|OL7346331A|OL24244A	Hans Christian Andersen|Ève Tharlet|Jeffrey Stewart Timmins|Stephanie True Peters	aristocracy_(social_class)|behavior_fiction|children's_4-8|children's_booksages_4-8_fiction|children's_fiction|children's_stories|children's_stories_danish|children_preschool|classic_fairy_tales|classics|clothing_and_dress|clothing_and_dress_fiction|comic_and_graphic_books|danish_fairy_tales|deception|emperors|fairy_tales|fairy_tales__folklore_-_general|fairy_tales__folklore_-_single_title|fairy_tales_adaptations|fiction|juvenile_fiction|kings_queens_rulers_etc._fiction|korean_language_materials|non-classifiable|picture_books|polyglot_texts_selections_quotations|pride_and_vanity|spanish_language_materials|statesmen|tailors|tailors_fiction|translations_into_english	52	picture_books
/works/OL151449W	Alice in Wonderland (Alice's Adventures in Wonderland / Through the Looking Glass / Phantasmagoria / A Sea Dirge / Poeta fit, non nascitur /The Hunting of the Snark / A Tangled Tale)	1934	OL22098A	Lewis Carroll	adventure_and_adventurers|adventure_and_adventurers_fiction|adventure_stories|adventure_travel|animals|anthropomorphism|artists'_illustrated_books|books_and_reading|british_and_irish_fiction_(fictional_works_by_one_author)|child_and_youth_fiction|children|children's_fiction|children's_literature|children's_literature_english|children's_stories|children's_stories_english|classic_literature|classics|croquet|curiosity|curiosity_in_children|english|english_adventure_stories|english_fantastic_fiction|english_fantasy_fiction|english_fantasy_literature|english_language|english_literature|english_nonsense_verses|fairy_tales|fantasy|fantasy__magic|fantasy_fiction|fantasy_in_fiction|fiction|friendship|girls|girls_fiction|hookahs|humor|humorous_stories|illustrations|imaginary_places|imagination__play|juvenile_fiction|juvenile_literature|legends|literary_nonsense|logic|mythical_animals|nonsense_verses|playing_cards|rabbits|readers|reading_materials|short_novel|tea|texts	5	nonsense_verses
/works/OL1517956W	King Kong	1932	OL161160A|OL13657204A|OL2724663A	Edgar Wallace|Marian C. Cooper|Delos W. Lovelace	adventure_and_adventurers_fiction|adventure_stories|apes|children's_fiction|fiction|fiction_science_fiction_action__adventure|gorilla|king_kong_(fictitious_character)|king_kong_(fictitious_character)_fiction|motion_picture_industry|picture_books	25	picture_books
/works/OL151863W	Two little trains	1949	OL22122A	Margaret Wise Brown	children's_fiction|children's_stories_american|fiction|juvenile_fiction|railroad_stories|railroad_trains|railroads|railroads_fiction|stories_in_rhyme|trains	12	stories_in_rhyme
/works/OL151874W	The Important Book	1949	OL22122A	Margaret Wise Brown	children's_fiction|concepts|conduct_of_life|fiction|juvenile_fiction|nature_fiction|perception_fiction|picture_books|self-help_techniques_juvenile_literature|teachers|training_of|vocabulary|vocabulary_fiction	10	picture_books
/works/OL151879W	Wait Till the Moon Is Full	1948	OL22122A	Margaret Wise Brown	children's_fiction|fiction|juvenile_fiction|night|picture_books|raccoon|raccoon_fiction|raccoons	9	picture_books
/works/OL151880W	The golden egg book	1947	OL22122A	Margaret Wise Brown	animals|bunny|children's_fiction|duck|ducks|ducks_fiction|eggs|eggs_fiction|fiction|french_language_materials|jumping|juvenile_fiction|juvenile_fiction__interactive_adventures|little_golden_book|picture_books|rabbits|rabbits_fiction|resting|rolling|running|the_golden_egg_book|throwing	19	picture_books
/works/OL151882W	A Pussycat's Christmas	1949	OL22122A	Margaret Wise Brown	cats|cats_fiction|children's_fiction|children's_stories_american|christmas|christmas_fiction|christmas_stories|fiction|histoires_pour_enfants_américaines|holidays_fiction|juvenile_fiction|livres_d'images_pour_enfants|picture_books|picture_books_for_children|stories_in_rhyme	16	picture_books|stories_in_rhyme
/works/OL1526379W	Spring Is Here	1945	OL162026A	Lois Lenski	fiction|juvenile_poetry|picture_books_for_children|poetry|seasons|spring|stories_in_rhyme	7	poetry|stories_in_rhyme
/works/OL1526390W	The little airplane	1938	OL162026A	Lois Lenski	air_pilots|airplanes|children's_fiction|fiction|juvenile_fiction|picture_books	10	picture_books
/works/OL1527356W	Le avventure di Pinocchio	1883	OL162098A	Carlo Collodi	adventure_and_adventurers_fiction|audio_juvenile|blackbirds|boy|british_and_irish_fiction_(fictional_works_by_one_author)|carabinieri|carpenters|child_and_youth_fiction|children's_fiction|children's_literature|children's_stories|children's_stories_italian|children_grades_1-2|classic_literature|contes|contes_de_fées|crows|cuentos_de_hadas|dormice|england_fiction|fairy_tale|fairy_tales|fairy_tales.|falcons|fantasy|fantasy_fiction|fathers_and_daughters_fiction|fathers_and_sons|ficción|ficción_juvenil|fiction|fiction_fantasy_general|fiction_humorous_general|folklore|friendship_fiction|funeral_directors|general|glowworrms|hanging|honesty|honradez|illustrations|italian|italian_language|italian_language_materials|italy_fiction|juvenile_fiction|juvenile_literature|latin_language|literatura_infantil|long_now_manual_for_civilization|marionetas|marionettes|materiales_en_español|novela|novela_juvenil|owls|padre_e_hijos|pictorial_works|picture_books|pinocchio_(fictitious_character)|pinocchio_(fictitious_character)_fiction|poodles|puppet|puppet_plays|puppets|puppets_--_fiction.|puppets_fiction|rabbits|readers|ringmasters|spanish_language|spanish_language_books|spanish_language_materials|specimens|stagecoaches|titeres|tong_hua|toy_and_movable_books|truthfulness_and_falsehood|títeres|verdad_y_mentira|weasels|young_women_fiction	431	picture_books
/works/OL15396517W	Elizabethan Drama	1910	OL3451319A|OL9388A	Christopher Marlowe|William Shakespeare	ageing_parents|britons|castaways|children's_plays|classic_literature|classics|death|drama|drama_texts|drama_texts_from_c_1900_-|early_modern_and_elizabethan|education|english|english_drama|english_drama_(tragedy)|english_language|english_literature|english_literature_shakespeare_texts|english_plays|english_young_adult_drama|fathers|fathers_and_daughters|fathers_succession|fiction|higher_education|historical_drama|homicide|inheritance_and_succession|islands|juvenile_drama|juvenile_literature|kings_and_rulers|magicians|murder_victims'_families|open_syllabus_project|performing_arts|plays|political_refugees|princes|production_and_direction|quartos|regicide|regicides|revenge|scripts|shakespeare_plays|shipwreck_survival|shipwreck_victims|shipwrecks|spirits|succession|survival_after_airplane_accidents|texts|tragedy|tragicomedy	17	plays|scripts
/works/OL15420W	A book of strife in the form of the diary of an old soul	1880	OL23082A	George MacDonald	biography__autobiography|classic_literature|devotional_calendars|devotional_literature|devotional_poetry|english_christian_poetry|fiction|personal_christian_testimony__popular_inspirational_works|personal_memoirs|poetry_(poetic_works_by_one_author)	82	biography__autobiography
/works/OL15832810W	The rabbits' wedding	1919	OL1143022A	Garth Williams	children's_fiction|fiction|friendship|friendship_in_fiction|juvenile_fiction|picture_books|rabbits|rabbits_fiction|rabbits_in_fiction	8	picture_books
/works/OL16053414W	My world	1949	OL22122A	Margaret Wise Brown	bilingual_books_spanish-english|children's_fiction|conejos|familia|families|family|family_fiction|family_life|family_life_fiction|ficción_juvenil|fiction|juvenile_fiction|novela_juvenil|picture_books|rabbits|rabbits_fiction|senses_and_sensation_fiction|spanish_language_materials	17	picture_books
/works/OL16067296W	The tale of Jemima Puddle-Duck	1908	OL32541A|OL3458871A	Beatrix Potter|Colin Twinn	accelerated_reader|animal_stories|animales_dome_sticos|animals|animals_in_fiction|behavior|behavior_fiction|children's_fiction|children's_stories_english|dogs|dogs_fiction|dogs_in_fiction|domestic_animals|domestic_animals_fiction|domestic_animals_in_fiction|ducks|ducks_fiction|ducks_in_fiction|farm_life_fiction|festivals_fiction|ficción_juvenil|fiction|foxes|foxes_fiction|foxes_in_fiction|french_language_materials|french_language_readers|french_language_textbooks_for_children|gansos|geese|jemima_puddle-duck_(fictitious_character)|juvenile_fiction|lexile|novela_juvenil|patos|pictorial_works|picture_books|picture_books_for_children|rabbits|readers_(elementary)|readers_(primary)|sound_effects_books|spanish_language_materials|specimens|toy_and_movable_books	106	picture_books
/works/OL160851W	Night has a Thousand Eyes	1945	OL2205533A	Cornell Woolrich	fathers_and_daughters_fiction|fiction|fiction__mystery__detective__general|fiction_mystery__detective_general|fiction_thrillers_suspense|mystery__detective_-_general|mystery_fiction|mysterysuspense|nonfiction|prophecies_(occultism)|psychics	11	nonfiction
/works/OL16246083W	Tod in Venedig	1925	OL22973A	Thomas Mann	continental_european_fiction_(fictional_works_by_one_author)|criticism_and_interpretation|european|fiction|fiction_psychological|fiction_short_stories_(single_author)|gustav_von_aschenbach_(fictitious_character)|homosexuality|lgbtq_fiction_before_stonewall|literary_criticism|male_homosexuality|middle-aged_men|middle_age|tod_in_venedig_(mann_thomas)|translations_into_english|venice_(italy)_fiction	38	literary_criticism
/works/OL16248151W	Histoire de Babar, le petit éléphant	1931	OL119416A	Jean de Brunhoff	babar_(fictitious_character)_fiction|children's_fiction|children's_stories_french|description_and_travel|elephants|elephants_fiction|families|fiction|folklore|french_language|juvenile_fiction|photography|pictorial_works|picture_books|readers|social_life_and_customs	16	picture_books
/works/OL1793135W	Idle Thoughts of an Idle Fellow	1880	OL215610A	Jerome Klapka Jérôme	anecdotes|english_wit_and_humor|essays|fiction|humor|humor_(nonfiction)|humor_form_essays|nonfiction|sale_books|san_wen_ji	433	nonfiction
/works/OL1794543W	With Kitchner in the Soudan	1902	OL215689A	G. A. Henty	adventure_stories|africa_fiction|conduct_of_life|courage|egypt|fiction|fiction_historical_general|friendship|histoire|history|juvenile_fiction|large_type_books|military|military_history|nonfiction|omdurman_battle_of_omdurman_sudan_1898|romans_nouvelles|soldiers|war_stories|youth|youth_and_death	54	nonfiction
/works/OL1794574W	With Buller in Natal, or, A born leader	1900	OL215689A	G. A. Henty	fiction|fiction_historical_general|history|juvenile_fiction|nonfiction|south_african_war_1899-1902|south_african_war_1899-1902_fiction	25	nonfiction
/works/OL1797316W	Poems	1913	OL215841A	Paul Laurence Dunbar	811.4|african_americans|african_americans--poetry|american_poetry|fiction|juvenile_literature|literatura_norte-americana|noirs_américains|poesia|poetry|poetry_(poetic_works_by_one_author)|poésie|poésies|ps1556_.a1_1993	18	poetry
/works/OL1898303W	And to think that I saw it on Mulberry Street	1937	OL2622837A	Dr. Seuss	boys|children's_fiction|children's_picture_books|children's_stories|fiction|imagination|imagination_fiction|juvenile_fiction|spanish_language_materials|stories_in_rhyme	20	stories_in_rhyme
/works/OL190149W	It looked like spilt milk	1947	OL2187724A	Charles Green Shaw	bilingual|bilingual..|children's_fiction|clouds|fiction|flowers|form_perception|hmong_language_materials|juvenile_fiction|juvenile_literature|nature_fiction|picture_books|rabbits|shapes|size_and_shape_fiction	7	picture_books
/works/OL190289W	Timothy Turtle	1946	OL2188025A	Al Graham	children's_fiction|collectionidcaldecotthonor40|fame|fiction|juvenile_fiction|stories_in_rhyme|turtles|voyages_and_travels	8	stories_in_rhyme
/works/OL1980945W	Madeleine	1920	OL238268A	Ludwig Bemelmans	agemax5|agemin1|appendicitis|appendix_(anatomy)|awardcaldecott_award|boarding_school_students|boarding_schools|caldecott_honor|children's_fiction|children's_stories|collectionidcaldecotthonor40|cuentos_en_rima|enfermos|ficción_juvenil|fiction|france|france_fiction|francia|friendship|girls|hospitals|illustrated_books_childrens'|juvenile_fiction|juvenile_literature|lexile680|lexile_codead|lexile_range601-700|literature_and_fiction_juvenile|madeline_(fictitious_character)|madeline_(fictitious_character)_fiction|medical_fiction|orphans|orphans_fiction|oversize_books|paris_(france)|paris_(france)_fiction|school_children|schools|sick|sick_children|spanish_language_materials|specimens|stories_in_rhyme|surgery|toy_and_movable_books	74	stories_in_rhyme
/works/OL1981005W	Madeline's Rescue	1900	OL238268A	Ludwig Bemelmans	agemax7|agemin3|animal_welfare|audiobooks|awardcaldecott_award|caldecott_medal|caldecott_medal_book|children|children's_audiobooks|children's_fiction|children's_stories|children's_stories_american|collectionidcaldecott50|conduct_of_life|dogs|dogs_fiction|fiction|france_fiction|girls|juvenile_fiction|lexile460|lexile_codead|lexile_range401-500|literature_and_fiction_juvenile|madeline_(fictitious_character)|madeline_(fictitious_character)_fiction|orphans|orphans_fiction|paris_(france)|paris_(france)_fiction|picture_books|picture_books_for_children|rescues|schools|stories_in_rhyme|students	39	picture_books|stories_in_rhyme
/works/OL2013428W	Nothing at all	1941	OL242646A	Wanda Gág	animals|animals_infancy_fiction|brothers|children's_fiction|children's_literature|children's_stories|collectionidcaldecotthonor40|dogs|dogs_fiction|fiction|infancy|juvenile_fiction|literary_criticism|magic|magic_fiction|orphans|pets	5	literary_criticism
/works/OL2013431W	The ABC bunny	1933	OL242646A	Wanda Gág	alphabet|alphabet_books|alphabet_rhymes|children's_fiction|english_language_alphabet_juvenile_literature|fiction|juvenile_fiction|juvenile_literature|newbery_honor|picture_books|rabbits|rabbits_fiction|stories_in_rhyme	20	picture_books|stories_in_rhyme
/works/OL20159W	A  diversity of creatures	1917	OL24461A	Rudyard Kipling	british_and_irish_fiction_(fictional_works_by_one_author)|correspondence|drug_addiction|english_science_fiction|english_short_stories|fiction|floods|juvenile_fiction|mental_illness|poems|twenty-first_century|utopias|voyages_and_travels	119	poems
/works/OL2023849W	Curious George	1941	OL244358A|OL37887A	H. A. Rey|Margret Rey	big_books|bilingual|bilingual_books_spanish-english|children's_fiction|curiosity|curious_george_(fictitious_character)|curious_george_(fictitious_character)_fiction|ficción_juvenil|fiction|folklore|giraffe|giraffes_fiction|juvenile_fiction|monkeys|monkeys_fiction|monos|novela|picture_books|readers|spanish_language|spanish_language_materials|spanish_language_textbooks_for_children|stories	21	picture_books
/works/OL2030287W	Barkis	1938	OL245390A	Clare Turlay Newberry	brothers_and_sisters|collectionidcaldecotthonor30|dogs|fiction|juvenile_fiction|picture_books	3	picture_books
/works/OL2040921W	The Carrot Seed	1945	OL247209A	Ruth Krauss	carrots|children's_fiction|ficción_juvenil|fiction|gardening|gardening_fiction|gardens|jardinería|juvenile_fiction|large_type_books|picture_books|plants_fiction|readers|seeds|spanish_language|stories|vegetable_gardening	40	picture_books
/works/OL2040961W	I Can Fly (A Golden Classic)	1950	OL247209A	Ruth Krauss	children's_fiction|fiction|flying|play|play_fiction|stories_in_rhyme	10	stories_in_rhyme
/works/OL2040972W	The Growing Story	1947	OL247209A|OL2258506A|OL6901900A	Ruth Krauss|Phyllis Rowand|Phyllis Rowand	animaux|animaux_de_la_ferme|body_size|boys_fiction|children|children's_fiction|croissance|enfants|fermes|fiction|growth|growth_fiction|inquiétude|juvenile_fiction|livres_illustrés_pour_enfants|mères_et_fils|ouvrages_pour_la_jeunesse|picture_books|plantes|saisons|seasons	12	picture_books
/works/OL2040974W	Bears	1948	OL247209A	Ruth Krauss	bears|bears_--_juvenile_fiction|bears_fiction|children's_fiction|cuentos_en_rima|ficción_juvenil|fiction|juvenile_fiction|osos|picture_books|picture_books_for_children|spanish_language_materials|stories_in_rhyme	17	picture_books|stories_in_rhyme
