ol_work_key	ol_title	ol_author_name	goodreads_work_id	gr_primary_contributors	ol_author_key	identity_status	matched_gr_name	matched_ol_name_raw	ol_evidence_type
/works/OL10591262W	The Two Tickets Puzzle	Alfred W Stewart	23542399	J.J. Connington	/authors/OL5634689A	OL_ALIAS_MATCH	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALTERNATE_NAME
/works/OL106043W	The little fire engine	Greene, Graham	41900	Lois Lenski	/authors/OL20243A	UNRESOLVED			
/works/OL10608554W	Genji monogatari	Murasaki Shikibu	10939671	Mark Young	/authors/OL365212A	UNRESOLVED			
/works/OL1064049W	Notre-Dame	Victor Hugo	46055768	Jean Bastide | Robin Recht | Robin Recht, Jean Bastide	/authors/OL107571A	UNRESOLVED			
/works/OL10641391W	Devil take the blue-tail fly	Gregory Tree	599685	John Franklin Bardin	/authors/OL2248940A	DIRECT_NAME_MATCH	John Franklin Bardin	John Franklin Bardin	OL_NAME_OR_PERSONAL_NAME
/works/OL10649669W	The major	Ralph Connor	42014768	Cliff Happy	/authors/OL457425A	UNRESOLVED			
/works/OL10649676W	Breaking the record	Ralph Connor	54814117	Raleigh Ruebins	/authors/OL457425A	UNRESOLVED			
/works/OL107828W	Romance & legend of chivalry	A. R. Hope Moncrieff	1876686	Ascott Robert Hope Montcrieff	/authors/OL18175A	UNRESOLVED			
/works/OL1084997W	A Happy Boy	Bjørnstjerne Bjørnson	1936204	Bjornstjerne Bjornson	/authors/OL112761A	OL_ALIAS_MATCH	Bjornstjerne Bjornson	Bjornstjerne Bjornson | Björnstjerne Björnson | Bjornstjerne Björnson | Björnstjerne Björnson | Bjo̊rnstjerne Björnson	OL_ALTERNATE_NAME
/works/OL10859380W	Her soul to keep	Ethel Cook Eliot	16424531	Delilah Devlin	/authors/OL546980A	UNRESOLVED			
/works/OL10865603W	Mrs. Spring Fragrance	Edith Maud Eaton	512215	Sui Sin Far	/authors/OL4527204A	OL_ALIAS_MATCH	Sui Sin Far	Sui Sin Far	OL_ALTERNATE_NAME
/works/OL1089935W	Brother man	Phillpotts, Eden	826429	Roger Mais	/authors/OL112970A	UNRESOLVED			
/works/OL1090091W	The horse fair	Baldwin, James	1210806	Robin Becker	/authors/OL112971A	UNRESOLVED			
/works/OL109158W	The night visitor and other stories	Bennett, Arnold	56169	B. Traven	/authors/OL29586A	UNRESOLVED			
/works/OL109338W	The black soul	O'Flaherty, Liam	947268	Liam O'Flaherty	/authors/OL29599A	OL_ALIAS_MATCH	Liam O'Flaherty	Liam O'Flaherty	OL_ALTERNATE_NAME
/works/OL109339W	The short stories of Liam O'Flaherty	O'Flaherty, Liam	5001839	Liam O'Flaherty	/authors/OL29599A	OL_ALIAS_MATCH	Liam O'Flaherty	Liam O'Flaherty	OL_ALTERNATE_NAME
/works/OL1096566W	The valley of shadows	Grierson, Francis	16219838	Mark Terry	/authors/OL113438A	UNRESOLVED			
/works/OL109815W	Four lectures	Trollope, Anthony	1670085	Stephen Rodefer	/authors/OL29698A	UNRESOLVED			
/works/OL1098485W	The Lord Fish	De la Mare, Walter	1283098	Walter de la Mare	/authors/OL113574A	DIRECT_NAME_MATCH	Walter de la Mare	Walter De la Mare	OL_NAME_OR_PERSONAL_NAME
/works/OL1098489W	Best stories of Walter de la Mare	De la Mare, Walter	1038678	Walter de la Mare	/authors/OL113574A	DIRECT_NAME_MATCH	Walter de la Mare	Walter De la Mare	OL_NAME_OR_PERSONAL_NAME
/works/OL1098492W	Desert islands and Robinson Crusoe	De la Mare, Walter	1625834	Walter de la Mare	/authors/OL113574A	DIRECT_NAME_MATCH	Walter de la Mare	Walter De la Mare	OL_NAME_OR_PERSONAL_NAME
/works/OL1098501W	Memoirs of a midget	De la Mare, Walter	5836	Walter de la Mare	/authors/OL113574A	DIRECT_NAME_MATCH	Walter de la Mare	Walter De la Mare	OL_NAME_OR_PERSONAL_NAME
/works/OL1104064W	Her son	Vachell, Horace Annesley	24159185	Edith Wharton	/authors/OL2962430A	UNRESOLVED			
/works/OL11068500W	Marie de France	Marie	4572786	Emanuel J. Mickel	/authors/OL423185A	UNRESOLVED			
/works/OL1114914W	When rogues fall out	Joseph Hatton	5521474	R. Austin Freeman	/authors/OL114532A	UNRESOLVED			
/works/OL111597W	Dance Upon the Air	Robertson, Eleanor Marie	58217	Nora Roberts	/authors/OL18977A	DIRECT_NAME_MATCH	Nora Roberts	Nora Roberts	OL_NAME_OR_PERSONAL_NAME
/works/OL11240096W	Short Stories from the New Yorker	Irwin Shaw	10719188	The New Yorker	/authors/OL677865A	UNRESOLVED			
/works/OL11243769W	The wedge	Hermann Bacher Deutsch	24659586	William Carlos Williams	/authors/OL4708769A	UNRESOLVED			
/works/OL1127983W	Susy	Bret Harte	45806144		/authors/OL115231A	UNRESOLVED			
/works/OL1128013W	Maruja	Bret Harte	2558196	Ema Wolf	/authors/OL115231A	UNRESOLVED			
/works/OL112804W	Jared's Island	Marguerite De Angeli	21910806	John R. Thayer	/authors/OL20520A	UNRESOLVED			
/works/OL1130349W	Pole star	Stewart Edward White	18680815	Josephine Myles	/authors/OL115388A	UNRESOLVED			
/works/OL1130407W	The silent places	Stewart Edward White	10474515	James Patrick Hunt	/authors/OL115388A	UNRESOLVED			
/works/OL1131838W	Great English short stories	John Hampden	358505		/authors/OL115505A	UNRESOLVED			
/works/OL1132264W	The historical novel	Matthews, Brander	6059515	George Saintsbury	/authors/OL115550A	UNRESOLVED			
/works/OL114610W	The secrets of Dr. Taverner	Violet M. Firth	684204	Dion Fortune	/authors/OL1055237A	OL_ALIAS_MATCH	Dion Fortune	Dion Fortune	OL_ALTERNATE_NAME
/works/OL1148935W	A grain of wheat	Kagawa, Toyohiko	822355	Ngugi wa Thiong'o	/authors/OL116601A	UNRESOLVED			
/works/OL1157532W	Out of the flame	Osbert Sitwell	2887316	Eloise Lownsbery	/authors/OL117350A	UNRESOLVED			
/works/OL1161367W	The throne of Saturn	S. Fowler Wright	2914071	Allen Drury	/authors/OL5274364A	UNRESOLVED			
/works/OL11619993W	The Case with Nine Solutions	Alfred W Stewart	17345804	J.J. Connington	/authors/OL5634689A	OL_ALIAS_MATCH	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALTERNATE_NAME
/works/OL11619999W	Nordenholt's Million	Alfred W Stewart	6327013	J.J. Connington	/authors/OL5634689A	OL_ALIAS_MATCH	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALTERNATE_NAME
/works/OL11676542W	Arthurian romances	Chrétien	438235	Chretien de Troyes	/authors/OL26183A	DIRECT_NAME_MATCH	Chretien de Troyes	Chrétien de Troyes	OL_NAME_OR_PERSONAL_NAME
/works/OL1167884W	The coming of the Lord	Sarah Gertrude Liebson Millin	1964619	Gerald N. Lund	/authors/OL118069A	UNRESOLVED			
/works/OL1167885W	The dark gods	Sarah Gertrude Liebson Millin	2640204	Anthony Roberts	/authors/OL118069A	UNRESOLVED			
/works/OL1167903W	King of the Bastards	Sarah Gertrude Liebson Millin	43403457	Brian Keene | Steven L. Shrewsbury | Steven Shrewsbury	/authors/OL118069A	UNRESOLVED			
/works/OL11696840W	The farmhouse	Helen Reilly	45439323	Rishi	/authors/OL2172616A	UNRESOLVED			
/works/OL117003W	Letters from Egypt	Duff Gordon, Lucie	27501475	Lady Lucie Duff Gordon	/authors/OL1219403A	OL_ALIAS_MATCH	Lady Lucie Duff Gordon	Lady Lucie Duff-Gordon | Lady Lucie Duff Gordon	OL_ALTERNATE_NAME
/works/OL117019W	A London story	Buchanan, George	18986267	Jack Lennard	/authors/OL1219438A	UNRESOLVED			
/works/OL1175337W	The quest of the Holy Grail	Jessie Laidlay Weston	222463	Anonymous	/authors/OL2689435A	UNRESOLVED			
/works/OL11759526W	West of the West	A. Ritchie Robson	6508796	Mark Arax	/authors/OL5002387A	UNRESOLVED			
/works/OL1176863W	Sweepers	Charlton Waine	22479	P.T. Deutermann	/authors/OL118936A	UNRESOLVED			
/works/OL118407W	Onesimus	Edwin Abbott Abbott	10742589	Lance Webb	/authors/OL20585A	UNRESOLVED			
/works/OL1187682W	Modern Fiction	Herbert Joseph Muller	53414592	Virginia Woolf	/authors/OL119943A	UNRESOLVED			
/works/OL11888695W	Her son's wife	Dorothy Canfield	1362385	Dorothy Canfield Fisher	/authors/OL5094369A	UNRESOLVED			
/works/OL11892834W	Uncharted seas	Eric Ward	3039233	Dennis Wheatley	/authors/OL5097456A	UNRESOLVED			
/works/OL11898862W	On secret service	William Nelson Taft	497064	John Jakes	/authors/OL2318546A	UNRESOLVED			
/works/OL1191020W	The great Mogul	Payne, Robert	40084494	Rajeev Jacob	/authors/OL120265A	UNRESOLVED			
/works/OL11944W	The bride's house	Dawn Powell	14588328	Sandra Dallas	/authors/OL6274279A	UNRESOLVED			
/works/OL1195459W	Three tales	Frank O'Connor	1446318	Flaubert Gustav Flaubert | Gustave Flaubert | Peter Michael Wetherill | Samuel Silvestre de Sacy	/authors/OL120686A	UNRESOLVED			
/works/OL1196382W	The Case of the Abominable Snowman	C. Day Lewis	1801646	Nicholas Blake	/authors/OL120803A	OL_ALIAS_MATCH	Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake	OL_ALTERNATE_NAME
/works/OL1196407W	The smiler with the knife	C. Day Lewis	1801654	Nicholas Blake	/authors/OL120803A	OL_ALIAS_MATCH	Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake	OL_ALTERNATE_NAME
/works/OL1196409W	Thou Shell of Death	C. Day Lewis	1801658	Nicholas Blake	/authors/OL120803A	OL_ALIAS_MATCH	Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake	OL_ALTERNATE_NAME
/works/OL1196426W	Minute for murder	C. Day Lewis	701685	Nicholas Blake	/authors/OL120803A	OL_ALIAS_MATCH	Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake	OL_ALTERNATE_NAME
/works/OL1197099W	Bachelor-of arts	Erskine, John	1423842	R.K. Narayan	/authors/OL120838A	UNRESOLVED			
/works/OL1197883W	The little grey men	"""BB,"""	81700	B.B.	/authors/OL120927A	UNRESOLVED			
/works/OL1198310W	The silence of the sea =	Jean Bruller	18681469	Yrsa Sigurdardottir	/authors/OL120957A	UNRESOLVED			
/works/OL1198697W	Charlemagne and Roland	Ronald N. Walpole	3486566	Allan Massie	/authors/OL120994A	UNRESOLVED			
/works/OL120216W	The seashore book	E. Boyd Smith	2998513	Charlotte Zolotow	/authors/OL1237020A	UNRESOLVED			
/works/OL1202191W	The ghosts' high noon	Carolyn Wells	915168	John Dickson Carr	/authors/OL121323A	UNRESOLVED			
/works/OL1204925W	The historical novel	Butterfield, Herbert	6059515	George Saintsbury	/authors/OL121645A	UNRESOLVED			
/works/OL1206495W	Elders and betters	I. Compton-Burnett	1467469	Quentin Bell	/authors/OL121846A	UNRESOLVED			
/works/OL1208452W	Wild river	Anna Louise Strong	6546777	P.J. Petersen	/authors/OL122079A	UNRESOLVED			
/works/OL121037W	Money for love	Herbst, Josephine	48998333	Peter S. Berman	/authors/OL19126A	UNRESOLVED			
/works/OL12107549W	Mr. Lincoln's wife	Polly Anne Colver Graff	3013619	Anne Colver	/authors/OL5246574A	UNRESOLVED			
/works/OL121228W	Autobiography of Benjamin Franklin	Thornton W. Burgess	598905	Benjamin Franklin | John Bigelow | Mark Skousen	/authors/OL19164A	UNRESOLVED			
/works/OL12141196W	Swamp water	Vereen Bell	26173816	Robert Munsch	/authors/OL5268296A	UNRESOLVED			
/works/OL1215556W	A short history of Germany	S. H. Steinberg	9655089	Mary Platt Parmele	/authors/OL122835A	UNRESOLVED			
/works/OL12186140W	Alkibiades	Charles Hamilton Bromby	1120157	Plato	/authors/OL5297260A	UNRESOLVED			
/works/OL12199170W	The Carolinians	Annie L. Sloan	3193299	Jane Barry	/authors/OL5306226A	UNRESOLVED			
/works/OL1228196W	The sacred river	L. A. G. Strong	24801680	Wendy Wallace	/authors/OL123913A	UNRESOLVED			
/works/OL122861W	It looks like this	Irma E. Webber	44385333	Rafi Mittlefehldt	/authors/OL1239122A	UNRESOLVED			
/works/OL1230464W	Tristram	Kendon, Frank.	3321690	Edwin Arlington Robinson	/authors/OL124158A	UNRESOLVED			
/works/OL12313613W	On wings of destiny	Victoria Lopez de Araneta	1092580	Ching Yun Bezine	/authors/OL5395405A	UNRESOLVED			
/works/OL12330859W	Next year	Harry Pick	54428390	Ruth Vander Zee	/authors/OL5408316A	UNRESOLVED			
/works/OL1236292W	My lady Pocahontas	Cooke, John Esten	1685575	Kathleen V. Kudlinski	/authors/OL124792A	UNRESOLVED			
/works/OL1236820W	The most beautiful thing in the world	Swift, Fletcher Harper	42308625	Darnell Lamont Walker	/authors/OL124853A	UNRESOLVED			
/works/OL123816W	Raintree County	Ross Lockridge	249300	Ross Lockridge Jr.	/authors/OL1240736A	OL_ALIAS_MATCH	Ross Lockridge Jr.	Ross Lockridge Jr. | Ross Lockridge,Jr	OL_ALTERNATE_NAME
/works/OL1238544W	Death of an Author	Cecil John Charles Street	491542	John Rhode	/authors/OL6001513A	OL_ALIAS_MATCH	John Rhode	John Rhode | John RHODE | john rhode	OL_ALTERNATE_NAME
/works/OL12460671W	Spirit fire	Lereine Ballantyne	6173473	Glen R. Stott	/authors/OL3783377A	UNRESOLVED			
/works/OL12484288W	The golden queen	Edward A. Sloane	325549	Dave Wolverton | David Farland	/authors/OL5521768A	UNRESOLVED			
/works/OL1252065W	The heart of the wild	S. L. Bensusan	22290440	Francesco Nepitello | Gareth Ryder-Hanrahan	/authors/OL126446A	UNRESOLVED			
/works/OL1262018W	Gin and bitters	Jane Lane	55470017	John Gray	/authors/OL127437A	UNRESOLVED			
/works/OL12627W	The Secret Valley	Clyde Robert Bulla	7024527	Trevor Bolton	/authors/OL22548A	UNRESOLVED			
/works/OL12844W	The Bedside Book of Famous British Stories	Cerf, Bennett	5429091	Various	/authors/OL22585A	UNRESOLVED			
/works/OL12918615W	Pine Lake	Millie Magwood	55986495	Amanda Stevens	/authors/OL5848371A	UNRESOLVED			
/works/OL1294478W	Young hearts	David Malets	41255752	Nick  Sweet	/authors/OL5550061A	UNRESOLVED			
/works/OL1295622W	Rue Notre-Dame	Daniel Pezeril	1761740	Michel David	/authors/OL131483A	UNRESOLVED			
/works/OL13049709W	The king's arrow	H. A. Cody	624769	Michael Cadnum	/authors/OL1529942A	UNRESOLVED			
/works/OL1333815W	Clerical error	C. E. Vulliamy	40773741	Robert Bevan	/authors/OL136037A	UNRESOLVED			
/works/OL1344552W	Ditte, daughter of Man	Martin Andersen Nexø	49543967	Arthur G. Chater | Martin Andersen Nexo | Richard Thirsk	/authors/OL137086A	OL_ALIAS_MATCH	Martin Andersen Nexo	Martin Andersen Nexo | Martin Andersen Nexö	OL_ALTERNATE_NAME
/works/OL1347392W	Some flowers	Sackville-West, V.	1801875	Vita Sackville-West	/authors/OL137459A	DIRECT_NAME_MATCH	Vita Sackville-West	Vita Sackville-West	OL_NAME_OR_PERSONAL_NAME
/works/OL136128W	Trips to the Moon	Lucian	3593172	Loukianos o Samosateus | Lucian of Samosata	/authors/OL44109A	DIRECT_NAME_MATCH	Lucian of Samosata	Lucian of Samosata	OL_NAME_OR_PERSONAL_NAME
/works/OL13718395W	Mrs. May	Thomas Le Breton	24661745	David Pick	/authors/OL6566964A	UNRESOLVED			
/works/OL137351W	The truce of God	Mary Roberts Rinehart	293690	Robert Cantuar | Rowan Williams	/authors/OL22028A	UNRESOLVED			
/works/OL13738769W	Schoolgirl	Carman Barnes	17468674	Osamu Dazai	/authors/OL6581316A	UNRESOLVED			
/works/OL13788283W	Can such things be?	William Gleeson	1232123	Ambrose Bierce	/authors/OL6628652A	UNRESOLVED			
/works/OL13788284W	Vice and virtue	William Gleeson	16205902	Veronica Bennett	/authors/OL6628652A	UNRESOLVED			
/works/OL13791871W	The light heart	Hewlett, Maurice Henry	343514	Elswyth Thane	/authors/OL18237A	UNRESOLVED			
/works/OL1395812W	Ferdinand And Isabella	Kesten, Hermann	48292007	Malveena McKendrick	/authors/OL143484A	UNRESOLVED			
/works/OL142081W	Wolfram von Eschenbach	Rachbauer, Mary Aloysia	17129761	Wolfram von Eschenbach	/authors/OL2074827A	UNRESOLVED			
/works/OL1442138W	Inhale & exhale	Saroyan, William	24089724	Sarah M. Ross	/authors/OL151016A	UNRESOLVED			
/works/OL1458036W	Bras de Fer	Louis Gabriel-Robinet	21879203	Jerome Bourgine	/authors/OL154114A	UNRESOLVED			
/works/OL1483324W	No resting place	Niall, Ian.	5991308	William Humphrey	/authors/OL157917A	UNRESOLVED			
/works/OL14848044W	You can't escape	Faith Baldwin	42295341	Nancy Bush	/authors/OL19277A	UNRESOLVED			
/works/OL14848054W	The Office Wife	Faith Baldwin	42370457	Mimi Wilde	/authors/OL19277A	UNRESOLVED			
/works/OL14848758W	The thunderer	Frederick Schiller Faust	47193050	E. Barrington	/authors/OL2748402A	UNRESOLVED			
/works/OL14848908W	Marbleface	Frederick Schiller Faust	4472498	Max Brand	/authors/OL2748402A	OL_ALIAS_MATCH	Max Brand	Max Brand (pseud.)	OL_EXPLICIT_PSEUDONYM_ALIAS
/works/OL14848923W	Singing guns	Frederick Schiller Faust	4496633	Max Brand	/authors/OL2748402A	OL_ALIAS_MATCH	Max Brand	Max Brand (pseud.)	OL_EXPLICIT_PSEUDONYM_ALIAS
/works/OL14848954W	The man from Mustang	Frederick Schiller Faust	4732881	Max Brand	/authors/OL2748402A	OL_ALIAS_MATCH	Max Brand	Max Brand (pseud.)	OL_EXPLICIT_PSEUDONYM_ALIAS
/works/OL14848971W	The border kid	Frederick Schiller Faust	5565415	Max Brand	/authors/OL2748402A	OL_ALIAS_MATCH	Max Brand	Max Brand (pseud.)	OL_EXPLICIT_PSEUDONYM_ALIAS
/works/OL14848973W	The fighting four	Frederick Schiller Faust	6901381	Max Brand	/authors/OL2748402A	OL_ALIAS_MATCH	Max Brand	Max Brand (pseud.)	OL_EXPLICIT_PSEUDONYM_ALIAS
/works/OL1487535W	The rebel queen	Besant, Walter	56909508	J.D.   Smith	/authors/OL158906A	UNRESOLVED			
/works/OL1492608W	The silver cross	Eugène Sue	25376129	June Winton	/authors/OL159353A	UNRESOLVED			
/works/OL14942914W	Through Russia	C. J. Hogarth	2078313	Maxim Gorky		OL_AUTHOR_KEY_AMBIGUOUS			
/works/OL15009828W	A hole in the wall	Louisa May Alcott	46638137	Hans Wilhelm	/authors/OL26680A	UNRESOLVED			
/works/OL15042506W	Prairie-Dog Town	Baum, L. Frank	2055561	Bettye Rogers	/authors/OL23431A	UNRESOLVED			
/works/OL15053780W	Within the hollow crown	Margaret Campbell	3401709	Margaret Campbell Barnes	/authors/OL1314365A	OL_ALIAS_MATCH	Margaret Campbell Barnes	Margaret Campbell Barnes	OL_ALTERNATE_NAME
/works/OL1506020W	Bird Girl	Flora Warren Seymour	20606939	Rob Waring	/authors/OL160581A	UNRESOLVED			
/works/OL15061204W	The Movie Star Mystery	Gertrude Chandler Warner	847416	Irene Kilpatrick	/authors/OL23048A	UNRESOLVED			
/works/OL15096909W	Spill the jackpot!	Erle Stanley Gardner	3275095	A.A. Fair	/authors/OL23222A	OL_ALIAS_MATCH	A.A. Fair	A. A. Fair | A.A.Fair | A A.Fair | A.A. FAIR | a.a. fair | a. a. fair | A.A. Fair	OL_ALTERNATE_NAME
/works/OL15126588W	Great German short novels and stories	Cerf, Bennett	93958	Victor, Ed. Lange	/authors/OL22585A	UNRESOLVED			
/works/OL1513720W	Tom Swift and his Motor Cycle	Howard Roger Garis	1635593	Victor Appleton	/authors/OL160777A	OL_ALIAS_MATCH	Victor Appleton	Victor Appleton	OL_ALTERNATE_NAME
/works/OL15138283W	Duck and his friends.	Kathryn Jackson	15991018	Heather Amery | Jenny Tyler | Stephen Cartwright	/authors/OL191519A	UNRESOLVED			
/works/OL15140363W	Frosty the snow man	Annie North Bedford	1413359	Walt Disney Company	/authors/OL247215A	UNRESOLVED			
/works/OL15140530W	The Gaunt Woman	Edmund Gilligan	18934655	John  Blackburn	/authors/OL2286607A	UNRESOLVED			
/works/OL15143276W	In Sicily	Elio Vittorini	971373	Norman Lewis	/authors/OL289229A	UNRESOLVED			
/works/OL1515443W	Mirabeau	Pierre Nezelof	3956944	Paul Ferdinand Willert	/authors/OL160968A	UNRESOLVED			
/works/OL15160671W	Greatest short stories.	P.F. COLLIER & SON CORPORATION	40479612	Mulk Raj Anand	/authors/OL13593160A	UNRESOLVED			
/works/OL15164397W	Those other people	Mary King O'Donnell	439491	Alice Childress	/authors/OL2214937A	UNRESOLVED			
/works/OL1517797W	Portrait of a Spy	E. Temple Thurston	14870169	Dani'l Silva | Daniel Silva	/authors/OL161158A	UNRESOLVED			
/works/OL1517841W	Young Woodley	Van Druten, John	14062494	John Van Druten	/authors/OL161159A	DIRECT_NAME_MATCH	John Van Druten	John Van Druten	OL_NAME_OR_PERSONAL_NAME
/works/OL1518683W	The herdsman	Dorothy Clarke Wilson	27351950	Frank Roderus	/authors/OL161187A	UNRESOLVED			
/works/OL1519516W	Dolly Madison	Helen Albee Monsell	1636683	Maud Wilder Goodwin	/authors/OL161268A	UNRESOLVED			
/works/OL1520137W	Anne of Avonlea	James Reach	63845	L.M. Montgomery | Liusi-Mod Montgomeri	/authors/OL161305A	UNRESOLVED			
/works/OL15212844W	The danger zone	David, Lawrence.	57085185	D'Ann Lindun | Jennifer Lowery | Jude Ouvrard | Lyssa Layne | Melissa Keir | RaeAnne Hadley	/authors/OL32876A	UNRESOLVED			
/works/OL15217360W	Southwest	Armer, Laura Adams	4692478	John Houghton Allen	/authors/OL2190097A	UNRESOLVED			
/works/OL15234302W	Secretum	Francesco Petrarca	2186260	Francesco Sorti | Rita Monaldi	/authors/OL77056A	UNRESOLVED			
/works/OL1524045W	Fantastica	Robert Malise Bowyer Nichols	2954898	Merel Roze	/authors/OL161711A	UNRESOLVED			
/works/OL1524054W	Flight of the swan	Margaret Ann Hubbard	316306	Rosario Ferre	/authors/OL161712A	UNRESOLVED			
/works/OL15251688W	Times Square	Cornell Woolrich	57571003	Jana Aston	/authors/OL2205533A	UNRESOLVED			
/works/OL15255781W	Storm center	J. Walker McSpadden	1318500	Douglas Clark	/authors/OL32551A	UNRESOLVED			
/works/OL1526742W	The Common Law	Chambers, Robert W.	816001	Oliver Wendell Holmes Jr.	/authors/OL162057A	UNRESOLVED			
/works/OL1526994W	Defending the island	Otis, James	2401163	Norman Longmate	/authors/OL162073A	UNRESOLVED			
/works/OL1527226W	In great waters	Thomas Allibone Janvier	6494266	Kit Whitfield	/authors/OL162089A	UNRESOLVED			
/works/OL15312056W	The almosts	Helen. [from old catalog] MacMurchy	29400894	Em Barrett	/authors/OL6731394A	UNRESOLVED			
/works/OL1531468W	Eagle-feather	Catherine I. Dodd	1447494	Clyde Robert Bulla	/authors/OL162491A	UNRESOLVED			
/works/OL1537051W	The house of the sphinx	Henry Ridgely Evans	10112271	Sarah Wisseman	/authors/OL163024A	UNRESOLVED			
/works/OL15376733W	Family Holiday	Robins, Denise	44420979	Patricia Burstein	/authors/OL232498A	UNRESOLVED			
/works/OL15379873W	The other girls	A. D. T. Whitney	17962945	Lola Pridemore	/authors/OL159674A	UNRESOLVED			
/works/OL15381081W	This One Night	Robins, Denise	6466478	Yvonne Whittal	/authors/OL232498A	UNRESOLVED			
/works/OL15383117W	How to Forget	Robins, Denise	16010143	Marius Brill	/authors/OL232498A	UNRESOLVED			
/works/OL15390983W	The Madness of Love	Robins, Denise	1701179	Katharine Davies	/authors/OL232498A	UNRESOLVED			
/works/OL15392193W	The Vagabond King	Justin H. McCarthy	18022518	James      Conway	/authors/OL2351509A	UNRESOLVED			
/works/OL1539571W	The art of writing fiction	Mary Burchard Orvis	16269251	Andrew Cowan	/authors/OL163354A	UNRESOLVED			
/works/OL15399498W	Three Loves	Patricia Robins	1449733	A.J. Cronin	/authors/OL954025A	UNRESOLVED			
/works/OL15411681W	Such Is Love	Cook, Ida	5287468	Mary Burchell	/authors/OL892147A	DIRECT_NAME_MATCH	Mary Burchell	Mary Burchell	OL_NAME_OR_PERSONAL_NAME
/works/OL15415838W	Looking beyond	Ludwig A. Geissler	567561	James Van Praagh	/authors/OL2009888A	UNRESOLVED			
/works/OL15423W	Salted with fire	MacDonald, George	25428322	Nancy LaRonda Johnson	/authors/OL23082A	UNRESOLVED			
/works/OL154396W	The Lost Valley	J. M. Walsh	17145632	Max Brand	/authors/OL2002725A	UNRESOLVED			
/works/OL154592W	Despised & Rejected	Eunice Buckley	1736633	A.T. Fitzroy | R. Allatini	/authors/OL1978607A	OL_ALIAS_MATCH	A.T. Fitzroy	A. T. Fitzroy	OL_ALTERNATE_NAME
