openlibrary_work_key	selection_title	selection_author	selection_year	ia_identifier	retrieval_source	found_in_primary_query	author_metadata_evidence	author_creator_evidence	broad_sampling_status	ia_title	ia_creator	ia_date	ia_year	ia_publisher	ia_subject	ia_description	ia_collection	ia_language	ia_mediatype
/works/OL51141W	The Job	Sinclair Lewis	1918	ERIC_ED336653	broad_other_sample	False	False	False	sampled	ERIC ED336653: The Job Stress-Social Support Buffering Hypothesis: Employees' Gender, Education, and Collar Color.	ERIC	1991-05-01T00:00:00Z	1991		"[""ERIC Archive"", ""Academic Achievement"", ""Blue Collar Occupations"", ""Employee Attitudes"", ""Employees"", ""Employment Level"", ""Job Satisfaction"", ""Life Satisfaction"", ""Role Conflict"", ""Sex Differences"", ""Social Support Groups"", ""Stress Variables"", ""White Collar Occupations"", ""Work Environment""]"	"Occupational stress is specific to the workplace and tends to be a global term used to describe stressors, the occupational conditions that cause difficulties for an individual, and strains, the conditions resulting from experiencing work stressors. While the effects of occupational stress on employees are well documented, this study further examined occupational stress with an emphasis on the possibility that social support from persons at work and/or at home may have a moderating effect on an employee's experience of stress. Subjects were employees of a medium-sized municipality in central Michigan. Subjects (N=181, out of a sample of 468) completed mailed questionnaires examining, among other things, life changes, job satisfaction, social support received, job stressors, depression, life satisfaction, and somatic complaints. Stressors examined (life stress, role conflict, role ambiguity, quantitative workload, skill utilization, work variability, and responsibility) explained 34% of the variance in outcome variables of job satisfaction, life satisfaction, somatic complaints, and depression. Twenty-four percent of the variance in outcome measures was explained by social support received from supervisors, coworkers and friends/family. Overall, it appeared than when role conflict was high, coworker support was important in employees' perceptions of job satisfaction and depression. Additional findings suggest that there might be reverse buffering among blue collar workers and ""normal"" buffering among white collar workers. (NB)"	"[""ericarchive"", ""usgovernmentmirrors"", ""government-documents""]"	english	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	deafblindpersono00robe	broad_other_sample	False	False	False	sampled	Deaf-Blind Person On and Off the Job	Robert J. Prause	1977-01-01T00:00:00Z	1977	Helen Keller National Center for Deaf-Blind Youths and Adults	Deafblindness	Presented at CAN-AM Conference on Visually Handicapped Children and Youth, Ontario, Canada October 5, 6, & 7, 1977	"[""aphmigel"", ""medicalheritagelibrary"", ""americana"", ""medicallibrary""]"	eng	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	jobinterviewtips00cary	broad_other_sample	False	False	False	sampled	Job interview tips for people with not-so-hot backgrounds : how to put red flags behind you to win the job	"[""Krannich, Caryl Rae"", ""Krannich, Ronald L""]"	2004-01-01T00:00:00Z	2004	Manassas Park, Va. : Impact Publications	"[""Business & Management"", ""Careers guidance"", ""Job Finding"", ""Business & Economics"", ""Careers / Job Opportunities"", ""Career/Job"", ""Job hunting"", ""Careers - Interviewing"", ""Careers - Job Hunting"", ""Business & Economics / General"", ""Employment interviewing""]"	"[""Includes bibliographical references (pages 129-131) and index"", ""You must do well in the job interview to get a job offer. But what should you say and do if you have red flags in your background -- you're a job hopper, lack focus, been incarcerated, experienced drug or alcohol problems, got fired, dropped out of school, received poor grades, lack experience, or appear over-qualified? Can you convince the prospective employer that you should be hired despite your red flags? Since employers want to make smart hiring decisions, they look for reasons not to hire you. Above all, they want to know the truth about you. So how do you plan to tell the truth about your background and when? Here's the book that finally sheds light on this critical issue for millions of individuals who have difficult but promising backgrounds. Stressing the importance of preparation, the authors show how to best handle each of these potential red flags by offering useful strategies along with sample red flag questions and answers. Covering both the verbal and nonverbal dimensions of the job interview. Whatever you do, make sure you speak the language of employers who are looking for truthfulness, character, and value in candidates. With the help of this unique book, you can quickly learn to turn your red flags into green lights for renewed job and career success!"", ""What employers want in today's job market -- People with not-so-hot backgrounds -- Clues employers look for to determine successful \""fit\"" -- Turn red flags into green lights -- Prepare to meet the employer's needs: the verbal exchange -- Nonverbal behaviors that meet needs and exceed expectations -- At the interview: wow the interviewer -- Avoid 35 common interview errors -- Challenging questions and sample answers -- Close and follow up the interview -- When you need help along the way""]"	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled"", ""fav-_alada09"", ""fav-iria_p"", ""fav-st369380"", ""denverpubliclibrary-ol"", ""hamiltonpubliclibrary-ol""]"	eng	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	pubmed-PMC4008728	broad_other_sample	False	False	False	sampled	A synergetic combination of small and large neighborhood schemes in developing an effective procedure for solving the job shop scheduling problem.	"[""Amirghasemi, Mehrdad"", ""Zamani, Reza""]"	2014-04-16T00:00:00Z	2014			This article is from SpringerPlus , volume 3 . Abstract This paper presents an effective procedure for solving the job shop problem. Synergistically combining small and large neighborhood schemes, the procedure consists of four components, namely (i) a construction method for generating semi-active schedules by a forward-backward mechanism, (ii) a local search for manipulating a small neighborhood structure guided by a tabu list, (iii) a feedback-based mechanism for perturbing the solutions generated, and (iv) a very large-neighborhood local search guided by a forward-backward shifting bottleneck method. The combination of shifting bottleneck mechanism and tabu list is used as a means of the manipulation of neighborhood structures, and the perturbation mechanism employed diversifies the search. A feedback mechanism, called repeat-check, detects consequent repeats and ignites a perturbation when the total number of consecutive repeats for two identical makespan values reaches a given threshold. The results of extensive computational experiments on the benchmark instances indicate that the combination of these four components is synergetic, in the sense that they collectively make the procedure fast and robust.	"[""pubmed"", ""journals""]"	eng	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	ERIC_ED042897	broad_other_sample	False	False	False	sampled	ERIC ED042897: The Job-Cluster Concept and Its Curricular Implications; A Symposium. Center Monograph No. 4.	ERIC	1969-01-01T00:00:00Z	1969		"[""ERIC Archive"", ""Charts"", ""Cluster Grouping"", ""Conceptual Schemes"", ""Curriculum Development"", ""Educational Research"", ""Job Analysis"", ""Occupational Clusters"", ""Secondary Education"", ""Vocational Education"", ""Cunningham, J. W., Ed.""]"	"Contributions from job-cluster research include greater understanding of the desired end-product of vocational education, potential for curriculum development, and better understanding of job analysis. Presentations by specialists who are presently active in research on the problems of job-clustering include: (1) ""A Functional Approach to Curriculum Development"" by D. Sjogren, (2) ""A Conceptual Framework for the Study of Job Similarities"" by J. W. Cunningham, (3) ""Application of Cluster Research to Curriculum Development"" by H. F. Rahmlow, and (4) ""The Development, Implementation, and Field Evaluation of the Cluster Concept Program in Vocational Education at the Secondary School Level"" by W. S. Mietus. Critiques of the papers are provided by E. J. Morrison and Dale G. Hamreus. (SB)"	"[""ericarchive"", ""usgovernmentmirrors"", ""government-documents""]"	english	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	micro_IA41155141_0879	broad_other_sample	False	False	False	sampled	A Study of the Job Requirements and Selection Process for Elementary Principals and Assistant Principals in Selected Public and Private School Systems.	Broussard, Rolland L.	1989-11-01T00:00:00Z	1989				"[""microfiche"", ""eric""]"	English	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	DTIC_ADA138439	broad_other_sample	False	False	False	sampled	DTIC ADA138439: Maintenance Performance System (Organizational). Training Guidelines Applied to Selected OJT (On-the-Job Training) Tasks	Defense Technical Information Center	1984-01-01T00:00:00Z	1984		"[""DTIC Archive"", ""Harper, Walter R"", ""ANACAPA SCIENCES INC SANTA BARBARA CA"", ""*JOB ANALYSIS"", ""*MAINTENANCE PERSONNEL"", ""*MANAGEMENT INFORMATION SYSTEMS"", ""ARMY RESEARCH"", ""COMPUTER AIDED DIAGNOSIS"", ""COMPUTER APPLICATIONS"", ""INTEGRATED SYSTEMS"", ""JOB TRAINING"", ""MAINTENANCE MANAGEMENT"", ""MAN COMPUTER INTERFACE"", ""MANPOWER UTILIZATION"", ""PERFORMANCE(HUMAN)"", ""PERSONNEL DEVELOPMENT"", ""PROFICIENCY"", ""RETRAINING"", ""SKILLS""]"	The purpose of this effort is to develop the Maintenance Performance System-Organizational (MPS-O) which is an integrated system for measuring maintenance performance, diagnosing performance problems, taking corrective actions, and providing training. This report describes a systematic approach to identification of the training guidelines that will be incorporated into a model of the process of on-the-job training in the organizational maintenance environment.	"[""dticarchive"", ""usgovernmentmirrors"", ""government-documents""]"	english	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	jobmarketoffutur0000brow	broad_other_sample	False	False	False	sampled	The job market of the future : using computers to humanize economies	Brown, James Cooke, 1921-	2001-01-01T00:00:00Z	2001	Armonk, N.Y. : M.E. Sharpe	"[""Employment forecasting"", ""Work -- Forecasting"", ""Economic forecasting"", ""Emploi -- Prévision"", ""Travail -- Prévision"", ""Prévision économique"", ""BUSINESS & ECONOMICS -- Labor"", ""Arbeidsmarkt"", ""Werkgelegenheid"", ""Economische planning"", ""Prognoses"", ""Arbeitsmarkt"", ""Reform"", ""Arbeitsvermittlung"", ""Computerunterstütztes Verfahren""]"	"[""1 online resource (348 pages)"", ""Includes bibliographical references (pages 323-332) and index"", ""Print version record""]"	"[""internetarchivebooks"", ""printdisabled""]"	eng	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	ERIC_EJ974249	broad_other_sample	False	False	False	sampled	ERIC EJ974249: From Professional Preparation to On-the-Job Development: What Do Beginning Principals Need?	ERIC	2011-01-01T00:00:00Z	2011		"[""ERIC Archive"", ""Principals"", ""Surveys"", ""Administrator Attitudes"", ""Administrator Education"", ""Curriculum"", ""Alignment (Education)"", ""Academic Standards"", ""Program Evaluation"", ""Professional Development"", ""Beginning Principals"", ""School Administration"", ""School Districts"", ""Internship Programs"", ""Instructional Leadership"", ""Job Development"", ""Student Needs"", ""Communication Skills"", ""Interpersonal Relationship"", ""Capacity Building"", ""Conflict Resolution"", ""Duncan, Heather|Range, Bret|Scherz, Susan""]"	Wyoming principals were surveyed regarding their perceptions of the strengths and deficits of their preparation program, their professional development needs as beginning principals, and the areas in which their districts offer professional development. Findings indicated much variation in perceptions of preparation program strengths and deficits. The internship was viewed as valuable in providing experience of day-to-day school administration; however, time commitment and financial burdens were of concern. While districts provide adequate professional development in instructional leadership and using data to inform decisions for beginning principals, development needs in the areas of communication, relationship building, and conflict resolution were not provided by districts. (Contains 3 tables and 6 footnotes.)	"[""ericarchive"", ""usgovernmentmirrors"", ""government-documents""]"	english	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	micro_IA40244206_1512	broad_other_sample	False	False	False	sampled	One-year extension of the tax credit for on-the-job training periods and adjustments to certain other fiscal measures	Québec (Province). Ministère des finances	2005-01-01T00:00:00Z	2005	[Québec] : Finances Québec	"[""Tax credits -- Law and legislation -- Québec (Province)"", ""Child tax credits -- Québec (Province)"", ""Married people -- Taxation -- Law and legislation -- Québec (Province)"", ""Income tax deductions for educational expenses -- Québec (Province)"", ""Commerce and Economics Social Sciences""]"	"[""34 p"", ""\""The purpose of this information bulletin is to make public the one-year extension of the tax credit for on-the-job training periods, which was to end on December 31, 2005. It also describes in detail the changes made to the eligibility conditions for the refundable tax credit for child assistance. As of January 1, 2007, the Régie des rentes du Québec will become fully independent in terms of the administration of this tax credit, and the new context provides an opportunity for making adjustments to better reflect the real situation of today's families. This information bulletin also describes the changes made to the calculation of the revaluation to the reduction thresholds of the work premium and the child assistance payment, to reflect the implementation of the parental insurance plan that will become effective January 1, 2006. Lastly, it describes a number of changes made to many other fiscal measures, mostly technical in nature, and gives the position of the ministère des Finances regarding various amendments made to the federal tax legislation, in particular those arising from the Economic and Fiscal Update of November 14, 2005 and those relating to the tax treatment of dividends paid after December 31, 2005.\""--Document"", ""Caption title"", ""French ed.: 2010-04620"", ""\""December 19, 2005.\"""", ""Includes bibliographical references"", ""Microfiche. Ann Arbor, Mich. : ProQuest, 1 microfiche : negative ; 11 x 15 cm""]"	"[""microlog"", ""microfiche""]"	eng	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	getjobyoureallyw0000caan_w4a2	broad_other_sample	False	False	False	sampled	Get the job you really want	Caan, James, 1960-	2011-01-01T00:00:00Z	2011	London ; New York : Portfolio Penguin	"[""Job hunting"", ""Employment interviewing""]"	xiii, 214 p. ; 22 cm	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled""]"	eng	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	isbn_9781416002161	broad_other_sample	False	False	False	sampled	Career Development for Health Professionals; Success in School & on the Job; Instructor's Resource Manual		2006-01-01T00:00:00Z	2006	Elsevier, Inc.			"[""internetarchivebooks"", ""inlibrary"", ""printdisabled""]"	eng	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	burglarsonjobstr0000wrig	broad_other_sample	False	False	False	sampled	Burglars on the job : streetlife and residential break-ins	Wright, Richard, 1951-	1994-01-01T00:00:00Z	1994	Boston : Northeastern University Press	"[""Burglary -- Missouri -- Saint Louis"", ""Burglars -- Missouri -- Saint Louis"", ""Vol avec effraction -- Missouri -- Saint Louis"", ""Cambrioleurs -- Missouri -- Saint Louis"", ""Burglars"", ""Burglary"", ""Delicten"", ""Inbrekers"", ""Missouri -- Saint Louis"", ""Burglars Missouri Saint Louis"", ""Burglary Missouri Saint Louis""]"	"[""xiv, 231 pages ; 23 cm"", ""Drawing on extensive interviews with 105 active burglars in St. Louis, Missouri, Burglars on the Job presents offenders' perspectives on the process of burglarizing a residence. The authors, Richard T. Wright and Scott H. Decker, consider motivations for the decision to burglarize a dwelling, explore how and why the burglar selects targets, examine how the offender executes the break-in, discuss strategies for searching a residence, and detail the ways in which the burglar disposes of stolen goods. Unlike earlier studies of residential burglary, which collected data from a small number of offenders within a prison environment, this ground-breaking work examines a larger sample of unincarcerated burglars, all identified and contacted without the assistance of criminal justice agencies or authorities. As a result, Wright and Decker were able to obtain more honest and forthright responses from the offenders, and they were able to study the burglars' decision-making processes within the context of streetlife culture. The authors found the offenders' needs to support activities such as drinking and drug-taking often shape the decision to commit a residential break-in, and that burglars rarely consider risks or the threat of sanctions. Burglars on the Job concludes with an insightful discussion that considers the implications of the authors' findings for theories on criminal decision-making, crime prevention policy, and field research"", ""Includes bibliographical references (pages 219-226) and index"", ""Deciding to commit a burglary -- Choosing the target -- Entering the target -- Search and departure strategies -- Disposing of the goods -- Residential burglary: theory and prevention""]"	"[""internetarchivebooks"", ""printdisabled"", ""inlibrary"", ""fav-joe_crab_t"", ""fav-learned_southron""]"	eng	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	ERIC_ED095170	broad_other_sample	False	False	False	sampled	ERIC ED095170: A Follow-Up Study of On-The-Job Behavior of Elementary Teachers Trained in an Innovative and a Traditional Program of Teacher Preparation. Final Report.	ERIC	1973-02-01T00:00:00Z	1973		"[""ERIC Archive"", ""Educational Innovation"", ""Elementary School Teachers"", ""Experimental Programs"", ""Program Evaluation"", ""Teacher Behavior"", ""Teacher Education"", ""Teacher Education Curriculum"", ""Wass, Hannelore"", ""Combs, Arthur W.""]"	Thirty-five teachers who graduated from the new elementary program at the university of Florida and 30 control teachers from the regular program were observed in a followup study to assist in determining the efficiency of a systematic, theory-based approach to curriculum innovation and, specifically, to determine the effectiveness of the experimental program instituted at the University of Florida. Teams of trained observers observed each teacher in the classroom during both behavioral and inferential techniques of observation. Findings indicated that the experimental group engaged significantly more in experimental classroom practices. Teacher-centered, right-answer focus was less evident. The perceptual organization of the experimental teachers was positive to a significantly higher degree; more specifically, in their perceptions of others as able and of goals as larger, in their tendency to see themselves as more adequate and to be more self-revealing. It was concluded that the efficiency of systematic approaches to curriculum innovation was indicated and that results merit further exploration and development of the experimental program at the University of Florida. The instrumentation is appended. (Author/JA)	"[""ericarchive"", ""usgovernmentmirrors"", ""government-documents""]"	english	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	DTIC_ADA389060	broad_other_sample	False	False	False	sampled	DTIC ADA389060: The Israeli-Palestinian Peace Process: Finishing the Job	Defense Technical Information Center	2001-04-10T00:00:00Z	2001		"[""DTIC Archive"", ""Abramowitz, David J"", ""ARMY WAR COLL CARLISLE BARRACKS PA"", ""*ISRAEL"", ""*PEACETIME"", ""*INTERNATIONAL POLITICS"", ""*PALESTINIANS"", ""UNITED STATES"", ""ECONOMICS"", ""MIDDLE EAST"", ""HISTORY"", ""BENEFITS""]"	To prevent further hostilities in the Middle East, the United States continues to promote the Israeli-Palestinian peace talks. This commitment to regional peace directly affects U.S. relations with many Arab countries making it easier to develop and maintain broad security relations with them. Furthermore, peaceful relations between Israel and her neighbors positively influence the regional economy. This study examines the history of Israeli- Palestinian conflicts and assesses the economic benefits that would derive from a timely, peaceful resolution of these conflicts. This paper concludes with a recommendation for establishing such a peace.	"[""dticarchive"", ""usgovernmentmirrors"", ""government-documents""]"	english	texts
/works/OL51141W	The Job	Sinclair Lewis	1918	arxiv-1109.5920	broad_other_sample	False	False	False	sampled	Models and Strategies for Variants of the Job Shop Scheduling Problem	"[""Diarmuid Grimes"", ""Emmanuel Hebrard""]"	2011-09-27T00:00:00Z	2011			Recently, a variety of constraint programming and Boolean satisfiability approaches to scheduling problems have been introduced. They have in common the use of relatively simple propagation mechanisms and an adaptive way to focus on the most constrained part of the problem. In some cases, these methods compare favorably to more classical constraint programming methods relying on propagation algorithms for global unary or cumulative resource constraints and dedicated search heuristics. In particular, we described an approach that combines restarting, with a generic adaptive heuristic and solution guided branching on a simple model based on a decomposition of disjunctive constraints. In this paper, we introduce an adaptation of this technique for an important subclass of job shop scheduling problems (JSPs), where the objective function involves minimization of earliness/tardiness costs. We further show that our technique can be improved by adding domain specific information for one variant of the JSP (involving time lag constraints). In particular we introduce a dedicated greedy heuristic, and an improved model for the case where the maximal time lag is 0 (also referred to as no-wait JSPs).	"[""arxiv"", ""journals""]"	English	texts
