work_id	htid_count	oclc_variants	title_htrc	date_htrc	prob80_max	englishpct_max	htids
OL1105155W	1	1	Carmen	1896	0.87	0.997	mdp.39015008145461
OL1109044W	7	2	"The ""Breakfast-table"" series"	1891	0.89	1.0	uc1.b3293434|uc1.b3293435|uva.x001850702|mdp.39015024470943|mdp.39015030745312|mdp.39015063931441|uc1.b156079
OL1112728W	2	2	Clara Hopgood	1896	0.89	1.0	njp.32101065599001|uc2.ark+=13960=t4xg9tm3z
OL1113796W	6	3	Hugh Wynne, free Quaker	1897	0.9	1.0	uva.x004529780|mdp.39015030709680|uc1.32106015697896|uc1.32106019583837|uc1.b3327353|uc1.b3327354
OL1118216W	1	1	Under the yoke;	1912	0.88	1.0	uc2.ark+=13960=t4pk0d46m
OL112788W	2	2	The colonel's dream	1905	0.89	1.0	mdp.39015066920219|nc01.ark+=13960=t50g4wj3w
OL1127988W	3	2	In the Carquinez woods	1912	0.89	1.0	uc2.ark+=13960=t3610wt9p|nyp.33433076071475|uc1.b251155
OL1128005W	1	1	Openings in the old trail	1902	0.88	0.998	uc2.ark+=13960=t03x84h2d
OL1128009W	2	2	The crusade of the Excelsior	1887	0.83	1.0	uc2.ark+=13960=t0000076t|uc2.ark+=13960=t2c825194
OL1128010W	2	2	A Phyllis of the Sierras ; and, A drift from Redwood camp	1888	0.89	1.0	mdp.39015030141470|uc2.ark+=13960=t6833nv7j
OL1128013W	1	1	Maruja	1885	0.89	1.0	uc2.ark+=13960=t1ng4h41s
OL1128014W	2	1	On the frontier	1884	0.89	1.0	uc2.ark+=13960=t6tx35v32|uva.x000990761
OL1128015W	5	2	A waif of the plains	1890	0.82	1.0	njp.32101068599081|uc2.ark+=13960=t75t3h434|mdp.39015024521489|nyp.33433076076722|uc2.ark+=13960=t84j0bs5m
OL1128017W	3	1	Clarence	1895	0.9	1.0	nc01.ark+=13960=t39z9z57p|nyp.33433076088198|uc1.b251180
OL1128020W	2	2	By shore and sedge	1885	0.89	1.0	uc2.ark+=13960=t8pc2v34c|uc2.ark+=13960=t72v2dd7f
OL1128022W	5	3	Three partners;	1897	0.9	1.0	uc2.ark+=13960=t49p2wp02|mdp.39015063921079|nyp.33433076076359|uc2.ark+=13960=t1qf8jr7z|uc1.b3322626
OL1128024W	3	2	Cressy	1889	0.9	1.0	uc1.b251181|mdp.49015002241561|uc2.ark+=13960=t79s1mp7m
OL1130391W	5	2	Blazed trail stories	1919	0.89	1.0	mdp.39015063974276|uc2.ark+=13960=t04x57023|mdp.39015050981805|nyp.33433076046337|nyp.33433076046360
OL1130392W	2	2	Gold	1913	0.84	1.0	uc2.ark+=13960=t4pk0c14w|nyp.33433076062045
OL1130393W	3	1	The mystery	1907	0.83	1.0	mdp.39015030857968|nyp.33433076061989|uc2.ark+=13960=t6542km83
OL1130401W	2	1	The gray dawn	1915	0.89	1.0	uc1.b4083049|uc2.ark+=13960=t6rx94p13
OL1130402W	1	1	The leopard woman	1916	0.88	1.0	nyp.33433076062029
OL1130406W	2	1	The sign at six	1912	0.89	0.999	mdp.39015063974680|nyp.33433076061930
OL1130411W	4	2	Arizona nights	1907	0.88	1.0	uc2.ark+=13960=t5bc3v518|mdp.39015063974284|nyp.33433076038797|uc1.b3727412
OL1130412W	3	3	The blazed trail	1902	0.89	1.0	uc1.b3727413|nyp.33433076046345|mdp.39015058344485
OL1133478W	3	1	Bevis	1882	0.84	1.0	uiuo.ark+=13960=t0wq0gd7n|uiuo.ark+=13960=t7tm7qq42|uiuo.ark+=13960=t9h427g45
OL1139067W	1	1	The precipice	1916	0.89	1.0	uc2.ark+=13960=t9h41xr35
OL1145604W	1	1	Queer stories for boys and girls	1884	0.8	1.0	mdp.39015031228821
OL1145608W	1	1	The faith doctor;	1891	0.8	1.0	uc1.b4103981
OL1145615W	6	3	The Graysons: a story of Illinois	1888	0.89	1.0	uc1.b4103979|uc2.ark+=13960=t7dr2pz4j|mdp.39015031228839|nc01.ark+=13960=t42r4fd3t|uc2.ark+=13960=t6ww77h8m|uiuo.ark+=13960=t7hq40657
OL1148248W	3	2	Love's cross-currents;	1905	0.87	1.0	uc2.ark+=13960=t9v11zr3n|mdp.39015057200985|uc2.ark+=13960=t2q52hb7d
OL1149227W	3	2	The Duchess of Wrexe, her decline and death;	1914	0.9	1.0	mdp.39015063959657|uc2.ark+=13960=t9g44mj04|uva.x000896263
OL1149257W	5	2	The captives;	1920	0.9	1.0	uc2.ark+=13960=t9377c977|mdp.39015063959640|nyp.33433075755193|uc1.b3295276|uc2.ark+=13960=t9g44n18p
OL1149271W	3	3	The prelude to adventure	1912	0.89	1.0	mdp.39015018647829|uc2.ark+=13960=t7pn9180w|uc2.ark+=13960=t9474b398
OL1149273W	3	2	The wooden horse	1914	0.89	1.0	uc2.ark+=13960=t92808c97|mdp.39015006567971|uc2.ark+=13960=t5t72dk7r
OL1149276W	3	1	The dark forest	1916	0.84	0.997	mdp.39015004829753|nyp.33433082484381|uc2.ark+=13960=t4cn71z6c
OL114970W	3	1	Love's pilgrimage	1911	0.89	1.0	nyp.33433076039779|uc1.b4088972|uc2.ark+=13960=fk0ks6j264
OL115004W	2	2	The journal of Arthur Stirling	1903	0.58	1.0	nyp.33433076039738|nnc1.cu58379797
OL115020W	1	1	They call me Carpenter;	1922	0.82	1.0	mdp.39015030711827
OL115046W	3	2	Damaged goods;	1913	0.87	1.0	nyp.33433076039746|uc2.ark+=13960=t0gt5fm93|mdp.39015010682808
OL115051W	1	1	A captain of industry	1906	0.87	1.0	nyp.33433076039753
OL115055W	5	2	Prince Hagen	1903	0.82	1.0	njp.32101067176402|uc2.ark+=13960=t53f4mm8g|nyp.33433076039654|uc1.b4089008|uc2.ark+=13960=fk6vx06d43
OL115060W	2	1	Manassas;	1904	0.78	1.0	mdp.49015002542257|uc2.ark+=13960=t1cj87z9t
OL115073W	4	1	Jimmie Higgins;	1919	0.74	1.0	mdp.39015073390992|mdp.49015002553726|pst.000028680673|uc2.ark+=13960=t3416tv4j
OL1164734W	4	1	Rootabaga stories	1922	0.79	1.0	mdp.39015002758475|mdp.39015018287048|nc01.ark+=13960=t3st8pq36|nyp.33433076043185
OL1165870W	1	1	The magnetic north	1904	0.89	1.0	uc2.ark+=13960=fk4th8bt6h
OL1176757W	2	1	Greene Ferne farm	1880	0.89	1.0	mdp.39015059422025|nyp.33433074867486
OL1176782W	2	1	Wood magic	1881	0.88	1.0	uc2.ark+=13960=t6g15v68x|uc2.ark+=13960=t7dr2q69h
OL117873W	4	3	Robbery under arms	1912	0.89	1.0	njp.32101067631224|uc2.ark+=13960=t9t15092z|uc1.b3321414|uc2.ark+=13960=t3vt1r042
OL118959W	2	1	Paris	1898	0.83	1.0	mdp.39015014588159|mdp.39015053160845
OL118960W	3	1	Rome	1896	0.73	1.0	mdp.39015005713345|mdp.39015007013041|nyp.33433075837587
OL118967W	1	1	Truth	1912	0.74	1.0	uc2.ark+=13960=t2z31r99x
OL118968W	2	1	The dream	1907	0.82	1.0	mdp.39015005766749|uiuo.ark+=13960=t8w95424j
OL118978W	1	1	Lourdes	1897	0.9	1.0	nyp.33433075837728
OL118979W	1	1	Pot-Bouille	1882	0.81	1.0	njp.32101074875707
OL1202093W	1	1	A chain of evidence	1912	0.88	0.993	nyp.33433076076136
OL1202222W	1	1	Patty at home	1904	0.88	0.999	nyp.33433076073935
OL121231W	1	1	The Burgess animal book for children	1920	0.71	0.997	nyp.33433082300793
OL121233W	1	1	"Mother West Wind ""how"" stories"	1916	0.83	0.998	njp.32101074760446
OL121239W	1	1	The adventures of Grandfather Frog	1915	0.86	0.999	nyp.33433064202785
OL121240W	1	1	The adventures of old Mr. Toad	1916	0.87	1.0	nyp.33433064202801
OL121245W	1	1	"Mother West Wind ""why"" stories"	1915	0.88	0.999	mdp.39015082535421
OL121247W	1	1	The adventures of Unc' Billy Possum	1914	0.81	1.0	uc2.ark+=13960=t8pc2xt91
OL1217993W	1	1	Three soldiers	1921	0.84	1.0	nyp.33433082486238
OL1252616W	4	2	The garden of Allah	1904	0.9	1.0	mdp.39015059377633|mdp.49015002772011|uc2.ark+=13960=t9571c024|uc2.ark+=13960=t3mw2bz4j
OL1252617W	3	1	The green carnation	1894	0.79	1.0	uc1.b4094445|uc2.ark+=13960=t59c6sv0r|uva.x000211882
OL1253268W	2	2	The bronze eagle;	1915	0.86	1.0	nyp.33433075744858|uc2.ark+=13960=t6445kd5s
OL1266359W	1	1	Doctor Syn;	1915	0.89	1.0	mdp.39015005003275
OL1285567W	2	1	The master	1895	0.84	1.0	mdp.39015030113404|uc2.ark+=13960=t11n7z639
OL1285599W	1	1	The king of schnorrers;	1894	0.8	1.0	nnc1.0038018446
OL1285630W	2	1	The grey wig	1903	0.88	1.0	mdp.39015030113370|uc2.ark+=13960=t9q23x67v
OL1285632W	5	3	Dreamers of the Ghetto	1898	0.9	1.0	nyp.33433075861710|uc1.b3327218|uc2.ark+=13960=t6057jv90|uc2.ark+=13960=t58c9v44x|mdp.39015006978814
OL1285635W	1	1	Children of the ghetto;	1907	0.83	1.0	nnc1.0038018454
OL13173151W	3	2	The kiss, and other stories	1908	0.89	1.0	mdp.39015020809144|mdp.39015013871879|njp.32101067866481
OL134328W	1	1	Savrola;	1900	0.89	1.0	uc1.b299821
OL1347401W	2	1	Heritage	1919	0.89	0.999	mdp.39015002753120|uc2.ark+=13960=t73t9h33b
OL1347407W	2	2	The heir;	1922	0.83	1.0	mdp.39015002753138|uc2.ark+=13960=t4qj7bk0b
OL1349271W	2	2	Tarr	1918	0.88	1.0	uc1.32106005857609|mdp.39015011506139
OL136609W	2	1	Madame Chrysanthème	1897	0.9	1.0	uc1.b317827|uc2.ark+=13960=t2k64fq5d
OL137354W	4	2	Bab	1917	0.88	1.0	mdp.39015002717968|uc2.ark+=13960=t4th8f77f|nyp.33433076053820|uva.x001181105
OL137378W	3	2	Tish	1916	0.89	1.0	mdp.39015011882977|nyp.33433076047947|uc2.ark+=13960=t3nv9bd02
OL137380W	2	1	Love stories	1919	0.84	1.0	uc1.b3122335|uc2.ark+=13960=t9f47jb9s
OL137381W	3	2	More Tish	1921	0.89	1.0	mdp.39015063950029|nyp.33433076053804|uc2.ark+=13960=t87h1fc4z
OL137382W	3	1	When a man marries	1909	0.83	1.0	mdp.39015002717604|mdp.39015002717612|uc2.ark+=13960=t1qf8js9c
OL137391W	3	1	The amazing interlude	1918	0.84	1.0	mdp.39015002717745|nyp.33433076053838|uc2.ark+=13960=t8df6mj3j
OL137396W	1	1	The circular staircase	1908	0.89	1.0	njp.32101068602307
OL1375596W	1	1	Atlantis;	1912	0.89	1.0	mdp.49015001204594
OL137891W	1	1	In His steps;	1899	0.69	1.0	inu.32000002989350
OL1381218W	4	2	The untilled field	1903	0.89	1.0	nyp.33433074910195|uc2.ark+=13960=t13n2329s|njp.32101068585221|uc2.ark+=13960=t7vm4gd68
OL1381220W	5	2	A mummer's wife	1908	0.9	1.0	mdp.39015053574474|uc2.ark+=13960=t23b62b9n|nyp.33433074910161|uc1.b4103035|uc2.ark+=13960=t8w953v6d
OL1381223W	4	3	The brook Kerith;	1917	0.85	1.0	uc1.b3326147|uc2.ark+=13960=t6pz54q08|mdp.39015008456900|uc2.ark+=13960=t0gt5th1f
OL1417916W	1	1	The beasts of Tarzan	1916	0.88	1.0	wu.89039191218
OL1418238W	1	1	The mucker	1921	0.88	1.0	nyp.33433074848643
OL1418246W	1	1	Jungle tales of Tarzan	1919	0.88	1.0	nyp.33433074848650
OL1418250W	1	1	The son of Tarzan	1918	0.89	1.0	njp.32101068596491
OL141891W	6	3	Standish of Standish	1895	0.89	1.0	uc1.b248102|uc1.b248103|wu.89098866296|wu.89098866312|njp.32101067628493|mdp.39015005617033
OL1437468W	3	1	The adventurous Simplicissimus	1912	0.67	1.0	uc1.$b609402|uc2.ark+=13960=t3qv3j54p|uva.x000207902
OL144722W	3	1	On the Makaloa mat	1919	0.87	1.0	mdp.39015004287739|nyp.33433076076086|wu.89088299839
OL144771W	6	1	The game	1905	0.87	1.0	mdp.39015010219627|uc1.b3595162|uc1.b4105442|uc2.ark+=13960=fk4sj19x6n|uc2.ark+=13960=t3319t71v|wu.89005057542
OL144788W	3	1	The house of pride	1912	0.87	1.0	mdp.39015048894243|uc1.b4102227|uc2.ark+=13960=fk9z02zs4t
OL144791W	3	1	Love of life, and other stories	1907	0.82	1.0	mdp.39015005450922|uc1.b4102220|uc2.ark+=13960=fk8w951357
OL144801W	3	1	The turtles of Tasman	1916	0.86	1.0	mdp.39015048893989|uc1.b4102260|uc2.ark+=13960=fk6736mf65
OL144810W	1	1	The cruise of the Dazzler	1918	0.88	1.0	njp.32101079670590
OL144812W	1	1	A daughter of the snows	1902	0.89	1.0	inu.32000000658031
OL144814W	3	1	Jerry of the islands	1917	0.9	1.0	nyp.33433076076060|uc1.b4102226|uc2.ark+=13960=fk9765b15x
OL144818W	2	1	Tales of the fish patrol	1905	0.87	1.0	uc1.b4102262|uc2.ark+=13960=fk1ng4gr6n
OL144820W	1	1	Adventure	1911	0.89	1.0	mdp.39015005588507
OL1455038W	1	1	Moni the goat boy, and other stories;	1906	0.88	1.0	uc2.ark+=13960=t9c53m08v
OL148385W	1	1	The rajah's people	1910	0.81	1.0	uc2.ark+=13960=t5r787m0d
OL14848627W	1	1	The finding of Jasper Holt	1916	0.88	1.0	nyp.33433076064058
OL14848634W	2	1	The man of the desert	1914	0.89	1.0	uc1.b3322395|uc2.ark+=13960=t88g8h02h
OL14848636W	2	1	The girl from Montana	1922	0.83	1.0	nyp.33433076064041|uc2.ark+=13960=t34179g96
OL14861161W	3	2	The other house	1897	0.84	1.0	njp.32101068599685|uc2.ark+=13960=t0wp9ts1w|uc2.ark+=13960=t8qb9vv8s
OL1487967W	1	1	God's good man	1904	0.88	1.0	mdp.39015063547494
OL1487972W	4	2	Holy orders	1908	0.81	1.0	uc2.ark+=13960=t0tq5tg2j|mdp.39015063547502|nyp.33433081580841|uc2.ark+=13960=t4mk6d36t
OL1491809W	3	3	A young girl's wooing	1884	0.9	1.0	mdp.39015050791733|uc2.ark+=13960=t1wd3q30f|njp.32101065710467
OL1492544W	2	1	Guy Rivers;	1890	0.78	1.0	njp.32101067176295|uc1.$b441042
OL1492745W	3	1	Katy of Catoctin;	1886	0.9	1.0	mdp.39015063927068|nc01.ark+=13960=t2m624g15|uc2.ark+=13960=t9j38m55d
OL15040856W	3	1	A little princess;	1905	0.89	1.0	mdp.39015012328574|uva.x000598151|wu.89098013634
OL1504559W	1	1	The idol of Paris;	1922	0.83	1.0	uc2.ark+=13960=t8sb41m8f
OL15127746W	6	3	Traffics and discoveries	1904	0.81	1.0	nyp.33433074866496|uc1.b4658797|mdp.39015019976045|nyp.33433074866488|mdp.39015014776317|mdp.39015031242897
OL15127849W	14	3	The works of Rudyard Kipling	1899	0.83	1.0	mdp.39015066709703|mdp.39015066709711|mdp.39015066709851|mdp.39015066709869|mdp.39015066709877|mdp.39015066710123|mdp.39015066710131|mdp.39015066710149|mdp.39015066710297|mdp.39015066710446|wu.89081877441|wu.89081877458|wu.89001039791|wu.89001039809
OL15136945W	6	4	The crime of Sylvestre Bonnard	1922	0.84	1.0	uc2.ark+=13960=t3610zn0x|uc2.ark+=13960=t47p8x35x|mdp.39015030372406|uc1.32106001743803|uc1.b4363775|uc2.ark+=13960=t78s4ns57
OL1514090W	1	1	Homo sapiens;	1915	0.83	1.0	mdp.39015027365348
OL1514922W	1	1	Raggedy Ann stories	1918	0.86	1.0	uva.x002185187
OL1515129W	6	4	Many cargoes	1903	0.89	1.0	mdp.39015005100113|uc2.ark+=13960=t77s7k78h|uc2.ark+=13960=t16m37p5j|njp.32101063581068|uc2.ark+=13960=t2r49mt81|uc2.ark+=13960=t25b01k7r
OL1515171W	3	3	The lady of the barge	1902	0.89	1.0	uc2.ark+=13960=t42r3pj34|uc2.ark+=13960=t30292p8c|mdp.39015005100097
OL15176339W	1	1	The American claimant	1898	0.88	0.981	mdp.39015018600646
OL1518000W	2	2	Tam o' the scoots	1919	0.75	1.0	uc2.ark+=13960=t0xp7770r|uc2.ark+=13960=t6ww78z2z
OL15184079W	6	3	The $30,000 bequest	1917	0.75	1.0	nyp.33433074842380|uc2.ark+=13960=t9959dn34|mdp.39015047754505|uc2.ark+=13960=fk4vh5cq0h|uc1.b4719573|uc2.ark+=13960=fk71v5bv6j
OL15187391W	2	1	The happy prince	1907	0.75	0.999	uc1.b4102113|uc2.ark+=13960=t4sj1nd43
OL15212577W	4	2	Marching men	1917	0.89	1.0	mdp.39015011677401|uc2.ark+=13960=fk1td9n70k|njp.32101068580792|uc2.ark+=13960=t75t3gr0b
OL15212579W	2	1	Windy McPherson's son	1922	0.84	1.0	uc1.b4381200|uc2.ark+=13960=fk7xk8538w
OL15230749W	3	1	Jerusalem;	1915	0.83	1.0	mdp.39015005161669|uc2.ark+=13960=t2m61f22m|uva.x000853598
OL15239340W	3	1	Life's little ironies;	1894	0.89	1.0	mdp.39015013250512|mdp.39015051149642|uva.x000946791
OL1526698W	2	1	Athalie	1915	0.85	0.999	nyp.33433074809132|uc2.ark+=13960=t55d8pp7h
OL1526726W	2	2	The red republic;	1895	0.9	1.0	nyp.33433074809447|uc2.ark+=13960=t9x05z112
OL1526737W	1	1	Special messenger	1909	0.87	1.0	uc2.ark+=13960=t52f7kb0f
OL1526738W	3	2	Who goes there!	1915	0.88	1.0	nyp.33433074809397|njp.32101063605578|uc2.ark+=13960=t9474889p
OL1526748W	2	1	Cardigan	1901	0.83	1.0	njp.32101067937571|uc2.ark+=13960=t6vx06g3q
OL1528824W	2	1	Five little Peppers at school	1903	0.9	1.0	uc1.b4088273|uc2.ark+=13960=fk3fx74335
OL15301658W	2	2	The valley of the moon	1913	0.9	1.0	uc2.ark+=13960=t3qv3d77c|uc2.ark+=13960=t49p2xg56
OL15439W	2	1	What's mine's mine	1886	0.89	1.0	uc1.$b349058|uc2.ark+=13960=t4gm84w4q
OL1544982W	5	2	Parisian points of view	1894	0.88	0.999	mdp.39015039506467|mdp.39015066078752|uc1.b317754|nyp.33433075826259|uc2.ark+=13960=t3319vq40
OL1546079W	3	1	Within an inch of his life	1915	0.89	1.0	mdp.39015034104169|uc2.ark+=13960=t2w37mb7d|uc2.ark+=13960=t6vx06q7s
OL15578053W	1	1	First love	1907	0.82	1.0	mdp.39015008640982
OL1579286W	1	1	A hero of our time	1916	0.88	0.999	uc1.b5296851
OL15844326W	1	1	Noa-Noa	1919	0.63	0.999	yale.39002009214207
OL15849063W	2	2	Ursule Miroue̲t and other stories	1898	0.89	1.0	uc2.ark+=13960=t09w0bs1g|uc2.ark+=13960=t2d797c35
OL16246212W	1	1	The complete short stories of Guy de Maupassant	1903	0.85	1.0	mdp.39015033410633
OL16312657W	2	1	The home and the world	1919	0.8	1.0	mdp.39015008551015|mdp.39015055590288
OL163273W	2	2	The poor little rich girl	1913	0.84	1.0	uc2.ark+=13960=t2d797s9f|uva.x004614893
OL166970W	1	1	Buried alive;	1881	0.79	1.0	nyp.33433073355640
OL16745700W	2	1	Dodo wonders--	1921	0.84	1.0	njp.32101064787714|uc2.ark+=13960=t3125vp2s
OL16747001W	2	1	Emma McChesney & co	1915	0.89	1.0	mdp.39015002725631|uva.x001423204
OL16786466W	1	1	Twelve stories and a dream	1903	0.79	1.0	uc2.ark+=13960=t6zw1n353
OL17454W	1	1	Pearl-maiden;	1903	0.86	0.999	nyp.33433074850110
OL176079W	6	1	Heart and science;	1883	0.89	1.0	mdp.39015063542123|mdp.39015063542131|mdp.39015063542149|uc1.b4104606|uc1.b4104607|uc1.b4104608
OL17679866W	2	1	The rose of old St. Louis	1904	0.81	1.0	uc1.b3548237|uc2.ark+=13960=t58c9sc66
OL1774393W	5	4	The choir invisible	1897	0.89	1.0	mdp.39015063740164|nyp.33433082168851|njp.32101063579948|nyp.33433082168836|mdp.39015063740057
OL1774394W	4	4	A Kentucky cardinal	1894	0.75	1.0	nyp.33433082171251|mdp.39015030127974|mdp.39015030843422|nyp.33433082171244
OL1793143W	2	1	John Ingerfield	1894	0.89	1.0	mdp.39015011710061|uc2.ark+=13960=t83j3gn2v
OL1793153W	3	1	The observations of Henry	1901	0.81	1.0	mdp.39015047636884|nyp.33433074863873|uc2.ark+=13960=t9862j09j
OL1793159W	2	1	Sketches in lavender, blue, and green	1897	0.89	1.0	mdp.39015005150282|uc2.ark+=13960=t8mc8tc9m
OL1793190W	2	1	Told after supper	1891	0.78	1.0	uc1.b3324431|uc2.ark+=13960=t0ks6sh0h
OL1794398W	1	1	The pagans	1884	0.83	0.999	mdp.39015059395742
OL1794488W	4	3	Bonnie Prince Charlie	1900	0.89	1.0	mdp.39015073486972|mdp.39015073486980|mdp.39015073486964|uc2.ark+=13960=t4zg6n378
OL1794494W	7	3	By England's aid, or, The freeing of the Netherlands (1585-1604)	1894	0.89	1.0	mdp.39015073486899|mdp.39015073486832|mdp.39015073486931|mdp.39015073486840|mdp.39015073486857|mdp.39015073486865|uc2.ark+=13960=t0cv4c167
OL1794496W	1	1	By pike and dyke	1890	0.88	1.0	mdp.39015073487574
OL1794500W	1	1	Captain Bayley's heir	1910	0.88	1.0	mdp.39015073478839
OL1794508W	2	1	For name and fame, or, Through Afghan passes	1880	0.89	1.0	mdp.39015023998449|uc2.ark+=13960=t4qj79t7f
OL1794528W	3	2	St. Bartholomew's eve;	1893	0.89	1.0	uc2.ark+=13960=t7dr2q662|mdp.39015073479340|mdp.39015073479357
OL1794541W	3	1	With Cochrane the dauntless	1896	0.87	1.0	mdp.39015073480132|nyp.33433082547575|uc2.ark+=13960=t2c82660f
OL1794578W	1	1	The bravest of the brave, or, With Peterborough in Spain	1900	0.89	1.0	mdp.39015073487053
OL1794579W	2	1	The lion of St. Mark	1903	0.61	1.0	mdp.39015073484084|uc2.ark+=13960=t09w0bk9n
OL1794600W	5	2	On the Irrawaddy;	1897	0.89	1.0	mdp.39015019158644|mdp.39015073484142|uc2.ark+=13960=t7np1xg0b|mdp.39015073484159|nyp.33433082305826
OL1794602W	2	1	With Clive in India, or, The beginnings of an empire	1894	0.89	1.0	mdp.39015073480264|mdp.39015073480272
OL1794607W	3	2	A roving commission, or, Through the black insurrection of Hayti	1900	0.88	1.0	mdp.39015073479324|nc01.ark+=13960=t9s191z5j|uc2.ark+=13960=t4mk67409
OL1794612W	1	1	The cornet of horse	1897	0.89	1.0	mdp.39015073486550
OL1794613W	3	1	In Greek waters	1892	0.51	1.0	mdp.39015073428834|nc01.ark+=13960=t39036902|uc2.ark+=13960=t36111h29
