ol_work_key	ol_title	ol_author_name	ol_first_publish_year	canonical	goodreads_work_id	gr_original_title	gr_original_publication_year	title_match_type	title_match_types	matched_book_ids	matched_book_titles	ratings_count	text_reviews_count	match_status	author_match_quality	matched_goodreads_author
/works/OL11014522W	The Four-Chambered Heart	Anaïs Nin	1950	0	19783	Four Chambered Heart	1950	BOOK_BASE	BOOK_BASE	"[""18343"", ""22813080""]"	"[""The Four-Chambered Heart: V3 in Nin's Continuous Novel""]"	441	27	REVIEW_BASE	EXACT_NAME	Anais Nin
/works/OL1109103W	Rosalynde	Lodge, Thomas	1900	0	1534534		1592	BOOK_BASE	BOOK_BASE	"[""1542314""]"	"[""Rosalynde; Or, Euphues' Golden Legacy""]"	39	3	REVIEW_BASE	EXACT_NAME	Thomas Lodge
/works/OL1113789W	Mr. Kris Kringle	S. Weir Mitchell	1893	0	2846389	Mr. Kris Kringle: A Christmas Tale (1904)	2007	WORK_BASE	WORK_BASE|BOOK_BASE	"[""2750813""]"	"[""Mr. Kris Kringle: A Christmas Tale, and Wear and Tear; Or, Hints for the Overworked (Iilustrated Edition)""]"	24	6	REVIEW_BASE	EXACT_NAME	S. Weir Mitchell
/works/OL112001W	Sailor on Horseback	Stone, Irving	1938	0	13731641	Sailor on Horseback: a biography of Jack London	1938	WORK_BASE	WORK_BASE|BOOK_BASE	"[""11902346""]"	"[""Sailor on Horseback: Jack London""]"	189	20	REVIEW_BASE	EXACT_NAME	Irving Stone
/works/OL1127994W	A First Family of Tasajara	Bret Harte	1891	0	47062650		2005	BOOK_BASE	BOOK_BASE	"[""29237755""]"	"[""A First Family of Tasajara: The Queen of the Pirate Isle""]"	3	1	REVIEW_BASE	EXACT_NAME	Bret Harte
/works/OL1132870W	The lock and key library	Thomas De Quincey	1909	0	23853196		1909	BOOK_BASE	BOOK_BASE	"[""10963387""]"	"[""The Lock and Key Library: Old-Time English Stories""]"	14	6	REVIEW_BASE	EXACT_NAME	Thomas de Quincey
/works/OL113974W	A curtain of green	Eudora Welty	1941	0	75091	A Curtain of Green, and Other Stories	1941	BOOK_BASE	BOOK_BASE	"[""12594""]"	"[""A Curtain of Green: and Other Stories""]"	820	74	REVIEW_BASE	EXACT_NAME	Eudora Welty
/works/OL114018W	The Gothic quest	Montague Summers	1938	0	1705572	The Gothic Quest: A History of the Gothic Novel	1938	WORK_BASE	WORK_BASE|BOOK_BASE	"[""1708398""]"	"[""The Gothic Quest: A History of the Gothic Novel""]"	18	2	REVIEW_BASE	EXACT_NAME	Montague Summers
/works/OL1140283W	Other Gods	Pearl S. Buck	1938	0	1067517	Other Gods: An American Legend	1940	WORK_BASE	WORK_BASE|BOOK_BASE	"[""1080782""]"	"[""Other Gods: An American Legend""]"	26	5	REVIEW_BASE	EXACT_NAME	Pearl S. Buck
/works/OL1142239W	Ezra Pound	T. S. Eliot	1917	0	394718	Ezra Pound: His Metric And Poetry	1918	WORK_BASE	WORK_BASE|BOOK_BASE	"[""32722318""]"	"[""Ezra Pound: His Metric and Poetry""]"	70	3	REVIEW_BASE	EXACT_NAME	T.S. Eliot
/works/OL11465755W	Село Степанчиково и его обитатели	Fyodor Mikhaylovich Dostoyevsky	1920	0	591515	Selo Stepanchikovo i ego obitateli; Zapiski iz Mertvogo doma; Skvernyi anekdot; Zapiski iz podpol'ia	1972	BOOK_BASE	BOOK_BASE	"[""604959""]"	"[""Село Степанчиково и его обитатели; Записки из Мертвого дома; Скверный анекдот; Записки из подполья""]"	39	3	REVIEW_BASE	GIVEN_NAME_COMPATIBLE	Fyodor Dostoyevsky
/works/OL1149227W	The Duchess of Wrexe, her decline and death	Walpole, Hugh	1914	0	1361883	The Duchess Of Wrexe Her Decline And Death: A Romantic Commentary	1914	WORK_BASE	WORK_BASE|BOOK_BASE	"[""1372019""]"	"[""The Duchess of Wrexe Her Decline and Death: A Romantic Commentary""]"	13	4	REVIEW_BASE	EXACT_NAME	Hugh Walpole
/works/OL115059W	Boston	Upton Sinclair	1928	0	53452	Boston: A Documentary Novel of the Sacco-Vanzetti Case	1928	WORK_BASE	WORK_BASE|BOOK_BASE	"[""9586845""]"	"[""Boston: A Documentary Novel of the Sacco-Vanzetti Case""]"	64	13	REVIEW_BASE	EXACT_NAME	Upton Sinclair
/works/OL115060W	Manassas	Upton Sinclair	1904	0	1993875	Manassas: A Novel of the War	1904	WORK_BASE	WORK_BASE|BOOK_BASE	"[""2650476""]"	"[""Manassas: A Novel of the War""]"	20	4	REVIEW_BASE	EXACT_NAME	Upton Sinclair
/works/OL115066W	The flivver king	Upton Sinclair	1937	0	804218	The Flivver King: A Story of Ford-America	1937	WORK_BASE	WORK_BASE|BOOK_BASE	"[""818353"", ""3564866""]"	"[""The Flivver King: A Story of Ford-America""]"	307	27	REVIEW_BASE	EXACT_NAME	Upton Sinclair
/works/OL11662274W	The female pen	Bridget G MacCarthy	1948	0	2141621	The Female Pen: Women Writer's and Novelists, 1621-1818	1994	WORK_BASE	WORK_BASE|BOOK_BASE	"[""2136136""]"	"[""The Female Pen: Women Writer's and Novelists, 1621-1818""]"	5	1	REVIEW_BASE	GIVEN_NAME_COMPATIBLE	B.G. MacCarthy
/works/OL116653W	Lige Mounts	Linderman, Frank Bird	1922	0	2112442	Lige Mounts, Free Trapper	2005	BOOK_BASE	BOOK_BASE	"[""5412769""]"	"[""Lige Mounts: Free Trapper""]"	7	2	REVIEW_BASE	EXACT_NAME	Frank Bird Linderman
/works/OL1167842W	The orators	W. H. Auden	1932	0	3174143	The Orators: an English Study	1932	WORK_BASE	WORK_BASE|BOOK_BASE	"[""3142676""]"	"[""The Orators: An English Study""]"	12	4	REVIEW_BASE	EXACT_NAME	W.H. Auden
/works/OL11837490W	Romola: & Theophrastus Such	George Eliot	1889	0	1581651	Romola	1863	WORK_BASE	WORK_BASE|BOOK_BASE	"[""689396"", ""835508"", ""1948991"", ""2337396"", ""15778922"", ""19065096"", ""25326998"", ""29315207""]"	"[""Romola""]"	3384	155	REVIEW_BASE	EXACT_NAME	George Eliot
/works/OL11867322W	Pocahontas and Captain John Smith	Marie Abrams Lawson	1950	0	13332020	Pocahontas and Captain John Smith: The Story of the Virginia Colony	1950	WORK_BASE	WORK_BASE|BOOK_BASE	"[""8467492""]"	"[""Pocahontas and Captain John Smith: The Story of the Virginia Colony""]"	17	1	REVIEW_BASE	GIVEN_NAME_COMPATIBLE	Marie Lawson
/works/OL1197080W	Penelope's man	Erskine, John	1928	0	971356	Penelope's Man: The Homing Instinct	1927	WORK_BASE	WORK_BASE|BOOK_BASE	"[""6338101""]"	"[""Penelope's Man: The Homing Instinct""]"	5	1	REVIEW_BASE	EXACT_NAME	John Erskine
/works/OL1197104W	Galahad	Erskine, John	1926	0	1453943	Galahad: Enough of His Life to Explain His Reputation	1926	WORK_BASE	WORK_BASE|BOOK_BASE	"[""1463065""]"	"[""Galahad: Enough of His Life to Explain His Reputation""]"	22	1	REVIEW_BASE	EXACT_NAME	John Erskine
/works/OL1198578W	The great tradition	F. R. Leavis	1948	0	1943551	The Great Tradition: George Eliot, Henry James, Joseph Conrad	1948	WORK_BASE	WORK_BASE|BOOK_BASE	"[""1114002"", ""4035573""]"	"[""The Great Tradition: George Eliot, Henry James, Joseph Conrad""]"	79	7	REVIEW_BASE	EXACT_NAME	F.R. Leavis
/works/OL1215965W	The king and the corpse	Heinrich Robert Zimmer	1948	0	773537	The King and the Corpse: Tales of the Soul's Conquest of Evil	1948	WORK_BASE	WORK_BASE|BOOK_BASE	"[""787547""]"	"[""The King and the Corpse: Tales of the Soul's Conquest of Evil""]"	181	10	REVIEW_BASE	EXACT_NAME	Heinrich Robert Zimmer
/works/OL12201439W	The splendid outcast	Beryl Markham	1920	0	1769732	Splendid Outcast: Beryl Markham's African Stories	1987	BOOK_BASE	BOOK_BASE	"[""37282"", ""1771576""]"	"[""The Splendid Outcast: Beryl Markham's African Stories""]"	264	29	REVIEW_BASE	EXACT_NAME	Beryl Markham
/works/OL1230156W	Henry Lawson	Henry Lawson	1947	0	46135107		2010	BOOK_BASE	BOOK_BASE	"[""924355""]"	"[""Henry Lawson: Selected Stories""]"	25	2	REVIEW_BASE	EXACT_NAME	Henry Lawson
/works/OL12307576W	Gotická duše: román Jiřího Karáska ze Lvovic	Jiří Karásek ze Lvovic	1905	0	21875732		1921	BOOK_BASE	BOOK_BASE	"[""16078480""]"	"[""Gotická duše""]"	30	2	REVIEW_BASE	EXACT_NAME	Jiri Karasek ze Lvovic
/works/OL1242775W	A Maigret trio	Georges Simenon	1940	0	135545	A Maigret Trio: Maigret's Failure/Maigret and the Lazy Burglar/Maigret in Society (A Harvest Book)	1940	WORK_BASE	WORK_BASE|BOOK_BASE	"[""140643""]"	"[""A Maigret Trio: Maigret’s Failure, Maigret in Society, Maigret and the Lazy Burglar""]"	95	14	REVIEW_BASE	EXACT_NAME	Georges Simenon
/works/OL12820W	The troll garden	Willa Cather	1905	0	2466718	The Troll Garden: Short Stories	1905	WORK_BASE	WORK_BASE|BOOK_BASE	"[""459301""]"	"[""The Troll Garden: Short Stories""]"	261	35	REVIEW_BASE	EXACT_NAME	Willa Cather
/works/OL1301748W	The Seven Miracles of Gubbio and the Eighth	Raymond Léopold Bruckberger	1948	0	2441942	The Seven Miracles of Gubbio and the Eighth: A Parable	1962	WORK_BASE	WORK_BASE	[]	[]	4	1	REVIEW_BASE	EXACT_NAME	Raymond Leopold Bruckberger
/works/OL13096721W	The Ordeal of Richard Feverel: A History of a Father and Son	Meredith, George	1896	0	407516	The Ordeal of Richard Feverel: A History of Father and Son	1859	WORK_BASE	WORK_BASE|BOOK_BASE	"[""20708""]"	"[""The Ordeal of Richard Feverel""]"	193	13	REVIEW_BASE	EXACT_NAME	George Meredith
/works/OL13101669W	A Fool's Errand: By One of the Fools; the Famous Romance of American History ..	Albion Winegar Tourgée	1880	0	1119235	A Fool's Errand	1878	WORK_BASE	WORK_BASE|BOOK_BASE	"[""1132025"", ""13186442""]"	"[""A Fool's Errand"", ""A Fool's Errand: By One of the Fools""]"	98	14	REVIEW_BASE	GIVEN_NAME_COMPATIBLE	Albion W. Tourgee
/works/OL13129664W	Elsie at Nantucket: A Sequel to Elsie's New Relations	Martha Finley	1884	0	2552610	Elsie at Nantucket	1884	WORK_BASE	WORK_BASE	[]	[]	225	10	REVIEW_BASE	EXACT_NAME	Martha Finley
/works/OL1313024W	The woman who was poor	Léon Bloy	1939	0	2310630	La Femme pauvre	1897	BOOK_BASE	BOOK_BASE	"[""22346849""]"	"[""The Woman Who Was Poor: A Novel""]"	56	8	REVIEW_BASE	EXACT_NAME	Leon Bloy
/works/OL1337044W	Jeeves	P. G. Wodehouse	1923	0	46242685			BOOK_BASE	BOOK_BASE	"[""6266230""]"	"[""Jeeves: L'Inimitables Jeeves / Allez-y, Jeeves / Merci, Jeeves / Ça va, Jeeves?""]"	18	1	REVIEW_BASE	EXACT_NAME	P.G. Wodehouse
/works/OL134328W	Savrola	Churchill, Winston	1897	0	1716692	Savrola: A Tale Of Revolution In Laurania	1898	WORK_BASE	WORK_BASE|BOOK_BASE	"[""1719346"", ""10212830"", ""16089533""]"	"[""Savrola: A Tale Of Revolution In Laurania"", ""Savrola: A Tale of the Revolution in Laurania""]"	51	6	REVIEW_BASE	GIVEN_NAME_COMPATIBLE	Winston S. Churchill
/works/OL137342W	The Mary Roberts Rinehart crime book	Mary Roberts Rinehart	1925	0	658725	The Mary Roberts Rinehart Crime Book: The Door / The Confession / The Red Lamp	2010	WORK_BASE	WORK_BASE	[]	[]	27	4	REVIEW_BASE	EXACT_NAME	Mary Roberts Rinehart
/works/OL13796151W	The toy shop	Gerry, Margarita (Spalding)	1908	0	3305039	The Toy Shop: A Romantic Story Of Lincoln The Man (1908)	1908	WORK_BASE	WORK_BASE|BOOK_BASE	"[""3269698""]"	"[""The Toy Shop: A Romantic Story of Lincoln the Man (1908)""]"	3	1	REVIEW_BASE	EXACT_NAME	Margarita Spalding Gerry
/works/OL139826W	Murder for pleasure	Howard Haycraft	1941	0	821198	Murder for Pleasure: The Life and Times of the Detective Story	1941	WORK_BASE	WORK_BASE|BOOK_BASE	"[""835584""]"	"[""Murder for Pleasure: The Life and Times of the Detective Story""]"	23	6	REVIEW_BASE	EXACT_NAME	Howard Haycraft
/works/OL1418179W	The master mind of Mars : being a tale of weird and wonderful happenings on the red planet	Edgar Rice Burroughs	1928	0	1129588	The Master Mind of Mars	1927	WORK_BASE	WORK_BASE	[]	[]	3956	100	REVIEW_BASE	EXACT_NAME	Edgar Rice Burroughs
/works/OL1418220W	Tarzan and the lost empire	Edgar Rice Burroughs	1929	0	813944	Tarzan and the Lost Empire: (#12) (Tarzan Novels, No. 12)	1928	WORK_BASE	WORK_BASE	[]	[]	1156	28	REVIEW_BASE	EXACT_NAME	Edgar Rice Burroughs
/works/OL1446720W	The old order	Katherine Anne Porter	1944	0	550021	The Old Order: Stories of the South	1955	WORK_BASE	WORK_BASE|BOOK_BASE	"[""562880""]"	"[""The Old Order: Stories of the South""]"	165	15	REVIEW_BASE	EXACT_NAME	Katherine Anne Porter
/works/OL144785W	The House of Pride	Jack London	1916	0	123790	The House of Pride and Other Tales of Hawaii	1912	BOOK_BASE	BOOK_BASE	"[""22690144""]"	"[""The House of Pride: and Other Tales of Hawaii""]"	196	23	REVIEW_BASE	EXACT_NAME	Jack London
/works/OL1464615W	Holiday tales	Murray, W. H. H.	1897	0	496465	Holiday Tales: Christmas in the Adirondacks	1897	WORK_BASE	WORK_BASE|BOOK_BASE	"[""508442"", ""12152970""]"	"[""Holiday Tales: Christmas in the Adirondacks""]"	70	12	REVIEW_BASE	GIVEN_NAME_COMPATIBLE	William Henry Harrison Murray
/works/OL147170W	The Plymouth adventure	Ernest Gébler	1950	0	10023746		1950	BOOK_BASE	BOOK_BASE	"[""7602312""]"	"[""The Plymouth Adventure : A Chronicle Novel of the Voyage of the Mayflower""]"	16	4	REVIEW_BASE	EXACT_NAME	Ernest Gebler
/works/OL1479844W	Blaze and the forest fire	Anderson, C. W.	1938	0	842548	Blaze And The Forest Fire: Billy And Blaze Spread The Alarm (Billy and Blaze Books)	1969	WORK_BASE	WORK_BASE|BOOK_BASE	"[""857094""]"	"[""Blaze and the Forest Fire: Billy and Blaze Spread the Alarm""]"	434	24	REVIEW_BASE	EXACT_NAME	C.W. Anderson
/works/OL1479845W	Billy and Blaze	Anderson, C. W.	1936	0	105901	Billy And Blaze : A Boy And His Pony	1969	WORK_BASE	WORK_BASE|BOOK_BASE	"[""109881""]"	"[""Billy And Blaze: A Boy And His Pony""]"	2426	79	REVIEW_BASE	EXACT_NAME	C.W. Anderson
/works/OL14854474W	Foreign mud	Maurice Collis	1946	0	920770	Foreign Mud, Being an Account of the Opium Imbroglio at Canton in the 1830s and the Anglo-Chinese War that Followed	1946	BOOK_BASE	BOOK_BASE	"[""935786""]"	"[""Foreign Mud: Being an Account of the Opium Imbroglio at Canton in the 1830s and the Anglo-Chinese War that Followed""]"	30	2	REVIEW_BASE	EXACT_NAME	Maurice Collis
/works/OL14857701W	The Female Of The Species	Ellery QUEEN	1943	0	2529588	The Female Of The Species: The Great Women Detectives And Criminals	2007	WORK_BASE	WORK_BASE|BOOK_BASE	"[""2522181""]"	"[""The Female of the Species: The Great Women Detectives and Criminals""]"	8	1	REVIEW_BASE	EXACT_NAME	Ellery Queen
/works/OL14867063W	The transposed heads	Thomas Mann	1941	0	85007	Die vertauschten Kopfe. Eine indische Legende	1940	BOOK_BASE	BOOK_BASE	"[""88081"", ""8041699""]"	"[""The Transposed Heads: A Legend of India""]"	463	27	REVIEW_BASE	EXACT_NAME	Thomas Mann
/works/OL1487499W	Dorothy Forster	Besant, Walter	1884	0	48332889			BOOK_BASE	BOOK_BASE	"[""10395790""]"	"[""Dorothy Forster: A Novel, Volume 2""]"	0	2	REVIEW_BASE	EXACT_NAME	Walter Besant
/works/OL1487943W	The sorrows of Satan, or, The strange experience of one Geoffrey Tempest, millionaire ; a romance	Corelli, Marie	1895	0	785231	The Sorrows of Satan or The Strange Experience of One Geoffrey Tempest, Millionaire	1895	WORK_BASE	WORK_BASE|BOOK_BASE	"[""799266""]"	"[""The Sorrows of Satan or The Strange Experience of One Geoffrey Tempest, Millionaire""]"	659	81	REVIEW_BASE	EXACT_NAME	Marie Corelli
/works/OL1492544W	Guy Rivers	Simms, William Gilmore	1882	0	1059955	Guy Rivers (C)	1993	BOOK_BASE	BOOK_BASE	"[""1073260""]"	"[""Guy Rivers: A Tale of Georgia""]"	6	1	REVIEW_BASE	EXACT_NAME	William Gilmore Simms
/works/OL15047297W	Bumble bugs and elephants	Margaret Wise Brown	1938	0	2216653	Bumble Bugs and Elephants: A Big and Little Book	1938	WORK_BASE	WORK_BASE|BOOK_BASE	"[""237373""]"	"[""Bumble Bugs and Elephants: A Big and Little Book""]"	75	16	REVIEW_BASE	EXACT_NAME	Margaret Wise Brown
/works/OL15146249W	Meet Molly	Valerie Tripp	1943	0	194486	Meet Molly, an American Girl (American Girls: Molly, #1)	1986	BOOK_BASE	BOOK_BASE	"[""201009"", ""1374587"", ""12099892""]"	"[""Meet Molly: An American Girl"", ""Meet Molly: An American Girl (American Girls: Molly, #1)""]"	7657	180	REVIEW_BASE	EXACT_NAME	Valerie Tripp
/works/OL1514915W	Raggedy Ann in the deep deep woods	Johnny Gruelle	1930	0	697934		2013	BOOK_BASE	BOOK_BASE	"[""711672""]"	"[""Raggedy Ann in the Deep Deep Woods: Classic Edition""]"	78	6	REVIEW_BASE	EXACT_NAME	Johnny Gruelle
/works/OL1514917W	Raggedy Ann and Andy	Johnny Gruelle	1944	0	3774579	Raggedy Ann and Andy the First Treasury		BOOK_BASE	BOOK_BASE	"[""3730806""]"	"[""Raggedy Ann and Andy: The First Treasury""]"	19	2	REVIEW_BASE	EXACT_NAME	Johnny Gruelle
/works/OL15156562W	Eyes Wide Open	Steve DeWitt	1949	0	18954073		2012	BOOK_BASE	BOOK_BASE	"[""13444886""]"	"[""Eyes Wide Open: Enjoying God in Everything""]"	211	29	REVIEW_BASE	EXACT_NAME	Steve DeWitt
/works/OL151791W	The fish with the deep sea smile	Margaret Wise Brown	1938	0	1330455	The Fish with the Deep Sea Smile: Stories and Poems for Reading to Young Children	1988	WORK_BASE	WORK_BASE|BOOK_BASE	"[""4961328""]"	"[""The Fish with the Deep Sea Smile: Stories and Poems for Reading to Young Children""]"	56	18	REVIEW_BASE	EXACT_NAME	Margaret Wise Brown
/works/OL15190957W	Ray Bradbury Stories, Volume 1	Ray Bradbury	1897	0	26872612		2010	BOOK_BASE	BOOK_BASE	"[""18872856""]"	"[""Ray Bradbury Stories Volume 1: v. 1""]"	124	3	REVIEW_BASE	EXACT_NAME	Ray Bradbury
/works/OL15202836W	Josephus	Josephus, Flavius.	1926	0	658513	The Works of Josephus	100	BOOK_BASE	BOOK_BASE	"[""6495260"", ""11980344""]"	"[""Josephus: Complete Works"", ""Josephus: The Complete Works""]"	1584	77	REVIEW_BASE	EXACT_NAME	Flavius Josephus
/works/OL15248324W	Theras	Caroline Dale Snedeker	1920	0	567986	Theras: The Story of an Athenian Boy	1920	WORK_BASE	WORK_BASE	[]	[]	417	29	REVIEW_BASE	EXACT_NAME	Caroline Dale Snedeker
/works/OL1526388W	Phebe Fairchild	Lenski, Lois	1936	0	41948	Phebe Fairchild: Her Book	1936	WORK_BASE	WORK_BASE|BOOK_BASE	"[""42465"", ""36325624""]"	"[""Phebe Fairchild: Her Book""]"	19	5	REVIEW_BASE	EXACT_NAME	Lois Lenski
/works/OL1526395W	Indian captive	Lenski, Lois	1941	0	1560636	Indian Captive: The Story of Mary Jemison	1941	WORK_BASE	WORK_BASE|BOOK_BASE	"[""42466"", ""2955068"", ""4336120"", ""12163632"", ""18568580"", ""18923872""]"	"[""Indian Captive: The Story of Mary Jemison""]"	8028	383	REVIEW_BASE	EXACT_NAME	Lois Lenski
/works/OL1527066W	Martha of California	Otis, James	1913	0	15877436		1913	BOOK_BASE	BOOK_BASE	"[""10993587""]"	"[""Martha of California: A Story of the California Trail""]"	5	1	REVIEW_BASE	EXACT_NAME	James Otis
/works/OL1527074W	Toby Tyler	Otis, James	1881	0	1090955	Toby Tyler, or Ten Weeks with a Circus	1880	BOOK_BASE	BOOK_BASE	"[""22448771""]"	"[""Toby Tyler;: Or, Ten weeks with a circus,""]"	304	43	REVIEW_BASE	EXACT_NAME	James Otis
/works/OL1527233W	The Aztec treasure-house	Thomas Allibone Janvier	1890	0	22237324		2012	BOOK_BASE	BOOK_BASE	"[""16235346""]"	"[""The Aztec Treasure-House: A Lost Race Novel""]"	3	1	REVIEW_BASE	EXACT_NAME	Thomas Allibone Janvier
/works/OL15310451W	Gertrude of Denmark	Lillie Buffum Chace Wyman	1924	0	20115615		2012	BOOK_BASE	BOOK_BASE	"[""14473097""]"	"[""Gertrude of Denmark: An Interpretive Romance""]"	1	1	REVIEW_BASE	EXACT_NAME	Lillie Buffum Chace Wyman
/works/OL15388800W	The small one	Charles Tazewell	1947	0	46891690		1947	BOOK_BASE	BOOK_BASE	"[""26854156""]"	"[""The Small One: A Story for Those Who Like Christmas and Small Donkeys""]"	7	4	REVIEW_BASE	EXACT_NAME	Charles Tazewell
/works/OL154593W	Diana	Diana Frederics	1939	0	384720	Diana: A Strange Autobiography (The Cutting Edge : Lesbian Life and Literature Series)	1939	WORK_BASE	WORK_BASE|BOOK_BASE	"[""395212"", ""2043509"", ""8704574""]"	"[""Diana: A Strange Autobiography""]"	47	9	REVIEW_BASE	EXACT_NAME	Diana Frederics
/works/OL15549701W	Crossed trails in Mexico	Helen Randolph	1936	0	4145620	Crossed Trails in Mexico (Mexican Mystery Stories for Girls, Book 3)	1936	BOOK_BASE	BOOK_BASE	"[""19845489""]"	"[""Crossed Trails in Mexico: Mexican Mystery Stories""]"	5	3	REVIEW_BASE	EXACT_NAME	Helen Randolph
