work_key	title	author_name	canonical	test_reason	total_candidates	sampled_n	oa_id	oa_title	oa_abstract	oa_year	oa_type	oa_lang	oa_lit	oa_topic	visibility_label	broad_visibility_include	reason	evidence	model	prompt_version
/works/OL1336767W	Arnold	Arnold, Matthew	0	known_noise_case	34536		W6948175112	Arnold diffusion for a complete family of perturbations	In this work we illustrate the Arnold diffusion in a concrete example---the \emph{a priori} unstable Hamiltonian system of $2+1/2$ degrees of freedom $H(p,q,I,φ,s) = p^{2}/2+\cos q -1 +I^{2}/2 + h(q,φ,s;\varepsilon)$---proving that for \emph{any} small periodic perturbation of the form $h(q,φ,s;\varepsilon) = \varepsilon\cos q\left( a_{00} + a_{10}\cosφ+ a_{01}\cos s \right)$ ($a_{10}a_{01} \neq 0$) there is global instability for the action. For the proof we apply a geometrical mechanism based in the so-called Scattering map. This work has the following structure: In a first stage, for a more restricted case ($I^*\thicksimπ/2μ$, $μ= a_{10}/a_{01}$), we use only one scattering map, with a special property: the existence of simple paths of diffusion called highways. Later, in the general case we combine a scattering map with the inner map (inner dynamics) to prove the more general result (the existence of the instability for any $μ$). The bifurcations of the scattering map are also studied as a function of $μ$. Finally, we give an estimate for the time of diffusion, and we show that this time is primarily the time spent under the scattering map.	2016.0	preprint	en		Wood and Agarwood Research	exclude_unrelated	0	The record is a mathematical dynamical-systems preprint about 'Arnold diffusion' (a technical concept), not a scholarly work about Matthew Arnold's literary text 'Arnold'.	Title and abstract discuss a Hamiltonian system, 'Arnold diffusion', scattering map, perturbations, action instability and diffusion time estimates (e.g., 'a priori unstable Hamiltonian system of 2+1/2 degrees of freedom', 'scattering map', 'perturbation ... a_{10}a_{01} ≠ 0'). No literary analysis or reference to Matthew Arnold is present.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL82929W	As I Lay Dying	William Faulkner	1	canonical|top_A	285		W592511906	"William Faulkner's ""As I lay Dying"" : a critical and textual study"		1980.0	book	en		American and British Literature Analysis	include_substantive	1	Title and metadata indicate a scholarly monograph offering a critical and textual study of Faulkner's As I Lay Dying, i.e., substantive analysis rather than a simple mention or reproduction.	"Record title: ""William Faulkner's 'As I lay Dying' : a critical and textual study"" (book); OpenAlex topic: American and British Literature Analysis; no abstract available but title explicitly denotes critical/textual study of the target work."	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL102746W	Billy Budd	Herman Melville	0	top_F	268		W2013938028	Malice Reconciled: A Note on Melville's <i>Billy Budd</i>	The attitude of the critic toward the later work of Herman Melville has, during the past twenty years, undergone a happy change. There wre always those, to be sure, who were fascinated by the perplexities of Pierre or The Confidence Man; but today it is not merely the attraction of esotericism which predisposes the general reader or the scholar to acccept those books which follow Moby-Dick, if not as a perfecting and strengthening of Melville's craft, at least as an organic developent of it. It is true that Melville's poetry remains almost unread and unappreciated, but the late prose has been at least tacitly accepted, and no one today would maintain, as did an earlier generation, that it is the work of an unbalanced mind. But though the legend of Melville's insanity has been pretty thoroughly exploded, in the main, it is still in terms of Moby-Dick and the volumes preceding it that Melville is discussed and evaluated. In part, the reason for this placing of emphasis are not hard to understand.	1944.0	article	en		Literature: history, themes, analysis	include_substantive	1	Scholarly article (secondary contribution) explicitly focused on Melville's Billy Budd and the critical evaluation of his later prose, indicating substantive analysis rather than a brief mention.	"Record title: ""Malice Reconciled: A Note on Melville's Billy Budd""; Abstract discusses changing critical attitudes toward Melville's later work and situates discussion ""in terms of Moby-Dick and the volumes preceding it,"" indicating analysis of the late prose including Billy Budd."	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL102746W	Billy Budd	Herman Melville	0	top_F	268		W2957817729	A Mandate Fulfilled (1965–2017): The Writings of Herman Melville	A Mandate Fulfilled (1965–2017): The Writings of Herman Melville Hershel Parker On 27 October 2017, I could have lined up paperbacks of the fifteen volumes of The Writings of Herman Melville. After 13 February 2018, I could have lined up all the hardbacks on my upside-down mantel above the door to my study, this way: Click for larger view View full resolution I have tried to fake two more spines for lost volumes that Melville completed, The Isle of the Cross (to go between Pierre and some of the short stories, ideally, or the next book, Israel Potter) and Poems (between The Confidence-Man and Battle-Pieces). Here is my rough seventeen-volume array: Click for larger view View full resolution [End Page 14] Why start off this way? Because few people who love Melville have come round to visualizing anything close to the trajectory of his literary career as he lived it, the career in which he tried to publish two lost volumes, The Isle of the Cross and Poems. The final section of my Historical Note to Published Poems was “The Trajectory of Melville’s Literary Career.” As I said in the Billy Budd volume (13, but the last of the fifteen to be published), “A major purpose of this Historica	2019.0	article	en		Publishing and Scholarly Communication	include_substantive	1	Scholarly secondary contribution about the writings/edition of Herman Melville that explicitly discusses the Billy Budd volume and offers analytical/historical commentary on Melville's literary career.	Record title/abstract: 'A Mandate Fulfilled (1965–2017): The Writings of Herman Melville' by Hershel Parker; abstract explicitly references 'the Billy Budd volume (13, but the last of the fifteen to be published)' and discusses the 'Trajectory of Melville’s Literary Career.'	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL23199W	Cannery Row	John Steinbeck	0	top_C	70		W2249568654	존 스타인벡의 작품에 나타난 ‘무애착’의 힌두사상	John Steinbeck (1902-1968) was naturally very much interested in the Orient and the eastern philosophy because of regional character which he lived in Salinas, California. So these influences were well displayed in his works such as East of Eden, Cannery Row, Tortilla Flat. Therefore the first concern of my study is to identify if Steinbeck was influenced by Hindu idea. The Bhagavad Gita is the eternal message of spiritual wisdom from ancient India. Whether or not Steinbeck ever this scripture, one thing is certain, namely he was as much interested Indian philosophy as he was in Western. So the aim of this paper is to study how Steinbeck expressed Hindu idea through characters such as Mack and his friends, paisanos and Kino of Steinbeck’s Cannery Row, Tortilla Flat and the Pearl. Because Steinbeck believes that the root causes of our major problems are greed in these novels, he takes us back to more primitive societies and away from an age of materialism. And he felt that nothing but the attitude of non-attachment could save the modern people from annihilation of World War II. Therefore he offers us the means in his exploration of Indian philosophy to create a more peaceful and har	2013.0	article	ko		American Literature and Culture	include_substantive	1	Scholarly article analyzing how Steinbeck expresses Hindu ideas in his works, explicitly treating characters from Cannery Row (Mack and his friends) as subjects of interpretation.	Record type: article. Abstract: “the aim of this paper is to study how Steinbeck expressed Hindu idea through characters such as Mack and his friends, paisanos and Kino of Steinbeck’s Cannery Row, Tortilla Flat and the Pearl,” plus discussion of non-attachment and thematic analysis (greed, materialism).	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL2238016W	Conversazione in Sicilia	Elio Vittorini	0	top_C	29		W2017231418	La fonction du train dans Conversazione in Sicilia d’Elio Vittorini	Le train, dans Conversazione in Sicilia, d’Elio Vittorini, tient une place essentielle. Lié à l’enfance même de l’auteur, dont le père était cheminot, il s’impose tout au long du récit non seulement dans son rôle dramatique – il décide de l’action – mais également dans sa fonction formelle. Le train se présente en effet comme un instrument de la mémoire, qu’il stimule, et comme une forme structurante et formalisatrice qui élabore et organise le récit lui-même.	2004.0	article	fr		Italian Literature and Culture	include_substantive	1	Scholarly article offering focused interpretive analysis of a formal and thematic element (the train) within Vittorini’s Conversazione in Sicilia, i.e. a substantive treatment of the target work.	Record title: “La fonction du train dans Conversazione in Sicilia d’Elio Vittorini.” Abstract states the train “tient une place essentielle,” influences action and form, functions as instrument of memory and structures/organizes the narrative.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL43157758W	Don Quixote	Miguel de Cervantes Saavedra	0	top_B	84		W2258672775	何謂「幻想變奏」？—談理查‧史特勞斯的《堂吉訶德》	《堂吉訶德》是塞萬提斯(Miguel de Cervantes Saavedra,1547-1616)的文學名作，理查‧史特勞斯(Richard Strauss,1864-1949)在1896/97年間以題材，創作交響詩《堂吉訶德》，此曲以變奏曲的曲式呈現，共有十段變奏，不包含一開始的「引子、主題」與結尾的「終曲」部份。不同於一般以「單一」主題做為變奏基礎的變奏曲，史特勞斯譜寫了三個主題旋律，分別代表塞萬提斯原著中的三個主角：堂吉訶德(Don Quixote)、桑丘(Sancho Panza)與杜爾西內婭(Dulcinea)。 本論文在第一章的緒論後，將在第二、第三章解析三個文學主角與音樂主題動機的使用情形及變奏手法；第四章以配器為核心，探討故事場景與作曲思維的關連性。第五章延續前四章的脈絡做結論，試論何謂「幻想變奏？」，並且探究此曲的曲式，了解作曲家的「新形式」理念。	2009.0	article	zh		Musicology and Musical Analysis	include_substantive	1	The article offers a focused analytical study linking Cervantes's Don Quixote to Richard Strauss's tone poem, analyzing character representation, thematic motives, variation techniques, orchestration, and formal questions—indicating substantive treatment of the literary work.	"Abstract states the paper will ""解析三個文學主角與音樂主題動機的使用情形及變奏手法"" (analyze the three literary protagonists and usage of musical thematic motives and variation techniques), examines orchestration and the relation between story scenes and compositional thinking, and concludes by discussing what ""幻想變奏"" (fantasy variations) are and the piece's form."	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL43157758W	Don Quixote	Miguel de Cervantes Saavedra	0	top_B	84		W7000966100	The history and adventures of the renowned Don Quixote Translated from the Spanish of Miguel de Cervantes Saavedra. ... By T. Smollett, M.D. Illustrated with twelve new copper-plates, elegantly engraved		1792.0	other	en		Monoclonal and Polyclonal Antibodies Research	exclude_non_scholarly	0	Record is an edition/translation of the primary literary work (Don Quixote), not a secondary scholarly contribution.	Record title: 'The history and adventures of the renowned Don Quixote Translated from the Spanish of Miguel de Cervantes Saavedra ... By T. Smollett, M.D. Illustrated with twelve new copper-plates' — indicates a translated edition of the primary text; no abstract available; OpenAlex topic unrelated.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL85892W	Dracula	Bram Stoker	1	canonical|top_A	774		W18505337	‘He-Notes’: Reconstructing Masculinity	What was the New Woman's construction of masculinity? The question may provoke some seemingly obvious answers: 'masculinity', as the concept embracing the social, political and sexual behaviour of men, was what upheld the patriarchal hegemony against which the New Woman was rebelling. Her attack — in the 1890s at least — on the social and domestic constructs of marriage, the family, sexuality, constituted a subversion of the male power-base so fundamental as to produce, in the words of Gilbert and Gubar, a 'crisis of masculinity'.1 It is this crisis, they argue, which is responsible for such fin-de-siècle texts of demonized or marginalized female figures as Haggard's She, Stoker's Dracula, Wilde's Salome or MacDonald's Lilith.	2002.0	book-chapter	en		Gender, Feminism, and Media	include_substantive	1	Scholarly book chapter that interprets fin-de-siècle masculinities and explicitly includes Stoker's Dracula as part of its theoretical argument about a 'crisis of masculinity', indicating substantive analytic engagement rather than a mere passing mention.	'It is this crisis, they argue, which is responsible for such fin-de-siècle texts of demonized or marginalized female figures as Haggard's She, Stoker's Dracula, Wilde's Salome or MacDonald's Lilith.'	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL85892W	Dracula	Bram Stoker	1	canonical|top_A	774		W24794991	Six Operatic Scenes from Bram Stoker's Dracula	"Six highlighting scenes from the novel by Bram Stoker are set in operatic form for voice and piano. Scenes will include dialogue (either spoken or recitative) and arias or ensembles. Each section will be approximately 5 to 10 minutes in length. The largest influence of this work is, of course, the novel, Dracula. The book has been in public domain since its publication in 1897. The libretto will be modeled from the book and may include direct quotes. The scenes should represent some of the crucial points in the novel and reveal the internal side of each character involved. \tAlong with the score, included in this thesis are the libretto and notes from Dr. Jacob Juntunen on the script for the scenes, notes from Danielle Aldach about the composition, and a brief historical overview of Prince Vlad III of Wallachia- ""Count Dracula"". Dr. Juntunen is professor of playwright at Southern Illinois University Carbondale and has agreed to collaborate on the opera scenes based on the novel."	2014.0	article	en		Shakespeare, Adaptation, and Literary Criticism	include_substantive	1	The record is an original operatic adaptation of Bram Stoker's Dracula presented as a thesis that includes a libretto modeled from the novel, composer/mentor notes, and a brief historical overview—constituting substantive, adaptation-oriented scholarly engagement with the work.	"Abstract: 'Six highlighting scenes from the novel by Bram Stoker are set in operatic form... The libretto will be modeled from the book and may include direct quotes.' Additionally: 'Along with the score, included in this thesis are the libretto and notes... and a brief historical overview of Prince Vlad III of Wallachia- ""Count Dracula"".'"	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL86320W	Dubliners	Joyce, James	1	canonical|top_A	689		W2633215659	THE PRESENTATION OF FATHER FIGURES AS SEEN IN SELECTED SHORT STORIES BY JAMES JOYCE	Skripsi ini merupakan penerapan teori sastra melalui pendekatan psikoanalisis yaitu terfokus pada psikologi si pengarang. Penulis memilih tiga cerita pendek dari kumpulan cerita pendek yang ditulis oleh James Joyce yang ia bukukan dan diberi judul Dubliners. Ketiga cerita tersebut masing-masing berjudul The Sisters, An Encounter dan Araby. Tujuan penulisan skripsi ini adalah untuk mengungkap alasan alam bawah sadar si pengarang menulis cerita ini dengan cara menganalisa karakter ayah dalam cerita dan membandingkan dengan karakter ayah dalam kehidupan nyata si pengarang. Penulis juga memaparkan karakter baik dan buruk untuk mengetahui sosok ayah seperti apa yang si pengarang inginkan. Berdasarkan analisa dan hasil yang diperoleh dari penelitian ini, penulis menemukan bahwa ada keinginan alam bawah sadar dari James Joyce untuk memiliki sosok ayah yang baik seperti yang ia gambarkan dalam cerita tersebut, karena kenyataannya sosok ayah nyata yang ia miliki bertolak belakang dengan sosok baik yang ia gambarkan. Selain itu, ia juga seperti ingin menyampaikan kepada semua orang tentang sosok ayah idealnya.&#13;\nKata Kunci : Psikoanalisis, psikologi si pengarang, alam bawah sadar, karakt	2015.0	dissertation	en		Gender and Women's Rights	include_substantive	1	Dissertation offers a focused psychoanalytic literary analysis of three stories from Joyce's Dubliners, examining and interpreting father figures and authorial psychology—a substantive scholarly treatment of the target work.	Record title: 'THE PRESENTATION OF FATHER FIGURES AS SEEN IN SELECTED SHORT STORIES BY JAMES JOYCE'. Abstract: 'Penulis memilih tiga cerita pendek ... yang diberi judul Dubliners. Ketiga cerita tersebut ... The Sisters, An Encounter dan Araby.' Abstract states the study 'menganalisa karakter ayah dalam cerita dan membandingkan dengan karakter ayah dalam kehidupan nyata si pengarang' and reports analytic findings about Joyce's unconscious desire reflected in the stories.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL41035W	Edgar Allan Poe	Poe, Edgar Allan	0	known_noise_case	3078		W7052147318	RAVEN ... NEVERMORE, THE	"En una nit tenebrosa l'escriptor Edgar Allan Poe intenta distreure's llegint llibres d'ocultisme. Sense poder evitar-ho, tornen records de la seva estimada Leonor, morta recentment. Un majestuós corb entra per la finestra i Poe l'interroga; per sorpresa seva l'ocell respon amb un ""nevermore..."" Edgar Allan Poe inicia així un deliri que el portarà a la mort, al costat de la seva esposa."	2012.0	other	ca		Magnetic confinement fusion research	exclude_non_scholarly	0	The record is a plot synopsis/description of Poe's poem (the primary literary text), not an independent scholarly analysis or commentary.	Record title 'RAVEN ... NEVERMORE, THE' and abstract recounts the poem's narrative (mentions Poe reading occult books, memories of Leonor, a raven entering and responding 'nevermore', leading to Poe's delirium/death), indicating a primary-text synopsis rather than scholarly treatment.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL98501W	Ethan Frome	Edith Wharton	1	canonical	83		W2727919428	Women's culture and the theme of isolation in Jewett's The Country of the pointed firs, Chopin's The Awakening, and Wharton's Ethan Frome		1997.0	dissertation	en		American and British Literature Analysis	include_substantive	1	The dissertation title explicitly names Wharton's Ethan Frome as one of three works analyzed for the theme of isolation, indicating substantive literary analysis rather than a brief mention.	"Record title: ""Women's culture and the theme of isolation in Jewett's The Country of the pointed firs, Chopin's The Awakening, and Wharton's Ethan Frome""; record type: dissertation; topic: American and British Literature Analysis. (No abstract available.)"	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL63009W	For Whom the Bell Tolls	Ernest Hemingway	1	canonical	249		W3018924837	Androgyny and Individuation in the Work of Ernest Hemingway	Draws briefly on the theories of Carl Jung to explore the concepts of androgyny and individuation in Hemingway’s canon, concluding that for the author true individuation is the independent recognition of both genders within oneself. By analyzing characters from The Sun Also Rises, For Whom the Bell Tolls, A Farewell to Arms, and several other works, Gadjusek demonstrates how Hemingway’s protagonists reach this sexually independent state through self-reflection, while his androgynous characters represent those who have yet to achieve it.	2002.0	article	en		American and British Literature Analysis	include_substantive	1	Scholarly article that analyzes Hemingway’s characters using Jungian theory and explicitly includes For Whom the Bell Tolls as one of the works analyzed, offering interpretive claims about individuation and androgyny.	"Abstract states the article ""analyz[es] characters from The Sun Also Rises, For Whom the Bell Tolls, A Farewell to Arms, and several other works,"" and concludes about how Hemingway’s protagonists reach individuation and androgyny."	gpt-5-mini	literary_visibility_v4_heldout150_20260818
