ol_work_key	ol_title	ol_author_name	ol_first_publish_year	goodreads_work_id	title_match_type	gr_original_title	gr_original_publication_year	matched_book_titles	goodreads_contributors	review_decision	review_confidence	review_reason
/works/OL121228W	Autobiography of Benjamin Franklin	Thornton W. Burgess	1916	598905	BOOK_FULL	an introduction and notes	1791	"[""AUTOBIOGRAPHY OF BENJAMIN FRANKLIN"", ""Autobiography Of Benjamin Franklin"", ""Autobiography of Benjamin Franklin"", ""Autobiography of Benjamin Franklin.""]"	Andrew Trees [Introduction] | Benjamin Franklin [<EMPTY>] | Benjamin Franklin [Author] | Carl Van Doren [Introduction] | Charles William Eliot [Editor] | E. Boyd Smith [Illustrator] | Edmund S. Morgan [Foreword by] | Frank Woodworth Pine [Editor] | Gary Gilberd [Narrator] | Grover Gardner [Narrator] | Helen C. Boatfield [Editor] | Helene H. Fineman [Editor] | Jared Sparks [Editor] | John Bigelow [<EMPTY>] | Leonard W. Labaree [Editor] | Lewis Leary [Introduction] | Mark Skousen [<EMPTY>] | Mark Skousen [Editor] | Michael      Edwards [Narrator] | Peter Conn [Editor] | Ralph L. Ketcham [Editor] | Taller del Exito [Translator] | W. MacDonald [editor] | Walter Costello [Narrator] | Walter Costello [Read by]			
/works/OL15854250W	The four friends	Eleanor Hoffmann	1946	6823233	BOOK_FULL	The Four Friends (Beginning to Read Book)	1958	"[""The Four Friends""]"	Carol Hoff [<EMPTY>]			
/works/OL3863979W	Noughts and crosses	Quiller-Couch, Arthur Thomas	1891	43762322	BOOK_FULL			"[""Noughts and Crosses""]"	Dominic Cooke [Adapted by] | Malorie Blackman [<EMPTY>]			
/works/OL22126243W	Rising wind	Moore, Virginia.	1928	1776616	WORK_FULL	Rising Wind	2007	[]	Cindy Holby [<EMPTY>]			
/works/OL6316094W	Crumbling walls	Joan Conquest	1929	23747879	BOOK_FULL		2013	"[""Crumbling Walls""]"	Laura Strandt [<EMPTY>]			
/works/OL8306199W	The leopard's spots	Dixon, Thomas	1902	13710292	BOOK_FULL		1979	"[""The Leopard's Spots"", ""The Leopard's Spots: A Romance of the White Man's Burden--1865-1900""]"	Thomas Dixon Jr. [<EMPTY>]			
/works/OL2459822W	Bohemia in London	John Arthur Ransome Marriott	1907	1795370	BOOK_FULL	Bohemia in London (Oxford Paperbacks)	1907	"[""Bohemia In London""]"	Arthur Ransome [<EMPTY>]			
/works/OL3462385W	The wind from nowhere	Micheaux, Oscar	1944	254310	WORK_FULL	The Wind from Nowhere	1962	"[""The Wind from Nowhere""]"	J.G. Ballard [<EMPTY>] | Mario Galli [translator]			
/works/OL15423W	Salted with fire	MacDonald, George	1897	25428322	BOOK_FULL		2013	"[""Salted With Fire""]"	Nancy LaRonda Johnson [<EMPTY>]			
/works/OL1795181W	Apache Gold	Joseph A. Altsheler	1913	11584913	BOOK_FULL		1976	"[""Apache Gold""]"	Brian Fox [<EMPTY>]			
/works/OL7571290W	Klondike gold	Hubert Vansant Coryell	1938	1484622	WORK_FULL	Klondike Gold	2005	"[""Klondike Gold""]"	Alice Provensen [<EMPTY>]			
/works/OL6607988W	Gallop!	John Ressich	1932	2146002	BOOK_FULL	Gallop!: A Scanimation Picture Book	2007	"[""Gallop!""]"	Rufus Butler Seder [<EMPTY>]			
/works/OL6213273W	The lady and the pirate	Emerson Hough	1913	39919681	BOOK_FULL		2014	"[""The Lady and the Pirate""]"	Victoria Wessex [<EMPTY>]			
/works/OL15217360W	Southwest	Armer, Laura Adams	1935	4692478	BOOK_FULL	Southwest (A Zia book)	1952	"[""Southwest""]"	John Houghton Allen [<EMPTY>]			
/works/OL1937567W	Island of Flowers	Robins, Denise	1940	668521	WORK_FULL	Island of Flowers	1982	"[""Island Of Flowers"", ""Island of Flowers""]"	Nora Roberts [<EMPTY>]			
/works/OL3859848W	No ordinary summer	Konstantin Fedin	1950	364326	WORK_FULL	No Ordinary Summer	2004	[]	Linda Barrett [<EMPTY>]			
/works/OL2279187W	The leper king	Zofia Kossak-Szczucka	1945	7211236	WORK_FULL	The Leper King	2009	[]	Scott R. Rezer [<EMPTY>]			
/works/OL6342381W	The regulators	William Degenhard	1943	955346	WORK_FULL	The Regulators	1996	"[""The Regulators"", ""The Regulators: A Novel""]"	Frank Muller [Narrator] | Frank Muller [narrator] | Giorgos Mparouxes [Translator] | Kate Nelligan [Narrator] | Maria Eugenia Ciocchini Suarez [<EMPTY>] | Maria Eugenia Ciocchini Suarez [Translator] | Paul Hekman [Translator] | Piotr Jankowski [Translator] | Poul Buchwald Andersen [Translator] | Richard Bachman [<EMPTY>] | Richard Bachman [Pseudonym] | Richard Bachman [pseudonym] | Stephen King [<EMPTY>] | Tullio Dobner [Translator] | William Olivier Desmond [Translator]			
/works/OL1197099W	Bachelor-of arts	Erskine, John	1934	1423842	WORK_FULL	Bachelor of Arts	1937	[]	Graham Greene [Introduction] | Graham Greene [Introduction by] | R.K. Narayan [<EMPTY>]			
/works/OL2341661W	Making his mark	Horatio Alger	1901	23323418	BOOK_FULL		2012	"[""Making His Mark""]"	Jennah Scott [<EMPTY>]			
/works/OL10859380W	Her soul to keep	Ethel Cook Eliot	1935	16424531	WORK_FULL	Her Soul to Keep	2011	"[""Her Soul to Keep""]"	Delilah Devlin [<EMPTY>]			
/works/OL20874047W	I'm travelling alone	Samuel Bjørk	1915	26229987	BOOK_FULL	Der henger en engel alene i skogen	2013	"[""I'm Travelling Alone"", ""I'm Travelling Alone: (Munch and Krüger Book 1)""]"	Dietmar Wunder [Narrator] | Eva Dohnalkova [Translator] | Frode Sander Oien [<EMPTY>] | Gabriele Haefs [Translator] | Ilona Ozolina-Ciu [Translator] | Ingrid Basso [Translator] | Ingrid Basso [translator] | Jean-Baptiste Coursaud [Translator] | Krustalle Gluniadake [translator] | Lenka Kocisova [Translator] | Mariia Nazarova [Translator] | Marina Kopjar [Translator] | Martin Simonson [Translator] | Mine Atafirat [Translator] | Paivi Kivela [translator] | Per Olaisen [translator] | Renee Vink [Translator] | Samiuel' B'ork [<EMPTY>] | Samuel Bjork [<EMPTY>] | Samuel Bjork [Pen name] | Zuzana Inczingerova [Translator]			
/works/OL1798096W	I am the king	Sheppard Stevens	1898	5320130	WORK_FULL	I Am the King	2006	"[""I Am the King""]"	Leo Timmers [<EMPTY>]			
