work_id	oclc	htid	recordid	locnum	author	imprint	date	place	enumcron	subjects	title	prob80precise	genrepages	totalpages	englishpct	datetype	startdate	enddate	imprintdate
OL12366526W	54953902	mdp.39015024920368	1058530	PZ3.B49L	Vikelas, Dēmētrios,	London;Macmillan & co.;1881.	1881	enk		War of Independence, 1821-1829;History;Greece;Fiction	Loukis Laras; reminiscences of a Chiote merchant during the war of independence	0.67	202	312	0.982	s	1881.0	    	1881
OL12366526W	54953902	uc2.ark+=13960=t6251nt2r	1058530	PZ3.B49L	Vikelas, Dēmētrios,	London;Macmillan & co.;1881.	1881	enk		War of Independence, 1821-1829;History;Greece;Fiction	Loukis Laras; reminiscences of a Chiote merchant during the war of independence	0.69	204	306	0.983	s	1881.0	    	1881
OL1236820W	7458515	nyp.33433076080625	8680095	PZ8.S974Mo	Swift, Fletcher Harper,	New York;E.P. Dutton & Company;1905	1905	nyu			The most beautiful thing in the world	0.79	61	86	1.0	s	1905.0	    	1905
OL12372649W	2152251	inu.30000115299301	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.11		The Indian stories of F. W. Bain	0.63	82	136	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	inu.30000121005601	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.1		The Indian stories of F. W. Bain	0.7	95	136	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	inu.30000121005619	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.2		The Indian stories of F. W. Bain	0.66	80	124	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	inu.30000121005627	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.3		The Indian stories of F. W. Bain	0.65	60	96	0.999	m	1913.0	1920	1913-1920
OL12372649W	2152251	inu.30000121005635	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.4		The Indian stories of F. W. Bain	0.65	68	108	0.999	m	1913.0	1920	1913-1920
OL12372649W	2152251	inu.30000121005643	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.5		The Indian stories of F. W. Bain	0.59	63	112	0.999	m	1913.0	1920	1913-1920
OL12372649W	2152251	inu.30000121005650	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.6		The Indian stories of F. W. Bain	0.67	75	114	0.999	m	1913.0	1920	1913-1920
OL12372649W	2152251	inu.30000121005668	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.7		The Indian stories of F. W. Bain	0.59	66	120	0.999	m	1913.0	1920	1913-1920
OL12372649W	2152251	inu.30000121005676	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.8		The Indian stories of F. W. Bain	0.64	84	140	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	inu.30000121005684	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.9		The Indian stories of F. W. Bain	0.66	93	144	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	mdp.39015070192276	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.12		The Indian stories of F. W. Bain	0.68	98	140	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	mdp.39015070192284	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.11		The Indian stories of F. W. Bain	0.64	82	132	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	mdp.39015070192292	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.10		The Indian stories of F. W. Bain	0.69	101	144	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	mdp.39015070192300	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.9		The Indian stories of F. W. Bain	0.66	92	144	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	mdp.39015070192318	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.8		The Indian stories of F. W. Bain	0.61	83	144	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	mdp.39015070192326	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.7		The Indian stories of F. W. Bain	0.64	72	116	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	mdp.39015070192334	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.6		The Indian stories of F. W. Bain	0.67	73	112	0.999	m	1913.0	1920	1913-1920
OL12372649W	2152251	mdp.39015070192342	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.5		The Indian stories of F. W. Bain	0.57	64	112	0.999	m	1913.0	1920	1913-1920
OL12372649W	2152251	mdp.39015070192359	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.4		The Indian stories of F. W. Bain	0.65	68	108	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	mdp.39015070192367	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.3		The Indian stories of F. W. Bain	0.66	61	94	0.999	m	1913.0	1920	1913-1920
OL12372649W	2152251	mdp.39015070192375	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.2		The Indian stories of F. W. Bain	0.68	83	124	1.0	m	1913.0	1920	1913-1920
OL12372649W	2152251	mdp.39015070192383	114436	PR6003.A4I5 1913	Bain, F. W.	London;P. L. Warner, publisher to the Medici Society;1913-1920	1913	enk	v.1		The Indian stories of F. W. Bain	0.71	95	134	1.0	m	1913.0	1920	1913-1920
OL1238119W	176034	mdp.39015030734266	668798	PZ3.C792Ad2	Coppard, A. E.	New York;A. A. Knopf;1922.	1922	nyu			Adam & Eve & Pinch me	0.89	321	342	1.0	s	1922.0	    	1922
OL1238119W	176034	nyp.33433074942552	668798	PZ3.C792Ad2	Coppard, A. E.	New York;A. A. Knopf;1922.	1922	nyu			Adam & Eve & Pinch me	0.89	323	344	1.0	s	1922.0	    	1922
OL1238119W	176034	uc1.b3459411	668798	PZ3.C792Ad2	Coppard, A. E.	New York;A. A. Knopf;1922.	1922	nyu			Adam & Eve & Pinch me	0.89	323	348	1.0	s	1922.0	    	1922
OL1238119W	176034	uc2.ark+=13960=t5k93661b	668798	PZ3.C792Ad2	Coppard, A. E.	New York;A. A. Knopf;1922.	1922	nyu			Adam & Eve & Pinch me	0.89	323	344	1.0	s	1922.0	    	1922
OL1252585W	4854074	mdp.39015059377492	116993	PZ3.H524B	Hichens, Robert,	New York;F. A. Stokes company;1905	1905	nyu			The black spaniel, and other stories	0.89	392	416	1.0	s	1905.0	    	1905
OL1252585W	4854074	nyp.33433074870472	116993	PZ3.H524B	Hichens, Robert,	New York;F. A. Stokes company;1905	1905	nyu			The black spaniel, and other stories	0.89	389	418	1.0	s	1905.0	    	1905
OL1252585W	4854074	uc2.ark+=13960=t09w09d4k	116993	PZ3.H524B	Hichens, Robert,	New York;F. A. Stokes company;1905	1905	nyu			The black spaniel, and other stories	0.9	393	410	1.0	s	1905.0	    	1905
OL1252616W	365022	mdp.39015059377633	115974		Hichens, Robert,	New York;Grosset & Dunlap;1904	1904	nyu			The garden of Allah	0.84	482	504	1.0	s	1904.0	    	1904
OL1252616W	365022	mdp.49015002772011	4591901		Hichens, Robert,	New York;Grosset & Dunlap;1904	1904	nyu			The garden of Allah	0.84	482	502	1.0	s	1904.0	    	1904
OL1252616W	365022	uc2.ark+=13960=t9571c024	115974		Hichens, Robert,	New York;Grosset & Dunlap;1904	1904	nyu			The garden of Allah	0.84	482	504	1.0	s	1904.0	    	1904
OL1252616W	4307391	uc2.ark+=13960=t3mw2bz4j	115969		Hichens, Robert,	New York;F.A. Stokes Company;1905	1905	nyu			The garden of Allah	0.9	482	496	1.0	s	1905.0	    	1905
OL1252617W	1042126	uc1.b4094445	6152115	PZ3H524Gr	Hichens, Robert	New York;D. Appleton and company;1894.	1894	xx 			The green carnation	0.78	190	226	1.0	s	1894.0	    	1894
OL1252617W	1042126	uc2.ark+=13960=t59c6sv0r	6152115	PZ3H524Gr	Hichens, Robert	New York;D. Appleton and company;1894.	1894	xx 			The green carnation	0.79	189	226	1.0	s	1894.0	    	1894
OL1252617W	1042126	uva.x000211882	6152115	PZ3H524Gr	Hichens, Robert	New York;D. Appleton and company;1894.	1894	xx 			The green carnation	0.77	189	230	1.0	s	1894.0	    	1894
OL1253242W	252524	mdp.39015004187681	322206	PZ3.O65FL 2	Orczy, Emmuska Orczy,	New York;George H. Doran company;c1919	1919	nyu			Flower o' the lily;	0.86	362	432	1.0	s	1919.0	    	1919
OL1253244W	2115825	nyp.33433075723894	8690952	PZ3.O65H	Orczy, Emmuska Orczy,	New York;Hodder & Stoughton, George H. Doran Company;c1911	1911	nyu		English fiction	The heart of a woman	0.89	323	346	1.0	s	1911.0	    	1911
OL1253247W	7536672	nyp.33433075727291	8666670	PZ3.O65In	Orczy, Emmuska Orczy,	New York;The Cupples & Leon Co.;c1907	1907	nyu		History;Edward VI, 1547-1553;Great Britain;Fiction	In Mary's reign	0.89	315	334	1.0	s	1907.0	    	1907
OL1253255W	256453	mdp.39015004185602	322212	PZ3.O65Ni	Orczy, Emmuska Orczy,	New York;George H. Doran company;c1922	1922	nyu			Nicolette;	0.89	307	326	1.0	s	1922.0	    	1922
OL1253255W	256453	uc2.ark+=13960=t9r20v31z	322212	PZ3.O65Ni	Orczy, Emmuska Orczy,	New York;George H. Doran company;c1922	1922	nyu			Nicolette;	0.89	307	328	1.0	s	1922.0	    	1922
OL1253268W	1807588	uc2.ark+=13960=t6445kd5s	7667774		Orczy, Emmuska Orczy,	New York;A.L. Burt Co.;c1915	1915	nyu			The bronze eagle;	0.79	328	392	1.0	t	1915.0	    	1915
OL1253268W	7742911	nyp.33433075744858	8666637		Orczy, Emmuska Orczy,	New York;A.L. Burt Co.;c1915	1915	nyu		Elba and the hundred days, 1814-1815;1769-1821;I;Emperor of the French;Napoleon;Fiction	The bronze eagle;	0.86	328	392	1.0	s	1915.0	    	1915
OL1253282W	5338172	uc2.ark+=13960=t4qj79t1j	7668984		Orczy, Emmuska Orczy,	New York;Dodd, Mead & Company;1909.	1909	nyu			The man in the corner	0.84	337	354	0.999	s	1909.0	    	1909
OL126162W	5258836	nyp.33433076066228	8689755	PZ3.F813Sp	Foster, David Skaats,	New York;H. Holt and company;1897.	1897	nyu			Spanish castles by the Rhine;	0.88	266	292	0.999	s	1897.0	    	1897
OL1266359W	6574806	mdp.39015005003275	246870	PZ3.T3934D	Thorndike, Arthur Russell,	Garden City, N.Y.;Doubleday, Page & company;1915.	1915	nyu			Doctor Syn;	0.89	296	318	1.0	s	1915.0	    	1915
OL1267508W	3475045	nyp.33433076065147	8689967	PZ3.H8115In	Hough, Lynn Harold,	New York;Cincinnati;The Abingdon Press;c1922.	1922	nyu			The inevitable book	0.87	149	168	1.0	s	1922.0	    	1922
OL12710785W	1807515	mdp.39015039644995	322210	PZ3.O65Ma 2	Orczy, Emmuska Orczy,	New York;George H. Doran company;c1918	1918	nyu		Chouans;Fiction	The man in grey;	0.88	304	333	1.0	s	1918.0	    	1918
OL12716340W	2175994	mdp.39015063937406	241877	PZ3.M784Bi	Moore, John Trotwood,	Philadelphia;The J. C. Winston company;1906.	1906	pau			The Bishop of Cottontown;	0.89	614	656	1.0	s	1906.0	    	1906
OL12716340W	2175994	uc1.b3326155	241877	PZ3.M784Bi	Moore, John Trotwood,	Philadelphia;The J. C. Winston company;1906.	1906	pau			The Bishop of Cottontown;	0.89	611	658	1.0	s	1906.0	    	1906
OL12716340W	2175994	uc2.ark+=13960=t76t0j910	241877	PZ3.M784Bi	Moore, John Trotwood,	Philadelphia;The J. C. Winston company;1906.	1906	pau			The Bishop of Cottontown;	0.87	585	658	1.0	s	1906.0	    	1906
OL12750062W	2044615	nnc1.0036681504	8396562		Allen, James Lane,	New York;Macmillan;1900.	1900	nyu			Flute and violin, and other Kentucky tales and romances	0.87	311	348	0.999	s	1900.0	    	1900
OL12781W	709222	nyp.33433074810049	8658526	PZ3.C2858A4	Cather, Willa,	Boston;Houghton Mifflin Co.;1922.	1922	mau			Alexander's bridge	0.81	175	196	1.0	s	1922.0	    	1922
OL12781W	830711	uc1.32106014703109	1028306	PS3505.A87A7	Cather, Willa,	Boston;New York;H. Mifflin;1912.	1912	mau			Alexander's bridge	0.89	175	188	0.999	s	1912.0	    	1912
OL12781W	830711	uc2.ark+=13960=t2c82566x	1028306	PS3505.A87A7	Cather, Willa,	Boston;New York;H. Mifflin;1912.	1912	mau			Alexander's bridge	0.88	175	192	1.0	s	1912.0	    	1912
OL12795W	280652	mdp.39015005089597	624022		Cather, Willa,	Boston;New York;Houghton Mifflin company;1913	1913	mau			O pioneers!	0.89	305	328	1.0	s	1913.0	    	1913
OL12795W	280652	uc2.ark+=13960=t0zp3ww0x	572133		Cather, Willa,	Boston;New York;Houghton Mifflin Company ...;1913.	1913	mau			O pioneers !	0.88	301	328	1.0	s	1913.0	    	1913
OL1280135W	4525038	mdp.39015030223849	1204162	PQ2603.E586S413 1918	Berger, Marcel,	New York;London;G.P. Putnam's sons;1918.	1918	nyu		World War, 1914-1918;Fiction	The secret of the Marne;	0.85	320	384	1.0	s	1918.0	    	1918
OL1280139W	1088984	uc2.ark+=13960=t2k64c829	6544919	PZ3.B4534O	Berger, Marcel.	New York;and London;G. P. Putnam's sons;1917.	1917	nyu		World War, 1914-1918;Fiction	The ordeal by fire;	0.89	523	556	1.0	s	1917.0	    	1917
OL12826W	282793	uc2.ark+=13960=t78s4kj2t	1028309	PS3505.A87Y6 1920	Cather, Willa,	New York;Alfred A. Knopf;1920.	1920	nyu			Youth and the bright Medusa	0.89	293	314	1.0	s	1920.0	    	1920
OL12830W	280665	mdp.39015008779871	624037		Cather, Willa,	New York;A. A. Knopf;1922.	1922	nyu			One of ours	0.89	459	494	1.0	s	1922.0	    	1922
OL12830W	280665	mdp.39015046358001	624037		Cather, Willa,	New York;A. A. Knopf;1922.	1922	nyu			One of ours	0.89	459	482	1.0	s	1922.0	    	1922
OL1285567W	3696346	mdp.39015030113404	1776446		Zangwill, Israel,	New York;London;Harper & brothers;c1895	1895	nyu			The master	0.84	526	558	1.0	s	1895.0	    	1895
OL1285567W	3696346	uc2.ark+=13960=t11n7z639	1776446		Zangwill, Israel,	New York;London;Harper & brothers;c1895	1895	nyu			The master	0.84	526	554	1.0	s	1895.0	    	1895
OL1285581W	7290932	nyp.33433075861199	8667973		Zangwill, Israel,	New York;London;Macmillan;1904.	1904	nyu			The serio-comic governess	0.76	125	158	1.0	s	1904.0	    	1904
OL1285599W	320011074	nnc1.0038018446	8399281		Zangwill, Israel,	London;Heinemann;1894.	1894	enk			The king of schnorrers;	0.8	364	424	1.0	s	1894.0	    	1894
OL1285613W	283976	mdp.39015006980315	325976	PZ3.Z17Gh	Zangwill, Israel,	New York;The Macmillan company; [etc., etc.;1907.	1907	nyu		Jews;Fiction	Ghetto comedies	0.89	477	508	1.0	s	1907.0	    	1907
OL1285614W	4757317	uc2.ark+=13960=t8jd4qp46	7677720		Zangwill, Israel,	New York;Lovell, Coryell;c1892.	1892	nyu			The old maids' club	0.8	289	344	0.999	s	1892.0	    	1892
OL1285614W	6587873	nyp.33433075861264	7650198	PZ3.Z17O	Zangwill, Israel,	New York;Tait, sons & company;c1892	1892	nyu			The old maids' club	0.79	289	346	1.0	 	1892.0	    	1892
OL1285614W	6587873	uc2.ark+=13960=t1dj58z5g	7650198	PZ3.Z17O	Zangwill, Israel,	New York;Tait, sons & company;c1892	1892	nyu			The old maids' club	0.79	283	344	1.0	 	1892.0	    	1892
OL1285618W	2559866	mdp.39015030113495	1189275	PR5922.J56	Zangwill, Israel,	New York;Macmillan;1919.	1919	nyu			Jinny the carrier	0.76	590	626	1.0	s	1919.0	    	1919
OL1285618W	2559866	nyp.33433075861694	1189275	PR5922.J56	Zangwill, Israel,	New York;Macmillan;1919.	1919	nyu			Jinny the carrier	0.76	600	638	1.0	s	1919.0	    	1919
OL1285618W	5107499	uc1.b3327220	7923118	PZ3.Z17Ji	Zangwill, Israel,	London;W. Heinemann;1919.	1919	enk			Jinny the carrier	0.89	565	596	1.0	s	1919.0	    	1919
OL1285618W	5107499	uc2.ark+=13960=t76t0rv1n	7923118	PZ3.Z17Ji	Zangwill, Israel,	London;W. Heinemann;1919.	1919	enk			Jinny the carrier	0.89	566	596	1.0	s	1919.0	    	1919
OL1285623W	1920973	nyp.33433084128226	8589967		Zangwill, Israel,	Philadelphia;The Jewish Publication Society of America;1899.	1899	pau		English fiction;Fiction;Jews	"""They that walk in darkness"";"	0.9	488	510	1.0	s	1899.0	    	1899
OL1285623W	4032613	mdp.39015030719457	1195059	PZ3.Z17Th2	Zangwill, Israel,	New York;The Macmillan company;London;Macmillan & co., ltd.;1899.	1899	nyu			"""They that walk in darkness"";"	0.77	415	518	0.999	s	1899.0	    	1899
OL1285623W	4032613	nyp.33433075861744	1195059	PZ3.Z17Th2	Zangwill, Israel,	New York;The Macmillan company;London;Macmillan & co., ltd.;1899.	1899	nyu			"""They that walk in darkness"";"	0.78	420	518	1.0	s	1899.0	    	1899
OL1285623W	4032613	uc2.ark+=13960=t9j38vb7h	1195059	PZ3.Z17Th2	Zangwill, Israel,	New York;The Macmillan company;London;Macmillan & co., ltd.;1899.	1899	nyu			"""They that walk in darkness"";"	0.78	415	506	1.0	s	1899.0	    	1899
OL1285628W	2708030	uc1.b4105364	6156262		Zangwill, Israel,	Chicago;Rand, McNally;1895.	1895	ilu			The big bow mystery	0.9	252	260	1.0	s	1895.0	    	1895
OL1285630W	1509461	mdp.39015030113370	1189274	PR5922.G7 1903	Zangwill, Israel,	New York;Macmillan;1903.	1903	nyu			The grey wig	0.88	538	590	1.0	s	1903.0	    	1903
OL1285630W	1509461	uc2.ark+=13960=t9q23x67v	1189274	PR5922.G7 1903	Zangwill, Israel,	New York;Macmillan;1903.	1903	nyu			The grey wig	0.88	538	586	1.0	s	1903.0	    	1903
OL1285632W	2022002	nyp.33433075861710	7694001		Zangwill, Israel,	Philadelphia;Jewish Publication Society of America;1898.	1898	pau			Dreamers of the Ghetto	0.9	540	562	1.0	s	1898.0	    	1898
OL1285632W	2022002	uc1.b3327218	7694001		Zangwill, Israel,	Philadelphia;Jewish Publication Society of America;1898.	1898	pau			Dreamers of the Ghetto	0.9	540	560	1.0	s	1898.0	    	1898
OL1285632W	2022002	uc2.ark+=13960=t6057jv90	7694001		Zangwill, Israel,	Philadelphia;Jewish Publication Society of America;1898.	1898	pau			Dreamers of the Ghetto	0.9	539	560	1.0	s	1898.0	    	1898
OL1285632W	561158	uc2.ark+=13960=t58c9v44x	7677715		Zangwill, Israel,	London;William Heinemann;1898.	1898	   			Dreamers of the ghetto	0.56	260	528	1.0	 	1898.0	    	1898
OL1285632W	894312	mdp.39015006978814	325975	PZ3.Z17Dr	Zangwill, Israel,	New York;London;Harper & brothers;1898.	1898	nyu		Jews;Fiction	Dreamers of the Ghetto	0.9	521	542	1.0	s	1898.0	    	1898
OL1285635W	1512496	uva.x030802125	9775736	PZ3.Z17Ch4PR5922.C5 1895	Zangwill, Israel,	New York;Grosset & Dunlap;c1895	1895	nyu		Jews;Library;Spencer, Anne;London;1882-1975;England;Personal copy;Fiction	Children of the Ghetto;	0.9	566	584	1.0	s	1895.0	    	1895
OL1285635W	3357699	uc2.ark+=13960=t71v5hk2b	7693835	PZ3.Z17Ch4	Zangwill, Israel,	New York;The Macmillan company;London;Macmillan & co., ltd.;l899.	1899	nyu		London;Jews;England;Fiction	Children of the Ghetto;	0.9	563	582	1.0	s	1899.0	    	1899
OL1285635W	505750298	nnc1.0038018454	8399282		Zangwill, Israel,	New York;Grosset & Dunlap;1907	1907	nyu			Children of the ghetto;	0.83	534	582	1.0	s	1907.0	    	1907
OL1285635W	6481556	uva.x030802124	9775737	PZ3.Z17Ch6	Zangwill, Israel,	New York;Grosset & Dunlap;1906	1916	pau		London;Jews;England;Fiction	Children of the Ghetto	0.83	532	580	1.0	s	1916.0	    	1906
OL128787W	1927632	nyp.33433076050784	8679185	PZ3.P3357A	Peck, Samuel Minturn,	Chicago;A.C. McClurg & Co.;1902.	1902	ilu			Alabama sketches	0.89	291	314	0.999	s	1902.0	    	1902
OL12886461W	8142067	wu.89005052071	11986120		Hornung, E. W.	New York;Grosset & Dunlap;c1901	1901	nyu			Raffles;	0.88	307	336	1.0	s	1901.0	    	1901
OL129482W	3772891	nc01.ark+=13960=t4xg9mm01	7673447	PZ3.T164S	Tapp, Sidney C.	New York;A. Wessels company;1906.	1906	nyu			The struggle	0.59	131	332	1.0	s	1906.0	    	1906
OL129482W	3772891	nyp.33433076080567	7673447	PZ3.T164S	Tapp, Sidney C.	New York;A. Wessels company;1906.	1906	nyu			The struggle	0.59	131	332	1.0	s	1906.0	    	1906
OL129482W	3772891	uc2.ark+=13960=t8z89324x	7673447	PZ3.T164S	Tapp, Sidney C.	New York;A. Wessels company;1906.	1906	nyu			The struggle	0.59	132	332	1.0	s	1906.0	    	1906
OL1297986W	3677489	mdp.39015032042080	1207554	PQ2613.E72G813 1917	Géraldy, Paul,	New York;C. Scribner's Sons;1917.	1917	nyu		World War, 1914-1918;Fiction	The war, Madame	0.85	100	122	0.999	s	1917.0	    	1917
OL1297986W	3677489	uc2.ark+=13960=t2q52fw68	1207554	PQ2613.E72G813 1917	Géraldy, Paul,	New York;C. Scribner's Sons;1917.	1917	nyu		World War, 1914-1918;Fiction	The war, Madame	0.87	107	122	1.0	s	1917.0	    	1917
OL1299740W	3157881	mdp.39015029752386	984092		Peretz, Isaac Leib,		1906	|||			Stories and pictures	0.8	401	464	1.0	s	1906.0	    	
OL1307496W	4939296	mdp.39015030039658	1788753		Kielland, Alexander Lange,	Boston;H. B. Turner;1904.	1904	mau			Professor Lovdahl;	0.84	288	304	1.0	s	1904.0	    	1904
OL1307513W	1128370	mdp.39015030026846	1200701		Kielland, Alexander Lange,	New York;Harper and brothers;1891.	1891	|||	cop.2		Tales of two countries;	0.79	201	238	1.0	|	1891.0	    	1891
OL1307513W	1128370	uc2.ark+=13960=t14m94805	1200701		Kielland, Alexander Lange,	New York;Harper and brothers;1891.	1891	|||			Tales of two countries;	0.8	203	236	1.0	|	1891.0	    	1891
OL1308207W	2236978	nyp.33433081603593	7646005	PZ3.M5803D	Michaëlis, Karin,	New York;J. Lane;1911.	1911	nyu			The dangerous age;	0.87	202	232	1.0	s	1911.0	    	1911
OL1308207W	2236978	uc2.ark+=13960=t6c24rh2v	7646005	PZ3.M5803D	Michaëlis, Karin,	New York;J. Lane;1911.	1911	nyu			The dangerous age;	0.86	201	232	1.0	s	1911.0	    	1911
OL13087059W	1474930	mdp.39015059413198	159841	PZ7.M926Fu	Munroe, Kirk,	New York;Harper & brothers;1894.	1894	nyu			The fur-seal's tooth;	0.89	334	354	1.0	s	1894.0	    	1894
OL13094166W	2097274	mdp.39015063941333	322667	PZ3.M943F	Murfree, Mary Noailles,	Boston;New York;Houghton Mifflin company;1908.	1908	mau			The fair Mississippian;	0.89	429	454	1.0	s	1908.0	    	1908
OL13094166W	2097274	nyp.33433074910989	322667	PZ3.M943F	Murfree, Mary Noailles,	Boston;New York;Houghton Mifflin company;1908.	1908	mau			The fair Mississippian;	0.89	429	455	1.0	s	1908.0	    	1908
OL13094166W	2097274	uc2.ark+=13960=t88g8gz91	322667	PZ3.M943F	Murfree, Mary Noailles,	Boston;New York;Houghton Mifflin company;1908.	1908	mau			The fair Mississippian;	0.89	429	453	1.0	s	1908.0	    	1908
OL13098584W	3373159	nyp.33433082440094	8641980		Brown, C. Campbell.	New York;F. H. Revell;1907.	1907	nyu		Social life and customs;Fiction;China	China in legend and story	0.64	127	290	0.999	s	1907.0	    	1907
OL13098723W	2744669	uva.x001689789	9775620	PZ3.R222C123	Reade, Charles,	Boston;Fields, Osgood, & co.;1869	1922	nyu			The cloister and the hearth;	0.83	424	452	1.0	s	1922.0	    	1869
OL13102577W	3978777	mdp.39015024220546	115565	PZ3.G297Bl	George, Walter Lionel,	Boston;Little, Brown and company;1919.	1919	mau		World War, 1914-1918;Fiction	Blind alley;	0.82	408	452	1.0	s	1919.0	    	1919
OL13102577W	3978777	nyp.33433082485586	115565	PZ3.G297Bl	George, Walter Lionel,	Boston;Little, Brown and company;1919.	1919	mau		World War, 1914-1918;Fiction	Blind alley;	0.81	413	468	1.0	s	1919.0	    	1919
OL13102577W	3978777	uc2.ark+=13960=t13n20z0v	115565	PZ3.G297Bl	George, Walter Lionel,	Boston;Little, Brown and company;1919.	1919	mau		World War, 1914-1918;Fiction	Blind alley;	0.83	413	452	1.0	s	1919.0	    	1919
OL13102957W	2281358	mdp.39015047675379	481165	PZ3.J234Re	James, Henry,	New York;London;Macmillan and co.;1893.	1893	nyu			The real thing	0.89	280	298	1.0	s	1893.0	    	1893
OL13102959W	4741037	uc2.ark+=13960=t56d5qb45	1027535	PZ3.J234S13	James, Henry,	Boston;J.R. Osgood;1883.	1883	mau			The siege of London ; The Pension Beaurepas and The point of view	0.89	292	308	1.0	s	1883.0	    	1883
OL13105684W	2201438	mdp.39015031311593	1378173	PZ3.S5355C8	Shaw, Bernard,	Chicago;H. S. Stone and company;1901.	1901	ilu			Cashel Byron's profession	0.73	306	420	1.0	s	1901.0	    	1901
OL13106030W	2963085	mdp.39015003632430	485600		Dell, Floyd,	New York;A. A. Knopf;1921.	1921	nyu			Moon-calf;	0.89	392	410	1.0	s	1921.0	    	1921
OL13107874W	6544318	nyp.33433074816905	6672577	PZ3.C857PS1455	Crawford, F. Marion	New York;London;The Macmillan Company;1900.	1900	nyu		1547-1578;John;of Austria;Fiction	In the palace of the king;	0.89	385	410	1.0	s	1900.0	    	1900
OL13107874W	6544318	uc1.b3548225	6672577	PZ3.C857PS1455	Crawford, F. Marion	New York;London;The Macmillan Company;1900.	1900	nyu		1547-1578;John;of Austria;Fiction	In the palace of the king;	0.89	386	404	1.0	s	1900.0	    	1900
OL13108193W	14521822	uc1.b51330	4243588		Swift, Morrison I.	Boston;Commonwealth Society;1893.	1893	mau		Wealth, Ethics of;Social justice;Distributive justice;Fiction	A league of justice, or, Is it right to rob robbers?	0.87	95	104	1.0	s	1893.0	    	1893
OL13108193W	14521822	uc2.ark+=13960=t6g15wm58	4243588		Swift, Morrison I.	Boston;Commonwealth Society;1893.	1893	mau		Wealth, Ethics of;Social justice;Distributive justice;Fiction	A league of justice, or, Is it right to rob robbers?	0.87	93	104	1.0	s	1893.0	    	1893
OL13110885W	1147163	uc2.ark+=13960=t2794114x	7647779	PZ7.H242L	Harris, Joel Chandler,	Boston;New York;Houghton, Mifflin and company;1897, c1894.	1897	mau			Little Mr. Thimblefinger and his queer country;	0.88	281	308	0.998	 	1897.0	1894	1897
