OL3298601A	Kaori Okura
OL9440312A	夏目漱石
OL9440312A	J. Cohn
OL9440312A	J. Cohn
OL9440312A	Dennis Washburn
OL9440312A	Umeji Sasaki
OL9440312A	Yasotaro Morri
OL9440312A	Kaori Okura
OL2984531A	夏目漱石
OL2984531A	J. Cohn
OL2984531A	J. Cohn
OL2984531A	Dennis Washburn
OL2984531A	Umeji Sasaki
OL2984531A	Yasotaro Morri
OL2984531A	Kaori Okura
OL13618016A	夏目漱石
OL13618016A	J. Cohn
OL13618016A	J. Cohn
OL13618016A	Dennis Washburn
OL13618016A	Umeji Sasaki
OL13618016A	Yasotaro Morri
OL13618016A	Kaori Okura
OL197515A	Dorothy L. Sayers
OL34047A	Daphne du Maurier
OL120957A	Vercors
OL25930A	Charles Perrault
OL33439A	Henryk Sienkiewicz
OL19603A	Booth Tarkington
OL24461A	Rudyard Kipling
OL33439A	Henryk Sienkiewicz
OL576232A	Jens Peter Jacobsen
OL576232A	Jens Jacobsen
OL3236330A	Jens Peter Jacobsen
OL3236330A	Jens Jacobsen
OL233814A	Enid Blyton
OL22032A	Rex Stout
OL22132A	Beverly Cleary
OL161160A	Edgar Wallace
OL2625174A	Josephine Tey
OL23326A	H. Rider Haggard
OL23326A	H. Rider Haggard
OL23326A	H. Rider Haggard
OL12392137A	H. Rider Haggard
OL12392137A	H. Rider Haggard
OL12392137A	H. Rider Haggard
OL12397103A	H. Rider Haggard
OL12397103A	H. Rider Haggard
OL12397103A	H. Rider Haggard
OL197515A	Dorothy L. Sayers
OL24181A	Harold Frederic
OL119715A	Colette
OL48458A	André Gide
OL48458A	Laura Freixas
OL48458A	Ignacio Vidal-Folch Balanzo
OL48458A	Ignacio Vidal-Folch Balanzo
OL6431429A	André Gide
OL6431429A	Laura Freixas
OL6431429A	Ignacio Vidal-Folch Balanzo
OL6431429A	Ignacio Vidal-Folch Balanzo
OL12696098A	André Gide
OL12696098A	Laura Freixas
OL12696098A	Ignacio Vidal-Folch Balanzo
OL12696098A	Ignacio Vidal-Folch Balanzo
OL12696099A	André Gide
OL12696099A	Laura Freixas
OL12696099A	Ignacio Vidal-Folch Balanzo
OL12696099A	Ignacio Vidal-Folch Balanzo
OL300813A	Sax Rohmer
OL22098A	Lewis Carroll
OL7173504A	Allie Brosh
OL161160A	Edgar Wallace
OL29586A	Arnold Bennett
OL2259074A	Dorothy Bussy
OL77081A	John Galsworthy
OL29586A	Arnold Bennett
OL399682A	Edgar Lee Masters
OL399682A	Beatriz Martín Vidal
OL399682A	Mario Giacomelli
OL399682A	Patrick Reumaux
OL9942206A	Edgar Lee Masters
OL9942206A	Beatriz Martín Vidal
OL9942206A	Mario Giacomelli
OL9942206A	Patrick Reumaux
OL511114A	Edgar Lee Masters
OL511114A	Beatriz Martín Vidal
OL511114A	Mario Giacomelli
OL511114A	Patrick Reumaux
OL440676A	Edgar Lee Masters
OL440676A	Beatriz Martín Vidal
OL440676A	Mario Giacomelli
OL440676A	Patrick Reumaux
OL22242A	Фёдор Михайлович Достоевский
OL215689A	G. A. Henty
OL74469A	Theodor Fontane
OL126562A	Emma Orczy
OL20243A	Graham Greene
OL161160A	Edgar Wallace
OL215919A	E. W. Hornung
OL20510A	Sylvia Townsend Warner
OL1130282A	Ruth Plumly Thompson
OL22583A	Willa Cather
OL18528A	John Buchan
OL79039A	Gustave Flaubert
OL79039A	Gisèle Séginger
OL4293168A	Gustave Flaubert
OL4293168A	Gisèle Séginger
OL161167A	Arthur Conan Doyle
OL558099A	B. Traven
OL23326A	H. Rider Haggard
OL215843A	Joseph Smith Fletcher
OL309380A	Raja Rao
OL309380A	Raja Rao
OL2665478A	Raja Rao
OL2665478A	Raja Rao
OL215919A	E. W. Hornung
OL391385A	Edward Phillips Oppenheim
OL1391432A	Evelyn Waugh
OL544344A	Nathanael West
OL20188A	Edith Wharton
OL2632008A	Raymond Chandler
OL28641A	Robert A. Heinlein
OL849503A	Roberta Leigh
OL18374A	Arthur Schnitzler
OL19603A	Booth Tarkington
OL18528A	John Buchan
OL18528A	John Buchan
OL21836A	Karl May
OL21836A	H. J. Graefen
OL21836A	Stanley L. Sharp
OL21836A	Alfred P. Donhauser
OL14285515A	Karl May
OL14285515A	H. J. Graefen
OL14285515A	Stanley L. Sharp
OL14285515A	Alfred P. Donhauser
OL10844193A	Karl May
OL10844193A	H. J. Graefen
OL10844193A	Stanley L. Sharp
OL10844193A	Alfred P. Donhauser
OL10844194A	Karl May
OL10844194A	H. J. Graefen
OL10844194A	Stanley L. Sharp
OL10844194A	Alfred P. Donhauser
OL951438A	Ernest Bramah
OL300813A	Sax Rohmer
OL18277A	Thomas Hardy
OL1706751A	Earl Derr Biggers
OL23326A	H. Rider Haggard
OL50109A	E. F. Benson
OL146605A	Edgar Rice Burroughs
OL21001A	Henry James
OL21001A	Robin Field
OL3137515A	Henry James
OL3137515A	Robin Field
OL28717A	Valerie Tripp
OL28717A	Katherine Kellgren
OL7830906A	Valerie Tripp
OL7830906A	Katherine Kellgren
OL591204A	Saki
OL44633A	Jack London
OL158938A	Marie Corelli
OL340972A	M. Art͡sybashev
OL21219A	Franklin W. Dixon
OL21219A	Dixon, Franklin W. (Mc Farlane, Leslie)
OL13627616A	Franklin W. Dixon
OL13627616A	Dixon, Franklin W. (Mc Farlane, Leslie)
OL20903A	James Thurber
OL29388A	Guy de Maupassant
OL22583A	Willa Cather
OL25123A	Anna Sewell
OL1127231A	Meredith Nicholson
OL527120A	Eric Knight
OL1199434A	H. De Vere Stacpoole
OL1199434A	Leonzio Russo
OL14511829A	H. De Vere Stacpoole
OL14511829A	Leonzio Russo
OL30350A	Zane Grey
OL769457A	A. Merritt
OL337772A	Octave Mirbeau
OL337772A	Brian Stableford
OL10345300A	Octave Mirbeau
OL10345300A	Brian Stableford
OL841402A	Jean Webster
OL771377A	R. Austin Freeman
OL29388A	Guy de Maupassant
OL529915A	Virginia Lee Burton
OL30350A	Zane Grey
OL23326A	H. Rider Haggard
OL23326A	H. Rider Haggard
OL12397103A	H. Rider Haggard
OL12397103A	H. Rider Haggard
OL24761A	Samuel Butler
OL24761A	Samuel Butler
OL2658787A	Samuel Butler
OL2658787A	Samuel Butler
OL32541A	Beatrix Potter
OL118077A	George Orwell
OL595213A	Hergé
OL24461A	Rudyard Kipling
OL24461A	Elliot
OL2641012A	Rudyard Kipling
OL2641012A	Elliot
OL223733A	John Kendrick Bangs
OL223733A	John Kendrick Bangs
OL223733A	John Kendrick John Kendrick Bangs
OL223733A	John Bangs
OL223733A	Bangs John Kendrick
OL11347256A	John Kendrick Bangs
OL11347256A	John Kendrick Bangs
OL11347256A	John Kendrick John Kendrick Bangs
OL11347256A	John Bangs
OL11347256A	Bangs John Kendrick
OL11334217A	John Kendrick Bangs
OL11334217A	John Kendrick Bangs
OL11334217A	John Kendrick John Kendrick Bangs
OL11334217A	John Bangs
OL11334217A	Bangs John Kendrick
OL11350761A	John Kendrick Bangs
OL11350761A	John Kendrick Bangs
OL11350761A	John Kendrick John Kendrick Bangs
OL11350761A	John Bangs
OL11350761A	Bangs John Kendrick
OL14460104A	John Kendrick Bangs
OL14460104A	John Kendrick Bangs
OL14460104A	John Kendrick John Kendrick Bangs
OL14460104A	John Bangs
OL14460104A	Bangs John Kendrick
OL19603A	Booth Tarkington
OL23696A	Sigrid Undset
OL30350A	Zane Grey
OL23326A	H. Rider Haggard
OL5816217A	Eleanor Hodgman Porter
OL120205A	Marcel Proust
OL32772A	Émile Zola
OL408063A	Charlotte Perkins Gilman
OL23326A	H. Rider Haggard
OL3152608A	Andrew Lang
OL215713A	Frank Norris
OL28409A	William Morris
OL317339A	Harold MacGrath
OL385813A	Edna Ferber
OL24452A	Danielle Steel
OL146605A	Edgar Rice Burroughs
OL23326A	H. Rider Haggard
OL23326A	H. Rider Haggard
OL12397103A	H. Rider Haggard
OL12397103A	H. Rider Haggard
OL120205A	Marcel Proust
OL23326A	H. Rider Haggard
OL23326A	H. Rider Haggard
OL12397103A	H. Rider Haggard
OL12397103A	H. Rider Haggard
OL23681A	William Dean Howells
OL30350A	Zane Grey
OL136197A	P. G. Wodehouse
OL23326A	H. Rider Haggard
OL21001A	Henry James
OL4397788A	Jean Rhys
OL30350A	Zane Grey
OL23326A	H. Rider Haggard
OL25963A	Robert Louis Stevenson
OL25963A	Lloyd Osbourne
OL25963A	Robert Stevenson
OL2074201A	Robert Louis Stevenson
OL2074201A	Lloyd Osbourne
OL2074201A	Robert Stevenson
OL2685190A	Robert Louis Stevenson
OL2685190A	Lloyd Osbourne
OL2685190A	Robert Stevenson
OL25963A	Robert Louis Stevenson
OL25963A	Lloyd Osbourne
OL2074201A	Robert Louis Stevenson
OL2074201A	Lloyd Osbourne
OL30350A	Zane Grey
OL30350A	Zane Grey
OL30350A	Zane Grey
OL107877A	Guy Boothby
OL2660342A	Maurice Leblanc
OL951438A	Ernest Bramah
OL2748402A	Frederick Faust
OL2748402A	John Frederick (Max Brand)
OL2748402A	Max Brand
OL9567913A	Frederick Faust
OL9567913A	John Frederick (Max Brand)
OL9567913A	Max Brand
OL8424664A	Frederick Faust
OL8424664A	John Frederick (Max Brand)
OL8424664A	Max Brand
OL161160A	Edgar Wallace
OL215843A	Joseph Smith Fletcher
OL5816217A	Eleanor Hodgman Porter
OL33439A	Henryk Sienkiewicz
OL28989A	Georges Bernanos
OL48458A	André Gide
OL48458A	Josep Lozano
OL5661719A	André Gide
OL5661719A	Josep Lozano
OL22358A	Wilkie Collins
OL25966A	Henry Adams
OL30350A	Zane Grey
OL22157A	Harriet Beecher Stowe
OL22157A	Harriet Stowe
OL22157A	Queer Little Folks
OL10736946A	Harriet Beecher Stowe
OL10736946A	Harriet Stowe
OL10736946A	Queer Little Folks
OL14482752A	Harriet Beecher Stowe
OL14482752A	Harriet Stowe
OL14482752A	Queer Little Folks
OL23326A	H. Rider Haggard
OL30350A	Zane Grey
OL57263A	George Gissing
OL57263A	edibooks
OL57263A	George Gissing
OL9260057A	George Gissing
OL9260057A	edibooks
OL9260057A	George Gissing
OL13350839A	George Gissing
OL13350839A	edibooks
OL13350839A	George Gissing
OL162057A	Robert W. Chambers
OL215610A	Jerome Klapka Jérôme
OL29388A	Guy de Maupassant
OL25963A	Robert Louis Stevenson
OL18528A	John Buchan
OL13066A	H. G. Wells
OL30350A	Zane Grey
OL215713A	Frank Norris
OL30350A	Zane Grey
OL30350A	Zane Grey
OL554155A	Arthur Machen
OL215610A	Jerome Klapka Jérôme
OL19493A	Sinclair Lewis
OL27107A	Anthony Hope
OL23326A	H. Rider Haggard
OL162057A	Robert W. Chambers
OL30350A	Zane Grey
OL30350A	Zane Grey
OL1766758A	James Branch Cabell
OL23326A	H. Rider Haggard
OL33842A	Ford Madox Ford
OL23326A	H. Rider Haggard
OL23326A	H. Rider Haggard
OL30350A	Zane Grey
OL23326A	H. Rider Haggard
OL30350A	Zane Grey
OL236182A	Lloyd Alexander
OL18053A	Edith Nesbit
OL122169A	Erich Maria Remarque
OL343157A	Charles Stross
OL552852A	Robert E. Howard
OL27349A	F. Scott Fitzgerald
OL766555A	Georgette Heyer
OL951438A	Ernest Bramah
OL48458A	André Gide
OL2748402A	Frederick Faust
OL22182A	Christopher Priest
OL2570949A	Robert Michael Ballantyne
OL23326A	H. Rider Haggard
OL107877A	Guy Boothby
OL44633A	Jack London
OL6898863A	E. M. Forster
OL394726A	Algernon Blackwood
OL32772A	Émile Zola
OL394726A	Algernon Blackwood
OL23326A	H. Rider Haggard
OL23326A	H. Rider Haggardh Rider
OL23326A	H. Rider Haggard
OL11138766A	H. Rider Haggard
OL11138766A	H. Rider Haggardh Rider
OL11138766A	H. Rider Haggard
OL12397103A	H. Rider Haggard
OL12397103A	H. Rider Haggardh Rider
OL12397103A	H. Rider Haggard
OL1706751A	Earl Derr Biggers
OL19441A	Joseph Conrad
OL2532352A	Joseph Jacobs
OL22242A	Фёдор Михайлович Достоевский
OL23326A	H. Rider Haggard
OL23326A	Andrew Lang
OL3152608A	H. Rider Haggard
OL3152608A	Andrew Lang
OL1319733A	Ethel Lilian Voynich
OL161167A	Arthur Conan Doyle
OL20188A	Edith Wharton
OL30350A	Zane Grey
OL30350A	Zane Grey
OL21001A	Henry James
OL317224A	John Fox Jr.
OL317224A	John Jr.
OL317224A	Fox, John
OL317224A	John Fox
OL317224A	B. McCahill
OL317224A	John
OL317224A	John Fox, Jr.; Yohn, F. C. [Illustrator]
OL317224A	F. C. Yohn
OL3769097A	John Fox Jr.
OL3769097A	John Jr.
OL3769097A	Fox, John
OL3769097A	John Fox
OL3769097A	B. McCahill
OL3769097A	John
OL3769097A	John Fox, Jr.; Yohn, F. C. [Illustrator]
OL3769097A	F. C. Yohn
OL434151A	John Fox Jr.
OL434151A	John Jr.
OL434151A	Fox, John
OL434151A	John Fox
OL434151A	B. McCahill
OL434151A	John
OL434151A	John Fox, Jr.; Yohn, F. C. [Illustrator]
OL434151A	F. C. Yohn
OL5990577A	John Fox Jr.
OL5990577A	John Jr.
OL5990577A	Fox, John
OL5990577A	John Fox
OL5990577A	B. McCahill
OL5990577A	John
OL5990577A	John Fox, Jr.; Yohn, F. C. [Illustrator]
OL5990577A	F. C. Yohn
OL10869177A	John Fox Jr.
OL10869177A	John Jr.
OL10869177A	Fox, John
OL10869177A	John Fox
OL10869177A	B. McCahill
OL10869177A	John
OL10869177A	John Fox, Jr.; Yohn, F. C. [Illustrator]
OL10869177A	F. C. Yohn
OL5988813A	John Fox Jr.
OL5988813A	John Jr.
OL5988813A	Fox, John
OL5988813A	John Fox
OL5988813A	B. McCahill
OL5988813A	John
OL5988813A	John Fox, Jr.; Yohn, F. C. [Illustrator]
OL5988813A	F. C. Yohn
OL12901631A	John Fox Jr.
OL12901631A	John Jr.
OL12901631A	Fox, John
OL12901631A	John Fox
OL12901631A	B. McCahill
OL12901631A	John
OL12901631A	John Fox, Jr.; Yohn, F. C. [Illustrator]
OL12901631A	F. C. Yohn
OL15553295A	John Fox Jr.
OL15553295A	John Jr.
OL15553295A	Fox, John
OL15553295A	John Fox
OL15553295A	B. McCahill
OL15553295A	John
OL15553295A	John Fox, Jr.; Yohn, F. C. [Illustrator]
OL15553295A	F. C. Yohn
OL580795A	Willard Huntington Wright
OL30895A	Gene Stratton-Porter
OL20246A	Owen Wister
OL31574A	C. S. Lewis
OL18319A	Mark Twain
OL44633A	Jack London
OL21093A	Ambrose Bierce
OL21093A	A Bierce
OL12513862A	Ambrose Bierce
OL12513862A	A Bierce
OL18528A	John Buchan
OL93286A	Machado de Assis
OL580795A	Willard Huntington Wright
OL30895A	Gene Stratton-Porter
OL286951A	Alain-Fournier
OL3152608A	Andrew Lang
OL162026A	Lois Lenski
OL28559A	Kathleen E. Woodiwiss
OL198302A	B. F. Skinner
OL1141800A	Chester Himes
OL215713A	Frank Norris
OL59188A	Ayn Rand
OL32541A	Beatrix Potter
OL32541A	H y Xiao Phd
OL32541A	Sam Thiewes
OL32541A	Anita C. Nelson
OL32541A	Orla Kiely
OL9360144A	Beatrix Potter
OL9360144A	H y Xiao Phd
OL9360144A	Sam Thiewes
OL9360144A	Anita C. Nelson
OL9360144A	Orla Kiely
OL3517920A	Beatrix Potter
OL3517920A	H y Xiao Phd
OL3517920A	Sam Thiewes
OL3517920A	Anita C. Nelson
OL3517920A	Orla Kiely
OL6987430A	Beatrix Potter
OL6987430A	H y Xiao Phd
OL6987430A	Sam Thiewes
OL6987430A	Anita C. Nelson
OL6987430A	Orla Kiely
OL6983699A	Beatrix Potter
OL6983699A	H y Xiao Phd
OL6983699A	Sam Thiewes
OL6983699A	Anita C. Nelson
OL6983699A	Orla Kiely
OL47492A	Christopher Morley
OL257959A	Gabrielle Roy
OL27395A	Kevin Henkes
OL4363797A	Rebecca West
OL139769A	Raymond Queneau
OL25931A	Hans Christian Andersen
OL25931A	Various
OL2628053A	Hans Christian Andersen
OL2628053A	Various
OL957796A	Richard Hughes
OL119715A	Colette
OL57263A	George Gissing
OL57263A	George Gissing
OL13350839A	George Gissing
OL13350839A	George Gissing
OL5911201A	Rasipuram Krishnaswamy Narayan
OL5609281A	Siegfried Sassoon
OL44633A	Jack London
OL215689A	G. A. Henty
OL766555A	Georgette Heyer
OL32541A	Beatrix Potter
OL22583A	Willa Cather
OL160918A	W. W. Jacobs
OL160918A	W. Jacobs
OL3871147A	W. W. Jacobs
OL3871147A	W. Jacobs
OL2622837A	Dr. Seuss
OL125391A	Georges Simenon
OL22973A	Thomas Mann
OL26997A	J. M. Barrie
OL20646A	Oscar Wilde
OL24708A	A. E. van Vogt
OL24708A	Oliver Wyman
OL24708A	Kevin J. Anderson
OL7315206A	A. E. van Vogt
OL7315206A	Oliver Wyman
OL7315206A	Kevin J. Anderson
OL36575A	A. E. van Vogt
OL36575A	Oliver Wyman
OL36575A	Kevin J. Anderson
OL151016A	William Saroyan
OL18528A	John Buchan
OL458848A	Horace McCoy
OL23082A	George MacDonald
OL19024A	Upton Sinclair
OL20243A	Graham Greene
OL910273A	Holling Clancy Holling
OL23681A	William Dean Howells
OL49934A	Grant Morrison
OL49934A	Dave McKean
OL219070A	Grant Morrison
OL219070A	Dave McKean
OL125391A	Georges Simenon
OL19024A	Upton Sinclair
OL126038A	Jorge Leal Amado de Faria
OL417732A	Janette Sebring Lowrey
OL215689A	G. A. Henty
OL48458A	André Gide
OL48119A	Stephen Leacock
OL580551A	James M. Cain
OL2622837A	Dr. Seuss
OL2625174A	Josephine Tey
OL48139A	Vladimir Nabokov
OL529915A	Virginia Lee Burton
OL1391432A	Evelyn Waugh
OL18236A	Alexandre Dumas
OL19603A	Booth Tarkington
OL151016A	William Saroyan
OL812291A	Robert Lawson
OL50741A	André Malraux
OL32292A	Luigi Pirandello
OL2101175A	O. Henry
OL300813A	Sax Rohmer
OL25963A	Robert Louis Stevenson
OL19441A	Joseph Conrad
OL19441A	Ford Madox Ford
OL33842A	Joseph Conrad
OL33842A	Ford Madox Ford
OL766555A	Georgette Heyer
OL580795A	Willard Huntington Wright
OL580795A	Van Dene
OL10306172A	Willard Huntington Wright
OL10306172A	Van Dene
OL3152608A	Andrew Lang
OL595213A	Hergé
OL23431A	L. Frank Baum
OL2644841A	Mervyn Peake
OL385813A	Edna Ferber
OL21003A	Joyce Cary
OL26680A	Louisa May Alcott
OL3869A	Mikhail Aleksandrovich Sholokhov
OL19441A	Joseph Conrad
OL19024A	Upton Sinclair
OL766555A	Georgette Heyer
OL23326A	H. Rider Haggard
OL193022A	Edward E. Smith
OL48139A	Vladimir Nabokov
OL48139A	Dmitri Nabokov
OL3143664A	Vladimir Nabokov
OL3143664A	Dmitri Nabokov
OL28725A	Sarah Orne Jewett
OL29586A	Arnold Bennett
OL23326A	H. Rider Haggard
OL19441A	Joseph Conrad
OL19441A	Ford Madox Ford
OL33842A	Joseph Conrad
OL33842A	Ford Madox Ford
OL554155A	Arthur Machen
OL2197124A	Илья Арнольдович Ильф
OL2197124A	Евгений Петрович Петров
OL1046213A	Илья Арнольдович Ильф
OL1046213A	Евгений Петрович Петров
OL22358A	Wilkie Collins
OL316976A	Winston Churchill
OL33909A	P. D. James
OL385905A	Richard Llewellyn
OL5911201A	Rasipuram Krishnaswamy Narayan
OL13066A	H. G. Wells
OL20243A	Graham Greene
OL32772A	Émile Zola
OL28012A	Thorne Smith
OL44633A	Jack London
OL2660342A	Maurice Leblanc
OL25931A	Hans Christian Andersen
OL25931A	Ève Tharlet
OL25931A	Jeffrey Stewart Timmins
OL25931A	Stephanie True Peters
OL533155A	Hans Christian Andersen
OL533155A	Ève Tharlet
OL533155A	Jeffrey Stewart Timmins
OL533155A	Stephanie True Peters
OL7346331A	Hans Christian Andersen
OL7346331A	Ève Tharlet
OL7346331A	Jeffrey Stewart Timmins
OL7346331A	Stephanie True Peters
OL24244A	Hans Christian Andersen
OL24244A	Ève Tharlet
OL24244A	Jeffrey Stewart Timmins
OL24244A	Stephanie True Peters
OL239800A	Truman Capote
OL33442A	Miguel de Unamuno
OL24461A	Rudyard Kipling
OL27695A	Agatha Christie
OL19482A	Louis L'Amour
OL22358A	Wilkie Collins
OL22358A	Amara Saldaña
OL9385978A	Wilkie Collins
OL9385978A	Amara Saldaña
OL112971A	James Baldwin
OL112971A	Howard Pyle
OL244097A	James Baldwin
OL244097A	Howard Pyle
OL1391432A	Evelyn Waugh
OL18528A	John Buchan
OL18528A	John Buchan
OL20646A	Oscar Wilde
OL23326A	H. Rider Haggard
OL13066A	H. G. Wells
OL33842A	Ford Madox Ford
OL2658897A	Joris-Karl Huysmans
OL28641A	Robert A. Heinlein
OL21218A	Carolyn Keene
OL580795A	Willard Huntington Wright
OL465130A	John Dickson Carr
OL161160A	Edgar Wallace
OL2657570A	Elizabeth von Arnim
OL716992A	Nathaniel Benchley
OL29097A	Honoré de Balzac
OL136197A	P. G. Wodehouse
OL136197A	P. G. Wodehouse
OL22098A	Lewis Carroll
OL120346A	Barrett Harper Clark
OL120346A	Barrett H. Clark
OL120346A	Maxim Lieber
OL120346A	Charles Dickens
OL120346A	Фёдор Михайлович Достоевский
OL120346A	Антон Павлович Чехов
OL120346A	Nathaniel Hawthorne
OL120346A	Edgar Allan Poe
OL120346A	Mark Twain
OL120346A	Ambrose Bierce
OL120346A	Theodore Dreiser
OL120346A	BARRETT H. CLARK
OL120346A	CLARK AND LIEBER
OL120346A	Gerda Charles
