ol_work_key	ol_title	ol_author_name	ol_first_publish_year	goodreads_work_id	title_match_type	gr_original_title	gr_original_publication_year	matched_book_titles	gr_primary_contributors	gr_pseudonym_contributors	gr_editors	gr_translators	gr_adapters_retellers	gr_other_contributors	review_decision	review_confidence	review_reason
/works/OL7682905W	My lady	Marguerite Bouvet	1894	57790529	WORK_FULL	My Lady	2017	"[""My Lady""]"	Elya Handayani						AMBIGUOUS	MEDIUM	The titles match, but the Open Library author is Marguerite Bouvet while Goodreads lists Elya Handayani, with no supplied identity or pseudonym link. The differing publication years are not decisive.
/works/OL5208215W	Derelicts	McFee, William	1938	12709513	BOOK_FULL		1911	"[""Derelicts""]"	William J. Locke						AMBIGUOUS	LOW	The titles match, but the supplied author names differ: William McFee versus William J. Locke. No explicit identity or pseudonym link is provided, and the evidence does not otherwise establish whether these are the same or different works.
/works/OL1940827W	No son of mine	Stern, G. B.	1948	40073786	WORK_FULL	No Son of Mine	2014	"[""No Son of Mine""]"	Leslie Georgeson						AMBIGUOUS	LOW	The titles match, but the Open Library author is G. B. Stern while Goodreads lists Leslie Georgeson, with no supplied evidence linking the names. The differing publication years are insufficient to establish identity or non-identity.
/works/OL7791493W	True riches	Adrian R. Apple	1931	25400007	WORK_FULL	True Riches	2006	"[""True Riches""]"	Gail Gaymer Martin						AMBIGUOUS	MEDIUM	The titles match, but the supplied author names differ: Adrian R. Apple versus Gail Gaymer Martin. No explicit identity or pseudonym link is provided, and the differing publication years do not resolve the relationship.
/works/OL22291715W	The happy island	Darwin L. Teilhet	1950	210164	WORK_FULL	The Happy Island	1998	"[""The Happy Island""]"	Dawn Powell					Tim Page	AMBIGUOUS	LOW	The titles match, but the Open Library author is Darwin L. Teilhet while Goodreads lists Dawn Powell, with no supplied evidence linking these names or establishing that they represent different works.
/works/OL24978071W	The pursued	W. J. Gordon	1887	18045615	WORK_FULL	The Pursued	2011	"[""The Pursued""]"	C.S. Forester						AMBIGUOUS	MEDIUM	The titles match, but the Open Library author is W. J. Gordon while the Goodreads primary contributor is C.S. Forester, with no supplied identity or pseudonym link. The differing years are insufficient to resolve the discrepancy.
/works/OL36769716W	The joy of life	Emile Zola	1915	26574593	BOOK_FULL		2013	"[""The Joy of Life""]"	Mary Beth Smith						AMBIGUOUS	LOW	The titles match, but the supplied author names differ—Emile Zola and Mary Beth Smith—with no explicit identity or pseudonym link. The evidence is insufficient to establish that these records represent the same work or definitively different works.
/works/OL137351W	The truce of God	Mary Roberts Rinehart	1920	293690	WORK_FULL	The Truce Of God	1982	"[""The Truce of God"", ""The Truce of God: Peacemaking in Troubled Times""]"	Robert Cantuar | Rowan Williams						NO_MATCH	HIGH	"The Open Library record attributes the work to Mary Roberts Rinehart, while the Goodreads record lists Robert Cantuar and Rowan Williams as primary contributors. The Goodreads matched title also includes the distinct subtitle ""Peacemaking in Troubled Times,"" supporting a different conceptual work."
/works/OL243995W	Wheels within wheels	Alec Waugh	1933	1409750	WORK_FULL	Wheels Within Wheels	1979	"[""Wheels Within Wheels"", ""Wheels Within Wheels: Autobiography""]"	Dervla Murphy						AMBIGUOUS	MEDIUM	The titles match, but the supplied author names differ: Alec Waugh versus Dervla Murphy, with no explicit identity or pseudonym link. The evidence is insufficient to establish whether these are the same work or different works.
/works/OL5408075W	Barry Blake of the flying fortress	Gaylord Du Bois	1943	1378815	WORK_FULL	Barry Blake of the Flying Fortress	1943	"[""Barry Blake of the Flying Fortress""]"	Gaylord DuBois					J.R.   White	MATCH	HIGH	"The titles match aside from capitalization, the publication years are both 1943, and the author names ""Gaylord Du Bois"" and ""Gaylord DuBois"" are an obvious spacing variant."
/works/OL17978981W	West of the West	Alexander Ritchie Robson	1910	6508796	BOOK_FULL	West of the West: Dreamers, Believers, Builders, and Killers in the Golden State	2009	"[""West Of The West"", ""West of the West: Dreamers, Believers, Builders, and Killers in the Golden State""]"	Mark Arax						NO_MATCH	HIGH	The records have different supplied authors—Alexander Ritchie Robson versus Mark Arax—and the Goodreads record has a distinct subtitle and 2009 publication year, while the Open Library record is from 1910. This supports different conceptual works despite the shared title.
/works/OL33323886W	The greatest adventure	John Taine	1929	6002828	WORK_FULL	The Greatest Adventure	1928	"[""The Greatest Adventure""]"	Eric Temple Bell						AMBIGUOUS	LOW	The titles match, but the Open Library author is John Taine while the Goodreads primary contributor is Eric Temple Bell, with no supplied evidence linking these names or establishing different works.
/works/OL15549635W	Black ivory	Polan Banks	1926	3838978	BOOK_FULL	Black Ivory: A Tale of Adventure Among the Slavers of East Africa	1873	"[""Black Ivory"", ""Black Ivory: A Tale Of Adventure Among The Slavers Of East Africa""]"	R.M. Ballantyne						AMBIGUOUS	MEDIUM	The titles align, including the subtitle identifying the same apparent adventure work, but the supplied author names differ: Open Library lists Polan Banks while Goodreads lists R.M. Ballantyne. No explicit pseudonym or identity link connects them, so MATCH cannot be established.
/works/OL1294478W	Young hearts	David Malets	1950	41255752	BOOK_FULL			"[""Young Hearts""]"	Nick  Sweet						AMBIGUOUS	LOW	The titles match, but the supplied author names differ: Open Library lists David Malets, while Goodreads lists Nick Sweet. No explicit identity or pseudonym link is provided, so identity cannot be established.
/works/OL37139955W	The eighth wonder	William Wallace Cook	1925	19927501	BOOK_FULL		2012	"[""The Eighth Wonder""]"	Kimberly S. Young						AMBIGUOUS	LOW	The titles match, but the supplied author names differ—William Wallace Cook versus Kimberly S. Young—with no explicit identity or pseudonym link. The publication-year difference does not resolve the discrepancy.
/works/OL1797245W	Transplanted	Atherton, Gertrude Franklin Horn	1919	15198740	WORK_FULL	Transplanted	2002	"[""Transplanted""]"	Sarah Myles						AMBIGUOUS	LOW	"Both records have the title ""Transplanted,"" but the Open Library author is Gertrude Franklin Horn Atherton while Goodreads lists Sarah Myles, with no supplied identity or pseudonym link. The differing years do not establish whether they are the same or different work."
/works/OL12313613W	On wings of destiny	Victoria Lopez de Araneta	1940	1092580	WORK_FULL	On Wings of Destiny	1992	"[""On Wings of Destiny""]"	Ching Yun Bezine						AMBIGUOUS	LOW	The titles match, but the Open Library author is Victoria Lopez de Araneta while the Goodreads primary contributor is Ching Yun Bezine, with no supplied evidence linking these names or establishing a translator, pseudonym, or other relationship.
/works/OL121228W	Autobiography of Benjamin Franklin	Thornton W. Burgess	1916	598905	BOOK_FULL	an introduction and notes	1791	"[""AUTOBIOGRAPHY OF BENJAMIN FRANKLIN"", ""Autobiography Of Benjamin Franklin"", ""Autobiography of Benjamin Franklin"", ""Autobiography of Benjamin Franklin.""]"	Benjamin Franklin | John Bigelow | Mark Skousen		Charles William Eliot | Frank Woodworth Pine | Helen C. Boatfield | Helene H. Fineman | Jared Sparks | Leonard W. Labaree | Mark Skousen | Peter Conn | Ralph L. Ketcham | W. MacDonald	Taller del Exito		Andrew Trees | Carl Van Doren | E. Boyd Smith | Edmund S. Morgan | Gary Gilberd | Grover Gardner | Lewis Leary | Michael      Edwards | Walter Costello	AMBIGUOUS	LOW	The titles match, but the Open Library record attributes the work to Thornton W. Burgess while Goodreads lists Benjamin Franklin, John Bigelow, and Mark Skousen as primary contributors. The CASE supplies no identity or pseudonym link between these names and does not establish whether the Open Library attribution is erroneous.
/works/OL15854250W	The four friends	Eleanor Hoffmann	1946	6823233	BOOK_FULL	The Four Friends (Beginning to Read Book)	1958	"[""The Four Friends""]"	Carol Hoff						AMBIGUOUS	LOW	The titles are similar, but the supplied author names differ: Eleanor Hoffmann versus Carol Hoff, with no explicit identity or pseudonym link. The publication years also differ, but are not sufficient to establish different works.
/works/OL3863979W	Noughts and crosses	Quiller-Couch, Arthur Thomas	1891	43762322	BOOK_FULL			"[""Noughts and Crosses""]"	Malorie Blackman				Dominic Cooke		AMBIGUOUS	LOW	The titles correspond, but the Open Library author is Arthur Thomas Quiller-Couch while Goodreads lists Malorie Blackman as a primary contributor and Dominic Cooke as an adapter. No supplied evidence links these identities or establishes that the records represent different conceptual works.
/works/OL22126243W	Rising wind	Moore, Virginia.	1928	1776616	WORK_FULL	Rising Wind	2007	[]	Cindy Holby						AMBIGUOUS	LOW	The titles match, but the supplied author names differ: Open Library lists Virginia Moore while Goodreads lists Cindy Holby. No explicit identity or pseudonym link is provided, and the publication-year difference alone cannot establish whether the records represent the same work.
/works/OL6316094W	Crumbling walls	Joan Conquest	1929	23747879	BOOK_FULL		2013	"[""Crumbling Walls""]"	Laura Strandt						AMBIGUOUS	LOW	The titles match, but the Open Library author is Joan Conquest while Goodreads lists Laura Strandt, with no supplied identity or pseudonym link. The differing publication years are insufficient to establish either identity or non-identity.
/works/OL8306199W	The leopard's spots	Dixon, Thomas	1902	13710292	BOOK_FULL		1979	"[""The Leopard's Spots"", ""The Leopard's Spots: A Romance of the White Man's Burden--1865-1900""]"	Thomas Dixon Jr.						MATCH	HIGH	"The titles correspond, including the Goodreads subtitle, and the author names are compatible variants of Thomas Dixon (""Dixon, Thomas"" and ""Thomas Dixon Jr.""). The publication-year difference does not outweigh this identity evidence."
/works/OL2459822W	Bohemia in London	John Arthur Ransome Marriott	1907	1795370	BOOK_FULL	Bohemia in London (Oxford Paperbacks)	1907	"[""Bohemia In London""]"	Arthur Ransome						AMBIGUOUS	LOW	The titles and 1907 publication year match, but Open Library names John Arthur Ransome Marriott while Goodreads lists Arthur Ransome, with no supplied evidence linking these names.
/works/OL3462385W	The wind from nowhere	Micheaux, Oscar	1944	254310	WORK_FULL	The Wind from Nowhere	1962	"[""The Wind from Nowhere""]"	J.G. Ballard			Mario Galli			AMBIGUOUS	LOW	The titles match, but the supplied author names—Oscar Micheaux and J.G. Ballard—are completely different with no explicit identity link. The differing years do not establish distinct works, and title similarity alone is insufficient for a match.
/works/OL15423W	Salted with fire	MacDonald, George	1897	25428322	BOOK_FULL		2013	"[""Salted With Fire""]"	Nancy LaRonda Johnson						AMBIGUOUS	LOW	The titles match, but the Open Library author is George MacDonald while Goodreads lists Nancy LaRonda Johnson, with no supplied evidence linking these names or establishing a different work.
/works/OL1795181W	Apache Gold	Joseph A. Altsheler	1913	11584913	BOOK_FULL		1976	"[""Apache Gold""]"	Brian Fox						AMBIGUOUS	LOW	The titles match, but the supplied author names differ—Joseph A. Altsheler versus Brian Fox—with no explicit identity relationship or adaptation evidence. The publication years also differ, but are not decisive.
/works/OL7571290W	Klondike gold	Hubert Vansant Coryell	1938	1484622	WORK_FULL	Klondike Gold	2005	"[""Klondike Gold""]"	Alice Provensen						AMBIGUOUS	LOW	The titles correspond, but the supplied author names differ substantially—Hubert Vansant Coryell versus Alice Provensen—with no explicit identity or pseudonym link. The evidence does not establish either that the works are the same or that they are definitively different.
/works/OL6607988W	Gallop!	John Ressich	1932	2146002	BOOK_FULL	Gallop!: A Scanimation Picture Book	2007	"[""Gallop!""]"	Rufus Butler Seder						NO_MATCH	HIGH	"The records have different supplied authors, John Ressich versus Rufus Butler Seder, and the Goodreads title includes the distinct subtitle ""A Scanimation Picture Book"" with a 2007 publication year versus 1932 for the Open Library record."
/works/OL6213273W	The lady and the pirate	Emerson Hough	1913	39919681	BOOK_FULL		2014	"[""The Lady and the Pirate""]"	Victoria Wessex						AMBIGUOUS	LOW	The titles match, but the supplied author names differ—Emerson Hough versus Victoria Wessex—with no explicit identity or pseudonym link. The evidence is insufficient to establish that they are the same work or definitively different works.
/works/OL15217360W	Southwest	Armer, Laura Adams	1935	4692478	BOOK_FULL	Southwest (A Zia book)	1952	"[""Southwest""]"	John Houghton Allen						AMBIGUOUS	LOW	The titles are similar, but the Open Library record attributes the work to Laura Adams Armer while Goodreads lists John Houghton Allen, with no supplied identity or pseudonym link between them. The evidence is insufficient to establish whether these are the same work.
/works/OL1937567W	Island of Flowers	Robins, Denise	1940	668521	WORK_FULL	Island of Flowers	1982	"[""Island Of Flowers"", ""Island of Flowers""]"	Nora Roberts						AMBIGUOUS	LOW	The titles match, but the supplied author names differ—Denise Robins versus Nora Roberts—with no explicit identity link. Publication years alone cannot establish or reject work identity.
/works/OL3859848W	No ordinary summer	Konstantin Fedin	1950	364326	WORK_FULL	No Ordinary Summer	2004	[]	Linda Barrett						AMBIGUOUS	MEDIUM	The titles match, but the records name different contributors—Konstantin Fedin and Linda Barrett—with no supplied identity or pseudonym link. The differing publication years are only supporting evidence and cannot establish non-identity by themselves.
/works/OL2279187W	The leper king	Zofia Kossak-Szczucka	1945	7211236	WORK_FULL	The Leper King	2009	[]	Scott R. Rezer						AMBIGUOUS	LOW	The titles match, but the Open Library author is Zofia Kossak-Szczucka while the Goodreads primary contributor is Scott R. Rezer. No supplied evidence links these names or establishes that they represent the same author, and there is no additional evidence proving different works.
/works/OL6342381W	The regulators	William Degenhard	1943	955346	WORK_FULL	The Regulators	1996	"[""The Regulators"", ""The Regulators: A Novel""]"	Maria Eugenia Ciocchini Suarez | Richard Bachman | Stephen King	Richard Bachman		Giorgos Mparouxes | Maria Eugenia Ciocchini Suarez | Paul Hekman | Piotr Jankowski | Poul Buchwald Andersen | Tullio Dobner | William Olivier Desmond		Frank Muller | Kate Nelligan	NO_MATCH	HIGH	The Open Library record attributes the work to William Degenhard and dates it to 1943, while the Goodreads work attributes it to Stephen King/Richard Bachman and dates it to 1996. No supplied evidence links Degenhard to those contributors, so the matching titles represent different conceptual works.
/works/OL1197099W	Bachelor-of arts	Erskine, John	1934	1423842	WORK_FULL	Bachelor of Arts	1937	[]	R.K. Narayan					Graham Greene	AMBIGUOUS	LOW	The titles are clear orthographic variants, but the Open Library author is John Erskine while Goodreads lists R.K. Narayan as a primary contributor, with no supplied identity link between them. The evidence does not establish either identity or non-identity.
/works/OL2341661W	Making his mark	Horatio Alger	1901	23323418	BOOK_FULL		2012	"[""Making His Mark""]"	Jennah Scott						AMBIGUOUS	LOW	The titles correspond, but the supplied author names differ—Horatio Alger versus Jennah Scott—with no explicit identity or pseudonym link. The publication years alone cannot reliably establish a different work.
/works/OL10859380W	Her soul to keep	Ethel Cook Eliot	1935	16424531	WORK_FULL	Her Soul to Keep	2011	"[""Her Soul to Keep""]"	Delilah Devlin						AMBIGUOUS	LOW	The titles match, but the Open Library author is Ethel Cook Eliot while Goodreads lists Delilah Devlin, with no supplied identity or pseudonym link. The evidence is insufficient to establish that these are the same work or definitively different works.
/works/OL20874047W	I'm travelling alone	Samuel Bjørk	1915	26229987	BOOK_FULL	Der henger en engel alene i skogen	2013	"[""I'm Travelling Alone"", ""I'm Travelling Alone: (Munch and Krüger Book 1)""]"	Frode Sander Oien | Samiuel' B'ork | Samuel Bjork	Samuel Bjork		Eva Dohnalkova | Gabriele Haefs | Ilona Ozolina-Ciu | Ingrid Basso | Jean-Baptiste Coursaud | Krustalle Gluniadake | Lenka Kocisova | Mariia Nazarova | Marina Kopjar | Martin Simonson | Mine Atafirat | Paivi Kivela | Per Olaisen | Renee Vink | Zuzana Inczingerova		Dietmar Wunder	MATCH	HIGH	"The titles match, and both records attribute the work to Samuel Bjørk/Samuel Bjork, an obvious orthographic variant. Goodreads also lists ""I'm Travelling Alone"" as a matched title and includes Samuel Bjork among its primary contributors. The differing years do not outweigh this identity evidence."
/works/OL1798096W	I am the king	Sheppard Stevens	1898	5320130	WORK_FULL	I Am the King	2006	"[""I Am the King""]"	Leo Timmers						NO_MATCH	MEDIUM	The Open Library record attributes the work to Sheppard Stevens and dates it to 1898, while the Goodreads record attributes it to Leo Timmers and gives 2006 as the original publication year. The supplied evidence supports different conceptual works despite the identical title.
